agrs_ttft_p50_ms,deepep_minus_agrs_ms,deepep_ttft_p50_ms,restart,winner,winner_margin_pct,workload_id
209.21218395233154,-80.69396018981934,128.5182237625122,1,deepep_ht,62.78795164406649,image1024_c2
207.1819305419922,-84.25509929656982,122.92683124542236,1,deepep_ht,68.54085348409839,image448_c2
207.5251340866089,-105.48484325408936,102.04029083251953,1,deepep_ht,103.37567875734834,text2048_c2
210.7992172241211,-112.00165748596191,98.79755973815918,1,deepep_ht,113.36480150197762,text512_c2
236.82141304016113,-52.822113037109375,183.99930000305176,1,deepep_ht,28.707779342765587,text8192_c2
143.34440231323242,-0.3198385238647461,143.02456378936768,2,deepep_ht,0.2236248902921126,image1024_c2
137.7706527709961,-30.90667724609375,106.86397552490234,2,deepep_ht,28.921511757619026,image448_c2
148.70154857635498,-48.081159591674805,100.62038898468018,2,deepep_ht,47.78470852363266,text2048_c2
139.40632343292236,-41.24093055725098,98.16539287567139,2,deepep_ht,42.01167982843354,text512_c2
209.78772640228271,-25.673508644104004,184.1142177581787,2,deepep_ht,13.944337898892949,text8192_c2
144.81794834136963,3.553032875061035,148.37098121643066,3,agrs,2.4534478742135675,image1024_c2
111.98067665100098,-0.1418590545654297,111.83881759643555,3,deepep_ht,0.12684241269191576,image448_c2
92.78857707977295,11.069893836975098,103.85847091674805,3,agrs,11.93023342459277,text2048_c2
89.62368965148926,38.1697416305542,127.79343128204346,3,agrs,42.58889784495716,text512_c2
160.62021255493164,23.605704307556152,184.2259168624878,3,agrs,14.696596357375054,text8192_c2
118.19064617156982,15.07115364074707,133.2617998123169,4,agrs,12.751562098128508,image1024_c2
148.89955520629883,-38.62202167510986,110.27753353118896,4,deepep_ht,35.02256573791314,image448_c2
98.05560111999512,7.854461669921875,105.91006278991699,4,agrs,8.010212145158349,text2048_c2
133.1937313079834,-32.7378511428833,100.4558801651001,4,deepep_ht,32.58928306543964,text512_c2
185.23931503295898,-1.5279054641723633,183.71140956878662,4,deepep_ht,0.8316878454956677,text8192_c2
187.55114078521729,-53.225159645080566,134.32598114013672,5,deepep_ht,39.623875584837876,image1024_c2
185.49346923828125,-74.94962215423584,110.54384708404541,5,deepep_ht,67.80080857621354,image448_c2
187.77060508728027,-85.46245098114014,102.30815410614014,5,deepep_ht,83.5343494639505,text2048_c2
185.31811237335205,-85.68763732910156,99.63047504425049,5,deepep_ht,86.00544892618822,text512_c2
228.03723812103271,-44.2202091217041,183.8170289993286,5,deepep_ht,24.056644459129853,text8192_c2
