source,sample,layer,tokens,renormalized,policy,reps,moe_median_ms,moe_p90_ms,moe_gain_pct,expert_gain_pct,worst_rel_l2_median,worst_cosine_median,assignment_drop_fraction,router_mass_drop_fraction
replay_camera_l24_M8192_20260911_0058.jsonl,camera_e448,24,8192,False,random_k4,30,3.2300959825515747,3.247052764892578,24.415184442119475,30.85276396372748,0.6579475998878479,0.7539883852005005,0.44329833984375,0.44289690256118774
replay_k2k1_camera_l24_M8192_20260911_0128.jsonl,camera_e448,24,8192,False,semantic_k1,30,1.8474400043487549,1.8601087570190429,57.06902508600904,65.87135210870795,0.6011074781417847,0.8003039956092834,0.7757720947265625,0.6925903558731079
replay_k2k1_camera_l24_M8192_20260911_0128.jsonl,camera_e448,24,8192,False,tail_k2_s0.01,30,2.3312320709228516,2.348316788673401,45.82662207168114,53.80469811116705,0.49034664034843445,0.8720327615737915,0.664947509765625,0.5640928149223328
replay_k2k1_camera_l24_M8192_20260911_0128.jsonl,camera_e448,24,8192,False,random_k2,30,2.411776065826416,2.4245791673660277,43.95493356405004,52.5225934330799,0.8251057267189026,0.5661629438400269,0.664947509765625,0.6656656265258789
replay_k2k1_camera_l24_M8192_20260911_0128.jsonl,camera_e448,24,8192,False,semantic_k2,30,2.5597599744796753,2.5705503463745116,40.51607035056942,48.36342661178745,0.4885742664337158,0.873019814491272,0.664947509765625,0.5634100437164307
replay_k2k1_camera_l24_M8192_20260911_0128.jsonl,camera_e448,24,8192,False,tail_k1_s0.01,30,1.768992006778717,1.79376323223114,58.89200662143344,67.4261691743458,0.6029490232467651,0.7989057898521423,0.7757720947265625,0.6928709745407104
replay_k2k1_camera_l24_M8192_20260911_0128.jsonl,camera_e448,24,8192,False,full_k8,30,4.303279876708984,4.343603038787842,0.0,0.0,0.0,1.0,0.0,0.0
replay_k2k1_camera_l24_M8192_20260911_0128.jsonl,camera_e448,24,8192,False,random_k1,30,1.7948319911956787,1.8149568080902099,58.291534768398314,66.69126165889053,0.8949624300003052,0.44701579213142395,0.7757720947265625,0.7759092450141907
replay_smallbudget_camera_l24_M4096_preserve_20260911_0125.jsonl,camera_e448,24,4096,False,budget_tail_0.02,30,2.183024048805237,2.188825535774231,2.7665127252056276,4.128724876829393,0.06279172748327255,0.998029351234436,0.017791748046875,0.009263737127184868
replay_smallbudget_camera_l24_M4096_preserve_20260911_0125.jsonl,camera_e448,24,4096,False,budget_semantic_0.02,30,2.2224960327148438,2.2418527364730836,1.0084017015152602,1.636921762203769,0.0426272451877594,0.9990912675857544,0.017791748046875,0.00520283542573452
replay_smallbudget_camera_l24_M4096_preserve_20260911_0125.jsonl,camera_e448,24,4096,False,budget_semantic_0.05,30,2.200559973716736,2.22063353061676,1.9854498080713934,2.977870211748035,0.08406757563352585,0.9964659214019775,0.044464111328125,0.02032903954386711
replay_smallbudget_camera_l24_M4096_preserve_20260911_0125.jsonl,camera_e448,24,4096,False,budget_semantic_0.01,30,2.2325600385665894,2.243395209312439,0.5601435224747098,0.6055886648179354,0.015615204349160194,0.9998780488967896,0.008880615234375,0.0012481323210522532
replay_smallbudget_camera_l24_M4096_preserve_20260911_0125.jsonl,camera_e448,24,4096,False,budget_random_0.05,30,2.1987199783325195,2.2095712184906007,2.067404547816387,2.9710385904758163,0.13925059139728546,0.9902622103691101,0.044464111328125,0.039953842759132385
replay_smallbudget_camera_l24_M4096_preserve_20260911_0125.jsonl,camera_e448,24,4096,False,budget_tail_0.05,30,2.115951895713806,2.125337505340576,5.7539554644086,8.268827307894256,0.0961822047829628,0.9953708648681641,0.044464111328125,0.02591063641011715
replay_smallbudget_camera_l24_M4096_preserve_20260911_0125.jsonl,camera_e448,24,4096,False,full_k8,30,2.245136022567749,2.2726879596710203,0.0,0.0,0.0,1.0,0.0,0.0
replay_smallbudget_camera_l24_M4096_preserve_20260911_0125.jsonl,camera_e448,24,4096,False,budget_tail_0.01,30,2.2119200229644775,2.231561613082886,1.4794649085574152,2.182179281248986,0.041097331792116165,0.9991554021835327,0.008880615234375,0.003943248186260462
replay_smallbudget_camera_l24_M8192_preserve_20260911_0125.jsonl,camera_e448,24,8192,False,budget_tail_0.02,30,4.142768144607544,4.176979303359985,2.8927039379748276,3.913082384136446,0.06269682198762894,0.9980353116989136,0.017730712890625,0.00922221876680851
replay_smallbudget_camera_l24_M8192_preserve_20260911_0125.jsonl,camera_e448,24,8192,False,budget_semantic_0.02,30,4.230224132537842,4.250591850280761,0.8427184654837383,1.0994681846073884,0.042604297399520874,0.9990922212600708,0.017730712890625,0.005158936604857445
replay_smallbudget_camera_l24_M8192_preserve_20260911_0125.jsonl,camera_e448,24,8192,False,budget_semantic_0.05,30,4.180176019668579,4.19847354888916,2.0158560257083513,2.6370668342422188,0.08411220461130142,0.9964621067047119,0.0443267822265625,0.02026153728365898
replay_smallbudget_camera_l24_M8192_preserve_20260911_0125.jsonl,camera_e448,24,8192,False,budget_semantic_0.01,30,4.249840021133423,4.2702717781066895,0.3829181979137952,0.46175516853080856,0.015474341809749603,0.9998802542686462,0.0088653564453125,0.001223160419613123
replay_smallbudget_camera_l24_M8192_preserve_20260911_0125.jsonl,camera_e448,24,8192,False,budget_random_0.05,30,4.184288024902344,4.205468988418579,1.9194698182968817,2.611677976901816,0.13841469585895538,0.9903799295425415,0.0443267822265625,0.039506688714027405
replay_smallbudget_camera_l24_M8192_preserve_20260911_0125.jsonl,camera_e448,24,8192,False,budget_tail_0.05,30,4.021039962768555,4.031987047195434,5.7460363428590515,8.071804492688306,0.0950525626540184,0.9954789876937866,0.0443267822265625,0.025529369711875916
replay_smallbudget_camera_l24_M8192_preserve_20260911_0125.jsonl,camera_e448,24,8192,False,full_k8,30,4.266175985336304,4.277091026306152,0.0,0.0,0.0,1.0,0.0,0.0
replay_smallbudget_camera_l24_M8192_preserve_20260911_0125.jsonl,camera_e448,24,8192,False,budget_tail_0.01,30,4.20681619644165,4.233923292160034,1.3914050685833068,1.998174782683526,0.04080978035926819,0.9991671442985535,0.0088653564453125,0.003926181700080633
