source,sample,layer,tokens,renormalized,policy,reps,moe_median_ms,moe_p90_ms,moe_gain_pct,expert_gain_pct,worst_rel_l2_median,worst_cosine_median,assignment_drop_fraction,router_mass_drop_fraction,moe_share_of_clean_ttft_observer_assisted,projected_ttft_gain_pct,strict_local_quality_pass
replay_budget_camera_l24_M8192_renorm_20260911_0100.jsonl,camera_e448,24,8192,True,budget_tail_0.1,30,3.9391039609909058,3.957164740562439,7.660398410925828,11.142500029834912,0.24603740870952606,0.9820883870124817,0.088653564453125,0.0534706711769104,0.6219106193174727,4.764083119957466,False
replay_budget_camera_l24_M8192_renorm_20260911_0100.jsonl,camera_e448,24,8192,True,budget_semantic_0.1,30,4.115919828414917,4.126511812210083,3.5155200542620557,5.1031347705202235,0.2689493000507355,0.9800853133201599,0.088653564453125,0.048566363751888275,0.6219106193174727,2.1863392541691105,False
replay_budget_camera_l24_M8192_renorm_20260911_0100.jsonl,camera_e448,24,8192,True,budget_tail_0.2,30,3.741744041442871,3.7586177110672,12.286865882003406,17.53413300874126,0.3560866415500641,0.9670508503913879,0.1773223876953125,0.1187901720404625,0.6219106193174727,7.641332370147464,False
replay_budget_camera_l24_M8192_renorm_20260911_0100.jsonl,camera_e448,24,8192,True,budget_random_0.1,30,4.108943939208984,4.128976106643677,3.6790473021804604,5.296997832994698,0.2298368364572525,0.9763716459274292,0.088653564453125,0.07913211733102798,0.6219106193174727,2.2880385861973274,False
replay_budget_camera_l24_M8192_renorm_20260911_0100.jsonl,camera_e448,24,8192,True,budget_random_0.4,30,3.457871913909912,3.469008040428162,18.941333349280487,24.382643048926123,0.6314917206764221,0.8883618116378784,0.354644775390625,0.316437304019928,0.6219106193174727,11.779816353949728,False
replay_budget_camera_l24_M8192_renorm_20260911_0100.jsonl,camera_e448,24,8192,True,budget_random_0.2,30,3.9060800075531006,3.91297926902771,8.434538604620023,11.408473299428834,0.3580111563205719,0.9499977231025696,0.1773223876953125,0.15827351808547974,0.6219106193174727,5.245529127256371,False
replay_budget_camera_l24_M8192_renorm_20260911_0100.jsonl,camera_e448,24,8192,True,budget_random_0.5,30,3.1900320053100586,3.197270393371582,25.219977095342717,31.597019362570432,0.8060352206230164,0.8519253134727478,0.44329833984375,0.39570045471191406,0.6219106193174727,15.684571574537065,False
replay_budget_camera_l24_M8192_renorm_20260911_0100.jsonl,camera_e448,24,8192,True,budget_tail_0.3,30,3.4997920989990234,3.510681676864624,17.958649665883865,24.340680412978564,0.4988902509212494,0.946485161781311,0.2659759521484375,0.18901413679122925,0.6219106193174727,11.168674935815359,False
replay_budget_camera_l24_M8192_renorm_20260911_0100.jsonl,camera_e448,24,8192,True,budget_tail_0.5,30,3.003424048423767,3.0170783519744875,29.59439944186455,37.41000921381291,0.7217352390289307,0.9077209830284119,0.44329833984375,0.34304484724998474,0.6219106193174727,18.40507128521865,False
replay_budget_camera_l44_M8192_preserve_20260911_0122.jsonl,camera_e448,44,8192,False,budget_semantic_0.2,30,3.886240005493164,3.9078975677490235,9.453868699690526,11.366121346775959,0.23632299900054932,0.9717052578926086,0.1773223876953125,0.13610656559467316,0.6219106193174727,5.879461337970605,False
replay_budget_camera_l44_M8192_preserve_20260911_0122.jsonl,camera_e448,44,8192,False,budget_tail_0.1,30,3.9026559591293335,3.918819284439087,9.07139075410318,12.92842285428547,0.1578216701745987,0.9874729514122009,0.088653564453125,0.06646222621202469,0.6219106193174727,5.641594241955105,False
replay_budget_camera_l44_M8192_preserve_20260911_0122.jsonl,camera_e448,44,8192,False,budget_random_0.1,30,4.132176160812378,4.151817560195923,3.7237626384204026,5.386839518775554,0.2022542655467987,0.9793449640274048,0.088653564453125,0.08358032256364822,0.6219106193174727,2.315847528651299,False
replay_budget_camera_l44_M8192_preserve_20260911_0122.jsonl,camera_e448,44,8192,False,budget_semantic_0.1,30,4.0952959060668945,4.112028741836548,4.583041628872153,5.657382210899153,0.16715556383132935,0.9859423041343689,0.088653564453125,0.06218167394399643,0.6219106193174727,2.8502422577696396,False
replay_budget_camera_l44_M8192_preserve_20260911_0122.jsonl,camera_e448,44,8192,False,budget_tail_0.2,30,3.761504054069519,3.781871962547302,12.360111705657717,17.024095350347267,0.23148223757743835,0.9728717803955078,0.1773223876953125,0.138322114944458,0.6219106193174727,7.686884725698735,False
replay_budget_camera_l44_M8192_preserve_20260911_0122.jsonl,camera_e448,44,8192,False,budget_random_0.2,30,3.92795193195343,3.9451936960220335,8.48201581239547,11.299827218787573,0.29159852862358093,0.9565849900245667,0.1773223876953125,0.16729356348514557,0.6219106193174727,5.275055706947463,False
replay_budget_camera_l4_M8192_preserve_20260911_0122.jsonl,camera_e448,4,8192,False,budget_semantic_0.2,30,3.8946080207824707,3.9755328178405764,7.470043773832513,10.055398315971631,0.3015957772731781,0.9535209536552429,0.1773223876953125,0.13748183846473694,0.6219106193174727,4.645699549712809,False
replay_budget_camera_l4_M8192_preserve_20260911_0122.jsonl,camera_e448,4,8192,False,budget_tail_0.1,30,3.9037280082702637,3.9313632965087892,7.253366758193048,9.44041700222309,0.20938822627067566,0.9778578281402588,0.088653564453125,0.06658666580915451,0.6219106193174727,4.510945812724608,False
replay_budget_camera_l4_M8192_preserve_20260911_0122.jsonl,camera_e448,4,8192,False,budget_random_0.1,30,4.0395519733428955,4.058688116073609,4.026396168195112,5.638371667913855,0.25274723768234253,0.9675592184066772,0.088653564453125,0.08330143243074417,0.6219106193174727,2.504058534579721,False
replay_budget_camera_l4_M8192_preserve_20260911_0122.jsonl,camera_e448,4,8192,False,budget_semantic_0.1,30,4.033408164978027,4.055168199539184,4.172363699723225,5.80043503079084,0.20116466283798218,0.9795782566070557,0.088653564453125,0.06423161923885345,0.6219106193174727,2.5948372925126124,False
replay_budget_camera_l4_M8192_preserve_20260911_0122.jsonl,camera_e448,4,8192,False,budget_tail_0.2,30,3.7123039960861206,3.735551953315735,11.801309804969161,15.52923657683648,0.3066457211971283,0.9519133567810059,0.1773223876953125,0.1400541365146637,0.6219106193174727,7.339359889565734,False
replay_budget_camera_l4_M8192_preserve_20260911_0122.jsonl,camera_e448,4,8192,False,budget_random_0.2,30,3.8331360816955566,3.852723169326782,8.930523442774142,11.905273163240949,0.35867586731910706,0.9335609674453735,0.1773223876953125,0.1666645109653473,0.6219106193174727,5.5539873651248755,False
replay_budget_cell_e448_l24_M8192_preserve_20260911_0140.jsonl,cell_e448,24,8192,False,budget_semantic_0.2,30,4.264512062072754,4.29314546585083,10.177232973310623,12.140921268666215,0.14543281495571136,0.9893777370452881,0.1773223876953125,0.07582496106624603,0.6219106193174727,6.329329261369814,False
replay_budget_cell_e448_l24_M8192_preserve_20260911_0140.jsonl,cell_e448,24,8192,False,budget_tail_0.1,30,4.032991886138916,4.087065410614014,15.053707121393,19.29965719108785,0.11847785860300064,0.9929589629173279,0.088653564453125,0.05160529166460037,0.6219106193174727,9.36206031888937,False
replay_budget_cell_e448_l24_M8192_preserve_20260911_0140.jsonl,cell_e448,24,8192,False,budget_random_0.1,30,4.583039999008179,4.596281480789185,3.468127627988582,5.119318199850309,0.16567490994930267,0.9861842393875122,0.088653564453125,0.0744757130742073,0.6219106193174727,2.1568654009944166,False
replay_budget_cell_e448_l24_M8192_preserve_20260911_0140.jsonl,cell_e448,24,8192,False,budget_semantic_0.1,30,4.405007839202881,4.423052597045898,7.217991851769678,7.896897086654475,0.04161300137639046,0.9991341829299927,0.088653564453125,0.011468050070106983,0.6219106193174727,4.488945782762553,False
replay_budget_cell_e448_l24_M8192_preserve_20260911_0140.jsonl,cell_e448,24,8192,False,budget_tail_0.2,30,3.853376030921936,3.872540760040283,18.836928480043046,25.649591035864706,0.1698470413684845,0.9854774475097656,0.1773223876953125,0.10562948137521744,0.6219106193174727,11.71488585706251,False
replay_budget_cell_e448_l24_M8192_preserve_20260911_0140.jsonl,cell_e448,24,8192,False,budget_random_0.2,30,4.379280090332031,4.391830587387085,7.7598915015561705,11.010566025993473,0.2350996732711792,0.9719863533973694,0.1773223876953125,0.14916805922985077,0.6219106193174727,4.825958929569191,False
replay_budget_chessboard_RGB_e448_l24_M8192_preserve_20260911_0140.jsonl,chessboard_RGB_e448,24,8192,False,budget_semantic_0.2,30,3.716207981109619,3.7282336235046385,11.947214333025924,13.974072469355669,0.19883672893047333,0.9800521731376648,0.1773223876953125,0.10306773334741592,0.6219106193174727,7.4300994649707395,False
replay_budget_chessboard_RGB_e448_l24_M8192_preserve_20260911_0140.jsonl,chessboard_RGB_e448,24,8192,False,budget_tail_0.1,30,3.7491999864578247,3.760355234146118,11.165493290927042,13.286446312743417,0.13164298236370087,0.9913005828857422,0.088653564453125,0.04864511638879776,0.6219106193174727,6.943938847545524,False
replay_budget_chessboard_RGB_e448_l24_M8192_preserve_20260911_0140.jsonl,chessboard_RGB_e448,24,8192,False,budget_random_0.1,30,4.0556159019470215,4.070339202880859,3.905195947863982,5.5666284116287486,0.19511637091636658,0.9807887077331543,0.088653564453125,0.07879818230867386,0.6219106193174727,2.428682830492174,False
replay_budget_chessboard_RGB_e448_l24_M8192_preserve_20260911_0140.jsonl,chessboard_RGB_e448,24,8192,False,budget_semantic_0.1,30,3.8998559713363647,3.916483211517334,7.5958117194462105,8.68743020085555,0.10087806731462479,0.9949016571044922,0.088653564453125,0.03274586796760559,0.6219106193174727,4.72391597065971,False
replay_budget_chessboard_RGB_e448_l24_M8192_preserve_20260911_0140.jsonl,chessboard_RGB_e448,24,8192,False,budget_tail_0.2,30,3.6574079990386963,3.668883204460144,13.340436199194716,17.73794380861008,0.20009489357471466,0.9797918796539307,0.1773223876953125,0.11023952066898346,0.6219106193174727,8.296558938606418,False
replay_budget_chessboard_RGB_e448_l24_M8192_preserve_20260911_0140.jsonl,chessboard_RGB_e448,24,8192,False,budget_random_0.2,30,3.855647921562195,3.87060170173645,8.643288596765009,11.71249719502434,0.27611321210861206,0.9611557722091675,0.1773223876953125,0.15765142440795898,0.6219106193174727,5.375352964153777,False
replay_camera_l24_M8192_20260911_0058.jsonl,camera_e448,24,8192,False,semantic_k4,30,3.3828160762786865,3.4018944025039675,20.841507319612585,25.91447520396629,0.339193195104599,0.9408422708511353,0.44329833984375,0.3504285216331482,0.6219106193174727,12.961554724649904,False
replay_camera_l24_M8192_20260911_0058.jsonl,camera_e448,24,8192,False,tail_k6_s0.01,30,3.6841280460357666,3.7074336051940917,13.790754096644875,18.13522763032229,0.22623850405216217,0.9741040468215942,0.221649169921875,0.1694435328245163,0.6219106193174727,8.576616421099388,False
replay_camera_l24_M8192_20260911_0058.jsonl,camera_e448,24,8192,False,random_k6,30,3.8010400533676147,3.8192384004592896,11.054992509864158,14.850917261992713,0.4620630145072937,0.8871661424636841,0.221649169921875,0.2209618091583252,0.6219106193174727,6.875217238359641,False
replay_camera_l24_M8192_20260911_0058.jsonl,camera_e448,24,8192,False,semantic_k6,30,3.8593279123306274,3.876198482513428,9.69104633217105,12.7133985411805,0.22198732197284698,0.9750763177871704,0.221649169921875,0.16738364100456238,0.6219106193174727,6.02696462627482,False
replay_camera_l24_M8192_20260911_0058.jsonl,camera_e448,24,8192,False,tail_k4_s0.01,30,3.0895040035247803,3.1048864364624023,27.705061542075892,33.536486673071906,0.3472486734390259,0.9379117488861084,0.44329833984375,0.3518315255641937,0.6219106193174727,17.230071981861112,False
replay_camera_l24_M8192_20260911_0058.jsonl,camera_e448,24,8192,False,random_k4,30,3.2300959825515747,3.247052764892578,24.415184442119475,30.85276396372748,0.6579475998878479,0.7539883852005005,0.44329833984375,0.44289690256118774,0.6219106193174727,15.184062477148847,False
replay_k2k1_camera_l24_M8192_20260911_0128.jsonl,camera_e448,24,8192,False,semantic_k1,30,1.8474400043487549,1.8601087570190429,57.06902508600904,65.87135210870795,0.6011074781417847,0.8003039956092834,0.7757720947265625,0.6925903558731079,0.6219106193174727,35.491832735084266,False
replay_k2k1_camera_l24_M8192_20260911_0128.jsonl,camera_e448,24,8192,False,tail_k2_s0.01,30,2.3312320709228516,2.348316788673401,45.82662207168114,53.80469811116705,0.49034664034843445,0.8720327615737915,0.664947509765625,0.5640928149223328,0.6219106193174727,28.500062913826984,False
replay_k2k1_camera_l24_M8192_20260911_0128.jsonl,camera_e448,24,8192,False,random_k2,30,2.411776065826416,2.4245791673660277,43.95493356405004,52.5225934330799,0.8251057267189026,0.5661629438400269,0.664947509765625,0.6656656265258789,0.6219106193174727,27.33603995487673,False
replay_k2k1_camera_l24_M8192_20260911_0128.jsonl,camera_e448,24,8192,False,semantic_k2,30,2.5597599744796753,2.5705503463745116,40.51607035056942,48.36342661178745,0.4885742664337158,0.873019814491272,0.664947509765625,0.5634100437164307,0.6219106193174727,25.197374404032924,False
replay_k2k1_camera_l24_M8192_20260911_0128.jsonl,camera_e448,24,8192,False,tail_k1_s0.01,30,1.768992006778717,1.79376323223114,58.89200662143344,67.4261691743458,0.6029490232467651,0.7989057898521423,0.7757720947265625,0.6928709745407104,0.6219106193174727,36.62556431078438,False
replay_k2k1_camera_l24_M8192_20260911_0128.jsonl,camera_e448,24,8192,False,random_k1,30,1.7948319911956787,1.8149568080902099,58.291534768398314,66.69126165889053,0.8949624300003052,0.44701579213142395,0.7757720947265625,0.7759092450141907,0.6219106193174727,36.25212448878059,False
replay_smallbudget_camera_l24_M4096_preserve_20260911_0125.jsonl,camera_e448,24,4096,False,budget_tail_0.02,30,2.183024048805237,2.188825535774231,2.7665127252056276,4.128724876829393,0.06279172748327255,0.998029351234436,0.017791748046875,0.009263737127184868,0.7225025420158353,1.998812476480222,False
replay_smallbudget_camera_l24_M4096_preserve_20260911_0125.jsonl,camera_e448,24,4096,False,budget_semantic_0.02,30,2.2224960327148438,2.2418527364730836,1.0084017015152602,1.636921762203769,0.0426272451877594,0.9990912675857544,0.017791748046875,0.00520283542573452,0.7225025420158353,0.7285727927178691,False
replay_smallbudget_camera_l24_M4096_preserve_20260911_0125.jsonl,camera_e448,24,4096,False,budget_semantic_0.05,30,2.200559973716736,2.22063353061676,1.9854498080713934,2.977870211748035,0.08406757563352585,0.9964659214019775,0.044464111328125,0.02032903954386711,0.7225025420158353,1.434492533376434,False
replay_smallbudget_camera_l24_M4096_preserve_20260911_0125.jsonl,camera_e448,24,4096,False,budget_semantic_0.01,30,2.2325600385665894,2.243395209312439,0.5601435224747098,0.6055886648179354,0.015615204349160194,0.9998780488967896,0.008880615234375,0.0012481323210522532,0.7225025420158353,0.404705118881682,False
replay_smallbudget_camera_l24_M4096_preserve_20260911_0125.jsonl,camera_e448,24,4096,False,budget_random_0.05,30,2.1987199783325195,2.2095712184906007,2.067404547816387,2.9710385904758163,0.13925059139728546,0.9902622103691101,0.044464111328125,0.039953842759132385,0.7225025420158353,1.4937050411724382,False
replay_smallbudget_camera_l24_M4096_preserve_20260911_0125.jsonl,camera_e448,24,4096,False,budget_tail_0.05,30,2.115951895713806,2.125337505340576,5.7539554644086,8.268827307894256,0.0961822047829628,0.9953708648681641,0.044464111328125,0.02591063641011715,0.7225025420158353,4.15724744968112,False
replay_smallbudget_camera_l24_M4096_preserve_20260911_0125.jsonl,camera_e448,24,4096,False,budget_tail_0.01,30,2.2119200229644775,2.231561613082886,1.4794649085574152,2.182179281248986,0.041097331792116165,0.9991554021835327,0.008880615234375,0.003943248186260462,0.7225025420158353,1.0689171572559577,False
replay_smallbudget_camera_l24_M8192_preserve_20260911_0125.jsonl,camera_e448,24,8192,False,budget_tail_0.02,30,4.142768144607544,4.176979303359985,2.8927039379748276,3.913082384136446,0.06269682198762894,0.9980353116989136,0.017730712890625,0.00922221876680851,0.6219106193174727,1.7990032975680172,False
replay_smallbudget_camera_l24_M8192_preserve_20260911_0125.jsonl,camera_e448,24,8192,False,budget_semantic_0.02,30,4.230224132537842,4.250591850280761,0.8427184654837383,1.0994681846073884,0.042604297399520874,0.9990922212600708,0.017730712890625,0.005158936604857445,0.6219106193174727,0.524095562779262,False
replay_smallbudget_camera_l24_M8192_preserve_20260911_0125.jsonl,camera_e448,24,8192,False,budget_semantic_0.05,30,4.180176019668579,4.19847354888916,2.0158560257083513,2.6370668342422188,0.08411220461130142,0.9964621067047119,0.0443267822265625,0.02026153728365898,0.6219106193174727,1.25368226940314,False
replay_smallbudget_camera_l24_M8192_preserve_20260911_0125.jsonl,camera_e448,24,8192,False,budget_semantic_0.01,30,4.249840021133423,4.2702717781066895,0.3829181979137952,0.46175516853080856,0.015474341809749603,0.9998802542686462,0.0088653564453125,0.001223160419613123,0.6219106193174727,0.23814089361249896,False
replay_smallbudget_camera_l24_M8192_preserve_20260911_0125.jsonl,camera_e448,24,8192,False,budget_random_0.05,30,4.184288024902344,4.205468988418579,1.9194698182968817,2.611677976901816,0.13841469585895538,0.9903799295425415,0.0443267822265625,0.039506688714027405,0.6219106193174727,1.1937386634582106,False
replay_smallbudget_camera_l24_M8192_preserve_20260911_0125.jsonl,camera_e448,24,8192,False,budget_tail_0.05,30,4.021039962768555,4.031987047195434,5.7460363428590515,8.071804492688306,0.0950525626540184,0.9954789876937866,0.0443267822265625,0.025529369711875916,0.6219106193174727,3.5735210206081787,False
replay_smallbudget_camera_l24_M8192_preserve_20260911_0125.jsonl,camera_e448,24,8192,False,budget_tail_0.01,30,4.20681619644165,4.233923292160034,1.3914050685833068,1.998174782683526,0.04080978035926819,0.9991671442985535,0.0088653564453125,0.003926181700080633,0.6219106193174727,0.865329587924115,False
