block,policy,workload,requests,tokens_s,elapsed_s,joint_slo_fraction_ttft2_tpot02,max_arrival_lateness_ms,e2e_s_mean,e2e_s_p50,e2e_s_p90,e2e_s_p99,ttft_s_mean,ttft_s_p50,ttft_s_p90,ttft_s_p99,tpot_s_mean,tpot_s_p50,tpot_s_p90,tpot_s_p99
0,alp,short_high_concurrency,512,4929.841628984838,13.293733335100114,1,76.39017725363351,9.554817409139105,9.6857829305809,10.310291505325585,10.372550557749346,1.2765258115023244,1.3730573335196823,1.5332084515132012,1.8350751260714606,0.06518303994184897,0.06715337686995998,0.07223823494901221,0.07255826059629862
0,alp,heterogeneous_steady,48,216.29708199191012,33.13960564788431,0.9791666666666666,1.7804848030209541,7.320207610163682,6.433144030394033,12.370128011703493,13.485694028446451,0.7106147004621258,0.6633879784494638,1.2550494761671873,2.063373453812674,0.04519976452035552,0.04535785719945133,0.04885066729422441,0.06341658272597904
0,alp,fastpp_official_azure_conv_192,192,536.7138252960726,83.17840513121337,1,3.565544003827803,9.619105789769188,8.207255064044148,17.433370055118576,20.788820682270455,0.2248622819048857,0.17456791014410555,0.4535283676348627,0.813443244779483,0.04063501359404566,0.04072593751923358,0.043922349152222,0.06362169619584293
0,alp,heterogeneous_bursty,48,222.24769726861098,32.25230266992003,0.6875,2.061475887895625,9.04698165380978,7.441873697098345,15.251619392773136,15.78785215729382,1.565631661680527,1.6729457133915275,2.460006713680923,2.790032929466106,0.05301739483939655,0.05154861880545145,0.0672191846339653,0.08739836344177584
0,pp_only,short_high_concurrency,512,5668.179258169199,11.562090225983411,1,50.57845288887597,8.358865306854568,8.330230440245941,9.853198563540355,10.07005036721006,0.33975273414307594,0.2734468961134553,0.5772908904589713,0.6473778869165107,0.06314239352509396,0.06335733086604067,0.07639678242931684,0.07852438807135492
0,pp_only,heterogeneous_steady,48,219.01107234850224,32.728938875719905,1,2.0273239351809025,9.22287245109328,8.881928133778274,17.422230772441257,18.367802157825793,0.3377252656015723,0.3402923992834985,0.5447706384118647,0.5491564728878439,0.061958231842954146,0.06624925319868277,0.07063256716830474,0.07508297289743843
0,pp_only,fastpp_official_azure_conv_192,192,533.1276872079892,83.73791320761666,1,13.59105756920087,10.91028317767632,8.63947504828684,21.489731987146662,22.963056678059512,0.15750490130206649,0.15883920714259148,0.27939160433597865,0.4045728389732541,0.045483675842256245,0.04454673778369618,0.05604486921708027,0.06576571324652654
0,pp_only,heterogeneous_bursty,48,228.74049673991445,31.33682099217549,0.875,2.1325500123197116,7.9283846630423795,6.773259413428605,13.268291767779738,13.33768586509861,1.2708779547344118,1.3494363245554268,2.111199547117576,2.3723281789384782,0.0464448993765999,0.04545935884567277,0.05848599473117955,0.06764300263597674
1,alp,heterogeneous_steady,48,179.87351197086085,39.85022542485967,0.9791666666666666,1.6856598667800426,11.639596705334649,10.421082290122285,19.918020479287954,21.091305583724754,0.6799164150822131,0.5801457250490785,1.2109992682002486,1.968894465412014,0.07479484462364624,0.07252284050919115,0.08332245152032987,0.09719906327891208
1,alp,short_high_concurrency,512,3985.9078459608977,16.441925536841154,1,111.7282820120451,12.424891033341737,12.6012561339885,12.987869600160048,13.022251013843343,1.32017398231892,1.4055777820758522,1.4902603263501077,1.7679480293951928,0.08743825749049185,0.08914543973193981,0.09283820913635253,0.09293952072754237
1,alp,heterogeneous_bursty,48,184.04932870821298,38.9460806529969,0.6666666666666666,2.1092687174686375,12.511418619532682,10.729878494283184,20.569012806424873,21.175358218266627,1.6310630543642521,1.7352454045321792,2.5543093279469757,2.8726533089391886,0.07491206838202316,0.0742188148766538,0.08442924603253092,0.09129410931005305
1,alp,fastpp_official_azure_conv_192,192,456.2465787858449,97.84840495418757,1,4.416447339786522,16.247582984574063,13.23842622898519,29.406675667036325,35.47220526618884,0.3499079631777325,0.2472714849282056,0.7530775293242187,1.1016816018708058,0.068519791436194,0.06871193391462932,0.0731606439278223,0.08636317634101535
1,pp_only,heterogeneous_steady,48,192.87387818999414,37.164182455744594,1,1.9122939556837082,12.597313297572933,11.941101626027375,22.415673961956056,24.356104125673884,0.3502463237091433,0.3557868762873113,0.5579860867001116,0.579569993740879,0.08638823397124415,0.08788492672327403,0.10415512288363254,0.10836758218210428
1,pp_only,short_high_concurrency,512,4606.726128396069,14.22615501191467,1,50.52533490583278,10.783108768816419,10.78510700375773,12.004424377856775,12.14563571255654,0.3454495222786136,0.26468457793816924,0.5863910291343928,0.6497244718903675,0.08218597636824404,0.08260394041023152,0.09334782981240433,0.09476149292527075
1,pp_only,heterogeneous_bursty,48,208.57427942380528,34.366653548087925,0.875,2.049547024071216,9.61558589086053,8.255003446247429,16.032592230895535,16.40612179109361,1.2640626896657825,1.342518285382539,2.0973644208163025,2.365339172114618,0.05778814530087003,0.05681936914667485,0.0689742492090556,0.07800318454761827
1,pp_only,fastpp_official_azure_conv_192,192,533.7300904260658,83.64340103883296,1,4.210327027572625,10.89742367312283,8.645081877708435,21.44051985144615,22.86044384842273,0.15737164669311218,0.16174755338579416,0.28283066023141146,0.4044725876068697,0.045472064096090996,0.04447523354447263,0.05566904366473971,0.06568266028925962
2,alp,short_high_concurrency,512,4378.781012720582,14.96672243019566,1,225.76446808874584,11.067855923546631,11.230255469679832,11.699885571887716,11.716453167758882,1.312507671142157,1.4035594433080405,1.4739105701446533,1.694999821158126,0.07681333366912527,0.07859961845633376,0.08266293373816888,0.08292597111369535
2,alp,heterogeneous_steady,48,216.33014998116496,33.13453996414319,1,2.166055142879486,7.119043501317113,6.327818053308874,12.200904605397955,12.754884956623428,0.641458796618584,0.6578892804682255,0.9674082557670772,1.4756652027089152,0.04415498254654376,0.044885811531500425,0.04666468425039081,0.05352452019534967
