group,M_per_source,paired_executions,vanilla_critical_p50_ms,libra_critical_p50_ms,fixed_current_route_perfect_prediction_gain_percent,vanilla_trace_lookahead_gain_percent
chartqa_0,465,10,87.15189318172634,186.47747370414436,1.4075907427037904,0.29877108555346754
chartqa_1,457,10,89.59459373727441,189.8609925992787,-0.10190642573581488,-0.29560392882717057
chartqa_2,463,10,88.20455614477396,186.32287764921784,-0.31168685200025914,-1.4517484231644118
chartqa_3,462,10,90.2983050327748,191.19323091581464,0.1843386347852194,-0.3750394401914714
gqa_0,287,10,88.17426534369588,185.52895612083375,-0.09881508608703404,-0.3320742124342968
gqa_1,291,10,92.99848903901875,191.52083224616945,0.7582381583809528,-0.2982665153798081
gqa_2,327,10,88.06818095035851,186.88121135346591,0.10853525171397593,-0.11447069146939826
gqa_3,292,10,88.3038598112762,184.70392911694944,1.7388945456455474,-1.0641937857085004
