ep,rank_files,requests,request_wall_ms,instrumented_request_mean_ms,matched_clean_request_mean_ms,observer_tax_fraction,attention_sum_ms_rank0,model_forward_sum_ms_rank0,critical_router_sum_ms,critical_router_request_share,critical_prepare_sum_ms,critical_prepare_request_share,critical_dispatch_sum_ms,critical_dispatch_request_share,critical_expert_sum_ms,critical_expert_request_share,critical_combine_sum_ms,critical_combine_request_share,critical_moe_sum_ms,critical_moe_request_share
1,1,2,44195.64065570012,22096.9004353974,19617.08248918876,0.1264111494446385,14183.326722085476,44038.331970214844,4246.291551530361,0.09607942069695277,4529.579998582602,0.10248929377152044,159.9334401320666,0.003618760532922363,6866.580960094929,0.15536783398136608,1220.2360961660743,0.027609874595373576,17815.389981985092,0.4031028788738094
2,2,2,50932.370343245566,25465.145099908113,22522.05545362085,0.13067589023337134,14492.430461645126,50772.05969238281,4271.527519673109,0.08386665475975792,11282.268976807594,0.22151470471084803,2660.6608960032463,0.052239094274867025,6483.212023049593,0.12729060083710336,4973.418142169714,0.09764749036128981,25228.211428642273,0.4953276523088019
4,4,2,78063.90702910721,39030.542622320354,23334.0665276628,0.67268498082189,23222.44790685177,77867.60107421875,6302.699295192957,0.08073768704457629,30302.634631752968,0.38817727404361413,4634.478207021952,0.05936774603523139,10361.813572049141,0.1327350111772601,12938.511242628098,0.16574255292915066,52226.82983183861,0.6690265939721043
