active_experts,inactive_experts,operation,repetition,host_visible_latency_us
1,63,gpu_counts_cumsum,0,24.518
1,63,gpu_counts_cumsum,1,20.499
1,63,gpu_counts_cumsum,2,18.501
1,63,gpu_counts_cumsum,3,18.171
1,63,gpu_counts_cumsum,4,18.214
1,63,gpu_counts_cumsum,5,18.0
1,63,gpu_counts_cumsum,6,17.559
1,63,gpu_counts_cumsum,7,17.907
1,63,gpu_counts_cumsum,8,17.531
1,63,gpu_counts_cumsum,9,17.55
1,63,gpu_counts_cumsum,10,17.471
1,63,gpu_counts_cumsum,11,17.31
1,63,gpu_counts_cumsum,12,16.93
1,63,gpu_counts_cumsum,13,18.231
1,63,gpu_counts_cumsum,14,17.146
1,63,gpu_counts_cumsum,15,17.378
1,63,gpu_counts_cumsum,16,17.294
1,63,gpu_counts_cumsum,17,18.009
1,63,gpu_counts_cumsum,18,35.277
1,63,gpu_counts_cumsum,19,18.657
1,63,gpu_counts_cumsum,20,17.174
1,63,gpu_counts_cumsum,21,17.715
1,63,gpu_counts_cumsum,22,17.427
1,63,gpu_counts_cumsum,23,16.936
1,63,gpu_counts_cumsum,24,17.401
1,63,gpu_counts_cumsum,25,17.128
1,63,gpu_counts_cumsum,26,17.213
1,63,gpu_counts_cumsum,27,16.889
1,63,gpu_counts_cumsum,28,21.924
1,63,gpu_counts_cumsum,29,17.307
1,63,gpu_counts_cumsum,30,18.488
1,63,gpu_counts_cumsum,31,20.362
1,63,gpu_counts_cumsum,32,19.555
1,63,gpu_counts_cumsum,33,20.284
1,63,gpu_counts_cumsum,34,20.367
1,63,gpu_counts_cumsum,35,19.569
1,63,gpu_counts_cumsum,36,16.968
1,63,gpu_counts_cumsum,37,17.383
1,63,gpu_counts_cumsum,38,16.893
1,63,gpu_counts_cumsum,39,17.598
1,63,cpu_list_to_cuda_offsets,0,48.59
1,63,cpu_list_to_cuda_offsets,1,41.332
1,63,cpu_list_to_cuda_offsets,2,40.276
1,63,cpu_list_to_cuda_offsets,3,40.034
1,63,cpu_list_to_cuda_offsets,4,38.29
1,63,cpu_list_to_cuda_offsets,5,38.306
1,63,cpu_list_to_cuda_offsets,6,39.618
1,63,cpu_list_to_cuda_offsets,7,39.335
1,63,cpu_list_to_cuda_offsets,8,44.262
1,63,cpu_list_to_cuda_offsets,9,38.479
1,63,cpu_list_to_cuda_offsets,10,46.311
1,63,cpu_list_to_cuda_offsets,11,35.864
1,63,cpu_list_to_cuda_offsets,12,48.096
1,63,cpu_list_to_cuda_offsets,13,39.131
1,63,cpu_list_to_cuda_offsets,14,35.894
1,63,cpu_list_to_cuda_offsets,15,35.218
1,63,cpu_list_to_cuda_offsets,16,35.048
1,63,cpu_list_to_cuda_offsets,17,34.822
1,63,cpu_list_to_cuda_offsets,18,35.001
1,63,cpu_list_to_cuda_offsets,19,35.031
1,63,cpu_list_to_cuda_offsets,20,35.732
1,63,cpu_list_to_cuda_offsets,21,35.437
1,63,cpu_list_to_cuda_offsets,22,34.528
1,63,cpu_list_to_cuda_offsets,23,34.982
1,63,cpu_list_to_cuda_offsets,24,35.05
1,63,cpu_list_to_cuda_offsets,25,34.975
1,63,cpu_list_to_cuda_offsets,26,34.225
1,63,cpu_list_to_cuda_offsets,27,35.672
1,63,cpu_list_to_cuda_offsets,28,35.702
1,63,cpu_list_to_cuda_offsets,29,36.309
1,63,cpu_list_to_cuda_offsets,30,37.689
1,63,cpu_list_to_cuda_offsets,31,38.907
1,63,cpu_list_to_cuda_offsets,32,37.31
1,63,cpu_list_to_cuda_offsets,33,37.162
1,63,cpu_list_to_cuda_offsets,34,47.994
1,63,cpu_list_to_cuda_offsets,35,39.837
1,63,cpu_list_to_cuda_offsets,36,39.86
1,63,cpu_list_to_cuda_offsets,37,38.692
1,63,cpu_list_to_cuda_offsets,38,37.446
1,63,cpu_list_to_cuda_offsets,39,38.067
1,63,vllm_make_from_list,0,29.724
1,63,vllm_make_from_list,1,24.326
1,63,vllm_make_from_list,2,21.552
1,63,vllm_make_from_list,3,22.384
1,63,vllm_make_from_list,4,21.367
1,63,vllm_make_from_list,5,22.329
1,63,vllm_make_from_list,6,21.143
1,63,vllm_make_from_list,7,20.786
1,63,vllm_make_from_list,8,20.047
1,63,vllm_make_from_list,9,20.445
1,63,vllm_make_from_list,10,21.071
1,63,vllm_make_from_list,11,21.599
1,63,vllm_make_from_list,12,21.371
1,63,vllm_make_from_list,13,20.86
1,63,vllm_make_from_list,14,20.151
1,63,vllm_make_from_list,15,20.365
1,63,vllm_make_from_list,16,20.746
1,63,vllm_make_from_list,17,21.061
1,63,vllm_make_from_list,18,20.725
1,63,vllm_make_from_list,19,21.06
1,63,vllm_make_from_list,20,20.853
1,63,vllm_make_from_list,21,21.517
1,63,vllm_make_from_list,22,20.641
1,63,vllm_make_from_list,23,20.215
1,63,vllm_make_from_list,24,26.475
1,63,vllm_make_from_list,25,28.4
1,63,vllm_make_from_list,26,21.141
1,63,vllm_make_from_list,27,20.762
1,63,vllm_make_from_list,28,21.207
