total_rows,bytes,repetition,latency_ms,effective_gbps
64,786432,0,0.023552000522613525,33.391303606880655
64,786432,1,0.0225600004196167,34.85957381969595
64,786432,2,0.02051199972629547,38.340094115340165
64,786432,3,0.022304000332951546,35.259683835196995
64,786432,4,0.020640000700950623,38.10232428741047
64,786432,5,0.024927999824285507,31.54813886166019
64,786432,6,0.021407999098300934,36.735427556254706
64,786432,7,0.019872000440955162,39.57487834889559
64,786432,8,0.021536000072956085,36.51708754345543
64,786432,9,0.01484800036996603,52.96551592164321
64,786432,10,0.013055999763309956,60.23529520964267
64,786432,11,0.014336000196635723,54.857142104710256
64,786432,12,0.0161920003592968,48.5691688827355
64,786432,13,0.013024000450968742,60.38329029246188
64,786432,14,0.013663999736309052,57.555036239515665
64,786432,15,0.01926399953663349,40.823921247738674
64,786432,16,0.02582399919629097,30.453532546304952
64,786432,17,0.023840000852942467,32.9879182828525
64,786432,18,0.02099199965596199,37.463415248134474
64,786432,19,0.01788800023496151,43.96422124721043
64,786432,20,0.01740800030529499,45.17646979594727
64,786432,21,0.017791999503970146,44.20144008122942
64,786432,22,0.020031999796628952,39.258786341059334
64,786432,23,0.02054399996995926,38.28037388775169
64,786432,24,0.019168000668287277,41.028379203947004
64,786432,25,0.021407999098300934,36.735427556254706
64,786432,26,0.020287999883294106,38.763407163048015
64,786432,27,0.01942400075495243,40.48764257793224
64,786432,28,0.01913600042462349,41.09698905462234
64,786432,29,0.01961600035429001,40.091353272636326
64,786432,30,0.01942400075495243,40.48764257793224
64,786432,31,0.021247999742627144,37.01204864109077
64,786432,32,0.0180479995906353,43.5744690734624
64,786432,33,0.017311999574303627,45.426988178032815
64,786432,34,0.02131200022995472,36.900900502743234
64,786432,35,0.02163200080394745,36.355028234673995
64,786432,36,0.02236800082027912,35.15879699391867
64,786432,37,0.021695999428629875,36.24778856521495
64,786432,38,0.018783999606966972,41.867121830023514
64,786432,39,0.01881599985063076,41.79591869914034
128,1572864,0,0.021568000316619873,72.92581495318238
128,1572864,1,0.026399999856948853,59.5781821410124
128,1572864,2,0.02035200037062168,77.28301746055612
128,1572864,3,0.022495999932289124,69.91749665425742
128,1572864,4,0.021983999758958817,71.54585231284102
128,1572864,5,0.021983999758958817,71.54585231284102
128,1572864,6,0.020576000213623047,76.4416788331209
128,1572864,7,0.02409599907696247,65.27490289887056
128,1572864,8,0.019936000928282738,78.89566245799149
128,1572864,9,0.020416000857949257,77.04074911358477
128,1572864,10,0.0180479995906353,87.1489381469248
128,1572864,11,0.015168000012636185,103.69620244525815
128,1572864,12,0.014336000196635723,109.71428420942051
128,1572864,13,0.014112000353634357,111.45577951994098
128,1572864,14,0.013567999936640263,115.92452884323022
128,1572864,15,0.013856000266969204,113.51500936020412
128,1572864,16,0.01360000018030405,115.65176317261167
128,1572864,17,0.02006400004029274,78.3923443401793
128,1572864,18,0.025248000398278236,62.29657696406168
128,1572864,19,0.024671999737620354,63.75097344061924
128,1572864,20,0.029503999277949333,53.310196532424854
128,1572864,21,0.015456000342965126,101.76397289716009
128,1572864,22,0.01360000018030405,115.65176317261167
128,1572864,23,0.012480000033974648,126.0307688876722
128,1572864,24,0.012640000320971012,124.43543987815119
128,1572864,25,0.012256000190973282,128.33420165564593
128,1572864,26,0.012608000077307224,124.75126827060801
128,1572864,27,0.012512000277638435,125.70843710825658
128,1572864,28,0.013055999763309956,120.47059041928534
128,1572864,29,0.013632000423967838,115.38027810170723
128,1572864,30,0.01321600005030632,119.01210608451414
128,1572864,31,0.013055999763309956,120.47059041928534
128,1572864,32,0.011872000060975552,132.48517452170177
128,1572864,33,0.01600000075995922,98.30399533081076
128,1572864,34,0.012512000277638435,125.70843710825658
128,1572864,35,0.012480000033974648,126.0307688876722
128,1572864,36,0.014271999709308147,110.20628027158547
128,1572864,37,0.01408000010997057,111.70909003659715
128,1572864,38,0.01375999953597784,114.30698059890784
128,1572864,39,0.012959999963641167,121.36296330344257
256,3145728,0,0.014944000169634819,210.5010682743368
256,3145728,1,0.015200000256299973,206.9557859840288
256,3145728,2,0.013919999822974205,225.98620977050203
256,3145728,3,0.013535999692976475,232.39716839179948
256,3145728,4,0.016416000202298164,191.62572863270387
256,3145728,5,0.013919999822974205,225.98620977050203
256,3145728,6,0.014336000196635723,219.42856841884102
256,3145728,7,0.011711999773979187,268.5901691177398
256,3145728,8,0.01283199992030859,245.14713369202937
256,3145728,9,0.012000000104308128,262.1439977213542
256,3145728,10,0.012223999947309494,257.3403152453691
256,3145728,11,0.013824000023305416,227.5555551719273
256,3145728,12,0.0144640002399683,217.4867220554536
256,3145728,13,0.01408000010997057,223.4181800731943
256,3145728,14,0.01375999953597784,228.61396119781568
256,3145728,15,0.013279999606311321,236.87711545601195
256,3145728,16,0.013183999806642532,238.60194524692565
256,3145728,17,0.0163199994713068,192.75294742078262
256,3145728,18,0.01462399959564209,215.10722695434276
256,3145728,19,0.012480000033974648,252.0615377753444
256,3145728,20,0.012575999833643436,250.1374078889949
256,3145728,21,0.012736000120639801,246.99497253474996
256,3145728,22,0.011711999773979187,268.5901691177398
256,3145728,23,0.012191999703645706,258.0157543031559
256,3145728,24,0.012223999947309494,257.3403152453691
256,3145728,25,0.012191999703645706,258.0157543031559
256,3145728,26,0.012160000391304493,258.6947285174005
256,3145728,27,0.011935999616980553,263.54960631238475
256,3145728,28,0.012223999947309494,257.3403152453691
256,3145728,29,0.013472000136971474,233.50118527442092
256,3145728,30,0.01727999933063984,182.04445149614023
256,3145728,31,0.013055999763309956,240.9411808385707
256,3145728,32,0.012384000234305859,254.0154990699839
256,3145728,33,0.01152000017464161,273.06666252701376
256,3145728,34,0.01196799986064434,262.8449228466684
256,3145728,35,0.012959999963641167,242.72592660688514
256,3145728,36,0.011807999573647976,266.40651368419344
256,3145728,37,0.012128000147640705,259.37730554958375
256,3145728,38,0.012256000190973282,256.66840331129185
256,3145728,39,0.01206399966031313,260.7533229919165
512,6291456,0,0.012543999589979649,501.55103680214705
512,6291456,1,0.01321600005030632,476.0484243380566
512,6291456,2,0.019872000440955162,316.5990267911647
512,6291456,3,0.013472000136971474,467.00237054884184
512,6291456,4,0.012543999589979649,501.55103680214705
512,6291456,5,0.01283199992030859,490.29426738405874
512,6291456,6,0.01244799979031086,505.41903165013514
512,6291456,7,0.01235199999064207,509.347150644951
512,6291456,8,0.011615999974310398,541.6198359085743
512,6291456,9,0.012384000234305859,508.0309981399678
512,6291456,10,0.012000000104308128,524.2879954427084
512,6291456,11,0.012864000163972378,489.0746206316287
512,6291456,12,0.01696000061929226,370.9584770205358
512,6291456,13,0.014175999909639359,443.81038657611396
512,6291456,14,0.013856000266969204,454.0600374408165
512,6291456,15,0.02191999927163124,287.01898763940073
512,6291456,16,0.013632000423967838,461.52111240682893
512,6291456,17,0.013088000006973743,480.70415622308167
512,6291456,18,0.012160000391304493,517.389457034801
512,6291456,19,0.012512000277638435,502.8337484330263
512,6291456,20,0.012095999903976917,520.1269882559686
512,6291456,21,0.012415999546647072,506.72166798677125
512,6291456,22,0.012575999833643436,500.2748157779898
512,6291456,23,0.01244799979031086,505.41903165013514
512,6291456,24,0.012256000190973282,513.3368066225837
512,6291456,25,0.011327999643981457,555.3898479633726
512,6291456,26,0.01190400030463934,528.5161155068212
512,6291456,27,0.012319999746978283,510.67014035800617
512,6291456,28,0.011744000017642975,535.7166204486006
512,6291456,29,0.015456000342965126,407.05589158864035
512,6291456,30,0.012768000364303589,492.7518656397813
512,6291456,31,0.012640000320971012,497.74175951260474
512,6291456,32,0.012384000234305859,508.0309981399678
512,6291456,33,0.01244799979031086,505.41903165013514
512,6291456,34,0.01375999953597784,457.22792239563137
512,6291456,35,0.012480000033974648,504.1230755506888
512,6291456,36,0.01398400031030178,449.9038801769183
512,6291456,37,0.012000000104308128,524.2879954427084
512,6291456,38,0.011744000017642975,535.7166204486006
512,6291456,39,0.014175999909639359,443.81038657611396
1024,12582912,0,0.009312000125646591,1351.2577137262751
1024,12582912,1,0.016767999157309532,750.4122514530803
1024,12582912,2,0.01462399959564209,860.428907817371
1024,12582912,3,0.014431999996304512,871.8758317088419
1024,12582912,4,0.01375999953597784,914.4558447912627
1024,12582912,5,0.020255999639630318,621.1943238477292
1024,12582912,6,0.018271999433636665,688.6445047079136
1024,12582912,7,0.01836800016462803,685.0452900273489
1024,12582912,8,0.017343999817967415,725.4907825220804
1024,12582912,9,0.020767999812960625,605.8798205567884
1024,12582912,10,0.019551999866962433,643.5613791743986
1024,12582912,11,0.01958400011062622,642.5098002921553
1024,12582912,12,0.020767999812960625,605.8798205567884
1024,12582912,13,0.01913600042462349,657.5518248739575
1024,12582912,14,0.019168000668287277,656.4540672631521
1024,12582912,15,0.01926399953663349,653.1827399638188
1024,12582912,16,0.01958400011062622,642.5098002921553
1024,12582912,17,0.01945599913597107,646.7368708264477
1024,12582912,18,0.027807999402284622,452.4925298641306
1024,12582912,19,0.019168000668287277,656.4540672631521
1024,12582912,20,0.017791999503970146,707.2230412996707
1024,12582912,21,0.023423999547958374,537.1803382354796
1024,12582912,22,0.021727999672293663,579.1104652880233
1024,12582912,23,0.022112000733613968,569.0535267065115
1024,12582912,24,0.02195199951529503,573.2011788371657
1024,12582912,25,0.016543999314308167,760.5725653722435
1024,12582912,26,0.013887999579310417,906.0276772146029
1024,12582912,27,0.013472000136971474,934.0047410976837
1024,12582912,28,0.013344000093638897,942.9640221599137
1024,12582912,29,0.013439999893307686,936.2285788607436
1024,12582912,30,0.014944000169634819,842.0042730973472
1024,12582912,31,0.015647999942302704,804.1227023514638
1024,12582912,32,0.013024000450968742,966.1326446793901
1024,12582912,33,0.014816000126302242,849.2786104707213
1024,12582912,34,0.013248000293970108,949.797080373494
1024,12582912,35,0.014208000153303146,885.6216120658376
1024,12582912,36,0.014303999952971935,879.6778552411596
1024,12582912,37,0.013439999893307686,936.2285788607436
1024,12582912,38,0.01190400030463934,1057.0322310136423
1024,12582912,39,0.013439999893307686,936.2285788607436
