attention_ms,concurrent_wall_ms,eta_cv_abs,eta_median,eta_p10,eta_p90,modality,phase,repetitions,stage_ms,wall_saving_pct_median
0.766975998878479,1.209280014038086,0.7616663805883068,0.011471063694607877,-0.1928726736382384,0.16301941248073795,text,combine,12,0.4623680114746094,0.4616542283102265
0.7724319994449615,1.2060160040855408,2.5374108142863716,0.014154445918967258,-0.03154795088006317,0.3462412218498835,text,dispatch,12,0.4413599967956543,0.44388325464966294
0.7664480209350586,2.0781279802322388,0.5540234622201027,-0.016537026317944244,-0.10070401379883417,0.062071575668638294,text,expert,12,1.2843040227890015,-0.6464283406444449
0.7729119956493378,2.4682079553604126,1.3688608134746991,-0.027433891197063773,-0.16549024195954626,0.03653403504307388,text,moe,12,1.6847040057182312,-0.8268900840052162
0.7764320075511932,1.2357280254364014,1.0962652504220385,0.04724342208935706,-0.3862830035772986,0.16512004485295334,vision,combine,12,0.45975999534130096,1.7435665520826593
0.7583840191364288,1.1742400527000427,1.4060020467089094,-0.009506882974489842,-0.2884998211559496,0.2168962903250375,vision,dispatch,12,0.4066240042448044,-0.33075682871160916
0.7416480183601379,2.0387680530548096,3.452292382056931,0.001265198629210569,-0.10912592960508828,0.1835733743007144,vision,expert,12,1.28793603181839,0.03928181482984461
0.7375359833240509,2.425023913383484,5.838655661830062,0.012069474496712898,-0.07955663980203528,0.15847053827974344,vision,moe,12,1.6777439713478088,0.3675743192419534
