task,trajectory_complete,request_id,call_index,sequence_id,block_start,iteration,phase,masked_before,transfer_count,selected_cutoff,best_unselected,cutoff_gap,delta,alternatives,swappable_selected,future_step_available,future_positions_traced,base_rank_load,best_rank_load,base_max_rank,best_max_rank,max_rank_reduction_pct,best_swap,one_swap_only,frozen_baseline_route_not_rollout
gsm8k,1,measured_0,164,0,128,3,middle,13,1,0.8707510828971863,0.8064365386962891,0.0643145442008972,0.01,0,1,1,13,"[74, 161, 131, 114]","[74, 161, 131, 114]",161,161,0.0,,1,1
gsm8k,1,measured_0,164,0,128,3,middle,13,1,0.8707510828971863,0.8064365386962891,0.0643145442008972,0.02,0,1,1,13,"[74, 161, 131, 114]","[74, 161, 131, 114]",161,161,0.0,,1,1
gsm8k,1,measured_0,164,0,128,3,middle,13,1,0.8707510828971863,0.8064365386962891,0.0643145442008972,0.05,0,1,1,13,"[74, 161, 131, 114]","[74, 161, 131, 114]",161,161,0.0,,1,1
gsm8k,1,measured_0,164,0,128,3,middle,13,1,0.8707510828971863,0.8064365386962891,0.0643145442008972,0.1,2,1,1,13,"[74, 161, 131, 114]","[77, 158, 133, 112]",161,158,1.8633540372670807,"[14, 26]",1,1
gsm8k,1,measured_0,164,2,128,3,late,6,5,0.9935629367828368,0.8175644874572754,0.1759984493255615,0.001,0,1,1,6,"[11, 11, 13, 5]","[11, 11, 13, 5]",13,13,0.0,,1,1
gsm8k,1,measured_0,164,2,128,3,late,6,5,0.9935629367828368,0.8175644874572754,0.1759984493255615,0.002,0,1,1,6,"[11, 11, 13, 5]","[11, 11, 13, 5]",13,13,0.0,,1,1
gsm8k,1,measured_0,164,2,128,3,late,6,5,0.9935629367828368,0.8175644874572754,0.1759984493255615,0.005,0,1,1,6,"[11, 11, 13, 5]","[11, 11, 13, 5]",13,13,0.0,,1,1
gsm8k,1,measured_0,164,2,128,3,late,6,5,0.9935629367828368,0.8175644874572754,0.1759984493255615,0.01,0,5,1,6,"[11, 11, 13, 5]","[11, 11, 13, 5]",13,13,0.0,,1,1
gsm8k,1,measured_0,164,2,128,3,late,6,5,0.9935629367828368,0.8175644874572754,0.1759984493255615,0.02,0,5,1,6,"[11, 11, 13, 5]","[11, 11, 13, 5]",13,13,0.0,,1,1
gsm8k,1,measured_0,164,2,128,3,late,6,5,0.9935629367828368,0.8175644874572754,0.1759984493255615,0.05,0,5,1,6,"[11, 11, 13, 5]","[11, 11, 13, 5]",13,13,0.0,,1,1
gsm8k,1,measured_0,164,2,128,3,late,6,5,0.9935629367828368,0.8175644874572754,0.1759984493255615,0.1,0,5,1,6,"[11, 11, 13, 5]","[11, 11, 13, 5]",13,13,0.0,,1,1
gsm8k,1,measured_0,165,6,128,4,early,24,1,0.9022700786590576,0.6208169460296631,0.2814531326293945,0.001,0,1,1,24,"[176, 225, 275, 244]","[176, 225, 275, 244]",275,275,0.0,,1,1
gsm8k,1,measured_0,165,6,128,4,early,24,1,0.9022700786590576,0.6208169460296631,0.2814531326293945,0.002,0,1,1,24,"[176, 225, 275, 244]","[176, 225, 275, 244]",275,275,0.0,,1,1
gsm8k,1,measured_0,165,6,128,4,early,24,1,0.9022700786590576,0.6208169460296631,0.2814531326293945,0.005,0,1,1,24,"[176, 225, 275, 244]","[176, 225, 275, 244]",275,275,0.0,,1,1
gsm8k,1,measured_0,165,6,128,4,early,24,1,0.9022700786590576,0.6208169460296631,0.2814531326293945,0.01,0,1,1,24,"[176, 225, 275, 244]","[176, 225, 275, 244]",275,275,0.0,,1,1
gsm8k,1,measured_0,165,6,128,4,early,24,1,0.9022700786590576,0.6208169460296631,0.2814531326293945,0.02,0,1,1,24,"[176, 225, 275, 244]","[176, 225, 275, 244]",275,275,0.0,,1,1
gsm8k,1,measured_0,165,6,128,4,early,24,1,0.9022700786590576,0.6208169460296631,0.2814531326293945,0.05,0,1,1,24,"[176, 225, 275, 244]","[176, 225, 275, 244]",275,275,0.0,,1,1
gsm8k,1,measured_0,165,6,128,4,early,24,1,0.9022700786590576,0.6208169460296631,0.2814531326293945,0.1,0,1,1,24,"[176, 225, 275, 244]","[176, 225, 275, 244]",275,275,0.0,,1,1
gsm8k,1,measured_0,165,7,128,4,early,24,1,0.9999984502792358,0.7706763744354248,0.229322075843811,0.001,0,1,1,24,"[209, 238, 211, 262]","[209, 238, 211, 262]",262,262,0.0,,1,1
gsm8k,1,measured_0,165,7,128,4,early,24,1,0.9999984502792358,0.7706763744354248,0.229322075843811,0.002,0,1,1,24,"[209, 238, 211, 262]","[209, 238, 211, 262]",262,262,0.0,,1,1
gsm8k,1,measured_0,165,7,128,4,early,24,1,0.9999984502792358,0.7706763744354248,0.229322075843811,0.005,0,1,1,24,"[209, 238, 211, 262]","[209, 238, 211, 262]",262,262,0.0,,1,1
gsm8k,1,measured_0,165,7,128,4,early,24,1,0.9999984502792358,0.7706763744354248,0.229322075843811,0.01,0,1,1,24,"[209, 238, 211, 262]","[209, 238, 211, 262]",262,262,0.0,,1,1
gsm8k,1,measured_0,165,7,128,4,early,24,1,0.9999984502792358,0.7706763744354248,0.229322075843811,0.02,0,1,1,24,"[209, 238, 211, 262]","[209, 238, 211, 262]",262,262,0.0,,1,1
gsm8k,1,measured_0,165,7,128,4,early,24,1,0.9999984502792358,0.7706763744354248,0.229322075843811,0.05,0,1,1,24,"[209, 238, 211, 262]","[209, 238, 211, 262]",262,262,0.0,,1,1
gsm8k,1,measured_0,165,7,128,4,early,24,1,0.9999984502792358,0.7706763744354248,0.229322075843811,0.1,0,1,1,24,"[209, 238, 211, 262]","[209, 238, 211, 262]",262,262,0.0,,1,1
gsm8k,1,measured_0,165,1,128,4,early,23,6,0.998818576335907,0.749760091304779,0.2490584850311279,0.001,0,2,1,23,"[104, 281, 144, 151]","[104, 281, 144, 151]",281,281,0.0,,1,1
gsm8k,1,measured_0,165,1,128,4,early,23,6,0.998818576335907,0.749760091304779,0.2490584850311279,0.002,0,6,1,23,"[104, 281, 144, 151]","[104, 281, 144, 151]",281,281,0.0,,1,1
gsm8k,1,measured_0,165,1,128,4,early,23,6,0.998818576335907,0.749760091304779,0.2490584850311279,0.005,0,6,1,23,"[104, 281, 144, 151]","[104, 281, 144, 151]",281,281,0.0,,1,1
gsm8k,1,measured_0,165,1,128,4,early,23,6,0.998818576335907,0.749760091304779,0.2490584850311279,0.01,0,6,1,23,"[104, 281, 144, 151]","[104, 281, 144, 151]",281,281,0.0,,1,1
gsm8k,1,measured_0,165,1,128,4,early,23,6,0.998818576335907,0.749760091304779,0.2490584850311279,0.02,0,6,1,23,"[104, 281, 144, 151]","[104, 281, 144, 151]",281,281,0.0,,1,1
gsm8k,1,measured_0,165,1,128,4,early,23,6,0.998818576335907,0.749760091304779,0.2490584850311279,0.05,0,6,1,23,"[104, 281, 144, 151]","[104, 281, 144, 151]",281,281,0.0,,1,1
gsm8k,1,measured_0,165,1,128,4,early,23,6,0.998818576335907,0.749760091304779,0.2490584850311279,0.1,0,6,1,23,"[104, 281, 144, 151]","[104, 281, 144, 151]",281,281,0.0,,1,1
gsm8k,1,measured_0,165,4,128,4,early,23,1,0.8928602933883667,0.8473816514015198,0.0454786419868469,0.001,0,1,1,23,"[133, 253, 285, 209]","[133, 253, 285, 209]",285,285,0.0,,1,1
gsm8k,1,measured_0,165,4,128,4,early,23,1,0.8928602933883667,0.8473816514015198,0.0454786419868469,0.002,0,1,1,23,"[133, 253, 285, 209]","[133, 253, 285, 209]",285,285,0.0,,1,1
gsm8k,1,measured_0,165,4,128,4,early,23,1,0.8928602933883667,0.8473816514015198,0.0454786419868469,0.005,0,1,1,23,"[133, 253, 285, 209]","[133, 253, 285, 209]",285,285,0.0,,1,1
gsm8k,1,measured_0,165,4,128,4,early,23,1,0.8928602933883667,0.8473816514015198,0.0454786419868469,0.01,0,1,1,23,"[133, 253, 285, 209]","[133, 253, 285, 209]",285,285,0.0,,1,1
gsm8k,1,measured_0,165,4,128,4,early,23,1,0.8928602933883667,0.8473816514015198,0.0454786419868469,0.02,0,1,1,23,"[133, 253, 285, 209]","[133, 253, 285, 209]",285,285,0.0,,1,1
gsm8k,1,measured_0,165,4,128,4,early,23,1,0.8928602933883667,0.8473816514015198,0.0454786419868469,0.05,2,1,1,23,"[133, 253, 285, 209]","[136, 253, 282, 209]",285,282,1.0526315789473684,"[9, 10]",1,1
gsm8k,1,measured_0,165,4,128,4,early,23,1,0.8928602933883667,0.8473816514015198,0.0454786419868469,0.1,2,1,1,23,"[133, 253, 285, 209]","[136, 253, 282, 209]",285,282,1.0526315789473684,"[9, 10]",1,1
gsm8k,1,measured_0,165,5,128,4,early,23,11,0.9109967947006226,0.893559992313385,0.0174368023872375,0.001,0,1,1,23,"[100, 97, 128, 155]","[100, 97, 128, 155]",155,155,0.0,,1,1
gsm8k,1,measured_0,165,5,128,4,early,23,11,0.9109967947006226,0.893559992313385,0.0174368023872375,0.002,0,1,1,23,"[100, 97, 128, 155]","[100, 97, 128, 155]",155,155,0.0,,1,1
gsm8k,1,measured_0,165,5,128,4,early,23,11,0.9109967947006226,0.893559992313385,0.0174368023872375,0.005,0,1,1,23,"[100, 97, 128, 155]","[100, 97, 128, 155]",155,155,0.0,,1,1
gsm8k,1,measured_0,165,5,128,4,early,23,11,0.9109967947006226,0.893559992313385,0.0174368023872375,0.01,0,1,1,23,"[100, 97, 128, 155]","[100, 97, 128, 155]",155,155,0.0,,1,1
gsm8k,1,measured_0,165,5,128,4,early,23,11,0.9109967947006226,0.893559992313385,0.0174368023872375,0.02,1,2,1,23,"[100, 97, 128, 155]","[100, 97, 128, 155]",155,155,0.0,,1,1
gsm8k,1,measured_0,165,5,128,4,early,23,11,0.9109967947006226,0.893559992313385,0.0174368023872375,0.05,1,4,1,23,"[100, 97, 128, 155]","[100, 97, 128, 155]",155,155,0.0,,1,1
gsm8k,1,measured_0,165,5,128,4,early,23,11,0.9109967947006226,0.893559992313385,0.0174368023872375,0.1,2,11,1,23,"[100, 97, 128, 155]","[93, 105, 132, 150]",155,150,3.225806451612903,"[10, 17]",1,1
gsm8k,1,measured_0,165,3,128,4,middle,21,4,0.9465763568878174,0.8761442303657532,0.0704321265220642,0.001,0,1,1,21,"[88, 153, 221, 218]","[88, 153, 221, 218]",221,221,0.0,,1,1
gsm8k,1,measured_0,165,3,128,4,middle,21,4,0.9465763568878174,0.8761442303657532,0.0704321265220642,0.002,0,1,1,21,"[88, 153, 221, 218]","[88, 153, 221, 218]",221,221,0.0,,1,1
gsm8k,1,measured_0,165,3,128,4,middle,21,4,0.9465763568878174,0.8761442303657532,0.0704321265220642,0.005,0,1,1,21,"[88, 153, 221, 218]","[88, 153, 221, 218]",221,221,0.0,,1,1
gsm8k,1,measured_0,165,3,128,4,middle,21,4,0.9465763568878174,0.8761442303657532,0.0704321265220642,0.01,0,1,1,21,"[88, 153, 221, 218]","[88, 153, 221, 218]",221,221,0.0,,1,1
gsm8k,1,measured_0,165,3,128,4,middle,21,4,0.9465763568878174,0.8761442303657532,0.0704321265220642,0.02,0,1,1,21,"[88, 153, 221, 218]","[88, 153, 221, 218]",221,221,0.0,,1,1
gsm8k,1,measured_0,165,3,128,4,middle,21,4,0.9465763568878174,0.8761442303657532,0.0704321265220642,0.05,0,3,1,21,"[88, 153, 221, 218]","[88, 153, 221, 218]",221,221,0.0,,1,1
gsm8k,1,measured_0,165,3,128,4,middle,21,4,0.9465763568878174,0.8761442303657532,0.0704321265220642,0.1,1,4,1,21,"[88, 153, 221, 218]","[98, 154, 220, 208]",221,220,0.4524886877828054,"[13, 15]",1,1
gsm8k,1,measured_0,165,0,128,4,middle,12,2,0.931114912033081,0.877873957157135,0.053240954875946,0.001,0,1,1,12,"[76, 134, 103, 87]","[76, 134, 103, 87]",134,134,0.0,,1,1
gsm8k,1,measured_0,165,0,128,4,middle,12,2,0.931114912033081,0.877873957157135,0.053240954875946,0.002,0,1,1,12,"[76, 134, 103, 87]","[76, 134, 103, 87]",134,134,0.0,,1,1
gsm8k,1,measured_0,165,0,128,4,middle,12,2,0.931114912033081,0.877873957157135,0.053240954875946,0.005,0,1,1,12,"[76, 134, 103, 87]","[76, 134, 103, 87]",134,134,0.0,,1,1
gsm8k,1,measured_0,165,0,128,4,middle,12,2,0.931114912033081,0.877873957157135,0.053240954875946,0.01,0,1,1,12,"[76, 134, 103, 87]","[76, 134, 103, 87]",134,134,0.0,,1,1
gsm8k,1,measured_0,165,0,128,4,middle,12,2,0.931114912033081,0.877873957157135,0.053240954875946,0.02,0,2,1,12,"[76, 134, 103, 87]","[76, 134, 103, 87]",134,134,0.0,,1,1
gsm8k,1,measured_0,165,0,128,4,middle,12,2,0.931114912033081,0.877873957157135,0.053240954875946,0.05,0,2,1,12,"[76, 134, 103, 87]","[76, 134, 103, 87]",134,134,0.0,,1,1
gsm8k,1,measured_0,165,0,128,4,middle,12,2,0.931114912033081,0.877873957157135,0.053240954875946,0.1,2,2,1,12,"[76, 134, 103, 87]","[77, 129, 109, 85]",134,129,3.7313432835820897,"[15, 19]",1,1
gsm8k,1,measured_0,166,6,128,5,early,23,1,0.5347370505332947,0.4556218087673187,0.0791152417659759,0.001,0,1,1,23,"[161, 234, 268, 217]","[161, 234, 268, 217]",268,268,0.0,,1,1
gsm8k,1,measured_0,166,6,128,5,early,23,1,0.5347370505332947,0.4556218087673187,0.0791152417659759,0.002,0,1,1,23,"[161, 234, 268, 217]","[161, 234, 268, 217]",268,268,0.0,,1,1
gsm8k,1,measured_0,166,6,128,5,early,23,1,0.5347370505332947,0.4556218087673187,0.0791152417659759,0.005,0,1,1,23,"[161, 234, 268, 217]","[161, 234, 268, 217]",268,268,0.0,,1,1
gsm8k,1,measured_0,166,6,128,5,early,23,1,0.5347370505332947,0.4556218087673187,0.0791152417659759,0.01,0,1,1,23,"[161, 234, 268, 217]","[161, 234, 268, 217]",268,268,0.0,,1,1
gsm8k,1,measured_0,166,6,128,5,early,23,1,0.5347370505332947,0.4556218087673187,0.0791152417659759,0.02,0,1,1,23,"[161, 234, 268, 217]","[161, 234, 268, 217]",268,268,0.0,,1,1
gsm8k,1,measured_0,166,6,128,5,early,23,1,0.5347370505332947,0.4556218087673187,0.0791152417659759,0.05,0,1,1,23,"[161, 234, 268, 217]","[161, 234, 268, 217]",268,268,0.0,,1,1
gsm8k,1,measured_0,166,6,128,5,early,23,1,0.5347370505332947,0.4556218087673187,0.0791152417659759,0.1,1,1,1,23,"[161, 234, 268, 217]","[161, 234, 268, 217]",268,268,0.0,,1,1
gsm8k,1,measured_0,166,7,128,5,early,23,1,0.7002917528152466,0.6831648945808411,0.0171268582344055,0.001,0,1,1,23,"[194, 222, 215, 249]","[194, 222, 215, 249]",249,249,0.0,,1,1
gsm8k,1,measured_0,166,7,128,5,early,23,1,0.7002917528152466,0.6831648945808411,0.0171268582344055,0.002,0,1,1,23,"[194, 222, 215, 249]","[194, 222, 215, 249]",249,249,0.0,,1,1
gsm8k,1,measured_0,166,7,128,5,early,23,1,0.7002917528152466,0.6831648945808411,0.0171268582344055,0.005,0,1,1,23,"[194, 222, 215, 249]","[194, 222, 215, 249]",249,249,0.0,,1,1
gsm8k,1,measured_0,166,7,128,5,early,23,1,0.7002917528152466,0.6831648945808411,0.0171268582344055,0.01,0,1,1,23,"[194, 222, 215, 249]","[194, 222, 215, 249]",249,249,0.0,,1,1
gsm8k,1,measured_0,166,7,128,5,early,23,1,0.7002917528152466,0.6831648945808411,0.0171268582344055,0.02,1,1,1,23,"[194, 222, 215, 249]","[194, 222, 215, 249]",249,249,0.0,,1,1
gsm8k,1,measured_0,166,7,128,5,early,23,1,0.7002917528152466,0.6831648945808411,0.0171268582344055,0.05,1,1,1,23,"[194, 222, 215, 249]","[194, 222, 215, 249]",249,249,0.0,,1,1
gsm8k,1,measured_0,166,7,128,5,early,23,1,0.7002917528152466,0.6831648945808411,0.0171268582344055,0.1,1,1,1,23,"[194, 222, 215, 249]","[194, 222, 215, 249]",249,249,0.0,,1,1
gsm8k,1,measured_0,166,4,128,5,early,22,2,0.972470998764038,0.8803556561470032,0.0921153426170349,0.001,0,1,1,22,"[127, 231, 250, 192]","[127, 231, 250, 192]",250,250,0.0,,1,1
gsm8k,1,measured_0,166,4,128,5,early,22,2,0.972470998764038,0.8803556561470032,0.0921153426170349,0.002,0,2,1,22,"[127, 231, 250, 192]","[127, 231, 250, 192]",250,250,0.0,,1,1
gsm8k,1,measured_0,166,4,128,5,early,22,2,0.972470998764038,0.8803556561470032,0.0921153426170349,0.005,0,2,1,22,"[127, 231, 250, 192]","[127, 231, 250, 192]",250,250,0.0,,1,1
gsm8k,1,measured_0,166,4,128,5,early,22,2,0.972470998764038,0.8803556561470032,0.0921153426170349,0.01,0,2,1,22,"[127, 231, 250, 192]","[127, 231, 250, 192]",250,250,0.0,,1,1
gsm8k,1,measured_0,166,4,128,5,early,22,2,0.972470998764038,0.8803556561470032,0.0921153426170349,0.02,0,2,1,22,"[127, 231, 250, 192]","[127, 231, 250, 192]",250,250,0.0,,1,1
gsm8k,1,measured_0,166,4,128,5,early,22,2,0.972470998764038,0.8803556561470032,0.0921153426170349,0.05,0,2,1,22,"[127, 231, 250, 192]","[127, 231, 250, 192]",250,250,0.0,,1,1
gsm8k,1,measured_0,166,4,128,5,early,22,2,0.972470998764038,0.8803556561470032,0.0921153426170349,0.1,1,2,1,22,"[127, 231, 250, 192]","[129, 236, 246, 189]",250,246,1.6,"[11, 13]",1,1
gsm8k,1,measured_0,166,1,128,5,middle,17,1,0.6594191193580627,0.6351519227027893,0.0242671966552734,0.001,0,1,1,17,"[98, 240, 143, 159]","[98, 240, 143, 159]",240,240,0.0,,1,1
gsm8k,1,measured_0,166,1,128,5,middle,17,1,0.6594191193580627,0.6351519227027893,0.0242671966552734,0.002,0,1,1,17,"[98, 240, 143, 159]","[98, 240, 143, 159]",240,240,0.0,,1,1
gsm8k,1,measured_0,166,1,128,5,middle,17,1,0.6594191193580627,0.6351519227027893,0.0242671966552734,0.005,0,1,1,17,"[98, 240, 143, 159]","[98, 240, 143, 159]",240,240,0.0,,1,1
gsm8k,1,measured_0,166,1,128,5,middle,17,1,0.6594191193580627,0.6351519227027893,0.0242671966552734,0.01,0,1,1,17,"[98, 240, 143, 159]","[98, 240, 143, 159]",240,240,0.0,,1,1
gsm8k,1,measured_0,166,1,128,5,middle,17,1,0.6594191193580627,0.6351519227027893,0.0242671966552734,0.02,0,1,1,17,"[98, 240, 143, 159]","[98, 240, 143, 159]",240,240,0.0,,1,1
gsm8k,1,measured_0,166,1,128,5,middle,17,1,0.6594191193580627,0.6351519227027893,0.0242671966552734,0.05,1,1,1,17,"[98, 240, 143, 159]","[98, 240, 143, 159]",240,240,0.0,,1,1
gsm8k,1,measured_0,166,1,128,5,middle,17,1,0.6594191193580627,0.6351519227027893,0.0242671966552734,0.1,4,1,1,17,"[98, 240, 143, 159]","[109, 234, 147, 150]",240,234,2.5,"[19, 17]",1,1
gsm8k,1,measured_0,166,3,128,5,middle,17,6,0.9837051033973694,0.5267219543457031,0.4569831490516662,0.001,0,1,1,17,"[49, 111, 142, 138]","[49, 111, 142, 138]",142,142,0.0,,1,1
gsm8k,1,measured_0,166,3,128,5,middle,17,6,0.9837051033973694,0.5267219543457031,0.4569831490516662,0.002,0,2,1,17,"[49, 111, 142, 138]","[49, 111, 142, 138]",142,142,0.0,,1,1
gsm8k,1,measured_0,166,3,128,5,middle,17,6,0.9837051033973694,0.5267219543457031,0.4569831490516662,0.005,0,2,1,17,"[49, 111, 142, 138]","[49, 111, 142, 138]",142,142,0.0,,1,1
gsm8k,1,measured_0,166,3,128,5,middle,17,6,0.9837051033973694,0.5267219543457031,0.4569831490516662,0.01,0,2,1,17,"[49, 111, 142, 138]","[49, 111, 142, 138]",142,142,0.0,,1,1
gsm8k,1,measured_0,166,3,128,5,middle,17,6,0.9837051033973694,0.5267219543457031,0.4569831490516662,0.02,0,6,1,17,"[49, 111, 142, 138]","[49, 111, 142, 138]",142,142,0.0,,1,1
gsm8k,1,measured_0,166,3,128,5,middle,17,6,0.9837051033973694,0.5267219543457031,0.4569831490516662,0.05,0,6,1,17,"[49, 111, 142, 138]","[49, 111, 142, 138]",142,142,0.0,,1,1
gsm8k,1,measured_0,166,3,128,5,middle,17,6,0.9837051033973694,0.5267219543457031,0.4569831490516662,0.1,0,6,1,17,"[49, 111, 142, 138]","[49, 111, 142, 138]",142,142,0.0,,1,1
gsm8k,1,measured_0,166,5,128,5,middle,12,2,0.99994695186615,0.8525318503379822,0.1474151015281677,0.001,0,2,1,12,"[81, 81, 106, 132]","[81, 81, 106, 132]",132,132,0.0,,1,1
gsm8k,1,measured_0,166,5,128,5,middle,12,2,0.99994695186615,0.8525318503379822,0.1474151015281677,0.002,0,2,1,12,"[81, 81, 106, 132]","[81, 81, 106, 132]",132,132,0.0,,1,1
gsm8k,1,measured_0,166,5,128,5,middle,12,2,0.99994695186615,0.8525318503379822,0.1474151015281677,0.005,0,2,1,12,"[81, 81, 106, 132]","[81, 81, 106, 132]",132,132,0.0,,1,1
gsm8k,1,measured_0,166,5,128,5,middle,12,2,0.99994695186615,0.8525318503379822,0.1474151015281677,0.01,0,2,1,12,"[81, 81, 106, 132]","[81, 81, 106, 132]",132,132,0.0,,1,1
gsm8k,1,measured_0,166,5,128,5,middle,12,2,0.99994695186615,0.8525318503379822,0.1474151015281677,0.02,0,2,1,12,"[81, 81, 106, 132]","[81, 81, 106, 132]",132,132,0.0,,1,1
gsm8k,1,measured_0,166,5,128,5,middle,12,2,0.99994695186615,0.8525318503379822,0.1474151015281677,0.05,0,2,1,12,"[81, 81, 106, 132]","[81, 81, 106, 132]",132,132,0.0,,1,1
gsm8k,1,measured_0,166,5,128,5,middle,12,2,0.99994695186615,0.8525318503379822,0.1474151015281677,0.1,0,2,1,12,"[81, 81, 106, 132]","[81, 81, 106, 132]",132,132,0.0,,1,1
gsm8k,1,measured_0,166,0,128,5,late,10,1,0.9094087481498718,0.891574501991272,0.0178342461585998,0.001,0,1,1,10,"[65, 105, 107, 83]","[65, 105, 107, 83]",107,107,0.0,,1,1
gsm8k,1,measured_0,166,0,128,5,late,10,1,0.9094087481498718,0.891574501991272,0.0178342461585998,0.002,0,1,1,10,"[65, 105, 107, 83]","[65, 105, 107, 83]",107,107,0.0,,1,1
gsm8k,1,measured_0,166,0,128,5,late,10,1,0.9094087481498718,0.891574501991272,0.0178342461585998,0.005,0,1,1,10,"[65, 105, 107, 83]","[65, 105, 107, 83]",107,107,0.0,,1,1
gsm8k,1,measured_0,166,0,128,5,late,10,1,0.9094087481498718,0.891574501991272,0.0178342461585998,0.01,0,1,1,10,"[65, 105, 107, 83]","[65, 105, 107, 83]",107,107,0.0,,1,1
gsm8k,1,measured_0,166,0,128,5,late,10,1,0.9094087481498718,0.891574501991272,0.0178342461585998,0.02,1,1,1,10,"[65, 105, 107, 83]","[72, 106, 100, 82]",107,106,0.9345794392523364,"[20, 18]",1,1
gsm8k,1,measured_0,166,0,128,5,late,10,1,0.9094087481498718,0.891574501991272,0.0178342461585998,0.05,3,1,1,10,"[65, 105, 107, 83]","[72, 106, 100, 82]",107,106,0.9345794392523364,"[20, 18]",1,1
gsm8k,1,measured_0,166,0,128,5,late,10,1,0.9094087481498718,0.891574501991272,0.0178342461585998,0.1,3,1,1,10,"[65, 105, 107, 83]","[72, 106, 100, 82]",107,106,0.9345794392523364,"[20, 18]",1,1
gsm8k,1,measured_0,167,6,128,6,early,22,1,0.400154709815979,0.3540494441986084,0.0461052656173706,0.001,0,1,1,22,"[163, 190, 283, 204]","[163, 190, 283, 204]",283,283,0.0,,1,1
gsm8k,1,measured_0,167,6,128,6,early,22,1,0.400154709815979,0.3540494441986084,0.0461052656173706,0.002,0,1,1,22,"[163, 190, 283, 204]","[163, 190, 283, 204]",283,283,0.0,,1,1
gsm8k,1,measured_0,167,6,128,6,early,22,1,0.400154709815979,0.3540494441986084,0.0461052656173706,0.005,0,1,1,22,"[163, 190, 283, 204]","[163, 190, 283, 204]",283,283,0.0,,1,1
gsm8k,1,measured_0,167,6,128,6,early,22,1,0.400154709815979,0.3540494441986084,0.0461052656173706,0.01,0,1,1,22,"[163, 190, 283, 204]","[163, 190, 283, 204]",283,283,0.0,,1,1
gsm8k,1,measured_0,167,6,128,6,early,22,1,0.400154709815979,0.3540494441986084,0.0461052656173706,0.02,0,1,1,22,"[163, 190, 283, 204]","[163, 190, 283, 204]",283,283,0.0,,1,1
gsm8k,1,measured_0,167,6,128,6,early,22,1,0.400154709815979,0.3540494441986084,0.0461052656173706,0.05,1,1,1,22,"[163, 190, 283, 204]","[164, 197, 279, 200]",283,279,1.413427561837456,"[11, 10]",1,1
gsm8k,1,measured_0,167,6,128,6,early,22,1,0.400154709815979,0.3540494441986084,0.0461052656173706,0.1,3,1,1,22,"[163, 190, 283, 204]","[166, 196, 278, 200]",283,278,1.7667844522968197,"[11, 29]",1,1
gsm8k,1,measured_0,167,7,128,6,early,22,2,0.999450147151947,0.8182629346847534,0.1811872124671936,0.001,0,2,1,22,"[191, 186, 198, 225]","[191, 186, 198, 225]",225,225,0.0,,1,1
gsm8k,1,measured_0,167,7,128,6,early,22,2,0.999450147151947,0.8182629346847534,0.1811872124671936,0.002,0,2,1,22,"[191, 186, 198, 225]","[191, 186, 198, 225]",225,225,0.0,,1,1
gsm8k,1,measured_0,167,7,128,6,early,22,2,0.999450147151947,0.8182629346847534,0.1811872124671936,0.005,0,2,1,22,"[191, 186, 198, 225]","[191, 186, 198, 225]",225,225,0.0,,1,1
gsm8k,1,measured_0,167,7,128,6,early,22,2,0.999450147151947,0.8182629346847534,0.1811872124671936,0.01,0,2,1,22,"[191, 186, 198, 225]","[191, 186, 198, 225]",225,225,0.0,,1,1
gsm8k,1,measured_0,167,7,128,6,early,22,2,0.999450147151947,0.8182629346847534,0.1811872124671936,0.02,0,2,1,22,"[191, 186, 198, 225]","[191, 186, 198, 225]",225,225,0.0,,1,1
gsm8k,1,measured_0,167,7,128,6,early,22,2,0.999450147151947,0.8182629346847534,0.1811872124671936,0.05,0,2,1,22,"[191, 186, 198, 225]","[191, 186, 198, 225]",225,225,0.0,,1,1
gsm8k,1,measured_0,167,7,128,6,early,22,2,0.999450147151947,0.8182629346847534,0.1811872124671936,0.1,0,2,1,22,"[191, 186, 198, 225]","[191, 186, 198, 225]",225,225,0.0,,1,1
gsm8k,1,measured_0,167,4,128,6,middle,20,1,0.9049045443534852,0.833023726940155,0.07188081741333,0.001,0,1,1,20,"[124, 211, 240, 185]","[124, 211, 240, 185]",240,240,0.0,,1,1
gsm8k,1,measured_0,167,4,128,6,middle,20,1,0.9049045443534852,0.833023726940155,0.07188081741333,0.002,0,1,1,20,"[124, 211, 240, 185]","[124, 211, 240, 185]",240,240,0.0,,1,1
gsm8k,1,measured_0,167,4,128,6,middle,20,1,0.9049045443534852,0.833023726940155,0.07188081741333,0.005,0,1,1,20,"[124, 211, 240, 185]","[124, 211, 240, 185]",240,240,0.0,,1,1
gsm8k,1,measured_0,167,4,128,6,middle,20,1,0.9049045443534852,0.833023726940155,0.07188081741333,0.01,0,1,1,20,"[124, 211, 240, 185]","[124, 211, 240, 185]",240,240,0.0,,1,1
gsm8k,1,measured_0,167,4,128,6,middle,20,1,0.9049045443534852,0.833023726940155,0.07188081741333,0.02,0,1,1,20,"[124, 211, 240, 185]","[124, 211, 240, 185]",240,240,0.0,,1,1
gsm8k,1,measured_0,167,4,128,6,middle,20,1,0.9049045443534852,0.833023726940155,0.07188081741333,0.05,0,1,1,20,"[124, 211, 240, 185]","[124, 211, 240, 185]",240,240,0.0,,1,1
