request_id,iteration,wave,layer,segment,stage,duration_ms
coffee,0,1,25,tail,combine,0.1425279974937439
coffee,0,1,25,tail,decoder_layer,2.2856640815734863
coffee,0,1,25,tail,dispatch,0.4450240135192871
coffee,0,1,25,tail,expert,0.5004159808158875
coffee,0,1,25,tail,moe_total,1.4725439548492432
coffee,0,1,26,prefix,attention,0.7363200187683105
coffee,0,1,26,prefix,combine,0.1058880016207695
coffee,0,1,26,prefix,decoder_layer,2.220031976699829
coffee,0,1,26,prefix,dispatch,0.42636799812316895
coffee,0,1,26,prefix,expert,0.4142400026321411
coffee,0,1,26,prefix,moe_total,1.4437119960784912
coffee,0,1,26,tail,attention,0.7238079905509949
coffee,0,1,26,tail,combine,0.15427200496196747
coffee,0,1,26,tail,decoder_layer,2.320064067840576
coffee,0,1,26,tail,dispatch,0.4829759895801544
coffee,0,1,26,tail,expert,0.432096004486084
coffee,0,1,26,tail,moe_total,1.5385600328445435
coffee,0,1,27,prefix,attention,0.6869120001792908
coffee,0,1,27,prefix,combine,0.10559999942779541
coffee,0,1,27,prefix,decoder_layer,2.5012478828430176
coffee,0,1,27,prefix,dispatch,0.4169600009918213
coffee,0,1,27,prefix,expert,0.41679999232292175
coffee,0,1,27,prefix,moe_total,1.7252479791641235
coffee,0,1,27,tail,attention,0.7412480115890503
coffee,0,1,27,tail,combine,0.1273919939994812
coffee,0,1,27,tail,decoder_layer,2.287008047103882
coffee,0,1,27,tail,dispatch,0.48684799671173096
coffee,0,1,27,tail,expert,0.4360319972038269
coffee,0,1,27,tail,moe_total,1.5588159561157227
coffee,0,1,28,prefix,attention,0.8972480297088623
coffee,0,1,28,prefix,combine,0.13814400136470795
coffee,0,1,28,prefix,decoder_layer,2.442336082458496
coffee,0,1,28,prefix,dispatch,0.6264960169792175
coffee,0,1,28,prefix,expert,0.4496319890022278
coffee,0,1,28,prefix,moe_total,1.7005759477615356
coffee,0,1,28,tail,attention,0.750495970249176
coffee,0,1,28,tail,combine,0.1884160041809082
coffee,0,1,28,tail,decoder_layer,2.445919990539551
coffee,0,1,28,tail,dispatch,0.46246400475502014
coffee,0,1,28,tail,expert,0.5075200200080872
coffee,0,1,28,tail,moe_total,1.6529920101165771
coffee,0,1,29,prefix,attention,0.7004160284996033
coffee,0,1,29,prefix,combine,0.15270400047302246
coffee,0,1,29,prefix,decoder_layer,2.208159923553467
coffee,0,1,29,prefix,dispatch,0.365664005279541
coffee,0,1,29,prefix,expert,0.44758400321006775
coffee,0,1,29,prefix,moe_total,1.4171839952468872
coffee,0,1,29,tail,attention,0.7877439856529236
coffee,0,1,29,tail,combine,0.13862399756908417
coffee,0,1,29,tail,decoder_layer,2.334752082824707
coffee,0,1,29,tail,dispatch,0.5181760191917419
coffee,0,1,29,tail,expert,0.4307200014591217
coffee,0,1,29,tail,moe_total,1.5230079889297485
coffee,0,1,30,prefix,attention,0.7193920016288757
coffee,0,1,30,prefix,combine,0.1308159977197647
coffee,0,1,30,prefix,decoder_layer,2.251904010772705
coffee,0,1,30,prefix,dispatch,0.43769600987434387
coffee,0,1,30,prefix,expert,0.426144003868103
coffee,0,1,30,prefix,moe_total,1.4770879745483398
coffee,0,1,30,tail,attention,0.9112319946289062
coffee,0,1,30,tail,combine,0.2014079988002777
coffee,0,1,30,tail,decoder_layer,2.697824001312256
coffee,0,1,30,tail,dispatch,0.833791971206665
coffee,0,1,30,tail,expert,0.46672001481056213
coffee,0,1,30,tail,moe_total,1.8496960401535034
coffee,0,1,31,prefix,attention,0.7749760150909424
coffee,0,1,31,prefix,combine,0.23472000658512115
coffee,0,1,31,prefix,decoder_layer,2.4581120014190674
coffee,0,1,31,prefix,dispatch,0.4845440089702606
coffee,0,1,31,prefix,expert,0.5419840216636658
coffee,0,1,31,prefix,moe_total,1.685439944267273
coffee,0,1,31,tail,attention,0.7021759748458862
coffee,0,1,31,tail,combine,0.21798400580883026
coffee,0,1,31,tail,decoder_layer,2.37939190864563
coffee,0,1,31,tail,dispatch,0.48630398511886597
coffee,0,1,31,tail,expert,0.4821760058403015
coffee,0,1,31,tail,moe_total,1.5461759567260742
coffee,0,1,32,prefix,attention,0.7656319737434387
coffee,0,1,32,prefix,combine,0.1650879979133606
coffee,0,1,32,prefix,decoder_layer,2.515007972717285
coffee,0,1,32,prefix,dispatch,0.46188798546791077
coffee,0,1,32,prefix,expert,0.5056639909744263
coffee,0,1,32,prefix,moe_total,1.715872049331665
coffee,0,1,32,tail,attention,0.7455999851226807
coffee,0,1,32,tail,combine,0.13046400249004364
coffee,0,1,32,tail,decoder_layer,2.3619840145111084
coffee,0,1,32,tail,dispatch,0.5148159861564636
coffee,0,1,32,tail,expert,0.43542400002479553
coffee,0,1,32,tail,moe_total,1.5733760595321655
coffee,0,1,33,prefix,attention,0.9661759734153748
coffee,0,1,33,prefix,combine,0.13126400113105774
coffee,0,1,33,prefix,decoder_layer,2.5024960041046143
coffee,0,1,33,prefix,dispatch,0.6689599752426147
coffee,0,1,33,prefix,expert,0.411871999502182
coffee,0,1,33,prefix,moe_total,1.6505919694900513
coffee,0,1,33,tail,attention,0.7003840208053589
coffee,0,1,33,tail,combine,0.12383999675512314
coffee,0,1,33,tail,decoder_layer,2.2683839797973633
coffee,0,1,33,tail,dispatch,0.42796799540519714
coffee,0,1,33,tail,expert,0.4498560130596161
coffee,0,1,33,tail,moe_total,1.4845119714736938
coffee,0,1,34,prefix,attention,0.6626880168914795
coffee,0,1,34,prefix,combine,0.1581439971923828
coffee,0,1,34,prefix,decoder_layer,2.287264108657837
coffee,0,1,34,prefix,dispatch,0.46303999423980713
coffee,0,1,34,prefix,expert,0.4551039934158325
coffee,0,1,34,prefix,moe_total,1.5409280061721802
coffee,0,1,34,tail,attention,0.7128959894180298
coffee,0,1,34,tail,combine,0.15190400183200836
coffee,0,1,34,tail,decoder_layer,2.256704092025757
coffee,0,1,34,tail,dispatch,0.4472639858722687
coffee,0,1,34,tail,expert,0.4333760142326355
coffee,0,1,34,tail,moe_total,1.4952640533447266
coffee,0,1,35,prefix,attention,0.7603200078010559
coffee,0,1,35,prefix,combine,0.1337919980287552
coffee,0,1,35,prefix,decoder_layer,2.260063886642456
coffee,0,1,35,prefix,dispatch,0.4302079975605011
coffee,0,1,35,prefix,expert,0.47276800870895386
coffee,0,1,35,prefix,moe_total,1.4461760520935059
coffee,0,1,35,tail,attention,0.7611839771270752
coffee,0,1,35,tail,combine,0.09827200323343277
coffee,0,1,35,tail,decoder_layer,2.2699201107025146
coffee,0,1,35,tail,dispatch,0.44223999977111816
coffee,0,1,35,tail,expert,0.4193600118160248
coffee,0,1,35,tail,moe_total,1.4694080352783203
coffee,0,1,36,prefix,attention,0.7355200052261353
coffee,0,1,36,prefix,combine,0.13603200018405914
coffee,0,1,36,prefix,decoder_layer,2.26857590675354
coffee,0,1,36,prefix,dispatch,0.4323199987411499
coffee,0,1,36,prefix,expert,0.4084799885749817
coffee,0,1,36,prefix,moe_total,1.4605439901351929
coffee,0,1,36,tail,attention,0.6381760239601135
coffee,0,1,36,tail,combine,0.2648000121116638
coffee,0,1,36,tail,decoder_layer,2.3461759090423584
coffee,0,1,36,tail,dispatch,0.36320000886917114
coffee,0,1,36,tail,expert,0.42320001125335693
coffee,0,1,36,tail,moe_total,1.5874559879302979
coffee,0,1,37,prefix,attention,0.7003200054168701
coffee,0,1,37,prefix,combine,0.13574400544166565
coffee,0,1,37,prefix,decoder_layer,2.2555201053619385
coffee,0,1,37,prefix,dispatch,0.4511680006980896
coffee,0,1,37,prefix,expert,0.4142400026321411
coffee,0,1,37,prefix,moe_total,1.5218240022659302
coffee,0,1,37,tail,attention,0.8275200128555298
coffee,0,1,37,tail,combine,0.16012799739837646
coffee,0,1,37,tail,decoder_layer,2.379744052886963
coffee,0,1,37,tail,dispatch,0.5701760053634644
coffee,0,1,37,tail,expert,0.46025601029396057
coffee,0,1,37,tail,moe_total,1.5988479852676392
coffee,0,1,38,prefix,attention,0.7698879837989807
coffee,0,1,38,prefix,combine,0.14393599331378937
coffee,0,1,38,prefix,decoder_layer,2.276416063308716
coffee,0,1,38,prefix,dispatch,0.4535680115222931
coffee,0,1,38,prefix,expert,0.44412800669670105
coffee,0,1,38,prefix,moe_total,1.4804480075836182
coffee,0,1,38,tail,attention,0.7396479845046997
coffee,0,1,38,tail,combine,0.1687999963760376
coffee,0,1,38,tail,decoder_layer,2.3138880729675293
coffee,0,1,38,tail,dispatch,0.48022401332855225
coffee,0,1,38,tail,expert,0.4267520010471344
coffee,0,1,38,tail,moe_total,1.5123519897460938
coffee,0,1,39,prefix,attention,0.6933119893074036
coffee,0,1,39,prefix,combine,0.11020799726247787
coffee,0,1,39,prefix,decoder_layer,2.237312078475952
coffee,0,1,39,prefix,dispatch,0.40697601437568665
coffee,0,1,39,prefix,expert,0.446943998336792
coffee,0,1,39,prefix,moe_total,1.4628479480743408
coffee,0,1,39,tail,attention,0.7110080122947693
coffee,0,1,39,tail,combine,0.1353279948234558
coffee,0,1,39,tail,decoder_layer,2.2745919227600098
coffee,0,1,39,tail,dispatch,0.47683200240135193
coffee,0,1,39,tail,expert,0.438975989818573
coffee,0,1,39,tail,moe_total,1.5424319505691528
coffee,0,1,40,prefix,attention,0.6881600022315979
coffee,0,1,40,prefix,combine,0.12454400211572647
coffee,0,1,40,prefix,decoder_layer,2.234623908996582
coffee,0,1,40,prefix,dispatch,0.40403199195861816
coffee,0,1,40,prefix,expert,0.4099839925765991
coffee,0,1,40,prefix,moe_total,1.42684805393219
coffee,0,1,40,tail,attention,0.7642880082130432
coffee,0,1,40,tail,combine,0.1308480054140091
coffee,0,1,40,tail,decoder_layer,2.317919969558716
coffee,0,1,40,tail,dispatch,0.4704959988594055
coffee,0,1,40,tail,expert,0.45398399233818054
coffee,0,1,40,tail,moe_total,1.5280640125274658
coffee,0,1,41,prefix,attention,0.6976320147514343
coffee,0,1,41,prefix,combine,0.15331199765205383
coffee,0,1,41,prefix,decoder_layer,2.281503915786743
coffee,0,1,41,prefix,dispatch,0.43267199397087097
coffee,0,1,41,prefix,expert,0.4225600063800812
coffee,0,1,41,prefix,moe_total,1.5041279792785645
coffee,0,1,41,tail,attention,0.6962239742279053
coffee,0,1,41,tail,combine,0.12172800302505493
