workload_id,request_id,prompt_tokens,prefix_tokens,tail_tokens,split_fraction,layer,attention_head_ms,attention_tail_ms,moe_head_ms,moe_tail_ms,fragment_attention_ms,fragment_moe_ms,fragment_wave_ms,attention_total,moe_total,base_affected_ms,attention_fragment_ratio,moe_fragment_ratio,fragment_wave_gain_pct
W2_standard,coffee,248,1,247,0.004032258064516129,10,0.9540640115737915,0.8986720144748688,2.086687982082367,1.8257279992103577,1.8527360260486603,3.9124159812927246,4.866479992866516,0.6240639984607697,1.2981759905815125,1.922239989042282,2.9688237594515368,3.0137793409198506,-153.16713941068008
W2_standard,coffee,248,1,247,0.004032258064516129,11,0.8924960196018219,0.8950719833374023,1.929695963859558,1.9363999962806702,1.7875680029392242,3.8660959601402283,4.75859197974205,0.6200959980487823,1.3206560015678406,1.940751999616623,2.8827278495008093,2.9274057404430245,-145.1932024638936
W2_standard,coffee,248,1,247,0.004032258064516129,12,0.9501599967479706,0.8409920036792755,1.9384799599647522,1.6547200083732605,1.791152000427246,3.5931999683380127,4.543359965085983,0.6180479824542999,1.3190720081329346,1.9371199905872345,2.8980791965609054,2.7240362513824903,-134.54199983288964
W2_standard,coffee,248,1,247,0.004032258064516129,13,0.715391993522644,0.8493439853191376,1.4769920110702515,1.9953760504722595,1.5647359788417816,3.472368061542511,4.187760055065155,0.6201439797878265,1.3385920524597168,1.9587360322475433,2.5231817607535816,2.5940450304944624,-113.79910238644703
W2_standard,coffee,248,1,247,0.004032258064516129,14,0.6527360081672668,0.8016800284385681,1.4021919965744019,2.0756800174713135,1.454416036605835,3.4778720140457153,4.130608022212982,0.6374399960041046,1.341055989265442,1.9784959852695465,2.2816516781549265,2.59338315617285,-108.77515309439639
W2_standard,coffee,248,1,247,0.004032258064516129,15,0.6663520038127899,0.9644000232219696,1.695360004901886,1.9387039542198181,1.6307520270347595,3.634063959121704,4.300415962934494,0.6234879791736603,1.3016319870948792,1.9251199662685394,2.6155308225766865,2.791928897838931,-123.3843104993603
W2_standard,coffee,248,1,247,0.004032258064516129,16,0.9627519845962524,0.9458079934120178,2.088912010192871,1.9426079988479614,1.9085599780082703,4.0315200090408325,4.994271993637085,0.633215993642807,1.292672038078308,1.9258880317211151,3.0140741819052606,3.1187492962515906,-159.3230712988977
W2_standard,coffee,248,1,247,0.004032258064516129,17,0.9410880208015442,0.9217599928379059,2.100112020969391,1.8219040036201477,1.86284801363945,3.9220160245895386,4.863104045391083,0.6276479959487915,1.304527997970581,1.9321759939193726,2.9679820945233066,3.0064636640155773,-151.69053236845124
W2_standard,coffee,248,1,247,0.004032258064516129,18,0.8827199935913086,0.9551679790019989,2.0595839619636536,1.876431941986084,1.8378879725933075,3.9360159039497375,4.818735897541046,0.6238400042057037,1.3010560274124146,1.9248960316181183,2.9460886769090333,3.0252470462611996,-150.33746334290532
W2_standard,coffee,248,1,247,0.004032258064516129,19,1.0204800069332123,0.8312639892101288,1.9999680519104004,1.6460800170898438,1.851743996143341,3.646048069000244,4.666528075933456,0.6199359893798828,1.2907520532608032,1.910688042640686,2.986992250596108,2.8247470610558394,-144.2328612411283
W2_standard,coffee,248,1,247,0.004032258064516129,20,0.6770400106906891,0.8136959969997406,1.3848479986190796,2.20742404460907,1.4907360076904297,3.5922720432281494,4.2693120539188385,0.6297120153903961,1.2959679961204529,1.925680011510849,2.3673297813227103,2.7718832980303536,-121.70412677074131
W2_standard,coffee,248,1,247,0.004032258064516129,21,0.6737279891967773,0.8128800094127655,1.3829599618911743,2.0811359882354736,1.4866079986095428,3.464095950126648,4.137823939323425,0.6381600201129913,1.341759979724884,1.9799199998378754,2.3295223012346136,2.581755308305536,-108.98945107187403
W2_standard,coffee,248,1,247,0.004032258064516129,22,0.7483839988708496,0.9602079689502716,1.4881759881973267,2.0467679500579834,1.7085919678211212,3.53494393825531,4.28332793712616,0.6284480094909668,1.3239200115203855,1.9523680210113523,2.718748316515561,2.6700585439416327,-119.39142062505917
W2_standard,coffee,248,1,247,0.004032258064516129,23,0.707071989774704,0.8390399813652039,1.6987839937210083,1.8350879549980164,1.5461119711399078,3.5338719487190247,4.240943938493729,0.6080639958381653,1.309167981147766,1.9172319769859312,2.542679687865291,2.699326594911701,-121.20139813028214
W2_standard,coffee,248,1,247,0.004032258064516129,24,0.9551039934158325,0.9517439901828766,2.0824480056762695,1.932256042957306,1.906847983598709,4.014704048633575,4.969808042049408,0.6244159936904907,1.3307999968528748,1.9552159905433655,3.053810284917032,3.016759887381798,-154.18204771679828
W2_standard,coffee,248,1,247,0.004032258064516129,25,0.9910399913787842,0.9024960398674011,2.0893759727478027,2.094528019428253,1.8935360312461853,4.183903992176056,5.17494398355484,0.6145920157432556,1.340783953666687,1.9553759694099426,3.08096425391443,3.1204907999787683,-164.65212135732853
W2_standard,coffee,248,1,247,0.004032258064516129,26,0.8876799941062927,0.9699519872665405,1.9710719585418701,2.0289440155029297,1.8576319813728333,4.0000159740448,4.8876959681510925,0.6125600039958954,1.332527995109558,1.9450879991054535,3.0325714530086767,3.001825093900504,-151.28405349264122
W2_standard,coffee,248,1,247,0.004032258064516129,27,0.9429119825363159,0.8320640027523041,2.030672013759613,1.5494880080223083,1.77497598528862,3.5801600217819214,4.523072004318237,0.6191360056400299,1.2954879999160769,1.9146240055561068,2.8668595738568685,2.7635609299459727,-136.23813298029245
W2_standard,coffee,248,1,247,0.004032258064516129,28,0.7198880016803741,0.8203359842300415,1.558735966682434,1.588815987110138,1.5402239859104156,3.147551953792572,3.867439955472946,0.6270560026168823,1.3041760325431824,1.9312320351600647,2.456278194423823,2.4134410349918416,-100.2576534078881
W2_standard,coffee,248,1,247,0.004032258064516129,29,0.6588319838047028,0.809471994638443,1.4691199660301208,1.8121919631958008,1.4683039784431458,3.2813119292259216,3.9401439130306244,0.6262880265712738,1.331023991107941,1.9573120176792147,2.344454813357425,2.465253782912332,-101.30382266300364
W2_standard,coffee,248,1,247,0.004032258064516129,30,0.837583988904953,0.941711962223053,1.74699205160141,2.062768042087555,1.779295951128006,3.809760093688965,4.647344082593918,0.6210239827632904,1.388751983642578,2.0097759664058685,2.865100222395441,2.7432976791840753,-131.2369219393581
W2_standard,coffee,248,1,247,0.004032258064516129,31,0.7562400102615356,0.830271989107132,1.7452000379562378,1.8859039545059204,1.5865119993686676,3.631103992462158,4.387344002723694,0.6247040033340454,1.320896029472351,1.9456000328063965,2.5396219503980326,2.7489703288097926,-125.50081870605476
W2_standard,coffee,248,1,247,0.004032258064516129,32,1.0279200375080109,0.9720639884471893,2.1691519618034363,1.94896000623703,1.9999840259552002,4.118111968040466,5.146032005548477,0.6223680078983307,1.3218079805374146,1.9441759884357452,3.2135071221108062,3.1155145290968385,-164.68961843772675
W2_standard,coffee,248,1,247,0.004032258064516129,33,0.941103994846344,0.9213760197162628,2.1450079679489136,1.73089599609375,1.8624800145626068,3.8759039640426636,4.817007958889008,0.6304160058498383,1.3079999685287476,1.9384159743785858,2.95436663612605,2.963229401604896,-148.50228343961288
W2_standard,coffee,248,1,247,0.004032258064516129,34,0.8632959723472595,0.9715200066566467,1.918895959854126,1.8705600500106812,1.8348159790039062,3.789456009864807,4.652751982212067,0.6129759848117828,1.3562400341033936,1.9692160189151764,2.9932917838001356,2.7940894786887824,-136.27433138469115
W2_standard,coffee,248,1,247,0.004032258064516129,35,0.9530239999294281,0.8033280074596405,1.9511359930038452,1.609055995941162,1.7563520073890686,3.5601919889450073,4.513215988874435,0.6179039776325226,1.327344000339508,1.9452479779720306,2.8424351856715178,2.682192399283367,-132.01237271453562
W2_standard,coffee,248,1,247,0.004032258064516129,36,0.7121599912643433,0.8058239817619324,1.4905760288238525,1.5791359543800354,1.5179839730262756,3.069711983203888,3.781871974468231,0.6093119978904724,1.3173120021820068,1.9266240000724792,2.491308193965914,2.3302846843566223,-96.29527994699319
W2_standard,coffee,248,1,247,0.004032258064516129,37,0.7643359899520874,0.8414559960365295,1.5118719935417175,1.7580959796905518,1.605791985988617,3.2699679732322693,4.034303963184357,0.6270560026168823,1.2936959862709043,1.9207519888877866,2.560843017668585,2.5276170042530586,-110.03773451878214
W2_standard,coffee,248,1,247,0.004032258064516129,38,0.7018080055713654,0.9296959936618805,1.719040036201477,1.8626079559326172,1.6315039992332458,3.5816479921340942,4.28345599770546,0.6132640242576599,1.32888001203537,1.94214403629303,2.6603614996137086,2.6952380649087253,-120.55295166888298
W2_standard,coffee,248,1,247,0.004032258064516129,39,0.9228000044822693,0.9216319918632507,2.1018240451812744,1.8911360502243042,1.84443199634552,3.9929600954055786,4.915760099887848,0.6176479756832123,1.3266720175743103,1.9443199932575226,2.98621879931736,3.009756776739977,-152.82670120837264
W2_standard,coffee,248,1,247,0.004032258064516129,40,1.0222239792346954,0.9540799856185913,2.1176159977912903,1.8832000494003296,1.9763039648532867,4.00081604719162,5.023040026426315,0.6223840117454529,1.316096007823944,1.938480019569397,3.1753771426595865,3.0399119998902195,-159.12261027803137
W2_standard,coffee,248,1,247,0.004032258064516129,41,0.8976639807224274,0.7696479856967926,2.050559937953949,1.8785439729690552,1.66731196641922,3.929103910923004,4.8267678916454315,0.6231839954853058,1.3353760242462158,1.9585600197315216,2.6754730200039836,2.9423202450717043,-146.44472689211142
W2_standard,coffee,248,1,247,0.004032258064516129,42,0.9437920153141022,0.8645280003547668,2.059295952320099,1.913312017917633,1.808320015668869,3.972607970237732,4.916399985551834,0.6206719875335693,1.3443999886512756,1.965071976184845,2.9134874007360696,2.954930083139258,-150.18930833754723
W2_standard,coffee,248,1,247,0.004032258064516129,43,0.7007519900798798,0.869920015335083,1.415839970111847,1.821951985359192,1.5706720054149628,3.237791955471039,3.9385439455509186,0.6174400150775909,1.3492799997329712,1.9667200148105621,2.5438455024940088,2.399644222186509,-100.2595141093475
W2_standard,coffee,248,1,247,0.004032258064516129,44,0.786191999912262,0.9310559928417206,1.5262879729270935,2.139743983745575,1.7172479927539825,3.6660319566726685,4.45222395658493,0.6183519959449768,1.3295039534568789,1.9478559494018557,2.7771366535813518,2.757443441322999,-128.5704935188925
W2_standard,coffee,248,1,247,0.004032258064516129,45,0.7327840030193329,0.935696005821228,1.521727979183197,2.0375839471817017,1.668480008840561,3.5593119263648987,4.292095929384232,0.638128012418747,1.3465439677238464,1.9846719801425934,2.6146478079161413,2.643294249337764,-116.26223236526249
W2_standard,coffee,248,1,247,0.004032258064516129,46,0.6958400011062622,0.8825919926166534,1.6499359607696533,2.02892804145813,1.5784319937229156,3.678864002227783,4.374704003334045,0.6235679984092712,1.3345119953155518,1.958079993724823,2.531290890086587,2.7567110787624642,-123.41804305002468
W2_standard,coffee,248,1,247,0.004032258064516129,47,0.9941279590129852,0.8608799576759338,2.0847840309143066,1.8552640080451965,1.855007916688919,3.940048038959503,4.934175997972488,0.6170559823513031,1.3125759959220886,1.9296319782733917,3.0062230490341855,3.00176755570759,-155.70554662902722
W2_standard,coffee,248,4,244,0.016129032258064516,0,2.1064000129699707,1.2726400196552277,3.3031519651412964,2.3452160358428955,3.3790400326251984,5.648368000984192,7.754768013954163,0.9577760100364684,1.4312480092048645,2.389024019241333,3.5280065455977936,3.9464634812817416,-224.59983455573607
W2_standard,coffee,248,4,244,0.016129032258064516,1,1.1252000331878662,0.9274240136146545,2.2820799350738525,2.459839940071106,2.0526240468025208,4.7419198751449585,5.867119908332825,0.6382719874382019,1.3184159994125366,1.9566879868507385,3.2159080880880078,3.596679558847796,-199.8495390047276
W2_standard,coffee,248,4,244,0.016129032258064516,2,0.710752010345459,0.957392007112503,1.4783039689064026,2.5190399885177612,1.668144017457962,3.997343957424164,4.708095967769623,0.6321440041065216,1.3273280262947085,1.95947203040123,2.6388671040481237,3.011572029095864,-140.2737010135109
W2_standard,coffee,248,4,244,0.016129032258064516,3,0.6571039855480194,1.0647520124912262,1.4358400106430054,2.3836159706115723,1.7218559980392456,3.8194559812545776,4.476559966802597,0.6275520026683807,1.305728018283844,1.9332800209522247,2.7437662388420923,2.92515434131114,-131.55259032769067
W2_standard,coffee,248,4,244,0.016129032258064516,4,0.9090720117092133,0.8935199677944183,2.138976037502289,1.9734400510787964,1.8025919795036316,4.112416088581085,5.0214881002902985,0.6305280029773712,1.3072159886360168,1.937743991613388,2.8588610989388905,3.145934661396,-159.14094545117644
W2_standard,coffee,248,4,244,0.016129032258064516,5,1.218400001525879,0.915472000837326,2.874511957168579,2.0850239992141724,2.133872002363205,4.9595359563827515,6.17793595790863,0.6324479877948761,1.3092800378799438,1.94172802567482,3.373988127945931,3.7879871478171294,-218.16690474772216
W2_standard,coffee,248,4,244,0.016129032258064516,6,1.1757760047912598,1.0252799987792969,2.743391990661621,2.174288034439087,2.2010560035705566,4.917680025100708,6.093456029891968,0.6242400109767914,1.3447200059890747,1.968960016965866,3.5259771319791127,3.6570289749527696,-209.47586428300764
W2_standard,coffee,248,4,244,0.016129032258064516,7,1.1605280041694641,0.9262720346450806,2.4823360443115234,2.070751965045929,2.0868000388145447,4.553088009357452,5.7136160135269165,0.6286239922046661,1.3264319896697998,1.955055981874466,3.3196315519168547,3.4325830836535327,-192.2482049874001
W2_standard,coffee,248,4,244,0.016129032258064516,8,1.02879998087883,0.9001439809799194,2.1611199378967285,2.126304030418396,1.9289439618587494,4.2874239683151245,5.3162239491939545,0.6150560081005096,1.3331519961357117,1.9482080042362213,3.136208632147091,3.2160053622862934,-172.87763614738537
W2_standard,coffee,248,4,244,0.016129032258064516,9,0.6502240002155304,1.1925439834594727,1.352783977985382,2.6004799604415894,1.842767983675003,3.9532639384269714,4.603487938642502,0.6243680119514465,1.3394240140914917,1.9637920260429382,2.9514131864562985,2.951465627640253,-134.4183028341641
W2_standard,coffee,248,4,244,0.016129032258064516,10,0.6631359755992889,1.0153440237045288,1.6366560459136963,2.3065120577812195,1.6784799993038177,3.9431681036949158,4.606304079294205,0.6240639984607697,1.2981759905815125,1.922239989042282,2.6895959443962885,3.037468056953195,-139.63210137924577
W2_standard,coffee,248,4,244,0.016129032258064516,11,0.9103839993476868,0.8732959926128387,2.38155198097229,1.9653919339179993,1.7836799919605255,4.346943914890289,5.257327914237976,0.6200959980487823,1.3206560015678406,1.940751999616623,2.876457834872537,3.2915035480319905,-170.89127901331605
W2_standard,coffee,248,4,244,0.016129032258064516,12,1.214672029018402,0.9533120095729828,2.784832000732422,2.161455988883972,2.167984038591385,4.946287989616394,6.160960018634796,0.6180479824542999,1.3190720081329346,1.9371199905872345,3.507792437056764,3.749824087782411,-218.04741309634164
W2_standard,coffee,248,4,244,0.016129032258064516,13,1.19651198387146,0.9791519641876221,3.234127998352051,2.089632034301758,2.175663948059082,5.323760032653809,6.5202720165252686,0.6201439797878265,1.3385920524597168,1.9587360322475433,3.508320678696993,3.9771340513124853,-232.88160881196484
W2_standard,coffee,248,4,244,0.016129032258064516,14,1.2041119933128357,0.9319039881229401,3.340496063232422,2.0523999333381653,2.1360159814357758,5.392895996570587,6.597007989883423,0.6374399960041046,1.341055989265442,1.9784959852695465,3.350928706742182,4.021380195710192,-233.43550045084675
W2_standard,coffee,248,4,244,0.016129032258064516,15,0.7729600071907043,0.8896479904651642,1.7167359590530396,2.2052319645881653,1.6626079976558685,3.921967923641205,4.694927930831909,0.6234879791736603,1.3016319870948792,1.9251199662685394,2.6666239818438937,3.0131158134755665,-143.87716158448504
W2_standard,coffee,248,4,244,0.016129032258064516,16,0.6679520010948181,1.2071840167045593,1.3238880038261414,2.6459360122680664,1.8751360177993774,3.9698240160942078,4.637776017189026,0.633215993642807,1.292672038078308,1.9258880317211151,2.9612897283468325,3.071021805341876,-140.81233907686567
W2_standard,coffee,248,4,244,0.016129032258064516,17,0.6444480121135712,1.0069760382175446,1.654528021812439,2.260480046272278,1.6514240503311157,3.915008068084717,4.559456080198288,0.6276479959487915,1.304527997970581,1.9321759939193726,2.631130922093874,3.001091639409188,-135.97519555915508
W2_standard,coffee,248,4,244,0.016129032258064516,18,0.9262239933013916,1.0801759958267212,2.1223039627075195,2.1252159476280212,2.006399989128113,4.247519910335541,5.173743903636932,0.6238400042057037,1.3010560274124146,1.9248960316181183,3.216209245322021,3.264671021726217,-168.78043378206496
W2_standard,coffee,248,4,244,0.016129032258064516,19,1.2088160514831543,0.9834720194339752,2.5423519611358643,2.343984007835388,2.1922880709171295,4.886335968971252,6.095152020454407,0.6199359893798828,1.2907520532608032,1.910688042640686,3.5363136008768556,3.785650355253739,-219.0029918243765
W2_standard,coffee,248,4,244,0.016129032258064516,20,1.0252639949321747,0.9571520090103149,2.398560047149658,2.1096320152282715,1.9824160039424896,4.50819206237793,5.533456057310104,0.6297120153903961,1.2959679961204529,1.925680011510849,3.148131138506975,3.4786291604988975,-187.3507552778028
W2_standard,coffee,248,4,244,0.016129032258064516,21,1.242031991481781,0.9301919937133789,2.6045600175857544,2.034175932407379,2.17222398519516,4.6387359499931335,5.8807679414749146,0.6381600201129913,1.341759979724884,1.9799199998378754,3.403886042266562,3.4572024952959657,-197.02048274457846
W2_standard,coffee,248,4,244,0.016129032258064516,22,0.9020319581031799,0.8831360340118408,1.928335964679718,1.9461600184440613,1.7851679921150208,3.8744959831237793,4.776527941226959,0.6284480094909668,1.3239200115203855,1.9523680210113523,2.840597734665401,2.926533287063408,-144.6530515672273
W2_standard,coffee,248,4,244,0.016129032258064516,23,0.9556319713592529,0.9262720048427582,2.004639983177185,1.9010400176048279,1.881903976202011,3.905680000782013,4.861311972141266,0.6080639958381653,1.309167981147766,1.9172319769859312,3.0949110440389815,2.9833299141320646,-153.55888231030372
W2_standard,coffee,248,4,244,0.016129032258064516,24,0.7250399887561798,0.8629599809646606,1.6183680295944214,1.824064016342163,1.5879999697208405,3.4424320459365845,4.167472034692764,0.6244159936904907,1.3307999968528748,1.9552159905433655,2.543176321181768,2.58673884436232,-113.1463764028751
W2_standard,coffee,248,4,244,0.016129032258064516,25,0.6540799736976624,0.9023040235042572,1.4946080446243286,1.862384021282196,1.5563839972019196,3.3569920659065247,4.011072039604187,0.6145920157432556,1.340783953666687,1.9553759694099426,2.532385643376297,2.503753163756208,-105.13047630500311
W2_standard,coffee,248,4,244,0.016129032258064516,26,0.9292320013046265,1.0361120104789734,1.972096025943756,2.3754239082336426,1.9653440117835999,4.347519934177399,5.276751935482025,0.6125600039958954,1.332527995109558,1.9450879991054535,3.208410602982772,3.262610579389706,-171.28602602601038
W2_standard,coffee,248,4,244,0.016129032258064516,27,0.7947679758071899,1.1505440473556519,1.8246080875396729,2.6914079189300537,1.9453120231628418,4.516016006469727,5.3107839822769165,0.6191360056400299,1.2954879999160769,1.9146240055561068,3.1419785078593216,3.4859574204950405,-177.37999559523897
W2_standard,coffee,248,4,244,0.016129032258064516,28,1.0058239698410034,1.1379680037498474,2.311951994895935,2.696911931037903,2.143791973590851,5.008863925933838,6.014687895774841,0.6270560026168823,1.3041760325431824,1.9312320351600647,3.4188205912138625,3.8406348536910335,-211.44304704309295
W2_standard,coffee,248,4,244,0.016129032258064516,29,1.1804319620132446,1.0585920214653015,2.6342560052871704,2.4628320932388306,2.239023983478546,5.097088098526001,6.277520060539246,0.6262880265712738,1.331023991107941,1.9573120176792147,3.5750707158437702,3.829448704589613,-220.7214794492757
W2_standard,coffee,248,4,244,0.016129032258064516,30,1.164927989244461,0.819135993719101,2.5163040161132812,1.7521119713783264,1.984063982963562,4.268415987491608,5.433343976736069,0.6210239827632904,1.388751983642578,2.0097759664058685,3.194826670196098,3.0735624775101433,-170.34575333551481
W2_standard,coffee,248,4,244,0.016129032258064516,31,1.0205600261688232,0.8691839873790741,2.213375985622406,1.7507840394973755,1.8897440135478973,3.9641600251197815,4.984720051288605,0.6247040033340454,1.320896029472351,1.9456000328063965,3.025023056459272,3.001114347132466,-156.2047680528913
W2_standard,coffee,248,4,244,0.016129032258064516,32,0.8854400217533112,0.8215200006961823,1.8992480039596558,1.8173760771751404,1.7069600224494934,3.716624081134796,4.602064102888107,0.6223680078983307,1.3218079805374146,1.9441759884357452,2.7426860005444564,2.811773068296734,-136.7102633846877
W2_standard,coffee,248,4,244,0.016129032258064516,33,0.9485599994659424,0.9456159770488739,2.1227200031280518,2.424831986427307,1.8941759765148163,4.547551989555359,5.496111989021301,0.6304160058498383,1.3079999685287476,1.9384159743785858,3.004644487034168,3.476721788205006,-183.53625133445547
W2_standard,coffee,248,4,244,0.016129032258064516,34,1.0028640031814575,1.1932960152626038,1.9914719462394714,2.752351999282837,2.1961600184440613,4.743823945522308,5.746687948703766,0.6129759848117828,1.3562400341033936,1.9692160189151764,3.5827831315747263,3.497776076679846,-191.82618328839135
W2_standard,coffee,248,4,244,0.016129032258064516,35,0.9448639750480652,1.110079973936081,2.0633920431137085,2.7163360118865967,2.054943948984146,4.779728055000305,5.72459203004837,0.6179039776325226,1.327344000339508,1.9452479779720306,3.325668750114851,3.6009716047819906,-194.2859776683279
W2_standard,coffee,248,4,244,0.016129032258064516,36,0.8975679576396942,1.054751992225647,2.212816059589386,2.3549439907073975,1.9523199498653412,4.5677600502967834,5.465328007936478,0.6093119978904724,1.3173120021820068,1.9266240000724792,3.2041383669196724,3.467485335843526,-183.67382570397095
W2_standard,coffee,248,4,244,0.016129032258064516,37,1.198415994644165,0.9389599859714508,2.62609601020813,1.9445600509643555,2.137375980615616,4.570656061172485,5.76907205581665,0.6270560026168823,1.2936959862709043,1.9207519888877866,3.4085886614524705,3.5330217529293426,-200.3548656564056
W2_standard,coffee,248,4,244,0.016129032258064516,38,1.018176019191742,0.7318879961967468,2.1585760712623596,1.5488640069961548,1.7500640153884888,3.7074400782585144,4.725616097450256,0.6132640242576599,1.32888001203537,1.94214403629303,2.8536877204021476,2.7898982938121244,-143.3195483518328
W2_standard,coffee,248,4,244,0.016129032258064516,39,0.8980000019073486,0.8549439907073975,1.9297280311584473,1.7767200469970703,1.752943992614746,3.7064480781555176,4.604448080062866,0.6176479756832123,1.3266720175743103,1.9443199932575226,2.8380955845855795,2.793793815695604,-136.81534397784762
W2_standard,coffee,248,4,244,0.016129032258064516,40,0.9279840290546417,0.9377919733524323,2.274944007396698,2.325712025165558,1.865776002407074,4.600656032562256,5.528640061616898,0.6223840117454529,1.316096007823944,1.938480019569397,2.997789093544634,3.4956842093678713,-185.2049031098602
W2_standard,coffee,248,4,244,0.016129032258064516,41,0.9973280131816864,1.1725119948387146,2.1256320476531982,2.714384078979492,2.169840008020401,4.84001612663269,5.837344139814377,0.6231839954853058,1.3353760242462158,1.9585600197315216,3.4818609331111494,3.624459357329521,-198.0426477108706
W2_standard,coffee,248,4,244,0.016129032258064516,42,0.9783840179443359,1.1816959977149963,2.044704020023346,2.679487943649292,2.1600800156593323,4.724191963672638,5.702575981616974,0.6206719875335693,1.3443999886512756,1.965071976184845,3.480227977168864,3.513977985385157,-190.1967994418419
W2_standard,coffee,248,4,244,0.016129032258064516,43,0.9002400040626526,1.015936017036438,2.2540480494499207,2.2764639854431152,1.9161760210990906,4.530512034893036,5.4307520389556885,0.6174400150775909,1.3492799997329712,1.9667200148105621,3.103420533666405,3.357725628327438,-176.13244376723281
W2_standard,coffee,248,4,244,0.016129032258064516,44,1.211023986339569,0.9442559778690338,2.6381438970565796,1.939024031162262,2.155279964208603,4.5771679282188416,5.788191914558411,0.6183519959449768,1.3295039534568789,1.9478559494018557,3.485522773990346,3.442763683641274,-197.15708270603062
W2_standard,coffee,248,4,244,0.016129032258064516,45,0.9943359792232513,0.6583040058612823,2.109232008457184,1.3910239934921265,1.6526399850845337,3.5002560019493103,4.494591981172562,0.638128012418747,1.3465439677238464,1.9846719801425934,2.589825165048627,2.5994368441351585,-126.46523083626332
W2_standard,coffee,248,4,244,0.016129032258064516,46,0.9141919612884521,0.6651040017604828,1.833840012550354,1.361743986606598,1.579295963048935,3.195583999156952,4.109775960445404,0.6235679984092712,1.3345119953155518,1.958079993724823,2.532676415527635,2.3945712068338065,-109.88805225610041
W2_standard,coffee,248,4,244,0.016129032258064516,47,0.9685920178890228,0.7065280079841614,2.314527988433838,1.695583999156952,1.6751200258731842,4.01011198759079,4.978704005479813,0.6170559823513031,1.3125759959220886,1.9296319782733917,2.7146970028393675,3.0551465210771847,-158.0131372996155
W2_standard,coffee,248,12,236,0.04838709677419355,0,3.092112123966217,2.047007977962494,2.725439965724945,2.261807918548584,5.139120101928711,4.987247884273529,8.079360008239746,0.9577760100364684,1.4312480092048645,2.389024019241333,5.365680543338137,3.4845448533019896,-238.1866378557992
W2_standard,coffee,248,12,236,0.04838709677419355,1,0.6936160027980804,1.2542240023612976,1.4052000045776367,2.775279998779297,1.947840005159378,4.180480003356934,4.874096006155014,0.6382719874382019,1.3184159994125366,1.9566879868507385,3.0517397653268774,3.1708353093558355,-149.0992963062957
