workload_id,layer,optimal_split,optimal_fraction,modality_boundary,normalized_distance
W1_text,0,780,0.33008887008040627,,
W1_text,1,780,0.33008887008040627,,
W1_text,2,780,0.33008887008040627,,
W1_text,3,780,0.33008887008040627,,
W1_text,4,780,0.33008887008040627,,
W1_text,5,780,0.33008887008040627,,
W1_text,6,780,0.33008887008040627,,
W1_text,7,780,0.33008887008040627,,
W1_text,8,780,0.33008887008040627,,
W1_text,9,780,0.33008887008040627,,
W1_text,10,780,0.33008887008040627,,
W1_text,11,780,0.33008887008040627,,
W1_text,12,780,0.33008887008040627,,
W1_text,13,780,0.33008887008040627,,
W1_text,14,780,0.33008887008040627,,
W1_text,15,780,0.33008887008040627,,
W1_text,16,780,0.33008887008040627,,
W1_text,17,780,0.33008887008040627,,
W1_text,18,780,0.33008887008040627,,
W1_text,19,780,0.33008887008040627,,
W1_text,20,780,0.33008887008040627,,
W1_text,21,780,0.33008887008040627,,
W1_text,22,780,0.33008887008040627,,
W1_text,23,780,0.33008887008040627,,
W1_text,24,780,0.33008887008040627,,
W1_text,25,780,0.33008887008040627,,
W1_text,26,780,0.33008887008040627,,
W1_text,27,780,0.33008887008040627,,
W1_text,28,780,0.33008887008040627,,
W1_text,29,780,0.33008887008040627,,
W1_text,30,780,0.33008887008040627,,
W1_text,31,780,0.33008887008040627,,
W1_text,32,780,0.33008887008040627,,
W1_text,33,780,0.33008887008040627,,
W1_text,34,780,0.33008887008040627,,
W1_text,35,780,0.33008887008040627,,
W1_text,36,780,0.33008887008040627,,
W1_text,37,780,0.33008887008040627,,
W1_text,38,780,0.33008887008040627,,
W1_text,39,780,0.33008887008040627,,
W1_text,40,780,0.33008887008040627,,
W1_text,41,780,0.33008887008040627,,
W1_text,42,780,0.33008887008040627,,
W1_text,43,780,0.33008887008040627,,
W1_text,44,780,0.33008887008040627,,
W1_text,45,780,0.33008887008040627,,
W1_text,46,780,0.33008887008040627,,
W1_text,47,780,0.33008887008040627,,
W2_standard,0,104,0.41935483870967744,232.0,0.5161290322580645
W2_standard,1,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,2,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,3,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,4,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,5,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,6,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,7,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,8,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,9,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,10,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,11,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,12,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,13,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,14,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,15,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,16,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,17,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,18,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,19,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,20,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,21,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,22,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,23,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,24,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,25,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,26,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,27,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,28,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,29,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,30,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,31,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,32,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,33,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,34,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,35,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,36,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,37,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,38,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,39,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,40,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,41,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,42,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,43,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,44,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,45,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,46,82,0.33064516129032256,232.0,0.6048387096774194
W2_standard,47,82,0.33064516129032256,232.0,0.6048387096774194
W3_vision_heavy,0,1182,0.5002115954295387,2344.0,0.4917477782479898
W3_vision_heavy,1,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,2,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,3,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,4,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,5,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,6,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,7,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,8,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,9,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,10,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,11,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,12,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,13,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,14,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,15,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,16,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,17,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,18,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,19,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,20,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,21,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,22,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,23,780,0.33008887008040627,2344.0,0.6618705035971223
W3_vision_heavy,24,780,0.33008887008040627,2344.0,0.6618705035971223
