wave,request_id,iteration,layer,segment,stage,duration_ms,workload_id,prefix_tokens,tail_tokens,prompt_tokens,split_fraction,repetition
1,coffee,0,8,prefix,decoder_layer,2.1765120029449463,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,8,prefix,dispatch,0.3696959912776947,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,8,prefix,expert,0.4327999949455261,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,8,prefix,moe_total,1.4468799829483032,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,8,tail,attention,0.6615999937057495,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,8,tail,combine,0.09561599791049957,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,8,tail,decoder_layer,2.165855884552002,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,8,tail,dispatch,0.31276801228523254,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,8,tail,expert,0.46300798654556274,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,8,tail,moe_total,1.3883839845657349,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,8,unknown,attention,1.1150720119476318,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,8,unknown,combine,0.7644799947738647,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,8,unknown,decoder_layer,3.1280319690704346,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,8,unknown,dispatch,1.4826879501342773,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,8,unknown,expert,0.5544319748878479,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,8,unknown,moe_total,2.517119884490967,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,9,prefix,attention,0.6784319877624512,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,9,prefix,combine,0.11238399893045425,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,9,prefix,decoder_layer,2.161504030227661,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,9,prefix,dispatch,0.3544960021972656,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,9,prefix,expert,0.42985600233078003,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,9,prefix,moe_total,1.4102720022201538,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,9,tail,attention,0.6728320121765137,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,9,tail,combine,0.10307200253009796,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,9,tail,decoder_layer,2.1394240856170654,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,9,tail,dispatch,0.3835200071334839,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,9,tail,expert,0.44579198956489563,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,9,tail,moe_total,1.381376028060913,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,9,unknown,attention,0.9462400078773499,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,9,unknown,combine,0.548192024230957,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,9,unknown,decoder_layer,3.2150399684906006,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,9,unknown,dispatch,1.156864047050476,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,9,unknown,expert,0.6816319823265076,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,9,unknown,moe_total,2.24617600440979,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,10,prefix,attention,0.6940799951553345,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,10,prefix,combine,0.13020800054073334,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,10,prefix,decoder_layer,2.1783039569854736,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,10,prefix,dispatch,0.40780800580978394,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,10,prefix,expert,0.40774399042129517,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,10,prefix,moe_total,1.3833600282669067,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,10,tail,attention,0.7146239876747131,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,10,tail,combine,0.09785600006580353,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,10,tail,decoder_layer,2.228543996810913,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,10,tail,dispatch,0.41833600401878357,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,10,tail,expert,0.44172799587249756,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,10,tail,moe_total,1.4402559995651245,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,10,unknown,attention,1.4587199687957764,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,10,unknown,combine,1.4789760112762451,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,10,unknown,decoder_layer,5.685728073120117,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,10,unknown,dispatch,1.7010879516601562,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,10,unknown,expert,1.2730239629745483,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,10,unknown,moe_total,4.141695976257324,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,11,prefix,attention,0.7049279808998108,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,11,prefix,combine,0.10547199845314026,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,11,prefix,decoder_layer,2.1648640632629395,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,11,prefix,dispatch,0.4367679953575134,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,11,prefix,expert,0.40432000160217285,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,11,prefix,moe_total,1.3929920196533203,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,11,tail,attention,0.6436799764633179,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,11,tail,combine,0.10384000092744827,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,11,tail,decoder_layer,2.1695680618286133,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,11,tail,dispatch,0.32902398705482483,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,11,tail,expert,0.4625920057296753,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,11,tail,moe_total,1.4218560457229614,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,11,unknown,attention,2.0439679622650146,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,11,unknown,combine,1.729632019996643,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,11,unknown,decoder_layer,6.533279895782471,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,11,unknown,dispatch,2.4094080924987793,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,11,unknown,expert,1.2857919931411743,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,11,unknown,moe_total,4.461120128631592,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,12,prefix,attention,0.6642879843711853,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,12,prefix,combine,0.1250240057706833,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,12,prefix,decoder_layer,2.16377592086792,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,12,prefix,dispatch,0.3774400055408478,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,12,prefix,expert,0.4055359959602356,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,12,prefix,moe_total,1.3905919790267944,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,12,tail,attention,0.7075520157814026,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,12,tail,combine,0.15520000457763672,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,12,tail,decoder_layer,2.2095680236816406,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,12,tail,dispatch,0.40591999888420105,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,12,tail,expert,0.46592000126838684,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,12,tail,moe_total,1.438655972480774,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,12,unknown,attention,2.3309760093688965,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,12,unknown,combine,1.2087359428405762,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,12,unknown,decoder_layer,6.067008018493652,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,12,unknown,dispatch,3.345792055130005,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,12,unknown,expert,1.0886720418930054,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,12,unknown,moe_total,4.946559906005859,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,13,prefix,attention,0.6451519727706909,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,13,prefix,combine,0.11590400338172913,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,13,prefix,decoder_layer,2.1467199325561523,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,13,prefix,dispatch,0.36188799142837524,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,13,prefix,expert,0.4254400134086609,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,13,prefix,moe_total,1.426975965499878,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,13,tail,attention,0.6687679886817932,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,13,tail,combine,0.7659199833869934,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,13,tail,decoder_layer,2.930079936981201,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,13,tail,dispatch,0.3930560052394867,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,13,tail,expert,0.9488000273704529,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,13,tail,moe_total,2.178816080093384,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,13,unknown,attention,1.6350079774856567,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,13,unknown,combine,1.1308159828186035,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,13,unknown,decoder_layer,4.645120143890381,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,13,unknown,dispatch,2.5584640502929688,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,13,unknown,expert,0.8457919955253601,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,13,unknown,moe_total,3.887712001800537,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,14,prefix,attention,0.6852800250053406,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,14,prefix,combine,0.10883200168609619,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,14,prefix,decoder_layer,2.190335988998413,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,14,prefix,dispatch,0.403903990983963,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,14,prefix,expert,0.44892799854278564,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,14,prefix,moe_total,1.4326720237731934,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,14,tail,attention,0.7631360292434692,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,14,tail,combine,0.1430400013923645,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,14,tail,decoder_layer,2.4526400566101074,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,14,tail,dispatch,0.9885759949684143,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,14,tail,expert,0.455487996339798,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,14,tail,moe_total,2.069472074508667,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,14,unknown,attention,1.2502720355987549,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,14,unknown,combine,0.9832640290260315,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,14,unknown,decoder_layer,3.7979519367218018,W2_standard,1,247,248,0.004032258064516129,0.0
