wave,request_id,iteration,layer,segment,stage,duration_ms,workload_id,prefix_tokens,tail_tokens,prompt_tokens,split_fraction,repetition
1,coffee,0,0,prefix,attention,1.5061759948730469,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,0,prefix,combine,0.23206399381160736,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,0,prefix,decoder_layer,3.6062400341033936,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,0,prefix,dispatch,1.0348800420761108,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,0,prefix,expert,0.5252159833908081,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,0,prefix,moe_total,1.9949439764022827,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,0,tail,attention,5.0200958251953125,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,0,tail,combine,1.9112000465393066,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,0,tail,decoder_layer,8.798175811767578,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,0,tail,dispatch,1.1862720251083374,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,0,tail,expert,2.255232095718384,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,0,tail,moe_total,3.9619839191436768,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,0,unknown,attention,1.3433599472045898,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,0,unknown,combine,0.8665599822998047,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,0,unknown,decoder_layer,3.6014719009399414,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,0,unknown,dispatch,1.2802239656448364,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,0,unknown,expert,0.686303973197937,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,0,unknown,moe_total,2.3098878860473633,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,1,prefix,attention,0.8829119801521301,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,1,prefix,combine,0.12960000336170197,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,1,prefix,decoder_layer,2.3525760173797607,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,1,prefix,dispatch,0.6470080018043518,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,1,prefix,expert,0.42291200160980225,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,1,prefix,moe_total,1.4381760358810425,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,1,tail,attention,1.1347520351409912,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,1,tail,combine,1.4057600498199463,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,1,tail,decoder_layer,3.8956799507141113,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,1,tail,dispatch,0.7029119729995728,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,1,tail,expert,1.3476799726486206,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,1,tail,moe_total,2.9442880153656006,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,1,unknown,attention,1.1094720363616943,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,1,unknown,combine,0.5380799770355225,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,1,unknown,decoder_layer,3.1323840618133545,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,1,unknown,dispatch,1.7535680532455444,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,1,unknown,expert,0.5414720177650452,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,1,unknown,moe_total,2.5907199382781982,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,2,prefix,attention,0.6727679967880249,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,2,prefix,combine,0.11382400244474411,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,2,prefix,decoder_layer,2.1852478981018066,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,2,prefix,dispatch,0.41894400119781494,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,2,prefix,expert,0.43113601207733154,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,2,prefix,moe_total,1.4419519901275635,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,2,tail,attention,0.7576320171356201,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,2,tail,combine,0.7823359966278076,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,2,tail,decoder_layer,3.487328052520752,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,2,tail,dispatch,1.6572799682617188,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,2,tail,expert,1.0988160371780396,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,2,tail,moe_total,3.3613440990448,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,2,unknown,attention,0.8927040100097656,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,2,unknown,combine,0.5580480098724365,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,2,unknown,decoder_layer,3.262239933013916,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,2,unknown,dispatch,0.9074239730834961,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,2,unknown,expert,0.699455976486206,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,2,unknown,moe_total,2.241663932800293,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,3,prefix,attention,0.6662399768829346,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,3,prefix,combine,0.5325120091438293,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,3,prefix,decoder_layer,2.1391680240631104,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,3,prefix,dispatch,0.3858239948749542,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,3,prefix,expert,0.441567987203598,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,3,prefix,moe_total,1.3894399404525757,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,3,tail,attention,0.8567360043525696,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,3,tail,combine,0.8073279857635498,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,3,tail,decoder_layer,3.4637439250946045,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,3,tail,dispatch,1.3283519744873047,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,3,tail,expert,0.9650880098342896,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,3,tail,moe_total,3.118623971939087,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,3,unknown,attention,1.1112960577011108,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,3,unknown,combine,0.6159679889678955,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,3,unknown,decoder_layer,3.3004159927368164,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,3,unknown,dispatch,1.5360640287399292,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,3,unknown,expert,0.686303973197937,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,3,unknown,moe_total,2.788640022277832,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,4,prefix,attention,0.7680320143699646,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,4,prefix,combine,0.11929599940776825,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,4,prefix,decoder_layer,2.254848003387451,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,4,prefix,dispatch,0.6248000264167786,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,4,prefix,expert,0.4492799937725067,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,4,prefix,moe_total,1.4559680223464966,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,4,tail,attention,0.7869439721107483,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,4,tail,combine,0.10502400249242783,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,4,tail,decoder_layer,2.4147839546203613,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,4,tail,dispatch,1.03711998462677,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,4,tail,expert,0.44579198956489563,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,4,tail,moe_total,2.1039040088653564,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,4,unknown,attention,1.1382720470428467,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,4,unknown,combine,0.7216320037841797,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,4,unknown,decoder_layer,3.147615909576416,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,4,unknown,dispatch,1.5630079507827759,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,4,unknown,expert,0.5392320156097412,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,4,unknown,moe_total,2.578336000442505,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,5,prefix,attention,0.6615999937057495,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,5,prefix,combine,0.11481600254774094,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,5,prefix,decoder_layer,2.193376064300537,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,5,prefix,dispatch,0.42483198642730713,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,5,prefix,expert,0.42127999663352966,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,5,prefix,moe_total,1.4407680034637451,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,5,tail,attention,0.6872320175170898,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,5,tail,combine,0.8734080195426941,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,5,tail,decoder_layer,3.0004799365997314,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,5,tail,dispatch,0.3845439851284027,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,5,tail,expert,1.0176639556884766,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,5,tail,moe_total,2.213088035583496,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,5,unknown,attention,0.9998400211334229,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,5,unknown,combine,0.5687680244445801,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,5,unknown,decoder_layer,3.185663938522339,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,5,unknown,dispatch,1.036128044128418,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,5,unknown,expert,0.6880639791488647,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,5,unknown,moe_total,2.2247679233551025,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,6,prefix,attention,0.6716160178184509,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,6,prefix,combine,0.5115200281143188,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,6,prefix,decoder_layer,2.1514880657196045,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,6,prefix,dispatch,0.42051199078559875,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,6,prefix,expert,0.4105280041694641,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,6,prefix,moe_total,1.410207986831665,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,6,tail,attention,0.7870399951934814,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,6,tail,combine,0.221343994140625,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,6,tail,decoder_layer,2.6085760593414307,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,6,tail,dispatch,1.2026879787445068,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,6,tail,expert,0.5297279953956604,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,6,tail,moe_total,2.320319890975952,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,6,unknown,attention,1.106592059135437,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,6,unknown,combine,0.9581440091133118,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,6,unknown,decoder_layer,3.259999990463257,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,6,unknown,dispatch,1.626047968864441,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,6,unknown,expert,0.7314239740371704,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,6,unknown,moe_total,2.8296000957489014,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,7,prefix,attention,0.737663984298706,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,7,prefix,combine,0.10751999914646149,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,7,prefix,decoder_layer,2.1805760860443115,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,7,prefix,dispatch,0.6264640092849731,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,7,prefix,expert,0.4256640076637268,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,7,prefix,moe_total,1.412511944770813,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,7,tail,attention,0.7786239981651306,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,7,tail,combine,0.16096000373363495,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,7,tail,decoder_layer,2.2592639923095703,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,7,tail,dispatch,0.46243199706077576,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,7,tail,expert,0.47180798649787903,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,7,tail,moe_total,1.489408016204834,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,7,unknown,attention,1.1207679510116577,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,7,unknown,combine,0.5696640014648438,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,7,unknown,decoder_layer,3.374016046524048,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,7,unknown,dispatch,1.5837440490722656,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,7,unknown,expert,0.7733439803123474,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,7,unknown,moe_total,2.8775999546051025,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,8,prefix,attention,0.654911994934082,W2_standard,1,247,248,0.004032258064516129,0.0
1,coffee,0,8,prefix,combine,0.1111999973654747,W2_standard,1,247,248,0.004032258064516129,0.0
