request_id,N0_stock,N1_sequential,N2_concurrent,sequential_split_tax_pct,concurrent_vs_stock_pct,concurrent_vs_sequential_pct,physical_overlap_opportunity_ms,realized_overlap_saving_ms,raw_overlap_efficiency,nonnegative_overlap_efficiency,workload_id,clean_ttft_ms,affected_base_ms,O1_ms,O4_ms,ideal_O1_saving_ms,ideal_O4_saving_ms,ideal_O4_prefill_ms,physical_split_tax_ms,contention_corrected_saving_ms,contention_corrected_ttft_gain_pct
coffee,123.23486328125,187.34981536865234,752.9602966308594,52.026634655387596,510.99617152366426,301.90074121463255,35.03913587331772,-565.610481262207,-16.142249720630783,0.0,W2_standard,123.16465377807616,93.87945610284804,73.70651908074656,73.78941185772419,20.17293702210148,20.09004424512385,103.14481903612615,64.11495208740234,-64.11495208740234,-52.05629222400744
coffee_rocket,130.61009979248047,181.60105895996094,757.2210998535156,39.040594294390196,479.75692619225043,316.9695398199558,31.855648040771484,-575.6200408935547,-18.069638393694856,0.0,W4_multi_image,130.2192211151123,94.9475198984146,74.79660069260112,74.83143719138465,20.15091920581348,20.116082707029946,110.49401708545052,50.99095916748047,-50.99095916748047,-39.15778233875707
method,138.3049774169922,194.14441680908203,754.3728935718536,40.37413579392219,445.44160858173944,288.5627544539124,33.44534409046173,-560.2284767627716,-16.75056699214953,0.0,W3_vision_heavy,242.3121929168701,98.81198382377625,77.24632139877903,77.26095332652393,21.565662424997214,21.551030497252313,116.75394691973987,55.839439392089844,-55.839439392089844,-23.0444199773499
