workload_id,layer,attention_total,combine,dispatch,expert,layer_total,moe_total
W4_multi_image,6,0.6237280070781708,0.09540800005197525,0.3283360004425049,0.4394240081310272,2.0625760555267334,1.3236960172653198
W4_multi_image,7,0.6203359961509705,0.08839999884366989,0.3394239991903305,0.4450879991054535,2.077888011932373,1.3459200263023376
W4_multi_image,8,0.6157120168209076,0.08724800124764442,0.33313600718975067,0.4434559941291809,2.064239978790283,1.329375982284546
W4_multi_image,9,0.6224319934844971,0.09673600271344185,0.3595360070466995,0.4501760005950928,2.093791961669922,1.3594079613685608
W4_multi_image,10,0.6417439877986908,0.09256000071763992,0.39161598682403564,0.44438400864601135,2.091647982597351,1.3586879968643188
W4_multi_image,11,0.6267040073871613,0.10203200206160545,0.33239999413490295,0.4387199878692627,2.0823999643325806,1.3536799550056458
W4_multi_image,12,0.606112003326416,0.09619199857115746,0.3080640137195587,0.4399999976158142,2.0372480154037476,1.325600028038025
W4_multi_image,13,0.6447999775409698,0.11535999923944473,0.32412800192832947,0.4352000057697296,2.0769600868225098,1.3363680243492126
W4_multi_image,14,0.6257599890232086,0.10184000059962273,0.39472000300884247,0.44179201126098633,2.1097280979156494,1.365119993686676
W4_multi_image,15,0.6420480012893677,0.09286399930715561,0.32756800949573517,0.44966399669647217,2.0688799619674683,1.3227200508117676
W4_multi_image,16,0.6209760010242462,0.07852800190448761,0.33747199177742004,0.4488320052623749,2.0645759105682373,1.352895975112915
W4_multi_image,17,0.6217119991779327,0.08603199943900108,0.32471999526023865,0.4448319971561432,2.058527946472168,1.328287959098816
W4_multi_image,18,0.6197119951248169,0.10407999902963638,0.33078399300575256,0.43887999653816223,2.0635040998458862,1.3425759673118591
W4_multi_image,19,0.6132479906082153,0.09748799726366997,0.3303679972887039,0.4421440064907074,2.056383967399597,1.3363360166549683
W4_multi_image,20,0.6196800172328949,0.09996800124645233,0.35311999917030334,0.4570559859275818,2.091104030609131,1.3602719902992249
W4_multi_image,21,0.6347200274467468,0.09337600320577621,0.35014399886131287,0.4434880018234253,2.0811039209365845,1.3451200127601624
W4_multi_image,22,0.6154400110244751,0.0910399965941906,0.3506079912185669,0.43958398699760437,2.09988796710968,1.3534720540046692
W4_multi_image,23,0.6204479932785034,0.0854719989001751,0.3560959994792938,0.4472320079803467,2.0688480138778687,1.351248025894165
W4_multi_image,24,0.6155039966106415,0.0881120003759861,0.3728480041027069,0.4527359902858734,2.083072066307068,1.3526080250740051
W4_multi_image,25,0.6284160017967224,0.08931200206279755,0.30643200874328613,0.45126399397850037,2.0440479516983032,1.314079999923706
W4_multi_image,26,0.618479996919632,0.09643200039863586,0.31251201033592224,0.44732800126075745,2.049056053161621,1.3226079940795898
W4_multi_image,27,0.6231519877910614,0.09257600083947182,0.3283520042896271,0.4466240108013153,2.0532959699630737,1.3290400505065918
W4_multi_image,28,0.6247360110282898,0.09084799885749817,0.3356959968805313,0.4511359930038452,2.0520479679107666,1.3271520137786865
W4_multi_image,29,0.625135987997055,0.10249600186944008,0.32286399602890015,0.4484480023384094,2.054319977760315,1.3292800188064575
W4_multi_image,30,0.6164639890193939,0.09752000123262405,0.38736000657081604,0.4458880126476288,2.0700000524520874,1.3499680161476135
W4_multi_image,31,0.6224159896373749,0.08263999968767166,0.3052320033311844,0.4440639913082123,2.0493439435958862,1.3234719634056091
W4_multi_image,32,0.6261920034885406,0.08484800159931183,0.3401919901371002,0.4419519901275635,2.067023992538452,1.360655963420868
W4_multi_image,33,0.6113120019435883,0.10569600015878677,0.3063360005617142,0.4312640130519867,2.040735960006714,1.3300479650497437
W4_multi_image,34,0.6247519850730896,0.09246399998664856,0.3128319978713989,0.44278401136398315,2.0523680448532104,1.3293440341949463
W4_multi_image,35,0.6218239963054657,0.09641600027680397,0.33822400867938995,0.45107200741767883,2.0915679931640625,1.3900799751281738
W4_multi_image,36,0.6337440013885498,0.09487999975681305,0.3436319977045059,0.4397119879722595,2.0854400396347046,1.3848799467086792
W4_multi_image,37,0.6235840022563934,0.10574400052428246,0.3259520083665848,0.44179201126098633,2.0852960348129272,1.3405439853668213
W4_multi_image,38,0.6302399933338165,0.08948799967765808,0.331727996468544,0.4577920138835907,2.0686720609664917,1.3432639837265015
W4_multi_image,39,0.6284639835357666,0.07519999891519547,0.32307200133800507,0.4610239863395691,2.0784159898757935,1.3700640201568604
W4_multi_image,40,0.6350719928741455,0.09137599915266037,0.3438879996538162,0.44627198576927185,2.0470720529556274,1.3334400057792664
W4_multi_image,41,0.6138879954814911,0.09060800075531006,0.32291199266910553,0.44624000787734985,2.047071933746338,1.3310080170631409
W4_multi_image,42,0.6344479918479919,0.10067199915647507,0.347135990858078,0.42956799268722534,2.085103988647461,1.3508960008621216
W4_multi_image,43,0.6251679956912994,0.10169599950313568,0.3333759903907776,0.4357120096683502,2.0715359449386597,1.3513280153274536
W4_multi_image,44,0.6284639835357666,0.08791999891400337,0.32312001287937164,0.44377601146698,2.078544020652771,1.3500159978866577
W4_multi_image,45,0.6158879995346069,0.1180959977209568,0.34276799857616425,0.44383999705314636,2.065551996231079,1.3464320302009583
W4_multi_image,46,0.6222079992294312,0.10646399855613708,0.3469120115041733,0.4455679953098297,2.061295986175537,1.3501439690589905
W4_multi_image,47,0.637440025806427,0.1119999997317791,0.32739199697971344,0.43852800130844116,2.059791922569275,1.3435680270195007
