wave,layer,request_id,budget,strategy,base_assignments,removed_assignments,actual_removed_fraction,base_critical_rank,new_critical_rank,critical_rank_load_reduction,max_rank_load_reduction,predicted_expert_latency_reduction,pair_cosine_median,selected_critical_pair_fraction,quality_error_proxy_1_minus_cosine
9,46,quad_diverse,0.2,REDUNDANCY_ONLY,5936,0,0.0,1,1,0.0,0.0,0.0,,,
9,46,quad_diverse,0.2,CRITICAL_RANK_AWARE,5936,0,0.0,1,1,0.0,0.0,0.0,,,
9,46,quad_diverse,0.3,RANDOM,5936,1781,0.30003369272237196,1,1,0.316923076923077,0.316923076923077,0.316923076923077,,,
9,46,quad_diverse,0.3,REDUNDANCY_ONLY,5936,0,0.0,1,1,0.0,0.0,0.0,,,
9,46,quad_diverse,0.3,CRITICAL_RANK_AWARE,5936,0,0.0,1,1,0.0,0.0,0.0,,,
9,47,quad_diverse,0.05,RANDOM,5936,297,0.050033692722371965,0,0,0.04947668886774503,0.04947668886774503,0.04947668886774503,,,
9,47,quad_diverse,0.05,REDUNDANCY_ONLY,5936,0,0.0,0,0,0.0,0.0,0.0,,,
9,47,quad_diverse,0.05,CRITICAL_RANK_AWARE,5936,0,0.0,0,0,0.0,0.0,0.0,,,
9,47,quad_diverse,0.1,RANDOM,5936,594,0.10006738544474393,0,0,0.09895337773548996,0.09895337773548996,0.09895337773548996,,,
9,47,quad_diverse,0.1,REDUNDANCY_ONLY,5936,0,0.0,0,0,0.0,0.0,0.0,,,
9,47,quad_diverse,0.1,CRITICAL_RANK_AWARE,5936,0,0.0,0,0,0.0,0.0,0.0,,,
9,47,quad_diverse,0.2,RANDOM,5936,1188,0.20013477088948786,0,0,0.19600380589914368,0.19600380589914368,0.19600380589914368,,,
9,47,quad_diverse,0.2,REDUNDANCY_ONLY,5936,0,0.0,0,0,0.0,0.0,0.0,,,
9,47,quad_diverse,0.2,CRITICAL_RANK_AWARE,5936,0,0.0,0,0,0.0,0.0,0.0,,,
9,47,quad_diverse,0.3,RANDOM,5936,1781,0.30003369272237196,0,0,0.2892483349191246,0.2892483349191246,0.2892483349191246,,,
9,47,quad_diverse,0.3,REDUNDANCY_ONLY,5936,0,0.0,0,0,0.0,0.0,0.0,,,
9,47,quad_diverse,0.3,CRITICAL_RANK_AWARE,5936,0,0.0,0,0,0.0,0.0,0.0,,,
10,0,quad_repeated,0.05,RANDOM,6496,325,0.0500307881773399,2,2,0.046168051708217916,0.046168051708217916,0.046168051708217916,,,
10,0,quad_repeated,0.05,REDUNDANCY_ONLY,6496,0,0.0,2,2,0.0,0.0,0.0,,,
10,0,quad_repeated,0.05,CRITICAL_RANK_AWARE,6496,0,0.0,2,2,0.0,0.0,0.0,,,
10,0,quad_repeated,0.1,RANDOM,6496,650,0.1000615763546798,2,2,0.10156971375807944,0.10156971375807944,0.10156971375807944,,,
10,0,quad_repeated,0.1,REDUNDANCY_ONLY,6496,0,0.0,2,2,0.0,0.0,0.0,,,
10,0,quad_repeated,0.1,CRITICAL_RANK_AWARE,6496,0,0.0,2,2,0.0,0.0,0.0,,,
10,0,quad_repeated,0.2,RANDOM,6496,1300,0.2001231527093596,2,2,0.22160664819944598,0.22160664819944598,0.22160664819944598,,,
10,0,quad_repeated,0.2,REDUNDANCY_ONLY,6496,0,0.0,2,2,0.0,0.0,0.0,,,
10,0,quad_repeated,0.2,CRITICAL_RANK_AWARE,6496,0,0.0,2,2,0.0,0.0,0.0,,,
10,0,quad_repeated,0.3,RANDOM,6496,1949,0.3000307881773399,2,2,0.3268698060941828,0.3268698060941828,0.3268698060941828,,,
10,0,quad_repeated,0.3,REDUNDANCY_ONLY,6496,0,0.0,2,2,0.0,0.0,0.0,,,
10,0,quad_repeated,0.3,CRITICAL_RANK_AWARE,6496,0,0.0,2,2,0.0,0.0,0.0,,,
10,1,quad_repeated,0.05,RANDOM,6496,325,0.0500307881773399,6,6,0.051685393258426915,0.051685393258426915,0.051685393258426915,,,
10,1,quad_repeated,0.05,REDUNDANCY_ONLY,6496,0,0.0,6,6,0.0,0.0,0.0,,,
10,1,quad_repeated,0.05,CRITICAL_RANK_AWARE,6496,0,0.0,6,6,0.0,0.0,0.0,,,
10,1,quad_repeated,0.1,RANDOM,6496,650,0.1000615763546798,6,6,0.099625468164794,0.099625468164794,0.099625468164794,,,
10,1,quad_repeated,0.1,REDUNDANCY_ONLY,6496,0,0.0,6,6,0.0,0.0,0.0,,,
10,1,quad_repeated,0.1,CRITICAL_RANK_AWARE,6496,0,0.0,6,6,0.0,0.0,0.0,,,
10,1,quad_repeated,0.2,RANDOM,6496,1300,0.2001231527093596,6,6,0.20749063670411982,0.20749063670411982,0.20749063670411982,,,
10,1,quad_repeated,0.2,REDUNDANCY_ONLY,6496,0,0.0,6,6,0.0,0.0,0.0,,,
10,1,quad_repeated,0.2,CRITICAL_RANK_AWARE,6496,0,0.0,6,6,0.0,0.0,0.0,,,
10,1,quad_repeated,0.3,RANDOM,6496,1949,0.3000307881773399,6,6,0.3048689138576779,0.3048689138576779,0.3048689138576779,,,
10,1,quad_repeated,0.3,REDUNDANCY_ONLY,6496,0,0.0,6,6,0.0,0.0,0.0,,,
10,1,quad_repeated,0.3,CRITICAL_RANK_AWARE,6496,0,0.0,6,6,0.0,0.0,0.0,,,
10,2,quad_repeated,0.05,RANDOM,6496,325,0.0500307881773399,4,4,0.06078767123287676,0.06078767123287676,0.06078767123287676,,,
10,2,quad_repeated,0.05,REDUNDANCY_ONLY,6496,0,0.0,4,4,0.0,0.0,0.0,,,
10,2,quad_repeated,0.05,CRITICAL_RANK_AWARE,6496,0,0.0,4,4,0.0,0.0,0.0,,,
10,2,quad_repeated,0.1,RANDOM,6496,650,0.1000615763546798,4,4,0.10102739726027399,0.10102739726027399,0.10102739726027399,,,
10,2,quad_repeated,0.1,REDUNDANCY_ONLY,6496,0,0.0,4,4,0.0,0.0,0.0,,,
10,2,quad_repeated,0.1,CRITICAL_RANK_AWARE,6496,0,0.0,4,4,0.0,0.0,0.0,,,
10,2,quad_repeated,0.2,RANDOM,6496,1300,0.2001231527093596,4,4,0.19691780821917804,0.19691780821917804,0.19691780821917804,,,
10,2,quad_repeated,0.2,REDUNDANCY_ONLY,6496,0,0.0,4,4,0.0,0.0,0.0,,,
10,2,quad_repeated,0.2,CRITICAL_RANK_AWARE,6496,0,0.0,4,4,0.0,0.0,0.0,,,
10,2,quad_repeated,0.3,RANDOM,6496,1949,0.3000307881773399,4,4,0.2970890410958904,0.2970890410958904,0.2970890410958904,,,
10,2,quad_repeated,0.3,REDUNDANCY_ONLY,6496,0,0.0,4,4,0.0,0.0,0.0,,,
10,2,quad_repeated,0.3,CRITICAL_RANK_AWARE,6496,0,0.0,4,4,0.0,0.0,0.0,,,
10,3,quad_repeated,0.05,RANDOM,6496,325,0.0500307881773399,7,7,0.04623824451410663,0.04623824451410663,0.04623824451410663,,,
10,3,quad_repeated,0.05,REDUNDANCY_ONLY,6496,0,0.0,7,7,0.0,0.0,0.0,,,
10,3,quad_repeated,0.05,CRITICAL_RANK_AWARE,6496,0,0.0,7,7,0.0,0.0,0.0,,,
10,3,quad_repeated,0.1,RANDOM,6496,650,0.1000615763546798,7,7,0.09952978056426331,0.09952978056426331,0.09952978056426331,,,
10,3,quad_repeated,0.1,REDUNDANCY_ONLY,6496,0,0.0,7,7,0.0,0.0,0.0,,,
10,3,quad_repeated,0.1,CRITICAL_RANK_AWARE,6496,0,0.0,7,7,0.0,0.0,0.0,,,
10,3,quad_repeated,0.2,RANDOM,6496,1300,0.2001231527093596,7,7,0.19984326018808773,0.19984326018808773,0.19984326018808773,,,
10,3,quad_repeated,0.2,REDUNDANCY_ONLY,6496,0,0.0,7,7,0.0,0.0,0.0,,,
10,3,quad_repeated,0.2,CRITICAL_RANK_AWARE,6496,0,0.0,7,7,0.0,0.0,0.0,,,
10,3,quad_repeated,0.3,RANDOM,6496,1949,0.3000307881773399,7,7,0.28840125391849525,0.28840125391849525,0.28840125391849525,,,
10,3,quad_repeated,0.3,REDUNDANCY_ONLY,6496,0,0.0,7,7,0.0,0.0,0.0,,,
10,3,quad_repeated,0.3,CRITICAL_RANK_AWARE,6496,0,0.0,7,7,0.0,0.0,0.0,,,
10,4,quad_repeated,0.05,RANDOM,6496,325,0.0500307881773399,0,0,0.046428571428571375,0.046428571428571375,0.046428571428571375,,,
10,4,quad_repeated,0.05,REDUNDANCY_ONLY,6496,0,0.0,0,0,0.0,0.0,0.0,,,
10,4,quad_repeated,0.05,CRITICAL_RANK_AWARE,6496,0,0.0,0,0,0.0,0.0,0.0,,,
10,4,quad_repeated,0.1,RANDOM,6496,650,0.1000615763546798,0,0,0.09285714285714286,0.09285714285714286,0.09285714285714286,,,
10,4,quad_repeated,0.1,REDUNDANCY_ONLY,6496,0,0.0,0,0,0.0,0.0,0.0,,,
10,4,quad_repeated,0.1,CRITICAL_RANK_AWARE,6496,0,0.0,0,0,0.0,0.0,0.0,,,
10,4,quad_repeated,0.2,RANDOM,6496,1300,0.2001231527093596,0,0,0.18660714285714286,0.18660714285714286,0.18660714285714286,,,
10,4,quad_repeated,0.2,REDUNDANCY_ONLY,6496,0,0.0,0,0,0.0,0.0,0.0,,,
10,4,quad_repeated,0.2,CRITICAL_RANK_AWARE,6496,0,0.0,0,0,0.0,0.0,0.0,,,
10,4,quad_repeated,0.3,RANDOM,6496,1949,0.3000307881773399,0,0,0.2973214285714286,0.2973214285714286,0.2973214285714286,,,
10,4,quad_repeated,0.3,REDUNDANCY_ONLY,6496,0,0.0,0,0,0.0,0.0,0.0,,,
10,4,quad_repeated,0.3,CRITICAL_RANK_AWARE,6496,0,0.0,0,0,0.0,0.0,0.0,,,
10,5,quad_repeated,0.05,RANDOM,6496,325,0.0500307881773399,0,0,0.04957102001906577,0.04957102001906577,0.04957102001906577,,,
10,5,quad_repeated,0.05,REDUNDANCY_ONLY,6496,0,0.0,0,0,0.0,0.0,0.0,,,
10,5,quad_repeated,0.05,CRITICAL_RANK_AWARE,6496,0,0.0,0,0,0.0,0.0,0.0,,,
10,5,quad_repeated,0.1,RANDOM,6496,650,0.1000615763546798,0,0,0.10581506196377499,0.10581506196377499,0.10581506196377499,,,
10,5,quad_repeated,0.1,REDUNDANCY_ONLY,6496,0,0.0,0,0,0.0,0.0,0.0,,,
10,5,quad_repeated,0.1,CRITICAL_RANK_AWARE,6496,0,0.0,0,0,0.0,0.0,0.0,,,
10,5,quad_repeated,0.2,RANDOM,6496,1300,0.2001231527093596,0,0,0.20114394661582458,0.20114394661582458,0.20114394661582458,,,
10,5,quad_repeated,0.2,REDUNDANCY_ONLY,6496,0,0.0,0,0,0.0,0.0,0.0,,,
10,5,quad_repeated,0.2,CRITICAL_RANK_AWARE,6496,0,0.0,0,0,0.0,0.0,0.0,,,
10,5,quad_repeated,0.3,RANDOM,6496,1949,0.3000307881773399,0,0,0.3117254528122021,0.3117254528122021,0.3117254528122021,,,
10,5,quad_repeated,0.3,REDUNDANCY_ONLY,6496,0,0.0,0,0,0.0,0.0,0.0,,,
10,5,quad_repeated,0.3,CRITICAL_RANK_AWARE,6496,0,0.0,0,0,0.0,0.0,0.0,,,
10,6,quad_repeated,0.05,RANDOM,6496,325,0.0500307881773399,1,1,0.047472256473489516,0.047472256473489516,0.047472256473489516,,,
10,6,quad_repeated,0.05,REDUNDANCY_ONLY,6496,0,0.0,1,1,0.0,0.0,0.0,,,
10,6,quad_repeated,0.05,CRITICAL_RANK_AWARE,6496,0,0.0,1,1,0.0,0.0,0.0,,,
10,6,quad_repeated,0.1,RANDOM,6496,650,0.1000615763546798,1,1,0.10295930949445131,0.10295930949445131,0.10295930949445131,,,
10,6,quad_repeated,0.1,REDUNDANCY_ONLY,6496,0,0.0,1,1,0.0,0.0,0.0,,,
10,6,quad_repeated,0.1,CRITICAL_RANK_AWARE,6496,0,0.0,1,1,0.0,0.0,0.0,,,
10,6,quad_repeated,0.2,RANDOM,6496,1300,0.2001231527093596,1,1,0.19358816276202218,0.19358816276202218,0.19358816276202218,,,
10,6,quad_repeated,0.2,REDUNDANCY_ONLY,6496,0,0.0,1,1,0.0,0.0,0.0,,,
10,6,quad_repeated,0.2,CRITICAL_RANK_AWARE,6496,0,0.0,1,1,0.0,0.0,0.0,,,
10,6,quad_repeated,0.3,RANDOM,6496,1949,0.3000307881773399,1,1,0.2885326757090012,0.2885326757090012,0.2885326757090012,,,
10,6,quad_repeated,0.3,REDUNDANCY_ONLY,6496,0,0.0,1,1,0.0,0.0,0.0,,,
10,6,quad_repeated,0.3,CRITICAL_RANK_AWARE,6496,0,0.0,1,1,0.0,0.0,0.0,,,
10,7,quad_repeated,0.05,RANDOM,6496,325,0.0500307881773399,7,7,0.04873477038425489,0.04873477038425489,0.04873477038425489,,,
10,7,quad_repeated,0.05,REDUNDANCY_ONLY,6496,0,0.0,7,7,0.0,0.0,0.0,,,
10,7,quad_repeated,0.05,CRITICAL_RANK_AWARE,6496,0,0.0,7,7,0.0,0.0,0.0,,,
10,7,quad_repeated,0.1,RANDOM,6496,650,0.1000615763546798,7,7,0.1068416119962512,0.1068416119962512,0.1068416119962512,,,
10,7,quad_repeated,0.1,REDUNDANCY_ONLY,6496,0,0.0,7,7,0.0,0.0,0.0,,,
10,7,quad_repeated,0.1,CRITICAL_RANK_AWARE,6496,0,0.0,7,7,0.0,0.0,0.0,,,
10,7,quad_repeated,0.2,RANDOM,6496,1300,0.2001231527093596,7,7,0.22211808809746958,0.22211808809746958,0.22211808809746958,,,
10,7,quad_repeated,0.2,REDUNDANCY_ONLY,6496,0,0.0,7,7,0.0,0.0,0.0,,,
10,7,quad_repeated,0.2,CRITICAL_RANK_AWARE,6496,0,0.0,7,7,0.0,0.0,0.0,,,
10,7,quad_repeated,0.3,RANDOM,6496,1949,0.3000307881773399,7,7,0.316776007497657,0.316776007497657,0.316776007497657,,,
10,7,quad_repeated,0.3,REDUNDANCY_ONLY,6496,0,0.0,7,7,0.0,0.0,0.0,,,
10,7,quad_repeated,0.3,CRITICAL_RANK_AWARE,6496,0,0.0,7,7,0.0,0.0,0.0,,,
10,8,quad_repeated,0.05,RANDOM,6496,325,0.0500307881773399,4,4,0.04462659380692169,0.04462659380692169,0.04462659380692169,,,
10,8,quad_repeated,0.05,REDUNDANCY_ONLY,6496,0,0.0,4,4,0.0,0.0,0.0,,,
10,8,quad_repeated,0.05,CRITICAL_RANK_AWARE,6496,0,0.0,4,4,0.0,0.0,0.0,,,
10,8,quad_repeated,0.1,RANDOM,6496,650,0.1000615763546798,4,4,0.09927140255009104,0.09927140255009104,0.09927140255009104,,,
10,8,quad_repeated,0.1,REDUNDANCY_ONLY,6496,0,0.0,4,4,0.0,0.0,0.0,,,
10,8,quad_repeated,0.1,CRITICAL_RANK_AWARE,6496,0,0.0,4,4,0.0,0.0,0.0,,,
10,8,quad_repeated,0.2,RANDOM,6496,1300,0.2001231527093596,4,4,0.19854280510018218,0.19854280510018218,0.19854280510018218,,,
10,8,quad_repeated,0.2,REDUNDANCY_ONLY,6496,0,0.0,4,4,0.0,0.0,0.0,,,
10,8,quad_repeated,0.2,CRITICAL_RANK_AWARE,6496,0,0.0,4,4,0.0,0.0,0.0,,,
10,8,quad_repeated,0.3,RANDOM,6496,1949,0.3000307881773399,4,4,0.2969034608378871,0.2969034608378871,0.2969034608378871,,,
10,8,quad_repeated,0.3,REDUNDANCY_ONLY,6496,0,0.0,4,4,0.0,0.0,0.0,,,
10,8,quad_repeated,0.3,CRITICAL_RANK_AWARE,6496,0,0.0,4,4,0.0,0.0,0.0,,,
10,9,quad_repeated,0.05,RANDOM,6496,325,0.0500307881773399,1,1,0.06218057921635434,0.06218057921635434,0.06218057921635434,,,
10,9,quad_repeated,0.05,REDUNDANCY_ONLY,6496,0,0.0,1,1,0.0,0.0,0.0,,,
10,9,quad_repeated,0.05,CRITICAL_RANK_AWARE,6496,0,0.0,1,1,0.0,0.0,0.0,,,
10,9,quad_repeated,0.1,RANDOM,6496,650,0.1000615763546798,1,1,0.12010221465076665,0.12010221465076665,0.12010221465076665,,,
10,9,quad_repeated,0.1,REDUNDANCY_ONLY,6496,0,0.0,1,1,0.0,0.0,0.0,,,
10,9,quad_repeated,0.1,CRITICAL_RANK_AWARE,6496,0,0.0,1,1,0.0,0.0,0.0,,,
10,9,quad_repeated,0.2,RANDOM,6496,1300,0.2001231527093596,1,1,0.23339011925042585,0.23339011925042585,0.23339011925042585,,,
10,9,quad_repeated,0.2,REDUNDANCY_ONLY,6496,0,0.0,1,1,0.0,0.0,0.0,,,
10,9,quad_repeated,0.2,CRITICAL_RANK_AWARE,6496,0,0.0,1,1,0.0,0.0,0.0,,,
10,9,quad_repeated,0.3,RANDOM,6496,1949,0.3000307881773399,1,1,0.333901192504259,0.333901192504259,0.333901192504259,,,
10,9,quad_repeated,0.3,REDUNDANCY_ONLY,6496,0,0.0,1,1,0.0,0.0,0.0,,,
10,9,quad_repeated,0.3,CRITICAL_RANK_AWARE,6496,0,0.0,1,1,0.0,0.0,0.0,,,
10,10,quad_repeated,0.05,RANDOM,6496,325,0.0500307881773399,0,0,0.05206463195691202,0.05206463195691202,0.05206463195691202,,,
10,10,quad_repeated,0.05,REDUNDANCY_ONLY,6496,0,0.0,0,0,0.0,0.0,0.0,,,
10,10,quad_repeated,0.05,CRITICAL_RANK_AWARE,6496,0,0.0,0,0,0.0,0.0,0.0,,,
10,10,quad_repeated,0.1,RANDOM,6496,650,0.1000615763546798,0,0,0.10323159784560143,0.10323159784560143,0.10323159784560143,,,
10,10,quad_repeated,0.1,REDUNDANCY_ONLY,6496,0,0.0,0,0,0.0,0.0,0.0,,,
10,10,quad_repeated,0.1,CRITICAL_RANK_AWARE,6496,0,0.0,0,0,0.0,0.0,0.0,,,
10,10,quad_repeated,0.2,RANDOM,6496,1300,0.2001231527093596,0,0,0.2082585278276481,0.2082585278276481,0.2082585278276481,,,
10,10,quad_repeated,0.2,REDUNDANCY_ONLY,6496,0,0.0,0,0,0.0,0.0,0.0,,,
10,10,quad_repeated,0.2,CRITICAL_RANK_AWARE,6496,0,0.0,0,0,0.0,0.0,0.0,,,
10,10,quad_repeated,0.3,RANDOM,6496,1949,0.3000307881773399,0,0,0.30789946140035906,0.30789946140035906,0.30789946140035906,,,
10,10,quad_repeated,0.3,REDUNDANCY_ONLY,6496,0,0.0,0,0,0.0,0.0,0.0,,,
10,10,quad_repeated,0.3,CRITICAL_RANK_AWARE,6496,0,0.0,0,0,0.0,0.0,0.0,,,
10,11,quad_repeated,0.05,RANDOM,6496,325,0.0500307881773399,2,2,0.04356243949661176,0.04356243949661176,0.04356243949661176,,,
10,11,quad_repeated,0.05,REDUNDANCY_ONLY,6496,0,0.0,2,2,0.0,0.0,0.0,,,
10,11,quad_repeated,0.05,CRITICAL_RANK_AWARE,6496,0,0.0,2,2,0.0,0.0,0.0,,,
10,11,quad_repeated,0.1,RANDOM,6496,650,0.1000615763546798,2,2,0.09970958373668926,0.09970958373668926,0.09970958373668926,,,
10,11,quad_repeated,0.1,REDUNDANCY_ONLY,6496,0,0.0,2,2,0.0,0.0,0.0,,,
10,11,quad_repeated,0.1,CRITICAL_RANK_AWARE,6496,0,0.0,2,2,0.0,0.0,0.0,,,
10,11,quad_repeated,0.2,RANDOM,6496,1300,0.2001231527093596,2,2,0.19264278799612777,0.19264278799612777,0.19264278799612777,,,
10,11,quad_repeated,0.2,REDUNDANCY_ONLY,6496,0,0.0,2,2,0.0,0.0,0.0,,,
10,11,quad_repeated,0.2,CRITICAL_RANK_AWARE,6496,0,0.0,2,2,0.0,0.0,0.0,,,
10,11,quad_repeated,0.3,RANDOM,6496,1949,0.3000307881773399,2,2,0.28848015488867373,0.28848015488867373,0.28848015488867373,,,
10,11,quad_repeated,0.3,REDUNDANCY_ONLY,6496,0,0.0,2,2,0.0,0.0,0.0,,,
10,11,quad_repeated,0.3,CRITICAL_RANK_AWARE,6496,0,0.0,2,2,0.0,0.0,0.0,,,
10,12,quad_repeated,0.05,RANDOM,6496,325,0.0500307881773399,5,5,0.049955396966993804,0.049955396966993804,0.049955396966993804,,,
10,12,quad_repeated,0.05,REDUNDANCY_ONLY,6496,0,0.0,5,5,0.0,0.0,0.0,,,
10,12,quad_repeated,0.05,CRITICAL_RANK_AWARE,6496,0,0.0,5,5,0.0,0.0,0.0,,,
10,12,quad_repeated,0.1,RANDOM,6496,650,0.1000615763546798,5,5,0.08742194469223907,0.08742194469223907,0.08742194469223907,,,
10,12,quad_repeated,0.1,REDUNDANCY_ONLY,6496,0,0.0,5,5,0.0,0.0,0.0,,,
10,12,quad_repeated,0.1,CRITICAL_RANK_AWARE,6496,0,0.0,5,5,0.0,0.0,0.0,,,
10,12,quad_repeated,0.2,RANDOM,6496,1300,0.2001231527093596,5,5,0.1882247992863515,0.1882247992863515,0.1882247992863515,,,
10,12,quad_repeated,0.2,REDUNDANCY_ONLY,6496,0,0.0,5,5,0.0,0.0,0.0,,,
10,12,quad_repeated,0.2,CRITICAL_RANK_AWARE,6496,0,0.0,5,5,0.0,0.0,0.0,,,
10,12,quad_repeated,0.3,RANDOM,6496,1949,0.3000307881773399,5,5,0.28991971454058874,0.28991971454058874,0.28991971454058874,,,
10,12,quad_repeated,0.3,REDUNDANCY_ONLY,6496,0,0.0,5,5,0.0,0.0,0.0,,,
10,12,quad_repeated,0.3,CRITICAL_RANK_AWARE,6496,0,0.0,5,5,0.0,0.0,0.0,,,
10,13,quad_repeated,0.05,RANDOM,6496,325,0.0500307881773399,5,5,0.03938520653218058,0.03938520653218058,0.03938520653218058,,,
10,13,quad_repeated,0.05,REDUNDANCY_ONLY,6496,0,0.0,5,5,0.0,0.0,0.0,,,
10,13,quad_repeated,0.05,CRITICAL_RANK_AWARE,6496,0,0.0,5,5,0.0,0.0,0.0,,,
10,13,quad_repeated,0.1,RANDOM,6496,650,0.1000615763546798,5,5,0.09798270893371763,0.09798270893371763,0.09798270893371763,,,
10,13,quad_repeated,0.1,REDUNDANCY_ONLY,6496,0,0.0,5,5,0.0,0.0,0.0,,,
10,13,quad_repeated,0.1,CRITICAL_RANK_AWARE,6496,0,0.0,5,5,0.0,0.0,0.0,,,
10,13,quad_repeated,0.2,RANDOM,6496,1300,0.2001231527093596,5,5,0.18635926993275698,0.18635926993275698,0.18635926993275698,,,
10,13,quad_repeated,0.2,REDUNDANCY_ONLY,6496,0,0.0,5,5,0.0,0.0,0.0,,,
10,13,quad_repeated,0.2,CRITICAL_RANK_AWARE,6496,0,0.0,5,5,0.0,0.0,0.0,,,
10,13,quad_repeated,0.3,RANDOM,6496,1949,0.3000307881773399,5,5,0.2814601344860711,0.2814601344860711,0.2814601344860711,,,
10,13,quad_repeated,0.3,REDUNDANCY_ONLY,6496,0,0.0,5,5,0.0,0.0,0.0,,,
10,13,quad_repeated,0.3,CRITICAL_RANK_AWARE,6496,0,0.0,5,5,0.0,0.0,0.0,,,
10,14,quad_repeated,0.05,RANDOM,6496,325,0.0500307881773399,3,3,0.05253104106972306,0.05253104106972306,0.05253104106972306,,,
10,14,quad_repeated,0.05,REDUNDANCY_ONLY,6496,0,0.0,3,3,0.0,0.0,0.0,,,
10,14,quad_repeated,0.05,CRITICAL_RANK_AWARE,6496,0,0.0,3,3,0.0,0.0,0.0,,,
10,14,quad_repeated,0.1,RANDOM,6496,650,0.1000615763546798,3,3,0.1031518624641834,0.1031518624641834,0.1031518624641834,,,
10,14,quad_repeated,0.1,REDUNDANCY_ONLY,6496,0,0.0,3,3,0.0,0.0,0.0,,,
10,14,quad_repeated,0.1,CRITICAL_RANK_AWARE,6496,0,0.0,3,3,0.0,0.0,0.0,,,
10,14,quad_repeated,0.2,RANDOM,6496,1300,0.2001231527093596,3,3,0.19770773638968486,0.19770773638968486,0.19770773638968486,,,
10,14,quad_repeated,0.2,REDUNDANCY_ONLY,6496,0,0.0,3,3,0.0,0.0,0.0,,,
10,14,quad_repeated,0.2,CRITICAL_RANK_AWARE,6496,0,0.0,3,3,0.0,0.0,0.0,,,
10,14,quad_repeated,0.3,RANDOM,6496,1949,0.3000307881773399,3,3,0.2922636103151862,0.2922636103151862,0.2922636103151862,,,
10,14,quad_repeated,0.3,REDUNDANCY_ONLY,6496,0,0.0,3,3,0.0,0.0,0.0,,,
10,14,quad_repeated,0.3,CRITICAL_RANK_AWARE,6496,0,0.0,3,3,0.0,0.0,0.0,,,
10,15,quad_repeated,0.05,RANDOM,6496,325,0.0500307881773399,6,6,0.05091819699499167,0.05091819699499167,0.05091819699499167,,,
10,15,quad_repeated,0.05,REDUNDANCY_ONLY,6496,0,0.0,6,6,0.0,0.0,0.0,,,
10,15,quad_repeated,0.05,CRITICAL_RANK_AWARE,6496,0,0.0,6,6,0.0,0.0,0.0,,,
10,15,quad_repeated,0.1,RANDOM,6496,650,0.1000615763546798,6,6,0.10350584307178634,0.10350584307178634,0.10350584307178634,,,
10,15,quad_repeated,0.1,REDUNDANCY_ONLY,6496,0,0.0,6,6,0.0,0.0,0.0,,,
10,15,quad_repeated,0.1,CRITICAL_RANK_AWARE,6496,0,0.0,6,6,0.0,0.0,0.0,,,
10,15,quad_repeated,0.2,RANDOM,6496,1300,0.2001231527093596,6,6,0.21953255425709517,0.21953255425709517,0.21953255425709517,,,
10,15,quad_repeated,0.2,REDUNDANCY_ONLY,6496,0,0.0,6,6,0.0,0.0,0.0,,,
10,15,quad_repeated,0.2,CRITICAL_RANK_AWARE,6496,0,0.0,6,6,0.0,0.0,0.0,,,
10,15,quad_repeated,0.3,RANDOM,6496,1949,0.3000307881773399,6,6,0.3030050083472454,0.3030050083472454,0.3030050083472454,,,
10,15,quad_repeated,0.3,REDUNDANCY_ONLY,6496,0,0.0,6,6,0.0,0.0,0.0,,,
10,15,quad_repeated,0.3,CRITICAL_RANK_AWARE,6496,0,0.0,6,6,0.0,0.0,0.0,,,
10,16,quad_repeated,0.05,RANDOM,6496,325,0.0500307881773399,1,1,0.0446343779677113,0.0446343779677113,0.0446343779677113,0.9456295371055603,0.18876404494382024,0.0543704628944397
10,16,quad_repeated,0.05,REDUNDANCY_ONLY,6496,325,0.0500307881773399,1,0,0.05982905982905984,0.052231718898385515,0.052231718898385515,0.9456295371055603,0.18876404494382024,0.0543704628944397
10,16,quad_repeated,0.05,CRITICAL_RANK_AWARE,6496,325,0.0500307881773399,1,0,0.07977207977207978,0.047483380816714105,0.047483380816714105,0.9456295371055603,0.18876404494382024,0.0543704628944397
10,16,quad_repeated,0.1,RANDOM,6496,650,0.1000615763546798,1,1,0.09116809116809121,0.09116809116809121,0.09116809116809121,0.9456295371055603,0.18876404494382024,0.0543704628944397
10,16,quad_repeated,0.1,REDUNDANCY_ONLY,6496,445,0.06850369458128079,1,0,0.07977207977207978,0.07312440645773977,0.07312440645773977,0.9456295371055603,0.18876404494382024,0.0543704628944397
10,16,quad_repeated,0.1,CRITICAL_RANK_AWARE,6496,445,0.06850369458128079,1,0,0.07977207977207978,0.07312440645773977,0.07312440645773977,0.9456295371055603,0.18876404494382024,0.0543704628944397
10,16,quad_repeated,0.2,RANDOM,6496,1300,0.2001231527093596,1,0,0.18898385565052234,0.18803418803418803,0.18803418803418803,0.9456295371055603,0.18876404494382024,0.0543704628944397
10,16,quad_repeated,0.2,REDUNDANCY_ONLY,6496,445,0.06850369458128079,1,0,0.07977207977207978,0.07312440645773977,0.07312440645773977,0.9456295371055603,0.18876404494382024,0.0543704628944397
10,16,quad_repeated,0.2,CRITICAL_RANK_AWARE,6496,445,0.06850369458128079,1,0,0.07977207977207978,0.07312440645773977,0.07312440645773977,0.9456295371055603,0.18876404494382024,0.0543704628944397
