wave,layer,request_id,pair_budget_fraction,strategy,available_pairs,removed_assignments,actual_removed_fraction,max_rank_load_reduction,critical_pair_fraction,pair_cosine_median
11,24,quad_fine,0.25,REDUNDANCY_ONLY,23,6,0.0010504201680672268,0.0011918951132300348,0.16666666666666666,0.9554640650749207
11,24,quad_fine,0.25,CRITICAL_RANK_AWARE,23,6,0.0010504201680672268,0.0023837902264600697,0.3333333333333333,0.9554640650749207
11,24,quad_fine,0.5,RANDOM_MATCHED,23,12,0.0021008403361344537,0.0011918951132300348,0.08333333333333333,0.9519883990287781
11,24,quad_fine,0.5,REDUNDANCY_ONLY,23,12,0.0021008403361344537,0.0011918951132300348,0.08333333333333333,0.9554640650749207
11,24,quad_fine,0.5,CRITICAL_RANK_AWARE,23,12,0.0021008403361344537,0.0023837902264600697,0.16666666666666666,0.9554640650749207
11,24,quad_fine,0.75,RANDOM_MATCHED,23,18,0.0031512605042016808,0.0011918951132300348,0.05555555555555555,0.9485127329826355
11,24,quad_fine,0.75,REDUNDANCY_ONLY,23,18,0.0031512605042016808,0.0023837902264600697,0.1111111111111111,0.9485127329826355
11,24,quad_fine,0.75,CRITICAL_RANK_AWARE,23,18,0.0031512605042016808,0.0023837902264600697,0.1111111111111111,0.9485127329826355
11,24,quad_fine,1.0,RANDOM_MATCHED,23,23,0.004026610644257703,0.0023837902264600697,0.08695652173913043,0.9485124945640564
11,24,quad_fine,1.0,REDUNDANCY_ONLY,23,23,0.004026610644257703,0.0023837902264600697,0.08695652173913043,0.9485124945640564
11,24,quad_fine,1.0,CRITICAL_RANK_AWARE,23,23,0.004026610644257703,0.0023837902264600697,0.08695652173913043,0.9485124945640564
11,40,quad_fine,0.25,RANDOM_MATCHED,74,19,0.003326330532212885,0.004940711462450564,0.2631578947368421,0.9125972986221313
11,40,quad_fine,0.25,REDUNDANCY_ONLY,74,19,0.003326330532212885,0.0039525691699604515,0.21052631578947367,0.9459089040756226
11,40,quad_fine,0.25,CRITICAL_RANK_AWARE,74,19,0.003326330532212885,0.013833992094861691,0.7368421052631579,0.9244086742401123
11,40,quad_fine,0.5,RANDOM_MATCHED,74,37,0.006477591036414566,0.00988142292490124,0.2702702702702703,0.9125972986221313
11,40,quad_fine,0.5,REDUNDANCY_ONLY,74,37,0.006477591036414566,0.00691699604743079,0.1891891891891892,0.9263859391212463
11,40,quad_fine,0.5,CRITICAL_RANK_AWARE,74,37,0.006477591036414566,0.013833992094861691,0.3783783783783784,0.9263859391212463
11,40,quad_fine,0.75,RANDOM_MATCHED,74,56,0.00980392156862745,0.010869565217391353,0.19642857142857142,0.9125972986221313
11,40,quad_fine,0.75,REDUNDANCY_ONLY,74,56,0.00980392156862745,0.00988142292490124,0.17857142857142858,0.9244086444377899
11,40,quad_fine,0.75,CRITICAL_RANK_AWARE,74,56,0.00980392156862745,0.013833992094861691,0.25,0.9244086444377899
11,40,quad_fine,1.0,RANDOM_MATCHED,74,74,0.012955182072829132,0.013833992094861691,0.1891891891891892,0.9125972986221313
11,40,quad_fine,1.0,REDUNDANCY_ONLY,74,74,0.012955182072829132,0.013833992094861691,0.1891891891891892,0.9125972986221313
11,40,quad_fine,1.0,CRITICAL_RANK_AWARE,74,74,0.012955182072829132,0.013833992094861691,0.1891891891891892,0.9125972986221313
12,16,single_astronaut,0.25,RANDOM_MATCHED,7,2,0.0011467889908256881,0.0,0.0,0.9007489681243896
12,16,single_astronaut,0.25,REDUNDANCY_ONLY,7,2,0.0011467889908256881,0.0,0.0,0.9007489681243896
12,16,single_astronaut,0.25,CRITICAL_RANK_AWARE,7,2,0.0011467889908256881,0.006006006006005982,1.0,0.9007489681243896
12,16,single_astronaut,0.5,RANDOM_MATCHED,7,4,0.0022935779816513763,0.0030030030030030463,0.25,0.9007489681243896
12,16,single_astronaut,0.5,REDUNDANCY_ONLY,7,4,0.0022935779816513763,0.0,0.0,0.9007489681243896
12,16,single_astronaut,0.5,CRITICAL_RANK_AWARE,7,4,0.0022935779816513763,0.006006006006005982,0.5,0.9007489681243896
12,16,single_astronaut,0.75,RANDOM_MATCHED,7,6,0.0034403669724770644,0.006006006006005982,0.3333333333333333,0.9007489681243896
12,16,single_astronaut,0.75,REDUNDANCY_ONLY,7,6,0.0034403669724770644,0.006006006006005982,0.3333333333333333,0.9007489681243896
