wave,layer,expert_id,token_a,token_b,dest_rank_a,dest_rank_b,cosine,critical_pair
20,40,61,58,86,3,3,0.9434778094291687,0
20,40,61,667,668,3,3,0.9353962540626526,0
20,40,61,7,8,3,3,0.9338595867156982,0
20,40,61,50,73,3,3,0.9332234859466553,0
20,40,61,12,13,3,3,0.932991087436676,0
20,40,61,26,677,3,3,0.9201705455780029,0
20,40,61,96,119,3,3,0.9183049201965332,0
20,40,61,43,68,3,3,0.9170600175857544,0
20,40,61,671,672,3,3,0.9154766798019409,0
20,40,61,5,6,3,3,0.9129852056503296,0
20,40,61,69,90,3,3,0.9073666930198669,0
20,40,61,614,644,3,3,0.9046668410301208,0
20,40,63,662,663,3,3,0.9297876358032227,0
20,40,66,90,112,4,4,0.9474280476570129,0
20,40,66,77,101,4,4,0.9197876453399658,0
20,40,66,127,128,4,4,0.9095780849456787,0
20,40,67,56,69,4,4,0.9462273716926575,0
20,40,67,671,672,4,4,0.9154766798019409,0
20,40,67,605,628,4,4,0.9070073962211609,0
20,40,67,17,666,4,4,0.9030502438545227,0
20,40,70,4,650,4,4,0.937207818031311,0
20,40,70,23,673,4,4,0.9004226326942444,0
20,40,71,77,101,4,4,0.9197876453399658,0
20,40,71,635,636,4,4,0.9088597297668457,0
20,40,73,14,15,4,4,0.9630105495452881,0
20,40,73,4,650,4,4,0.937207818031311,0
20,40,73,23,673,4,4,0.9004226326942444,0
20,40,77,52,53,4,4,0.9043896794319153,0
20,40,81,4,650,5,5,0.9372079372406006,0
20,40,81,23,673,5,5,0.9004227519035339,0
20,40,84,78,111,5,5,0.9552792310714722,0
20,40,84,56,69,5,5,0.946227490901947,0
20,40,87,4,650,5,5,0.937207818031311,0
20,40,87,662,663,5,5,0.9297877550125122,0
20,40,91,19,668,5,5,0.9195462465286255,0
20,40,94,711,727,5,5,0.9304715991020203,0
20,40,95,662,663,5,5,0.9297877550125122,0
20,40,95,127,128,5,5,0.9095780849456787,0
20,40,95,75,99,5,5,0.9037504196166992,0
20,40,97,662,663,6,6,0.9297876358032227,0
20,40,100,711,727,6,6,0.9304713010787964,0
20,40,100,718,721,6,6,0.9049591422080994,0
20,40,101,718,721,6,6,0.9049589037895203,0
20,40,103,4,650,6,6,0.937207818031311,0
20,40,103,20,670,6,6,0.9116050004959106,0
20,40,103,75,99,6,6,0.9037504196166992,0
20,40,103,23,673,6,6,0.9004226326942444,0
20,40,108,129,131,6,6,0.9740926027297974,0
20,40,108,78,111,6,6,0.9552792310714722,0
20,40,108,90,112,6,6,0.9474280476570129,0
20,40,108,86,123,6,6,0.9469951391220093,0
20,40,108,58,79,6,6,0.9328048825263977,0
20,40,108,77,101,6,6,0.9197876453399658,0
20,40,108,57,59,6,6,0.9177113771438599,0
20,40,108,635,636,6,6,0.9088597297668457,0
20,40,108,52,53,6,6,0.9043896794319153,0
20,40,110,77,101,6,6,0.9197876453399658,0
20,40,110,57,59,6,6,0.9177113771438599,0
20,40,110,90,103,6,6,0.9093356132507324,0
20,40,110,612,635,6,6,0.9012394547462463,0
20,40,113,43,68,7,7,0.9170598983764648,0
20,40,114,129,131,7,7,0.9740926027297974,0
20,40,114,78,111,7,7,0.9552792310714722,0
20,40,114,56,58,7,7,0.9506084322929382,0
20,40,114,86,123,7,7,0.9469951391220093,0
20,40,114,79,103,7,7,0.9278449416160583,0
20,40,114,77,101,7,7,0.9197876453399658,0
20,40,114,69,112,7,7,0.9106872081756592,0
20,40,114,605,628,7,7,0.9070073962211609,0
20,40,115,79,103,7,7,0.9278449416160583,0
20,40,117,56,58,7,7,0.9506084322929382,0
20,40,118,662,663,7,7,0.9297877550125122,0
20,40,120,659,660,7,7,0.9654282927513123,0
20,40,120,14,15,7,7,0.9630105495452881,0
20,40,120,16,17,7,7,0.9514609575271606,0
20,40,120,664,665,7,7,0.9504226446151733,0
20,40,120,18,19,7,7,0.9464020133018494,0
20,40,120,667,668,7,7,0.9353962540626526,0
20,40,120,7,8,7,7,0.9338595867156982,0
20,40,120,50,73,7,7,0.9332234859466553,0
20,40,120,12,13,7,7,0.932991087436676,0
20,40,120,26,677,7,7,0.9201705455780029,0
20,40,120,96,119,7,7,0.9183049201965332,0
20,40,120,43,68,7,7,0.9170600175857544,0
20,40,120,671,672,7,7,0.9154766798019409,0
20,40,120,5,6,7,7,0.9129852056503296,0
20,40,120,20,670,7,7,0.9116050004959106,0
20,40,123,52,53,7,7,0.9043897390365601,0
20,40,124,129,131,7,7,0.9740927815437317,0
20,40,124,4,650,7,7,0.9372079372406006,0
20,40,124,90,103,7,7,0.9093353152275085,0
20,40,125,659,660,7,7,0.9654282927513123,0
20,40,125,14,15,7,7,0.9630105495452881,0
20,40,125,78,79,7,7,0.954087495803833,0
20,40,125,16,17,7,7,0.9514609575271606,0
20,40,125,56,58,7,7,0.9506084322929382,0
20,40,125,664,665,7,7,0.9504226446151733,0
20,40,125,18,19,7,7,0.9464020133018494,0
20,40,125,69,86,7,7,0.939515233039856,0
20,40,125,667,668,7,7,0.9353962540626526,0
20,40,125,7,8,7,7,0.9338595867156982,0
20,40,125,50,73,7,7,0.9332234859466553,0
20,40,125,12,13,7,7,0.932991087436676,0
20,40,125,605,614,7,7,0.9208813309669495,0
20,40,125,26,677,7,7,0.9201705455780029,0
20,40,125,96,119,7,7,0.9183049201965332,0
20,40,125,43,68,7,7,0.9170600175857544,0
20,40,125,671,672,7,7,0.9154766798019409,0
20,40,125,5,6,7,7,0.9129852056503296,0
20,40,125,90,103,7,7,0.9093356132507324,0
20,40,126,43,68,7,7,0.9170600175857544,0
21,16,20,447,475,1,1,0.904375433921814,1
21,16,20,474,481,1,1,0.9037532806396484,1
21,16,21,447,475,1,1,0.904375433921814,1
21,16,22,81,92,1,1,0.9007489681243896,1
21,16,27,473,480,1,1,0.9130926728248596,1
21,16,27,447,475,1,1,0.904375433921814,1
21,16,27,474,481,1,1,0.9037532806396484,1
21,16,29,473,480,1,1,0.9130926728248596,1
21,16,29,447,475,1,1,0.904375433921814,1
21,16,29,474,481,1,1,0.9037532806396484,1
21,16,36,473,480,2,2,0.9130926728248596,0
21,16,36,447,475,2,2,0.904375433921814,0
21,16,36,474,481,2,2,0.9037532806396484,0
21,16,60,473,480,3,3,0.9130926728248596,0
21,16,60,447,475,3,3,0.904375433921814,0
21,16,60,474,481,3,3,0.9037532806396484,0
21,16,62,473,480,3,3,0.9130924940109253,0
21,16,77,81,92,4,4,0.9007489681243896,0
21,16,79,81,92,4,4,0.9007489681243896,0
21,16,93,473,480,5,5,0.9130926728248596,0
21,16,93,447,475,5,5,0.904375433921814,0
21,16,93,81,92,5,5,0.9007489681243896,0
21,16,108,81,92,6,6,0.9007489681243896,0
21,16,110,81,92,6,6,0.9007489681243896,0
21,16,111,447,475,6,6,0.904375433921814,0
21,16,111,474,481,6,6,0.9037532806396484,0
21,16,117,81,92,7,7,0.9007489681243896,0
21,24,22,492,493,1,1,0.9295401573181152,0
21,24,22,451,462,1,1,0.9085761308670044,0
21,24,32,492,493,2,2,0.9295401573181152,1
21,24,32,451,462,2,2,0.9085761308670044,1
21,24,52,492,493,3,3,0.9295401573181152,0
21,24,52,451,462,3,3,0.9085761308670044,0
21,24,76,492,493,4,4,0.9295400381088257,0
21,24,87,492,493,5,5,0.9295401573181152,0
21,24,105,451,462,6,6,0.9085760116577148,0
21,24,115,492,493,7,7,0.9295401573181152,0
21,40,6,86,113,0,0,0.9115833044052124,1
21,40,8,492,493,0,0,0.9372482895851135,1
21,40,10,420,436,0,0,0.9123185276985168,1
21,40,21,451,462,1,1,0.9402369260787964,0
21,40,23,86,113,1,1,0.9115833044052124,0
21,40,31,403,404,1,1,0.9015294313430786,0
21,40,32,451,492,2,2,0.9416944980621338,0
21,40,34,420,436,2,2,0.912318229675293,0
21,40,38,403,404,2,2,0.9015294313430786,0
21,40,41,451,492,2,2,0.9416947364807129,0
21,40,41,462,493,2,2,0.9333944320678711,0
21,40,46,420,436,2,2,0.912318229675293,0
21,40,47,403,404,2,2,0.9015294313430786,0
21,40,58,420,436,3,3,0.912318229675293,0
21,40,61,403,404,3,3,0.9015294313430786,0
21,40,67,451,492,4,4,0.9416947364807129,0
21,40,67,403,404,4,4,0.9015294313430786,0
21,40,70,420,436,4,4,0.912318229675293,0
21,40,80,86,113,5,5,0.9115833044052124,0
21,40,85,86,113,5,5,0.9115833044052124,0
21,40,94,86,113,5,5,0.9115833044052124,0
21,40,98,420,436,6,6,0.912318229675293,0
21,40,109,86,113,6,6,0.9115833044052124,0
21,40,114,451,492,7,7,0.9416944980621338,0
21,40,120,403,404,7,7,0.9015294313430786,0
21,40,122,420,436,7,7,0.9123185276985168,0
21,40,124,492,493,7,7,0.9372482895851135,0
21,40,125,403,404,7,7,0.9015294313430786,0
21,40,126,451,462,7,7,0.9402369260787964,0
22,16,1,47,443,0,0,0.9465185403823853,0
22,16,1,88,484,0,0,0.9445228576660156,0
22,16,2,130,526,0,0,0.9718089699745178,0
22,16,2,83,479,0,0,0.9701730012893677,0
22,16,2,63,459,0,0,0.9643860459327698,0
22,16,2,77,473,0,0,0.9550114870071411,0
22,16,2,109,505,0,0,0.9542863965034485,0
22,16,2,104,500,0,0,0.930770754814148,0
22,16,2,131,527,0,0,0.9294320344924927,0
22,16,2,108,504,0,0,0.9161651730537415,0
22,16,2,107,503,0,0,0.9098389148712158,0
22,16,2,96,492,0,0,0.9065955281257629,0
22,16,5,79,475,0,0,0.9630393385887146,0
22,16,5,36,432,0,0,0.9557017087936401,0
22,16,5,109,505,0,0,0.9542863965034485,0
22,16,5,61,457,0,0,0.9524069428443909,0
22,16,5,25,421,0,0,0.9513905644416809,0
22,16,5,114,510,0,0,0.949985146522522,0
22,16,5,80,476,0,0,0.9497517943382263,0
22,16,5,10,406,0,0,0.9436219930648804,0
22,16,5,23,419,0,0,0.923525869846344,0
22,16,5,24,420,0,0,0.920650064945221,0
22,16,5,22,418,0,0,0.9011874198913574,0
22,16,6,45,441,0,0,0.9669752717018127,0
22,16,6,31,427,0,0,0.9605236053466797,0
22,16,6,17,413,0,0,0.9567295908927917,0
22,16,7,80,476,0,0,0.9497517347335815,0
22,16,10,74,470,0,0,0.9404458999633789,0
22,16,11,38,434,0,0,0.9724600911140442,0
22,16,11,68,464,0,0,0.9423621892929077,0
22,16,11,43,439,0,0,0.931027352809906,0
22,16,11,53,449,0,0,0.9306406378746033,0
22,16,13,63,459,0,0,0.9643860459327698,0
22,16,13,79,475,0,0,0.9630393385887146,0
22,16,13,80,476,0,0,0.9497517943382263,0
22,16,13,57,453,0,0,0.9485757946968079,0
22,16,13,47,443,0,0,0.9465183019638062,0
22,16,13,88,484,0,0,0.9445227980613708,0
22,16,13,29,425,0,0,0.9356420040130615,0
22,16,13,124,520,0,0,0.9293598532676697,0
22,16,13,24,420,0,0,0.920650064945221,0
22,16,13,118,514,0,0,0.9095090627670288,0
22,16,14,39,435,0,0,0.9676557183265686,0
22,16,14,98,494,0,0,0.9649573564529419,0
22,16,14,70,466,0,0,0.9586862921714783,0
22,16,14,101,497,0,0,0.9583562016487122,0
22,16,14,56,452,0,0,0.9533066749572754,0
22,16,14,57,453,0,0,0.9485757946968079,0
22,16,14,121,517,0,0,0.9485055208206177,0
22,16,14,47,443,0,0,0.9465183019638062,0
22,16,14,99,495,0,0,0.9456295371055603,0
22,16,14,73,469,0,0,0.9435392022132874,0
22,16,14,68,464,0,0,0.9423621892929077,0
22,16,14,106,502,0,0,0.9398189783096313,0
22,16,14,44,440,0,0,0.93929523229599,0
22,16,14,105,501,0,0,0.936900794506073,0
22,16,14,84,480,0,0,0.9357660412788391,0
22,16,14,29,425,0,0,0.9356420040130615,0
22,16,14,71,467,0,0,0.9326695799827576,0
22,16,14,43,439,0,0,0.931027352809906,0
22,16,14,53,449,0,0,0.9306406378746033,0
22,16,14,124,520,0,0,0.9293598532676697,0
22,16,14,59,455,0,0,0.9220029711723328,0
22,16,14,19,415,0,0,0.9188128113746643,0
22,16,14,72,468,0,0,0.917199969291687,0
22,16,14,33,429,0,0,0.9147645831108093,0
22,16,14,28,424,0,0,0.9133017659187317,0
22,16,14,113,509,0,0,0.9124626517295837,0
22,16,14,118,514,0,0,0.9095090627670288,0
22,16,15,130,526,0,0,0.9718089699745178,0
22,16,15,122,518,0,0,0.9672045707702637,0
22,16,15,60,456,0,0,0.9656626582145691,0
22,16,15,77,473,0,0,0.9550114870071411,0
22,16,15,100,496,0,0,0.9517463445663452,0
22,16,15,64,460,0,0,0.9204559326171875,0
22,16,17,90,486,1,1,0.9589706659317017,1
22,16,17,22,418,1,1,0.9011874198913574,1
22,16,20,38,434,1,1,0.9724600911140442,1
22,16,20,100,496,1,1,0.9517463445663452,1
22,16,20,84,480,1,1,0.9357660412788391,1
22,16,21,45,441,1,1,0.9669750928878784,1
22,16,21,78,474,1,1,0.9654434323310852,1
22,16,21,63,459,1,1,0.9643860459327698,1
22,16,21,79,475,1,1,0.9630393385887146,1
22,16,21,31,427,1,1,0.9605237245559692,1
22,16,21,112,508,1,1,0.9555739164352417,1
22,16,21,64,460,1,1,0.9204559326171875,1
22,16,21,96,492,1,1,0.9065955281257629,1
22,16,22,117,513,1,1,0.9664178490638733,1
22,16,22,36,432,1,1,0.9557017087936401,1
22,16,22,103,499,1,1,0.9541344046592712,1
22,16,22,25,421,1,1,0.9513905644416809,1
22,16,22,128,524,1,1,0.9491958022117615,1
22,16,22,125,521,1,1,0.9456799030303955,1
22,16,22,92,488,1,1,0.9415209293365479,1
22,16,22,105,501,1,1,0.936900794506073,1
22,16,22,104,500,1,1,0.930770754814148,1
22,16,22,113,509,1,1,0.9124626517295837,1
22,16,22,107,503,1,1,0.9098389148712158,1
22,16,23,130,526,1,1,0.9718089699745178,1
22,16,23,37,433,1,1,0.9678249955177307,1
22,16,23,122,518,1,1,0.9672045707702637,1
22,16,23,117,513,1,1,0.9664178490638733,1
22,16,23,60,456,1,1,0.9656626582145691,1
22,16,23,101,497,1,1,0.9583562016487122,1
22,16,23,44,440,1,1,0.93929523229599,1
22,16,23,59,455,1,1,0.9220029711723328,1
22,16,24,39,435,1,1,0.967655599117279,1
22,16,24,121,517,1,1,0.9485054612159729,1
22,16,24,53,449,1,1,0.9306403398513794,1
22,16,27,38,434,1,1,0.9724600911140442,1
22,16,27,37,433,1,1,0.9678249955177307,1
22,16,27,39,435,1,1,0.9676557183265686,1
22,16,27,36,432,1,1,0.9557017087936401,1
22,16,27,61,457,1,1,0.9524069428443909,1
22,16,27,25,421,1,1,0.9513905644416809,1
22,16,27,10,406,1,1,0.9436219930648804,1
22,16,27,42,438,1,1,0.9414204955101013,1
22,16,27,24,420,1,1,0.920650064945221,1
22,16,27,108,504,1,1,0.9161651730537415,1
22,16,27,22,418,1,1,0.9011874198913574,1
22,16,28,38,434,1,1,0.9724600911140442,1
22,16,28,66,462,1,1,0.9693880081176758,1
22,16,28,37,433,1,1,0.9678249955177307,1
22,16,28,39,435,1,1,0.9676557183265686,1
22,16,28,101,497,1,1,0.9583562016487122,1
22,16,28,36,432,1,1,0.9557017087936401,1
22,16,28,29,425,1,1,0.9356420040130615,1
22,16,28,53,449,1,1,0.9306406378746033,1
22,16,28,124,520,1,1,0.9293598532676697,1
22,16,28,23,419,1,1,0.923525869846344,1
22,16,28,59,455,1,1,0.9220029711723328,1
22,16,28,24,420,1,1,0.920650064945221,1
22,16,29,83,479,1,1,0.9701730012893677,1
22,16,29,66,462,1,1,0.9693880081176758,1
22,16,29,51,447,1,1,0.9557679891586304,1
22,16,29,80,476,1,1,0.9497517943382263,1
22,16,29,65,461,1,1,0.9448288679122925,1
22,16,29,52,448,1,1,0.9380956292152405,1
22,16,30,39,435,1,1,0.9676557183265686,1
22,16,30,101,497,1,1,0.9583562016487122,1
22,16,30,121,517,1,1,0.9485055208206177,1
22,16,30,47,443,1,1,0.9465183019638062,1
22,16,30,99,495,1,1,0.9456295371055603,1
22,16,30,88,484,1,1,0.9445227980613708,1
22,16,30,68,464,1,1,0.9423621892929077,1
22,16,30,44,440,1,1,0.93929523229599,1
22,16,30,71,467,1,1,0.9326695799827576,1
22,16,30,43,439,1,1,0.931027352809906,1
22,16,30,59,455,1,1,0.9220029711723328,1
22,16,30,19,415,1,1,0.9188128113746643,1
22,16,30,33,429,1,1,0.9147645831108093,1
22,16,30,118,514,1,1,0.9095090627670288,1
22,16,31,31,427,1,1,0.9605237245559692,1
22,16,31,17,413,1,1,0.9567295908927917,1
22,16,31,15,411,1,1,0.9539114236831665,1
22,16,31,116,512,1,1,0.9508815407752991,1
22,16,31,14,410,1,1,0.9343690872192383,1
22,16,31,46,442,1,1,0.9292713403701782,1
22,16,35,101,497,2,2,0.9583558440208435,0
22,16,35,121,517,2,2,0.9485054612159729,0
22,16,35,59,455,2,2,0.9220028519630432,0
22,16,36,60,456,2,2,0.9656626582145691,0
22,16,36,74,470,2,2,0.9404458999633789,0
22,16,37,118,514,2,2,0.909509003162384,0
22,16,38,130,526,2,2,0.9718089699745178,0
22,16,38,60,456,2,2,0.9656626582145691,0
22,16,38,17,413,2,2,0.9567295908927917,0
22,16,38,74,470,2,2,0.9404457807540894,0
22,16,38,14,410,2,2,0.9343690872192383,0
22,16,38,72,468,2,2,0.917199969291687,0
22,16,38,28,424,2,2,0.9133017659187317,0
22,16,39,59,455,2,2,0.9220028519630432,0
22,16,41,104,500,2,2,0.9307706356048584,0
22,16,41,131,527,2,2,0.929432213306427,0
22,16,42,19,415,2,2,0.91881263256073,0
22,16,44,83,479,2,2,0.9701730012893677,0
22,16,44,66,462,2,2,0.9693880081176758,0
22,16,44,98,494,2,2,0.9649573564529419,0
22,16,44,63,459,2,2,0.9643860459327698,0
22,16,44,79,475,2,2,0.9630393385887146,0
22,16,44,90,486,2,2,0.9589706659317017,0
22,16,44,70,466,2,2,0.9586862921714783,0
22,16,44,51,447,2,2,0.9557679891586304,0
22,16,44,109,505,2,2,0.9542863965034485,0
22,16,44,56,452,2,2,0.9533066749572754,0
22,16,44,25,421,2,2,0.9513905644416809,0
22,16,44,80,476,2,2,0.9497517943382263,0
22,16,44,128,524,2,2,0.9491958022117615,0
22,16,44,47,443,2,2,0.9465183019638062,0
22,16,44,125,521,2,2,0.9456799030303955,0
22,16,44,88,484,2,2,0.9445227980613708,0
22,16,44,54,450,2,2,0.9407636523246765,0
22,16,44,84,480,2,2,0.9357660412788391,0
22,16,44,29,425,2,2,0.9356420040130615,0
22,16,44,19,415,2,2,0.9188128113746643,0
22,16,44,72,468,2,2,0.917199969291687,0
22,16,44,28,424,2,2,0.9133017659187317,0
22,16,46,45,441,2,2,0.9669752717018127,0
22,16,46,31,427,2,2,0.9605236053466797,0
22,16,46,17,413,2,2,0.9567295908927917,0
22,16,47,31,427,2,2,0.9605236053466797,0
22,16,51,79,475,3,3,0.9630393981933594,0
22,16,51,128,524,3,3,0.949195921421051,0
22,16,51,124,520,3,3,0.9293597340583801,0
22,16,51,118,514,3,3,0.909509003162384,0
22,16,52,78,474,3,3,0.9654434323310852,0
22,16,52,70,466,3,3,0.9586862921714783,0
22,16,52,101,497,3,3,0.9583562016487122,0
22,16,52,51,447,3,3,0.9557679891586304,0
22,16,52,57,453,3,3,0.9485757946968079,0
22,16,52,121,517,3,3,0.9485055208206177,0
22,16,52,54,450,3,3,0.9407636523246765,0
22,16,52,44,440,3,3,0.93929523229599,0
22,16,52,29,425,3,3,0.9356420040130615,0
22,16,52,71,467,3,3,0.9326695799827576,0
22,16,53,45,441,3,3,0.9669752717018127,0
22,16,54,128,524,3,3,0.949195921421051,0
22,16,57,39,435,3,3,0.967655599117279,0
22,16,60,122,518,3,3,0.9672045707702637,0
22,16,60,78,474,3,3,0.9654434323310852,0
22,16,60,15,411,3,3,0.9539114236831665,0
22,16,60,56,452,3,3,0.9533066749572754,0
22,16,60,100,496,3,3,0.9517463445663452,0
22,16,60,114,510,3,3,0.949985146522522,0
22,16,60,42,438,3,3,0.9414204955101013,0
22,16,60,28,424,3,3,0.9133017659187317,0
22,16,60,96,492,3,3,0.9065955281257629,0
22,16,61,37,433,3,3,0.9678249955177307,0
22,16,61,17,413,3,3,0.9567295908927917,0
22,16,61,100,496,3,3,0.9517463445663452,0
22,16,61,57,453,3,3,0.9485757946968079,0
22,16,61,10,406,3,3,0.9436219930648804,0
22,16,61,74,470,3,3,0.9404457807540894,0
22,16,61,44,440,3,3,0.93929523229599,0
22,16,61,14,410,3,3,0.9343690872192383,0
22,16,61,72,468,3,3,0.917199969291687,0
22,16,61,33,429,3,3,0.9147645831108093,0
22,16,61,30,426,3,3,0.9128233790397644,0
22,16,61,85,481,3,3,0.90221107006073,0
22,16,62,83,479,3,3,0.9701731204986572,0
22,16,63,38,434,3,3,0.9724600911140442,0
22,16,63,37,433,3,3,0.9678249955177307,0
22,16,63,122,518,3,3,0.9672045707702637,0
22,16,63,61,457,3,3,0.9524069428443909,0
22,16,63,125,521,3,3,0.9456799030303955,0
22,16,63,64,460,3,3,0.9204559326171875,0
22,16,64,46,442,4,4,0.929271399974823,0
22,16,66,38,434,4,4,0.9724600911140442,0
22,16,66,37,433,4,4,0.9678249955177307,0
22,16,66,103,499,4,4,0.9541344046592712,0
22,16,66,104,500,4,4,0.930770754814148,0
22,16,66,108,504,4,4,0.9161651730537415,0
22,16,69,31,427,4,4,0.9605236053466797,0
22,16,70,54,450,4,4,0.9407636523246765,0
22,16,71,33,429,4,4,0.9147648215293884,0
22,16,72,117,513,4,4,0.9664178490638733,0
22,16,72,51,447,4,4,0.9557679891586304,0
22,16,72,25,421,4,4,0.9513905644416809,0
22,16,73,10,406,4,4,0.9436219930648804,0
22,16,75,66,462,4,4,0.9693880081176758,0
22,16,75,39,435,4,4,0.9676557183265686,0
22,16,75,36,432,4,4,0.9557017087936401,0
22,16,75,25,421,4,4,0.9513905644416809,0
22,16,75,68,464,4,4,0.9423621892929077,0
22,16,75,52,448,4,4,0.9380956292152405,0
22,16,75,53,449,4,4,0.9306406378746033,0
22,16,76,15,411,4,4,0.9539112448692322,0
22,16,77,70,466,4,4,0.9586862921714783,0
22,16,77,51,447,4,4,0.9557679891586304,0
22,16,77,65,461,4,4,0.9448288679122925,0
22,16,77,105,501,4,4,0.936900794506073,0
22,16,77,115,511,4,4,0.9194516539573669,0
22,16,77,81,92,4,4,0.9007489681243896,0
22,16,79,66,462,4,4,0.9693880081176758,0
22,16,79,51,447,4,4,0.9557679891586304,0
22,16,79,65,461,4,4,0.9448288679122925,0
22,16,79,92,488,4,4,0.9415209293365479,0
22,16,79,106,502,4,4,0.9398189783096313,0
22,16,79,52,448,4,4,0.9380956292152405,0
22,16,80,73,469,5,5,0.9435391426086426,0
22,16,82,15,411,5,5,0.9539112448692322,0
22,16,85,73,469,5,5,0.9435391426086426,0
22,16,85,30,426,5,5,0.9128233790397644,0
22,16,91,122,518,5,5,0.9672045111656189,0
22,16,91,30,426,5,5,0.9128233790397644,0
22,16,91,85,481,5,5,0.9022108912467957,0
22,16,92,51,447,5,5,0.9557679891586304,0
22,16,92,103,499,5,5,0.9541344046592712,0
22,16,92,116,512,5,5,0.9508815407752991,0
22,16,92,52,448,5,5,0.9380956292152405,0
22,16,92,115,511,5,5,0.9194516539573669,0
22,16,93,117,513,5,5,0.9664178490638733,0
22,16,93,98,494,5,5,0.9649573564529419,0
22,16,93,90,486,5,5,0.9589706659317017,0
22,16,93,77,473,5,5,0.9550114870071411,0
22,16,93,109,505,5,5,0.9542863965034485,0
22,16,93,56,452,5,5,0.9533066749572754,0
22,16,93,61,457,5,5,0.9524069428443909,0
22,16,93,57,453,5,5,0.9485757946968079,0
22,16,93,121,517,5,5,0.9485055208206177,0
22,16,93,99,495,5,5,0.9456295371055603,0
22,16,93,73,469,5,5,0.9435392022132874,0
22,16,93,92,488,5,5,0.9415209293365479,0
22,16,93,42,438,5,5,0.9414204955101013,0
22,16,93,44,440,5,5,0.93929523229599,0
22,16,93,105,501,5,5,0.936900794506073,0
22,16,93,71,467,5,5,0.9326695799827576,0
22,16,93,43,439,5,5,0.931027352809906,0
22,16,93,124,520,5,5,0.9293598532676697,0
22,16,93,33,429,5,5,0.9147645831108093,0
22,16,93,107,503,5,5,0.9098389148712158,0
22,16,93,118,514,5,5,0.9095090627670288,0
22,16,93,96,492,5,5,0.9065955281257629,0
22,16,93,85,481,5,5,0.90221107006073,0
22,16,94,121,517,5,5,0.9485055208206177,0
22,16,94,99,495,5,5,0.9456295371055603,0
22,16,94,68,464,5,5,0.9423621892929077,0
22,16,94,106,502,5,5,0.9398189783096313,0
22,16,94,43,439,5,5,0.931027352809906,0
22,16,95,122,518,5,5,0.9672045707702637,0
22,16,95,78,474,5,5,0.9654434323310852,0
22,16,95,77,473,5,5,0.9550114870071411,0
22,16,95,61,457,5,5,0.9524069428443909,0
22,16,95,104,500,5,5,0.930770754814148,0
22,16,95,126,522,5,5,0.9307056665420532,0
22,16,95,108,504,5,5,0.9161651730537415,0
22,16,95,107,503,5,5,0.9098389148712158,0
22,16,97,118,514,6,6,0.909509003162384,0
22,16,98,77,473,6,6,0.9550115466117859,0
22,16,98,108,504,6,6,0.9161654114723206,0
22,16,98,107,503,6,6,0.9098389744758606,0
22,16,99,73,469,6,6,0.9435392022132874,0
22,16,99,124,520,6,6,0.9293598532676697,0
22,16,99,23,419,6,6,0.923525869846344,0
22,16,100,83,479,6,6,0.9701730012893677,0
22,16,100,125,521,6,6,0.9456799030303955,0
22,16,100,10,406,6,6,0.9436219930648804,0
22,16,100,126,522,6,6,0.9307056665420532,0
22,16,100,30,426,6,6,0.9128233790397644,0
22,16,101,98,494,6,6,0.9649573564529419,0
22,16,101,70,466,6,6,0.9586862921714783,0
22,16,101,56,452,6,6,0.9533066749572754,0
22,16,101,57,453,6,6,0.9485757946968079,0
22,16,101,44,440,6,6,0.93929523229599,0
22,16,101,84,480,6,6,0.9357660412788391,0
22,16,101,29,425,6,6,0.9356420040130615,0
22,16,101,71,467,6,6,0.9326695799827576,0
22,16,101,72,468,6,6,0.917199969291687,0
22,16,101,28,424,6,6,0.9133017659187317,0
22,16,101,85,481,6,6,0.90221107006073,0
22,16,103,70,466,6,6,0.9586862325668335,0
22,16,103,56,452,6,6,0.9533068537712097,0
22,16,103,84,480,6,6,0.935766339302063,0
22,16,103,28,424,6,6,0.9133017659187317,0
22,16,106,38,434,6,6,0.9724600911140442,0
22,16,106,39,435,6,6,0.9676557183265686,0
22,16,106,112,508,6,6,0.9555739164352417,0
22,16,106,54,450,6,6,0.9407636523246765,0
22,16,106,53,449,6,6,0.9306406378746033,0
22,16,107,45,441,6,6,0.9669752717018127,0
22,16,107,78,474,6,6,0.9654434323310852,0
22,16,108,70,466,6,6,0.9586862921714783,0
22,16,108,56,452,6,6,0.9533066749572754,0
22,16,108,80,476,6,6,0.9497517943382263,0
22,16,108,57,453,6,6,0.9485757946968079,0
22,16,108,121,517,6,6,0.9485055208206177,0
22,16,108,47,443,6,6,0.9465183019638062,0
22,16,108,99,495,6,6,0.9456295371055603,0
22,16,108,92,488,6,6,0.9415209293365479,0
22,16,108,106,502,6,6,0.9398189783096313,0
22,16,108,44,440,6,6,0.93929523229599,0
22,16,108,105,501,6,6,0.936900794506073,0
22,16,108,84,480,6,6,0.9357660412788391,0
22,16,108,29,425,6,6,0.9356420040130615,0
22,16,108,71,467,6,6,0.9326695799827576,0
22,16,108,43,439,6,6,0.931027352809906,0
22,16,108,72,468,6,6,0.917199969291687,0
22,16,108,28,424,6,6,0.9133017659187317,0
22,16,108,113,509,6,6,0.9124626517295837,0
22,16,109,130,526,6,6,0.9718089699745178,0
22,16,109,117,513,6,6,0.9664178490638733,0
22,16,109,88,484,6,6,0.9445227980613708,0
22,16,109,68,464,6,6,0.9423621892929077,0
