layer,length,block,repetitions,serial_ms,same_chunk_no_overlap_ms,streaming_ms,streaming_gain_vs_same_chunk_pct,streaming_gain_vs_serial_pct,detailed_streaming_ms,observer_tax_pct_of_clean_streaming,min_cosine,max_relative_l2,min_route_agreement
24,8192,256,30,3.5039680004119873,19.365936279296875,19.44375991821289,-0.40185838574307853,-454.9068917275142,14.706335544586182,-24.364754520493655,0.9996098279953003,0.027938304468989372,0.98895263671875
24,8192,1024,30,3.5039680004119873,5.855839967727661,5.856080055236816,-0.0040999670496193324,-67.12709860787182,4.954272031784058,-15.399516655280598,0.9996374845504761,0.026926204562187195,0.9903564453125
24,32768,256,30,10.834847927093506,75.9751968383789,76.2988510131836,-0.42599978449966114,-604.19863321193,58.975088119506836,-22.705142559333435,0.999668538570404,0.025746259838342667,0.990478515625
24,32768,1024,30,10.834847927093506,22.270607948303223,22.28542423248291,-0.06652842263704947,-105.68285205698378,19.987231254577637,-10.31253860788282,0.9997029304504395,0.024374812841415405,0.99072265625
24,65536,256,30,26.721343994140625,154.46083068847656,155.6693115234375,-0.7823865957307035,-482.5654261910336,,,0.9996933937072754,0.02476407401263714,0.9909286499023438
24,65536,1024,30,26.721343994140625,47.94412803649902,48.10686492919922,-0.33943028972454475,-80.03160671764094,43.73948669433594,-9.078492729241294,0.9997307062149048,0.02321026660501957,0.9919204711914062
