layer,length,mean_fanout,mean_remote_destinations,ulysses_return_network_bytes_per_token,ep_dispatch_network_bytes_per_token,baseline_network_bytes_per_token,exact_direct_network_lower_bound_bytes_per_token,exact_bytes_saved_pct,invalid_naive_remove_return_and_dispatch_time_pct,valid_exact_direct_layer_oracle_pct,decision
24,8192,3.577392578125,2.688232421875,3072.0,11011.0,14083.0,14083.0,0.0,17.188374861047553,0.0,ALGEBRAICALLY_BLOCKED_ROUTE_DEPENDENCY
24,16384,3.5753173828125,2.6868896484375,3072.0,11005.5,14077.5,14077.5,0.0,13.838222675740116,0.0,ALGEBRAICALLY_BLOCKED_ROUTE_DEPENDENCY
24,32768,3.569000244140625,2.684417724609375,3072.0,10995.375,14067.375,14067.375,0.0,11.958436269038982,0.0,ALGEBRAICALLY_BLOCKED_ROUTE_DEPENDENCY
