active_experts,critical_rank,expert_backend,expert_load_cv,iteration,layer,max_expert_load,mean_active_expert_load,prepare_finalize_backend,rank_count,rank_cv,rank_max_mean_load,topology,total_assignments,workload
128,2,TritonExperts,0.7896506850561618,2,0,828.0,188.875,MoEPrepareAndFinalizeNoDPEPModular,4,0.07804576381324958,1.1308735936465917,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
128,2,TritonExperts,0.7323801488352785,2,1,998.0,188.875,MoEPrepareAndFinalizeNoDPEPModular,4,0.09172175792394968,1.1386499007279947,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
128,2,TritonExperts,0.9119728185655734,2,2,1294.0,188.875,MoEPrepareAndFinalizeNoDPEPModular,4,0.16588514962875878,1.2609199205823958,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
128,2,TritonExperts,0.9129789181320269,2,3,1102.0,188.875,MoEPrepareAndFinalizeNoDPEPModular,4,0.1331623448933434,1.2116148246194574,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
128,1,TritonExperts,0.9899874147859559,2,4,1312.0,188.875,MoEPrepareAndFinalizeNoDPEPModular,4,0.12861685586273405,1.1007610853739245,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
128,0,TritonExperts,1.0746822105705982,2,5,1284.0,188.875,MoEPrepareAndFinalizeNoDPEPModular,4,0.16735607603885436,1.2629053606882858,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
127,3,TritonExperts,1.1370057487219143,2,6,1393.0,190.36220472440945,MoEPrepareAndFinalizeNoDPEPModular,4,0.14407932204886448,1.162971542025149,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
127,0,TritonExperts,1.2410192337441182,2,7,1244.0,190.36220472440945,MoEPrepareAndFinalizeNoDPEPModular,4,0.1531564956540489,1.2410655195234943,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
128,0,TritonExperts,0.9459313549548267,2,8,884.0,188.875,MoEPrepareAndFinalizeNoDPEPModular,4,0.13185619304713223,1.1224354731965587,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
127,0,TritonExperts,0.9994577941591158,2,9,1502.0,190.36220472440945,MoEPrepareAndFinalizeNoDPEPModular,4,0.31731882791636024,1.5393778954334878,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
128,0,TritonExperts,0.9821852224070049,2,10,1028.0,188.875,MoEPrepareAndFinalizeNoDPEPModular,4,0.08311235376086935,1.098941098610192,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,24176,mixed
