combine_ms,dispatch_ms,expert_backend,expert_ms,iteration,layers,max_expert_load,mean_active_experts,mean_expert_load_cv,mean_expert_max_mean,mean_rank_load_cv,mean_rank_max_mean,prepare_finalize_backend,prompt_tokens,t_moe_ms,topology,wall_ms,workload
0.5775360045954585,0.9130559917539358,TritonExperts,30.916607975959778,0,48,1502.0,127.0,0.8121068729648556,1.037364046074974,0.11933726949266708,1.1592936521067725,MoEPrepareAndFinalizeNoDPEPModular,3022,286.0411524772644,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,559.868471,mixed
0.5792959975078702,0.9310079999268055,TritonExperts,30.30675196647644,1,48,1502.0,127.0,0.8121068729648556,1.0287792526980344,0.11933726949266708,1.1592936521067725,MoEPrepareAndFinalizeNoDPEPModular,3022,271.84924840927124,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,552.115276,mixed
0.5774080008268356,0.9051839988678694,TritonExperts,30.401695787906647,2,48,1502.0,127.0,0.8121068729648556,1.0294321431475142,0.11933726949266708,1.1592936521067725,MoEPrepareAndFinalizeNoDPEPModular,3022,273.0332489013672,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,526.188799,mixed
0.5771199986338615,0.8935999982059002,TritonExperts,31.057280242443085,3,48,1502.0,127.0,0.8121068729648556,1.0309139487586627,0.11933726949266708,1.1592936521067725,MoEPrepareAndFinalizeNoDPEPModular,3022,283.38275146484375,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,538.445,mixed
0.5768959997221828,0.9495360013097525,TritonExperts,30.52863997220993,4,48,1502.0,127.0,0.8121068729648556,1.0283988550163352,0.11933726949266708,1.1592936521067725,MoEPrepareAndFinalizeNoDPEPModular,3022,276.5192971229553,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,548.21178,mixed
0.5804480025544763,0.8857280015945435,TritonExperts,30.46940791606903,5,48,1502.0,127.0,0.8121068729648556,1.031349979182763,0.11933726949266708,1.1592936521067725,MoEPrepareAndFinalizeNoDPEPModular,3022,278.68579149246216,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,527.993658,mixed
0.5814720019698143,0.912959998473525,TritonExperts,30.648096024990082,6,48,1502.0,127.0,0.8121068729648556,1.0365234230870979,0.11933726949266708,1.1592936521067725,MoEPrepareAndFinalizeNoDPEPModular,3022,281.87228775024414,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,538.139295,mixed
0.6639039982110262,0.9730559941381216,TritonExperts,30.858752012252808,7,48,1502.0,127.0,0.8121068729648556,1.0384480226444233,0.11933726949266708,1.1592936521067725,MoEPrepareAndFinalizeNoDPEPModular,3022,281.9339847564697,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,543.493003,mixed
0.5970559995621443,0.9285759944468737,TritonExperts,30.600287973880768,0,48,2778.0,102.97916666666667,1.351695910996172,1.0545306002527761,0.2388954601895508,1.3239583333333333,MoEPrepareAndFinalizeNoDPEPModular,2980,280.6306872367859,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,342.210483,text_heavy
0.5723839970305562,0.8779519945383072,TritonExperts,30.341312050819397,1,48,2778.0,102.97916666666667,1.351695910996172,1.046984192043043,0.2388954601895508,1.3239583333333333,MoEPrepareAndFinalizeNoDPEPModular,2980,270.7750062942505,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,337.771726,text_heavy
0.573791996575892,0.9228480011224747,TritonExperts,30.199424028396606,2,48,2778.0,102.97916666666667,1.351695910996172,1.0454320925197929,0.2388954601895508,1.3239583333333333,MoEPrepareAndFinalizeNoDPEPModular,2980,273.8120322227478,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,338.610575,text_heavy
0.5734400013461709,0.8804479967802763,TritonExperts,30.355743944644928,3,48,2778.0,102.97916666666667,1.351695910996172,1.0465743383581587,0.2388954601895508,1.3239583333333333,MoEPrepareAndFinalizeNoDPEPModular,2980,272.2702078819275,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,330.523302,text_heavy
0.5745919989421964,0.9724160004407167,TritonExperts,30.13267183303833,4,48,2778.0,102.97916666666667,1.351695910996172,1.0447670006841017,0.2388954601895508,1.3239583333333333,MoEPrepareAndFinalizeNoDPEPModular,2980,271.82630348205566,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,329.919374,text_heavy
0.6051519978791475,0.9007999952882528,TritonExperts,30.84524792432785,5,48,2778.0,102.97916666666667,1.351695910996172,1.0552894569453704,0.2388954601895508,1.3239583333333333,MoEPrepareAndFinalizeNoDPEPModular,2980,287.59260749816895,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,359.336668,text_heavy
0.5738239996135235,0.9109119977802038,TritonExperts,30.362047910690308,6,48,2778.0,102.97916666666667,1.351695910996172,1.0462117601050818,0.2388954601895508,1.3239583333333333,MoEPrepareAndFinalizeNoDPEPModular,2980,272.2197127342224,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,336.10663,text_heavy
0.5725759994238615,0.9709439985454082,TritonExperts,30.90342402458191,7,48,2778.0,102.97916666666667,1.351695910996172,1.0489212890584174,0.2388954601895508,1.3239583333333333,MoEPrepareAndFinalizeNoDPEPModular,2980,270.8222098350525,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,328.411445,text_heavy
0.5922239990904927,0.9247040015179664,TritonExperts,32.04348808526993,0,48,1287.0,127.08333333333333,0.7258677719012631,1.0325827970673045,0.10024243064794837,1.1310300084308145,MoEPrepareAndFinalizeNoDPEPModular,3163,285.56028938293457,modality_aware_tp_ep_crossover_poc_20260904_final_ep4,821.274794,vision_heavy
