call,request_id,phase,normalized_progress,ready_requests,masked_before,accepted,accepted_per_ready_request,confidence_median,confidence_p90,threshold,policy
19,measured_0,middle,0.65,25,280,51,2.04,0.44333235919475555,0.9426138401031494,0.9,none
20,measured_0,middle,0.6453804347826086,23,261,47,2.0434782608695654,0.4724278748035431,0.9823262095451355,0.9,none
21,measured_0,middle,0.6815476190476191,21,214,50,2.380952380952381,0.5169525444507599,0.9762142300605774,0.9,none
22,measured_0,middle,0.6985294117647058,17,164,35,2.0588235294117645,0.5093312710523605,0.9819725155830383,0.9,none
23,measured_0,middle,0.7120535714285714,14,129,18,1.2857142857142858,0.44180434942245483,0.8270296454429626,0.9,none
24,measured_0,middle,0.6808035714285714,14,143,51,3.642857142857143,0.6477331519126892,0.9998038411140442,0.9,none
25,measured_0,late,0.7946428571428572,14,92,26,1.8571428571428572,0.6220463514328003,0.9996989965438843,0.9,none
26,measured_0,late,0.78125,14,98,35,2.5,0.6433463990688324,0.9994502663612366,0.9,none
27,measured_0,late,0.8210227272727273,11,63,9,0.8181818181818182,0.4261026978492737,0.8349913954734802,0.9,none
28,measured_0,late,0.7890625,8,54,16,2.0,0.529117614030838,0.9966636300086975,0.9,none
29,measured_0,late,0.8515625,8,38,8,1.0,0.47782571613788605,0.9697746634483337,0.9,none
30,measured_0,late,0.8125,5,30,4,0.8,0.5074081122875214,0.7307223081588745,0.9,none
31,measured_0,late,0.796875,4,26,14,3.5,0.7428092956542969,0.9993770718574524,0.9,none
32,measured_0,late,0.875,3,12,3,1.0,0.7898471653461456,0.8845462203025818,0.9,none
33,measured_0,late,0.859375,2,9,5,2.5,0.9096823930740356,0.9400473237037659,0.9,none
34,measured_0,late,0.875,1,4,4,4.0,0.9999995231628418,0.9999995231628418,0.9,none
35,measured_0,late,1.0,1,0,0,0.0,,,0.9,none
36,measured_0,early,0.0,32,1024,197,6.15625,0.3743554949760437,0.9936862587928772,0.9,none
37,measured_0,early,0.1923828125,32,827,152,4.75,0.3599988520145416,0.9976429343223572,0.9,none
38,measured_0,middle,0.3408203125,32,675,55,1.71875,0.33546867966651917,0.8366550207138062,0.9,none
39,measured_0,middle,0.33203125,32,684,105,3.28125,0.39049527049064636,0.9506391286849976,0.9,none
40,measured_0,middle,0.4345703125,32,579,80,2.5,0.45327675342559814,0.9401071667671204,0.9,none
41,measured_0,middle,0.4501953125,32,563,121,3.78125,0.4690825939178467,0.9934051632881165,0.9,none
42,measured_0,middle,0.474609375,32,538,131,4.09375,0.5170949101448059,0.9996144771575928,0.9,none
43,measured_0,middle,0.5712890625,32,439,81,2.53125,0.4851139485836029,0.9874467253684998,0.9,none
44,measured_0,middle,0.525390625,32,486,108,3.375,0.49999240040779114,0.9975078105926514,0.9,none
45,measured_0,middle,0.568359375,32,442,96,3.0,0.5071942806243896,0.9979982972145081,0.9,none
46,measured_0,middle,0.568359375,32,442,75,2.34375,0.49026456475257874,0.9318554997444153,0.9,none
47,measured_0,middle,0.5655241935483871,31,431,108,3.4838709677419355,0.5607762336730957,0.999962329864502,0.9,none
48,measured_0,middle,0.6098790322580645,31,387,81,2.6129032258064515,0.5790172815322876,0.9693585634231567,0.9,none
49,measured_0,middle,0.594758064516129,31,402,119,3.838709677419355,0.5898797512054443,0.9998921155929565,0.9,none
50,measured_0,middle,0.6179435483870968,31,379,64,2.064516129032258,0.42459961771965027,0.970048189163208,0.9,none
51,measured_0,middle,0.5385416666666667,30,443,49,1.6333333333333333,0.42281797528266907,0.8338619470596313,0.9,none
52,measured_0,middle,0.5229166666666667,30,458,64,2.1333333333333333,0.46118564903736115,0.9113099575042725,0.9,none
53,measured_0,middle,0.55625,30,426,93,3.1,0.53058061003685,0.9744696617126465,0.9,none
54,measured_0,middle,0.553125,30,429,128,4.266666666666667,0.5804678797721863,0.9941229224205017,0.9,none
55,measured_0,middle,0.5197916666666667,30,461,95,3.1666666666666665,0.4392196536064148,0.9932790398597717,0.9,none
56,measured_0,middle,0.5520833333333333,30,430,84,2.8,0.4184129238128662,0.9996463060379028,0.9,none
57,measured_0,middle,0.5424107142857143,28,410,53,1.8928571428571428,0.284464955329895,0.8909881711006165,0.9,none
58,measured_0,middle,0.5127314814814814,27,421,52,1.9259259259259258,0.28440481424331665,0.8172523379325867,0.9,none
59,measured_0,middle,0.4795673076923077,26,433,57,2.1923076923076925,0.3177209496498108,0.8892752528190613,0.9,none
60,measured_0,middle,0.4326923076923077,26,472,91,3.5,0.4019036740064621,0.9796523451805115,0.9,none
61,measured_0,middle,0.5420673076923077,26,381,46,1.7692307692307692,0.4933714270591736,0.8990355134010315,0.9,none
62,measured_0,middle,0.48197115384615385,26,431,98,3.769230769230769,0.5152511596679688,0.9911540150642395,0.9,none
63,measured_0,middle,0.5247395833333333,24,365,74,3.0833333333333335,0.4158467948436737,0.9836052060127258,0.9,none
64,measured_0,middle,0.5611413043478262,23,323,50,2.1739130434782608,0.39284440875053406,0.9668999314308167,0.9,none
65,measured_0,middle,0.5667613636363636,22,305,38,1.7272727272727273,0.3695910573005676,0.8757026791572571,0.9,none
66,measured_0,middle,0.5074404761904762,21,331,53,2.5238095238095237,0.44890615344047546,0.991971492767334,0.9,none
67,measured_0,middle,0.515625,20,310,61,3.05,0.4081276059150696,0.978371798992157,0.9,none
68,measured_0,middle,0.6109375,20,249,34,1.7,0.33333346247673035,0.8821622729301453,0.9,none
69,measured_0,middle,0.6267361111111112,18,215,50,2.7777777777777777,0.41868168115615845,0.9998863935470581,0.9,none
70,measured_0,middle,0.6579861111111112,18,197,67,3.7222222222222223,0.48906898498535156,0.9981902241706848,0.9,none
71,measured_0,middle,0.6433823529411764,17,194,43,2.5294117647058822,0.40275466442108154,0.9641883969306946,0.9,none
72,measured_0,middle,0.5459558823529411,17,247,49,2.8823529411764706,0.3699467182159424,0.9961979985237122,0.9,none
73,measured_0,middle,0.48828125,16,262,35,2.1875,0.32995690405368805,0.8827081918716431,0.9,none
74,measured_0,middle,0.494140625,16,259,37,2.3125,0.3948322832584381,0.9248983860015869,0.9,none
75,measured_0,middle,0.5375,15,222,20,1.3333333333333333,0.4120923727750778,0.7848459482192993,0.9,none
76,measured_0,middle,0.5791666666666666,15,202,21,1.4,0.4266573339700699,0.8337336778640747,0.9,none
77,measured_0,middle,0.5245535714285714,14,213,29,2.0714285714285716,0.4521210193634033,0.8755101561546326,0.9,none
78,measured_0,middle,0.5178571428571428,14,216,49,3.5,0.5263302028179169,0.9854034781455994,0.9,none
79,measured_0,middle,0.5985576923076923,13,167,59,4.538461538461538,0.600092351436615,0.9995409250259399,0.9,none
80,measured_0,middle,0.7403846153846154,13,108,25,1.9230769230769231,0.5349904596805573,0.9999057054519653,0.9,none
81,measured_0,middle,0.6171875,12,147,21,1.75,0.35121777653694153,0.9030985832214355,0.9,none
82,measured_0,middle,0.5511363636363636,11,158,46,4.181818181818182,0.5761745870113373,0.9943049550056458,0.9,none
83,measured_0,middle,0.5909090909090908,11,144,23,2.090909090909091,0.40574441850185394,0.9689553380012512,0.9,none
84,measured_0,middle,0.521875,10,153,23,2.3,0.4142509698867798,0.9625765085220337,0.9,none
85,measured_0,middle,0.49375,10,162,18,1.8,0.3914705663919449,0.8804680109024048,0.9,none
86,measured_0,middle,0.55,10,144,26,2.6,0.3943416476249695,0.9988245368003845,0.9,none
87,measured_0,middle,0.5902777777777778,9,118,8,0.8888888888888888,0.31252920627593994,0.7191692590713501,0.9,none
88,measured_0,middle,0.39583333333333337,9,174,46,5.111111111111111,0.6482464075088501,0.9990754127502441,0.9,none
89,measured_0,middle,0.4444444444444444,9,160,39,4.333333333333333,0.42411839962005615,0.9998812675476074,0.9,none
90,measured_0,middle,0.5798611111111112,9,121,20,2.2222222222222223,0.34872251749038696,0.9536654353141785,0.9,none
91,measured_0,middle,0.35546875,8,165,33,4.125,0.3787735402584076,0.9981354475021362,0.9,none
92,measured_0,middle,0.484375,8,132,23,2.875,0.6855997443199158,0.9999711513519287,0.9,none
93,measured_0,middle,0.57421875,8,109,30,3.75,0.65541672706604,0.999929666519165,0.9,none
94,measured_0,middle,0.6473214285714286,7,79,25,3.5714285714285716,0.6224590539932251,0.9557181000709534,0.9,none
95,measured_0,late,0.7589285714285714,7,54,13,1.8571428571428572,0.6054164171218872,0.9871499538421631,0.9,none
96,measured_0,late,0.7864583333333334,6,41,11,1.8333333333333333,0.5508522391319275,0.9999990463256836,0.9,none
97,measured_0,late,0.8125,5,30,17,3.4,0.9180565476417542,0.9999018907546997,0.9,none
98,measured_0,late,0.8984375,4,13,11,2.75,0.9235418438911438,0.9520312547683716,0.9,none
99,measured_0,late,0.9791666666666666,3,2,2,0.6666666666666666,0.7325314581394196,0.46525251865386963,0.9,none
100,measured_0,late,1.0,2,0,0,0.0,,,0.9,none
