run_id,candidate,research_question,start_utc,end_utc,physical_gpus,elapsed_seconds,gpu_hours,kind,valid,artifact
fastpp_pp4_noib_smoke,FASTPP,Does official PP4 produce HF-consistent short-answer output?,2026-09-08T07:52:25.285730+00:00,2026-09-08T07:52:31.147968+00:00,"4,5,6,7",5.86223840713501,0.006513598230150011,correctness_diagnostic,PERFORMANCE_EXCLUDED_CORRECTNESS_PENDING,raw/fastpp_pp4_noib_smoke_requests.jsonl
fastpp_eos_fixed_smoke,FASTPP,Does one-line EOS endpoint correction restore greedy HF short answers?,2026-09-08T08:26:55.771261+00:00,2026-09-08T08:27:01.228259+00:00,"4,5,6,7",5.456997871398926,0.006063330968221029,correctness_diagnostic,SHORT_ANSWER_PASS_PERFORMANCE_NOT_ACCEPTED,raw/fastpp_eos_fixed_smoke_requests.jsonl
qwen15_hf_reference,NANOFLOW,Independent same-checkpoint FP16 HF greedy reference for official native smoke,2026-09-08T08:35:39.900688+00:00,2026-09-08T08:35:41.971720+00:00,"4,5,6,7",2.0710320472717285,0.0023011467191908093,correctness_diagnostic,REFERENCE_ONLY,raw/qwen15_hf_reference.jsonl
qwen3_hf_reference,COMMON_QWEN3,Independent BF16 HF reference for Layered/FastPP Qwen3 MoE native transfer,2026-09-08T08:39:50.717767+00:00,2026-09-08T08:40:05.017314+00:00,"4,5,6,7",14.299546718597412,0.015888385242886015,correctness_diagnostic,REFERENCE_ONLY,raw/qwen3_hf_reference.jsonl
dense_screen_v1:b0_alp:measure0_short_high_concurrency,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:08:44.723211+00:00,2026-09-08T09:08:57.259031+00:00,"4,5,6,7",12.535820007324219,0.01392868889702691,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b0_alp/measure0_short_high_concurrency.jsonl
dense_screen_v1:b0_alp:measure1_fastpp_official_azure_conv_192,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:08:57.954437+00:00,2026-09-08T09:10:21.352483+00:00,"4,5,6,7",83.39804601669312,0.09266449557410346,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b0_alp/measure1_fastpp_official_azure_conv_192.jsonl
dense_screen_v1:b0_alp:measure2_heterogeneous_steady,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:10:22.069960+00:00,2026-09-08T09:10:55.277328+00:00,"4,5,6,7",33.20736813545227,0.03689707570605808,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b0_alp/measure2_heterogeneous_steady.jsonl
dense_screen_v1:b0_alp:measure3_heterogeneous_bursty,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:10:55.907837+00:00,2026-09-08T09:11:27.772611+00:00,"4,5,6,7",31.864774703979492,0.03540530522664388,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b0_alp/measure3_heterogeneous_bursty.jsonl
dense_screen_v1:b0_alp_rebalance:measure0_short_high_concurrency,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:12:35.270440+00:00,2026-09-08T09:12:47.818919+00:00,"4,5,6,7",12.548478841781616,0.01394275426864624,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b0_alp_rebalance/measure0_short_high_concurrency.jsonl
dense_screen_v1:b0_alp_rebalance:measure1_fastpp_official_azure_conv_192,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:12:48.517336+00:00,2026-09-08T09:14:11.881767+00:00,"4,5,6,7",83.36443090438843,0.09262714544932048,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b0_alp_rebalance/measure1_fastpp_official_azure_conv_192.jsonl
dense_screen_v1:b0_alp_rebalance:measure2_heterogeneous_steady,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:14:12.507107+00:00,2026-09-08T09:14:45.524542+00:00,"4,5,6,7",33.01743483543396,0.03668603870603773,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b0_alp_rebalance/measure2_heterogeneous_steady.jsonl
dense_screen_v1:b0_alp_rebalance:measure3_heterogeneous_bursty,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:14:46.151282+00:00,2026-09-08T09:15:18.116544+00:00,"4,5,6,7",31.965262413024902,0.03551695823669434,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b0_alp_rebalance/measure3_heterogeneous_bursty.jsonl
dense_screen_v1:b0_pp_only:measure0_short_high_concurrency,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:16:12.893728+00:00,2026-09-08T09:16:24.365297+00:00,"4,5,6,7",11.471568822860718,0.012746187580956353,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b0_pp_only/measure0_short_high_concurrency.jsonl
dense_screen_v1:b0_pp_only:measure1_fastpp_official_azure_conv_192,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:16:24.998108+00:00,2026-09-08T09:17:48.409224+00:00,"4,5,6,7",83.41111588478088,0.09267901764975654,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b0_pp_only/measure1_fastpp_official_azure_conv_192.jsonl
dense_screen_v1:b0_pp_only:measure2_heterogeneous_steady,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:17:49.007990+00:00,2026-09-08T09:18:21.681168+00:00,"4,5,6,7",32.67317819595337,0.036303531328837076,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b0_pp_only/measure2_heterogeneous_steady.jsonl
dense_screen_v1:b0_pp_only:measure3_heterogeneous_bursty,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:18:22.365796+00:00,2026-09-08T09:18:53.705507+00:00,"4,5,6,7",31.339711666107178,0.0348219018512302,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b0_pp_only/measure3_heterogeneous_bursty.jsonl
dense_screen_v1:b0_greedy:measure0_short_high_concurrency,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:19:45.039367+00:00,2026-09-08T09:19:56.765870+00:00,"4,5,6,7",11.726502656936646,0.013029447396596273,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b0_greedy/measure0_short_high_concurrency.jsonl
dense_screen_v1:b0_greedy:measure1_fastpp_official_azure_conv_192,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:19:57.525315+00:00,2026-09-08T09:21:21.026412+00:00,"4,5,6,7",83.50109696388245,0.09277899662653605,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b0_greedy/measure1_fastpp_official_azure_conv_192.jsonl
dense_screen_v1:b0_greedy:measure2_heterogeneous_steady,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:21:21.712097+00:00,2026-09-08T09:21:54.496505+00:00,"4,5,6,7",32.78440833091736,0.03642712036768595,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b0_greedy/measure2_heterogeneous_steady.jsonl
dense_screen_v1:b0_greedy:measure3_heterogeneous_bursty,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:21:55.163239+00:00,2026-09-08T09:22:26.823242+00:00,"4,5,6,7",31.660002946853638,0.0351777810520596,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b0_greedy/measure3_heterogeneous_bursty.jsonl
dense_screen_v1:b1_alp_rebalance:measure0_short_high_concurrency,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:23:33.369284+00:00,2026-09-08T09:23:46.172205+00:00,"4,5,6,7",12.802921295166016,0.014225468105740017,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b1_alp_rebalance/measure0_short_high_concurrency.jsonl
dense_screen_v1:b1_alp_rebalance:measure1_heterogeneous_steady,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:23:46.886425+00:00,2026-09-08T09:24:20.039976+00:00,"4,5,6,7",33.15355134010315,0.03683727926678128,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b1_alp_rebalance/measure1_heterogeneous_steady.jsonl
dense_screen_v1:b1_alp_rebalance:measure2_fastpp_official_azure_conv_192,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:24:20.678012+00:00,2026-09-08T09:25:43.893856+00:00,"4,5,6,7",83.21584439277649,0.09246204932530722,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b1_alp_rebalance/measure2_fastpp_official_azure_conv_192.jsonl
dense_screen_v1:b1_alp_rebalance:measure3_heterogeneous_bursty,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:25:44.623278+00:00,2026-09-08T09:26:16.688849+00:00,"4,5,6,7",32.06557035446167,0.03562841150495741,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b1_alp_rebalance/measure3_heterogeneous_bursty.jsonl
dense_screen_v1:b1_pp_only:measure0_short_high_concurrency,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:27:17.643180+00:00,2026-09-08T09:27:36.506380+00:00,"4,5,6,7",18.863199949264526,0.020959111054738362,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b1_pp_only/measure0_short_high_concurrency.jsonl
dense_screen_v1:b1_pp_only:measure1_heterogeneous_steady,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:27:37.228269+00:00,2026-09-08T09:28:18.295401+00:00,"4,5,6,7",41.067132234573364,0.04563014692730374,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b1_pp_only/measure1_heterogeneous_steady.jsonl
dense_screen_v1:b1_pp_only:measure2_fastpp_official_azure_conv_192,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:28:18.854413+00:00,2026-09-08T09:30:00.348812+00:00,"4,5,6,7",101.49439930915833,0.1127715547879537,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b1_pp_only/measure2_fastpp_official_azure_conv_192.jsonl
dense_screen_v1:b1_pp_only:measure3_heterogeneous_bursty,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:30:00.983916+00:00,2026-09-08T09:30:40.549773+00:00,"4,5,6,7",39.56585717201233,0.043962063524458146,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b1_pp_only/measure3_heterogeneous_bursty.jsonl
dense_screen_v1:b1_greedy:measure0_short_high_concurrency,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:31:35.072403+00:00,2026-09-08T09:31:46.771827+00:00,"4,5,6,7",11.699423551559448,0.01299935950173272,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b1_greedy/measure0_short_high_concurrency.jsonl
dense_screen_v1:b1_greedy:measure1_heterogeneous_steady,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:31:47.423460+00:00,2026-09-08T09:32:19.942632+00:00,"4,5,6,7",32.519171714782715,0.03613241301642524,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b1_greedy/measure1_heterogeneous_steady.jsonl
dense_screen_v1:b1_greedy:measure2_fastpp_official_azure_conv_192,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:32:20.558019+00:00,2026-09-08T09:33:47.993439+00:00,"4,5,6,7",87.43542003631592,0.09715046670701769,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b1_greedy/measure2_fastpp_official_azure_conv_192.jsonl
dense_screen_v1:b1_greedy:measure3_heterogeneous_bursty,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:33:48.689009+00:00,2026-09-08T09:34:20.190322+00:00,"4,5,6,7",31.50131344795227,0.035001459386613636,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b1_greedy/measure3_heterogeneous_bursty.jsonl
dense_screen_v1:b1_alp:measure0_short_high_concurrency,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:35:28.060826+00:00,2026-09-08T09:35:40.824278+00:00,"4,5,6,7",12.763451337814331,0.014181612597571478,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b1_alp/measure0_short_high_concurrency.jsonl
dense_screen_v1:b1_alp:measure1_heterogeneous_steady,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:35:41.539032+00:00,2026-09-08T09:36:14.673822+00:00,"4,5,6,7",33.13479018211365,0.03681643353568183,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b1_alp/measure1_heterogeneous_steady.jsonl
dense_screen_v1:b1_alp:measure2_fastpp_official_azure_conv_192,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:36:15.382876+00:00,2026-09-08T09:37:38.743405+00:00,"4,5,6,7",83.36052966117859,0.09262281073464287,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b1_alp/measure2_fastpp_official_azure_conv_192.jsonl
dense_screen_v1:b1_alp:measure3_heterogeneous_bursty,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:37:39.422770+00:00,2026-09-08T09:38:11.394714+00:00,"4,5,6,7",31.971944093704224,0.035524382326338026,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b1_alp/measure3_heterogeneous_bursty.jsonl
dense_screen_v1:b2_pp_only:measure0_short_high_concurrency,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:39:01.173619+00:00,2026-09-08T09:39:12.872968+00:00,"4,5,6,7",11.69934892654419,0.0129992765850491,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b2_pp_only/measure0_short_high_concurrency.jsonl
dense_screen_v1:b2_pp_only:measure1_fastpp_official_azure_conv_192,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:39:13.520469+00:00,2026-09-08T09:40:36.792772+00:00,"4,5,6,7",83.27230262756348,0.09252478069729275,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b2_pp_only/measure1_fastpp_official_azure_conv_192.jsonl
dense_screen_v1:b2_pp_only:measure2_heterogeneous_steady,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:40:37.444546+00:00,2026-09-08T09:41:10.101134+00:00,"4,5,6,7",32.65658760070801,0.03628509733412001,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b2_pp_only/measure2_heterogeneous_steady.jsonl
dense_screen_v1:b2_pp_only:measure3_heterogeneous_bursty,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:41:10.780812+00:00,2026-09-08T09:41:42.044318+00:00,"4,5,6,7",31.263506650924683,0.034737229612138536,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b2_pp_only/measure3_heterogeneous_bursty.jsonl
dense_screen_v1:b2_alp:measure0_short_high_concurrency,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:42:45.872993+00:00,2026-09-08T09:42:58.577945+00:00,"4,5,6,7",12.704951763153076,0.014116613070170085,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b2_alp/measure0_short_high_concurrency.jsonl
dense_screen_v1:b2_alp:measure1_fastpp_official_azure_conv_192,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:42:59.349053+00:00,2026-09-08T09:44:23.042449+00:00,"4,5,6,7",83.69339632987976,0.09299266258875528,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b2_alp/measure1_fastpp_official_azure_conv_192.jsonl
dense_screen_v1:b2_alp:measure2_heterogeneous_steady,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:44:23.706710+00:00,2026-09-08T09:44:56.955709+00:00,"4,5,6,7",33.24899911880493,0.036943332354227705,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b2_alp/measure2_heterogeneous_steady.jsonl
dense_screen_v1:b2_alp:measure3_heterogeneous_bursty,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:44:57.623755+00:00,2026-09-08T09:45:30.151129+00:00,"4,5,6,7",32.527374029159546,0.03614152669906616,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b2_alp/measure3_heterogeneous_bursty.jsonl
dense_screen_v1:b2_alp_rebalance:measure0_short_high_concurrency,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:46:36.672613+00:00,2026-09-08T09:46:49.408878+00:00,"4,5,6,7",12.736264944076538,0.014151405493418376,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b2_alp_rebalance/measure0_short_high_concurrency.jsonl
dense_screen_v1:b2_alp_rebalance:measure1_fastpp_official_azure_conv_192,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:46:50.109123+00:00,2026-09-08T09:48:13.592965+00:00,"4,5,6,7",83.48384189605713,0.09275982432895237,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b2_alp_rebalance/measure1_fastpp_official_azure_conv_192.jsonl
dense_screen_v1:b2_alp_rebalance:measure2_heterogeneous_steady,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:48:14.248103+00:00,2026-09-08T09:48:47.369081+00:00,"4,5,6,7",33.120978593826294,0.03680108732647366,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b2_alp_rebalance/measure2_heterogeneous_steady.jsonl
dense_screen_v1:b2_alp_rebalance:measure3_heterogeneous_bursty,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:48:48.046602+00:00,2026-09-08T09:49:19.851215+00:00,"4,5,6,7",31.804612636566162,0.03533845848507351,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b2_alp_rebalance/measure3_heterogeneous_bursty.jsonl
dense_screen_v1:b2_greedy:measure0_short_high_concurrency,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:50:15.735413+00:00,2026-09-08T09:50:27.283590+00:00,"4,5,6,7",11.548176288604736,0.012831306987338595,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b2_greedy/measure0_short_high_concurrency.jsonl
dense_screen_v1:b2_greedy:measure1_fastpp_official_azure_conv_192,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:50:27.956013+00:00,2026-09-08T09:51:50.433230+00:00,"4,5,6,7",82.47721672058105,0.09164135191175672,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b2_greedy/measure1_fastpp_official_azure_conv_192.jsonl
dense_screen_v1:b2_greedy:measure2_heterogeneous_steady,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:51:51.193929+00:00,2026-09-08T09:52:24.018970+00:00,"4,5,6,7",32.825040340423584,0.036472267044915095,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b2_greedy/measure2_heterogeneous_steady.jsonl
dense_screen_v1:b2_greedy:measure3_heterogeneous_bursty,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T09:52:24.676591+00:00,2026-09-08T09:52:55.925231+00:00,"4,5,6,7",31.248640060424805,0.034720711178249784,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_screen_v1/b2_greedy/measure3_heterogeneous_bursty.jsonl
dense_p2p0_control_v1:b0_alp:measure0_short_high_concurrency,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T10:01:03.175350+00:00,2026-09-08T10:01:16.469084+00:00,"4,5,6,7",13.293733358383179,0.014770814842647976,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_p2p0_control_v1/b0_alp/measure0_short_high_concurrency.jsonl
dense_p2p0_control_v1:b0_alp:measure1_heterogeneous_steady,FASTPP,Official PP/DC/ALP/BR independent-restart request-level comparison,2026-09-08T10:01:17.175106+00:00,2026-09-08T10:01:50.314712+00:00,"4,5,6,7",33.13960576057434,0.03682178417841593,measurement,CROSS_CONFIG_CORRECTNESS_PENDING,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/scheduling_overlap_successor_mining_20260908_161510/fastpp_runs/dense_p2p0_control_v1/b0_alp/measure1_heterogeneous_steady.jsonl
