sample_id,category,layer,rank,assignments,vision_assignments,nonvision_assignments,expert_ms
camera,natural,30,3,2684,2612,72,0.4684799909591675
camera,natural,31,3,2244,2056,188,0.47071999311447144
camera,natural,32,3,2400,2240,160,0.45687998831272125
camera,natural,33,3,2196,2036,160,0.46374399960041046
camera,natural,34,3,1880,1708,172,0.47246401011943817
camera,natural,35,3,2496,2332,164,0.46985600888729095
camera,natural,36,3,2812,2600,212,0.47567999362945557
camera,natural,37,3,1824,1644,180,0.466496005654335
camera,natural,38,3,2456,2272,184,0.46964800357818604
camera,natural,39,3,2324,2160,164,0.46591998636722565
camera,natural,40,3,2392,2196,196,0.47627197206020355
camera,natural,41,3,2216,2132,84,0.46534401178359985
camera,natural,42,3,1964,1820,144,0.45822398364543915
camera,natural,43,3,2388,2240,148,0.4572799950838089
camera,natural,44,3,1932,1788,144,0.4625599980354309
camera,natural,45,3,2416,2276,140,0.4721119850873947
camera,natural,46,3,2464,2228,236,0.466464027762413
camera,natural,47,3,2176,1972,204,0.4620959907770157
retina,fine_grained,0,3,17060,16876,184,0.957599937915802
retina,fine_grained,1,3,16112,15904,208,0.9549280107021332
retina,fine_grained,2,3,16128,16012,116,0.9703199565410614
retina,fine_grained,3,3,16352,16148,204,0.9715200066566467
retina,fine_grained,4,3,19536,19352,184,1.040831983089447
retina,fine_grained,5,3,20220,20040,180,1.0413439869880676
retina,fine_grained,6,3,13464,13332,132,0.8518560230731964
retina,fine_grained,7,3,20740,20552,188,0.9641119986772537
retina,fine_grained,8,3,12972,12876,96,0.8166719824075699
retina,fine_grained,9,3,12504,12348,156,0.8058559894561768
retina,fine_grained,10,3,15768,15568,200,0.8865919709205627
retina,fine_grained,11,3,17104,17000,104,0.9005760103464127
retina,fine_grained,12,3,18720,18520,200,0.9287199825048447
retina,fine_grained,13,3,16380,16160,220,0.8946880102157593
retina,fine_grained,14,3,14876,14700,176,0.8695359975099564
retina,fine_grained,15,3,15680,15568,112,0.8812479823827744
retina,fine_grained,16,3,10508,10328,180,0.7609279900789261
retina,fine_grained,17,3,16172,16076,96,0.8920319676399231
retina,fine_grained,18,3,14932,14816,116,0.8598240464925766
retina,fine_grained,19,3,17400,17220,180,0.8976320028305054
retina,fine_grained,20,3,13896,13768,128,0.8306559920310974
retina,fine_grained,21,3,13180,12992,188,0.8247039765119553
retina,fine_grained,22,3,17252,17052,200,0.8923679888248444
retina,fine_grained,23,3,16704,16556,148,0.907024011015892
retina,fine_grained,24,3,20548,20360,188,1.0479359924793243
retina,fine_grained,25,3,15652,15432,220,0.9657920002937317
retina,fine_grained,26,3,15248,15096,152,0.9122080355882645
retina,fine_grained,27,3,17928,17764,164,0.916592001914978
retina,fine_grained,28,3,11120,10976,144,0.7715200185775757
retina,fine_grained,29,3,14328,14256,72,0.8456960320472717
retina,fine_grained,30,3,14280,14200,80,0.8313599675893784
retina,fine_grained,31,3,13760,13576,184,0.8356319665908813
retina,fine_grained,32,3,11512,11380,132,0.7533439993858337
retina,fine_grained,33,3,13588,13396,192,0.8264160305261612
retina,fine_grained,34,3,16492,16308,184,0.8759520500898361
retina,fine_grained,35,3,16140,16004,136,0.8904959559440613
retina,fine_grained,36,3,18644,18448,196,0.9256640076637268
retina,fine_grained,37,3,15936,15720,216,0.8785280138254166
retina,fine_grained,38,3,16804,16652,152,0.910832017660141
retina,fine_grained,39,3,14248,14072,176,0.834879994392395
retina,fine_grained,40,3,14288,14112,176,0.8563679903745651
retina,fine_grained,41,3,14768,14688,80,0.8523200005292892
retina,fine_grained,42,3,13644,13508,136,0.8448640406131744
retina,fine_grained,43,3,17908,17756,152,0.8999040573835373
retina,fine_grained,44,3,17752,17572,180,0.9193759560585022
retina,fine_grained,45,3,14676,14540,136,0.8472320586442947
retina,fine_grained,46,3,14608,14352,256,0.8422080278396606
retina,fine_grained,47,3,13644,13444,200,0.8372640013694763
microaneurysms,fine_grained,0,3,828,652,176,0.40275199711322784
microaneurysms,fine_grained,1,3,696,500,196,0.4169280230998993
microaneurysms,fine_grained,2,3,664,548,116,0.41116800904273987
microaneurysms,fine_grained,3,3,788,592,196,0.41686399281024933
microaneurysms,fine_grained,4,3,660,468,192,0.4145120084285736
microaneurysms,fine_grained,5,3,732,584,148,0.41360001266002655
microaneurysms,fine_grained,6,3,372,280,92,0.4008000046014786
microaneurysms,fine_grained,7,3,920,708,212,0.4062560200691223
microaneurysms,fine_grained,8,3,604,508,96,0.40617601573467255
microaneurysms,fine_grained,9,3,412,244,168,0.3917279988527298
microaneurysms,fine_grained,10,3,656,468,188,0.4039040207862854
microaneurysms,fine_grained,11,3,612,496,116,0.4079519808292389
microaneurysms,fine_grained,12,3,760,544,216,0.4055519998073578
microaneurysms,fine_grained,13,3,844,588,256,0.4052959978580475
microaneurysms,fine_grained,14,3,532,360,172,0.4098239839076996
microaneurysms,fine_grained,15,3,628,488,140,0.40963201224803925
microaneurysms,fine_grained,16,3,536,368,168,0.40483202040195465
microaneurysms,fine_grained,17,3,680,584,96,0.395440012216568
microaneurysms,fine_grained,18,3,404,328,76,0.402351975440979
microaneurysms,fine_grained,19,3,932,728,204,0.4296160042285919
microaneurysms,fine_grained,20,3,524,400,124,0.4072960168123245
microaneurysms,fine_grained,21,3,524,324,200,0.41308799386024475
microaneurysms,fine_grained,22,3,796,624,172,0.415008008480072
microaneurysms,fine_grained,23,3,596,448,148,0.41100800037384033
microaneurysms,fine_grained,24,3,940,732,208,0.4143519997596741
microaneurysms,fine_grained,25,3,928,704,224,0.41011200845241547
microaneurysms,fine_grained,26,3,600,448,152,0.41788800060749054
microaneurysms,fine_grained,27,3,716,548,168,0.41436800360679626
microaneurysms,fine_grained,28,3,512,376,136,0.4007200002670288
microaneurysms,fine_grained,29,3,768,668,100,0.4179520010948181
microaneurysms,fine_grained,30,3,460,400,60,0.40884798765182495
microaneurysms,fine_grained,31,3,876,688,188,0.41414402425289154
microaneurysms,fine_grained,32,3,576,432,144,0.4153280109167099
microaneurysms,fine_grained,33,3,648,484,164,0.4111200124025345
microaneurysms,fine_grained,34,3,804,612,192,0.41865599155426025
microaneurysms,fine_grained,35,3,688,532,156,0.418303981423378
microaneurysms,fine_grained,36,3,900,696,204,0.40780800580978394
microaneurysms,fine_grained,37,3,776,548,228,0.4118559956550598
microaneurysms,fine_grained,38,3,680,520,160,0.4166399985551834
microaneurysms,fine_grained,39,3,740,548,192,0.41411200165748596
microaneurysms,fine_grained,40,3,616,432,184,0.4098080098628998
microaneurysms,fine_grained,41,3,572,508,64,0.40030400454998016
microaneurysms,fine_grained,42,3,508,376,132,0.4068479984998703
microaneurysms,fine_grained,43,3,812,660,152,0.4158080220222473
microaneurysms,fine_grained,44,3,532,388,144,0.4107999801635742
microaneurysms,fine_grained,45,3,680,576,104,0.4079360067844391
microaneurysms,fine_grained,46,3,660,428,232,0.4031839817762375
microaneurysms,fine_grained,47,3,796,592,204,0.41380801796913147
model_card,chart_document,0,3,6548,6356,192,0.6181280016899109
model_card,chart_document,1,3,6664,6436,228,0.6054559946060181
model_card,chart_document,2,3,6668,6504,164,0.6214240193367004
model_card,chart_document,3,3,7104,6920,184,0.625216007232666
model_card,chart_document,4,3,6492,6260,232,0.616719976067543
model_card,chart_document,5,3,6416,6264,152,0.5872479826211929
model_card,chart_document,6,3,5004,4896,108,0.5848480015993118
model_card,chart_document,7,3,7160,6968,192,0.6261759996414185
model_card,chart_document,8,3,6032,5892,140,0.583296000957489
model_card,chart_document,9,3,5520,5348,172,0.5779039859771729
model_card,chart_document,10,3,5960,5808,152,0.5862400084733963
model_card,chart_document,11,3,5832,5708,124,0.5883519947528839
model_card,chart_document,12,3,6904,6700,204,0.6217120289802551
model_card,chart_document,13,3,6460,6300,160,0.5978240072727203
model_card,chart_document,14,3,6636,6464,172,0.6199359893798828
model_card,chart_document,15,3,7044,6860,184,0.6205439865589142
model_card,chart_document,16,3,7144,6900,244,0.6312479972839355
model_card,chart_document,17,3,6264,6120,144,0.5885439962148666
model_card,chart_document,18,3,5720,5648,72,0.5740000009536743
model_card,chart_document,19,3,6084,5836,248,0.5831679850816727
model_card,chart_document,20,3,6476,6300,176,0.612496018409729
model_card,chart_document,21,3,6664,6436,228,0.6007519960403442
model_card,chart_document,22,3,6512,6288,224,0.619488000869751
model_card,chart_document,23,3,6220,6060,160,0.5851839780807495
model_card,chart_document,24,3,7068,6856,212,0.6288319975137711
model_card,chart_document,25,3,7248,7048,200,0.6181759834289551
model_card,chart_document,26,3,7204,7028,176,0.6391200125217438
model_card,chart_document,27,3,6748,6484,264,0.6143839955329895
model_card,chart_document,28,3,6580,6412,168,0.6172800064086914
model_card,chart_document,29,3,5944,5824,120,0.5961920022964478
model_card,chart_document,30,3,6236,6184,52,0.6122400015592575
model_card,chart_document,31,3,6352,6144,208,0.6131040155887604
model_card,chart_document,32,3,6152,5928,224,0.6085760295391083
model_card,chart_document,33,3,6960,6756,204,0.617807999253273
model_card,chart_document,34,3,6244,6016,228,0.5878399908542633
model_card,chart_document,35,3,6048,5920,128,0.5947360247373581
model_card,chart_document,36,3,7584,7340,244,0.6247519999742508
model_card,chart_document,37,3,6136,5972,164,0.5861760079860687
model_card,chart_document,38,3,7840,7640,200,0.6261759996414185
model_card,chart_document,39,3,6904,6672,232,0.6198080033063889
model_card,chart_document,40,3,6792,6592,200,0.6026560068130493
model_card,chart_document,41,3,6004,5892,112,0.5836159884929657
model_card,chart_document,42,3,5412,5284,128,0.5803679972887039
model_card,chart_document,43,3,6304,6112,192,0.5910879969596863
model_card,chart_document,44,3,5308,5132,176,0.5748159736394882
model_card,chart_document,45,3,6224,6088,136,0.5996639728546143
model_card,chart_document,46,3,6972,6712,260,0.6215679794549942
model_card,chart_document,47,3,6644,6396,248,0.6147680133581161
scanned_page,chart_document,0,3,668,472,196,0.41363199055194855
scanned_page,chart_document,1,3,668,460,208,0.42022398114204407
scanned_page,chart_document,2,3,720,568,152,0.4031040072441101
scanned_page,chart_document,3,3,756,564,192,0.4164000153541565
scanned_page,chart_document,4,3,652,424,228,0.40480002760887146
scanned_page,chart_document,5,3,908,764,144,0.42190396785736084
scanned_page,chart_document,6,3,304,220,84,0.4053279906511307
scanned_page,chart_document,7,3,1280,1068,212,0.406016007065773
scanned_page,chart_document,8,3,560,424,136,0.40425603091716766
scanned_page,chart_document,9,3,604,428,176,0.4070719927549362
scanned_page,chart_document,10,3,736,560,176,0.4031040072441101
scanned_page,chart_document,11,3,512,400,112,0.4094559997320175
scanned_page,chart_document,12,3,1044,812,232,0.40811197459697723
scanned_page,chart_document,13,3,608,440,168,0.41752001643180847
scanned_page,chart_document,14,3,500,320,180,0.4058399945497513
scanned_page,chart_document,15,3,692,492,200,0.4001440107822418
scanned_page,chart_document,16,3,836,624,212,0.4015520066022873
scanned_page,chart_document,17,3,612,488,124,0.40828798711299896
scanned_page,chart_document,18,3,248,168,80,0.3949599862098694
scanned_page,chart_document,19,3,988,752,236,0.40667198598384857
scanned_page,chart_document,20,3,684,516,168,0.4012319892644882
scanned_page,chart_document,21,3,828,600,228,0.4066240042448044
scanned_page,chart_document,22,3,764,544,220,0.41251198947429657
scanned_page,chart_document,23,3,660,484,176,0.40118399262428284
scanned_page,chart_document,24,3,1156,924,232,0.4299680143594742
scanned_page,chart_document,25,3,700,500,200,0.4092959761619568
scanned_page,chart_document,26,3,568,388,180,0.4033920019865036
scanned_page,chart_document,27,3,888,624,264,0.4191359877586365
scanned_page,chart_document,28,3,688,500,188,0.40651197731494904
scanned_page,chart_document,29,3,564,448,116,0.40884798765182495
scanned_page,chart_document,30,3,300,240,60,0.40859200060367584
scanned_page,chart_document,31,3,924,724,200,0.41387198865413666
scanned_page,chart_document,32,3,720,508,212,0.42028801143169403
scanned_page,chart_document,33,3,772,564,208,0.40038397908210754
scanned_page,chart_document,34,3,876,620,256,0.4177119880914688
scanned_page,chart_document,35,3,580,444,136,0.4058079719543457
scanned_page,chart_document,36,3,1104,864,240,0.43294399976730347
scanned_page,chart_document,37,3,716,536,180,0.40884800255298615
scanned_page,chart_document,38,3,728,524,204,0.4052959978580475
scanned_page,chart_document,39,3,872,624,248,0.4063039869070053
scanned_page,chart_document,40,3,764,576,188,0.4036800116300583
scanned_page,chart_document,41,3,560,460,100,0.40587203204631805
scanned_page,chart_document,42,3,524,384,140,0.39796799421310425
scanned_page,chart_document,43,3,628,452,176,0.4127200096845627
scanned_page,chart_document,44,3,548,360,188,0.4015520066022873
scanned_page,chart_document,45,3,648,524,124,0.40806399285793304
scanned_page,chart_document,46,3,896,664,232,0.4105439931154251
scanned_page,chart_document,47,3,1032,764,268,0.41283199191093445
