sample_id,category,layer,rank,assignments,vision_assignments,nonvision_assignments,expert_ms
microaneurysms,fine_grained,37,1,552,420,132,0.3940960168838501
microaneurysms,fine_grained,38,1,720,552,168,0.4038560092449188
microaneurysms,fine_grained,39,1,1016,764,252,0.42312002182006836
microaneurysms,fine_grained,40,1,876,692,184,0.40454401075839996
microaneurysms,fine_grained,41,1,768,560,208,0.4139360040426254
microaneurysms,fine_grained,42,1,1004,804,200,0.4171680063009262
microaneurysms,fine_grained,43,1,828,616,212,0.40563200414180756
microaneurysms,fine_grained,44,1,848,676,172,0.4076319932937622
microaneurysms,fine_grained,45,1,656,456,200,0.4031680077314377
microaneurysms,fine_grained,46,1,636,488,148,0.3959680199623108
microaneurysms,fine_grained,47,1,592,452,140,0.3996640145778656
model_card,chart_document,0,1,7164,7016,148,0.608831986784935
model_card,chart_document,1,1,7652,7548,104,0.615216001868248
model_card,chart_document,2,1,6084,5840,244,0.5854559987783432
model_card,chart_document,3,1,7016,6932,84,0.6200960129499435
model_card,chart_document,4,1,6792,6600,192,0.5989599972963333
model_card,chart_document,5,1,6216,6064,152,0.5906559973955154
model_card,chart_document,6,1,6628,6388,240,0.5921760052442551
model_card,chart_document,7,1,5788,5600,188,0.5852160155773163
model_card,chart_document,8,1,7644,7440,204,0.6310400068759918
model_card,chart_document,9,1,7804,7620,184,0.6156479716300964
model_card,chart_document,10,1,5828,5612,216,0.5710880011320114
model_card,chart_document,11,1,6576,6428,148,0.6132000088691711
model_card,chart_document,12,1,6088,5940,148,0.5884319841861725
model_card,chart_document,13,1,6388,6224,164,0.5752480179071426
model_card,chart_document,14,1,7280,7152,128,0.6185600161552429
model_card,chart_document,15,1,5928,5740,188,0.5836960226297379
model_card,chart_document,16,1,5652,5540,112,0.5677760243415833
model_card,chart_document,17,1,7112,6956,156,0.6042079776525497
model_card,chart_document,18,1,5640,5432,208,0.583840012550354
model_card,chart_document,19,1,6600,6448,152,0.6189279854297638
model_card,chart_document,20,1,7456,7244,212,0.6285600066184998
model_card,chart_document,21,1,6856,6688,168,0.6156959980726242
model_card,chart_document,22,1,5688,5532,156,0.5758399963378906
model_card,chart_document,23,1,7180,7020,160,0.6193280071020126
model_card,chart_document,24,1,5996,5876,120,0.5841440111398697
model_card,chart_document,25,1,6404,6232,172,0.5739519894123077
model_card,chart_document,26,1,6816,6680,136,0.5973759740591049
model_card,chart_document,27,1,6480,6304,176,0.5898079872131348
model_card,chart_document,28,1,5484,5340,144,0.5852959901094437
model_card,chart_document,29,1,7156,6996,160,0.6160639971494675
model_card,chart_document,30,1,5496,5244,252,0.5742400288581848
model_card,chart_document,31,1,7212,7080,132,0.6251199841499329
model_card,chart_document,32,1,6740,6560,180,0.5971839874982834
model_card,chart_document,33,1,7032,6824,208,0.6091679930686951
model_card,chart_document,34,1,6444,6312,132,0.5881440192461014
model_card,chart_document,35,1,6916,6784,132,0.6222079992294312
model_card,chart_document,36,1,6656,6532,124,0.6007039844989777
model_card,chart_document,37,1,5756,5592,164,0.5734720081090927
model_card,chart_document,38,1,6372,6252,120,0.5820959955453873
model_card,chart_document,39,1,7360,7128,232,0.6223680078983307
model_card,chart_document,40,1,5888,5732,156,0.5858399868011475
model_card,chart_document,41,1,7732,7548,184,0.6287520229816437
model_card,chart_document,42,1,6784,6532,252,0.6059840023517609
model_card,chart_document,43,1,6380,6240,140,0.5933120250701904
model_card,chart_document,44,1,6524,6372,152,0.60657599568367
model_card,chart_document,45,1,5432,5288,144,0.5692640095949173
model_card,chart_document,46,1,5436,5288,148,0.5736160129308701
model_card,chart_document,47,1,6852,6708,144,0.6047679632902145
scanned_page,chart_document,0,1,840,692,148,0.41203199326992035
scanned_page,chart_document,1,1,748,644,104,0.4135039895772934
scanned_page,chart_document,2,1,856,612,244,0.40091200172901154
scanned_page,chart_document,3,1,640,556,84,0.4103519916534424
scanned_page,chart_document,4,1,1088,888,200,0.4047039747238159
scanned_page,chart_document,5,1,616,460,156,0.40748800337314606
scanned_page,chart_document,6,1,920,672,248,0.40852801501750946
scanned_page,chart_document,7,1,324,172,152,0.39401598274707794
scanned_page,chart_document,8,1,872,636,236,0.4047839939594269
scanned_page,chart_document,9,1,1032,844,188,0.4080960154533386
scanned_page,chart_document,10,1,980,768,212,0.39580799639225006
scanned_page,chart_document,11,1,808,636,172,0.4050240218639374
scanned_page,chart_document,12,1,564,412,152,0.4020959883928299
scanned_page,chart_document,13,1,968,812,156,0.4015679806470871
scanned_page,chart_document,14,1,772,656,116,0.3996639996767044
scanned_page,chart_document,15,1,1160,980,180,0.40937602519989014
scanned_page,chart_document,16,1,676,572,104,0.40668800473213196
scanned_page,chart_document,17,1,680,524,156,0.4066240191459656
scanned_page,chart_document,18,1,960,748,212,0.40110398828983307
scanned_page,chart_document,19,1,416,272,144,0.39822399616241455
scanned_page,chart_document,20,1,872,636,236,0.4102400094270706
scanned_page,chart_document,21,1,716,568,148,0.4026399999856949
scanned_page,chart_document,22,1,836,688,148,0.40331199765205383
scanned_page,chart_document,23,1,636,492,144,0.40168000757694244
scanned_page,chart_document,24,1,476,356,120,0.40161600708961487
scanned_page,chart_document,25,1,996,812,184,0.4039999842643738
scanned_page,chart_document,26,1,592,480,112,0.40430401265621185
scanned_page,chart_document,27,1,1072,888,184,0.4094880074262619
scanned_page,chart_document,28,1,848,700,148,0.4111359864473343
scanned_page,chart_document,29,1,640,472,168,0.4071680009365082
scanned_page,chart_document,30,1,1008,764,244,0.3942880183458328
scanned_page,chart_document,31,1,556,416,140,0.4036959707736969
scanned_page,chart_document,32,1,868,676,192,0.3968479782342911
scanned_page,chart_document,33,1,912,720,192,0.39454399049282074
scanned_page,chart_document,34,1,724,580,144,0.4030879884958267
scanned_page,chart_document,35,1,676,536,140,0.39585597813129425
scanned_page,chart_document,36,1,548,412,136,0.40985602140426636
scanned_page,chart_document,37,1,860,688,172,0.398047998547554
scanned_page,chart_document,38,1,548,460,88,0.3840160071849823
scanned_page,chart_document,39,1,1008,776,232,0.3962720036506653
scanned_page,chart_document,40,1,864,692,172,0.3996960073709488
scanned_page,chart_document,41,1,740,572,168,0.40352001786231995
scanned_page,chart_document,42,1,1032,764,268,0.40860798954963684
scanned_page,chart_document,43,1,796,644,152,0.3986240178346634
scanned_page,chart_document,44,1,676,528,148,0.3949599862098694
scanned_page,chart_document,45,1,656,500,156,0.4059840142726898
scanned_page,chart_document,46,1,580,432,148,0.4031679928302765
scanned_page,chart_document,47,1,608,476,132,0.3970079869031906
astronaut,natural,0,2,2136,1948,188,1.0355039536952972
astronaut,natural,1,2,2212,2032,180,0.9049599468708038
astronaut,natural,2,2,2156,1972,184,0.7585919797420502
astronaut,natural,3,2,2048,1888,160,0.7562240362167358
astronaut,natural,4,2,2116,1920,196,0.47857600450515747
astronaut,natural,5,2,1960,1804,156,0.4625919908285141
astronaut,natural,6,2,2196,2008,188,0.7067679762840271
astronaut,natural,7,2,1964,1848,116,0.6564959585666656
astronaut,natural,8,2,2456,2268,188,0.7369760274887085
astronaut,natural,9,2,1896,1696,200,0.772879958152771
astronaut,natural,10,2,2000,1816,184,0.48177599906921387
astronaut,natural,11,2,2428,2280,148,0.47916799783706665
astronaut,natural,12,2,2472,2272,200,0.46116799116134644
astronaut,natural,13,2,1936,1772,164,0.6226880103349686
astronaut,natural,14,2,2092,1960,132,0.4864160120487213
astronaut,natural,15,2,1884,1716,168,0.4658079892396927
astronaut,natural,16,2,1972,1748,224,0.46823999285697937
astronaut,natural,17,2,2028,1824,204,0.47385598719120026
astronaut,natural,18,2,2476,2248,228,0.46833600103855133
astronaut,natural,19,2,1560,1460,100,0.45416000485420227
astronaut,natural,20,2,2056,1888,168,0.47625601291656494
astronaut,natural,21,2,2236,2044,192,0.4588160216808319
astronaut,natural,22,2,2276,2064,212,0.6299840211868286
astronaut,natural,23,2,1992,1852,140,0.4822400063276291
astronaut,natural,24,2,2288,2112,176,0.463375985622406
astronaut,natural,25,2,2064,1944,120,0.46667200326919556
astronaut,natural,26,2,2268,2092,176,0.7048800587654114
astronaut,natural,27,2,1952,1812,140,0.77224001288414
astronaut,natural,28,2,2128,1888,240,0.47355198860168457
astronaut,natural,29,2,2544,2332,212,0.47936001420021057
astronaut,natural,30,2,2072,1864,208,0.4684479981660843
astronaut,natural,31,2,1548,1460,88,0.4540320038795471
astronaut,natural,32,2,1960,1832,128,0.4647040069103241
astronaut,natural,33,2,2100,1900,200,0.4715519845485687
astronaut,natural,34,2,2344,2152,192,0.4657119959592819
astronaut,natural,35,2,1656,1536,120,0.45067198574543
astronaut,natural,36,2,1960,1792,168,0.44332799315452576
astronaut,natural,37,2,2184,2052,132,0.4779680073261261
astronaut,natural,38,2,2240,2072,168,0.4737439751625061
astronaut,natural,39,2,1960,1848,112,0.46076799929142
astronaut,natural,40,2,2112,1908,204,0.45956800878047943
astronaut,natural,41,2,2504,2308,196,0.4777439832687378
astronaut,natural,42,2,2648,2532,116,0.46881601214408875
astronaut,natural,43,2,2408,2180,228,0.45553602278232574
astronaut,natural,44,2,2344,2144,200,0.4596480131149292
astronaut,natural,45,2,1840,1668,172,0.4585920125246048
astronaut,natural,46,2,2288,2180,108,0.4663040190935135
astronaut,natural,47,2,1632,1476,156,0.45289599895477295
camera,natural,0,2,2364,2172,192,0.474464014172554
camera,natural,1,2,2100,1908,192,0.47758398950099945
camera,natural,2,2,2136,1956,180,0.4747360050678253
camera,natural,3,2,1980,1804,176,0.46828803420066833
camera,natural,4,2,2152,1956,196,0.46828798949718475
camera,natural,5,2,2068,1920,148,0.46492800116539
camera,natural,6,2,2120,1932,188,0.46825599670410156
camera,natural,7,2,2408,2300,108,0.4652799814939499
camera,natural,8,2,2008,1816,192,0.4586400240659714
camera,natural,9,2,2052,1852,200,0.4715359956026077
camera,natural,10,2,1920,1728,192,0.4660640209913254
camera,natural,11,2,2052,1908,144,0.472864031791687
camera,natural,12,2,2212,2008,204,0.47782398760318756
camera,natural,13,2,2352,2180,172,0.47199998795986176
camera,natural,14,2,2264,2104,160,0.47118400037288666
camera,natural,15,2,2112,1936,176,0.47064000368118286
camera,natural,16,2,2060,1844,216,0.45899198949337006
camera,natural,17,2,2020,1808,212,0.47363200783729553
camera,natural,18,2,2024,1800,224,0.4674239903688431
camera,natural,19,2,2524,2408,116,0.46700799465179443
camera,natural,20,2,2228,2056,172,0.46560001373291016
camera,natural,21,2,2216,2032,184,0.4623840004205704
camera,natural,22,2,2256,2056,200,0.48073598742485046
camera,natural,23,2,1744,1600,144,0.468655988574028
camera,natural,24,2,2392,2204,188,0.468223974108696
camera,natural,25,2,2408,2284,124,0.47310400009155273
camera,natural,26,2,2212,2040,172,0.4806400090456009
camera,natural,27,2,2212,2072,140,0.47065599262714386
camera,natural,28,2,2208,1960,248,0.4620319753885269
camera,natural,29,2,2460,2236,224,0.47630397975444794
camera,natural,30,2,1952,1708,244,0.47116799652576447
camera,natural,31,2,2216,2124,92,0.4779680222272873
camera,natural,32,2,2044,1892,152,0.4711199998855591
camera,natural,33,2,2152,1932,220,0.47363200783729553
camera,natural,34,2,2280,2096,184,0.4844000041484833
camera,natural,35,2,1652,1524,128,0.45824000239372253
camera,natural,36,2,2252,2072,180,0.46982400119304657
camera,natural,37,2,2488,2348,140,0.6070080101490021
camera,natural,38,2,2264,2100,164,0.48345598578453064
camera,natural,39,2,2384,2260,124,0.46988800168037415
camera,natural,40,2,2004,1812,192,0.46115200221538544
camera,natural,41,2,2212,1992,220,0.47806401550769806
camera,natural,42,2,2584,2472,112,0.47494398057460785
camera,natural,43,2,2044,1812,232,0.4609760046005249
camera,natural,44,2,2576,2372,204,0.4711039960384369
camera,natural,45,2,1984,1808,176,0.47088001668453217
camera,natural,46,2,2256,2132,124,0.5713760256767273
camera,natural,47,2,1716,1568,148,0.4626719802618027
retina,fine_grained,0,2,14600,14392,208,0.936672031879425
retina,fine_grained,1,2,16896,16700,196,0.9891679883003235
retina,fine_grained,2,2,15960,15740,220,0.9699680209159851
retina,fine_grained,3,2,15696,15532,164,0.890191987156868
retina,fine_grained,4,2,12932,12724,208,0.8330560326576233
retina,fine_grained,5,2,11880,11744,136,0.79236800968647
retina,fine_grained,6,2,13368,13180,188,0.8502400070428848
retina,fine_grained,7,2,19712,19544,168,0.9404640197753906
retina,fine_grained,8,2,18192,18004,188,0.9387039989233017
retina,fine_grained,9,2,17244,17052,192,0.9961120635271072
retina,fine_grained,10,2,15464,15292,172,0.9602880477905273
retina,fine_grained,11,2,12988,12872,116,0.831311970949173
retina,fine_grained,12,2,13252,13060,192,0.8235679864883423
retina,fine_grained,13,2,17100,16968,132,0.9055199772119522
retina,fine_grained,14,2,16360,16232,128,0.8860000371932983
retina,fine_grained,15,2,11844,11672,172,0.7862880229949951
retina,fine_grained,16,2,21304,21080,224,1.0722559690475464
retina,fine_grained,17,2,14640,14424,216,0.9286399781703949
retina,fine_grained,18,2,13924,13708,216,0.8714240044355392
retina,fine_grained,19,2,20264,20100,164,0.9698080271482468
retina,fine_grained,20,2,16120,15944,176,0.8987039625644684
retina,fine_grained,21,2,15148,14988,160,0.8728799670934677
retina,fine_grained,22,2,15948,15752,196,0.8827199637889862
retina,fine_grained,23,2,14224,14112,112,0.8306879997253418
retina,fine_grained,24,2,13352,13176,176,0.8423679918050766
retina,fine_grained,25,2,18520,18388,132,0.9361759722232819
retina,fine_grained,26,2,14364,14212,152,0.8404479771852493
retina,fine_grained,27,2,12232,12116,116,0.7896319925785065
retina,fine_grained,28,2,17372,17136,236,0.9128319770097733
retina,fine_grained,29,2,16672,16452,220,0.9123679846525192
retina,fine_grained,30,2,12488,12260,228,0.8350079506635666
retina,fine_grained,31,2,15972,15804,168,0.8846240043640137
retina,fine_grained,32,2,15892,15708,184,0.8799359798431396
retina,fine_grained,33,2,19016,18832,184,0.9401279836893082
retina,fine_grained,34,2,13964,13756,208,0.8527999967336655
retina,fine_grained,35,2,14284,14156,128,0.8395359665155411
retina,fine_grained,36,2,12232,12060,172,0.8398400098085403
retina,fine_grained,37,2,14748,14632,116,0.8551200032234192
retina,fine_grained,38,2,16500,16316,184,0.8914080113172531
retina,fine_grained,39,2,14440,14348,92,0.8560959845781326
retina,fine_grained,40,2,18336,18112,224,0.918224036693573
retina,fine_grained,41,2,17948,17712,236,0.9251359701156616
retina,fine_grained,42,2,17504,17320,184,1.0558559745550156
retina,fine_grained,43,2,14732,14560,172,0.8392800092697144
retina,fine_grained,44,2,14108,13896,212,0.8287520110607147
retina,fine_grained,45,2,13636,13480,156,0.8219200074672699
retina,fine_grained,46,2,17148,17064,84,0.8920480310916901
retina,fine_grained,47,2,12900,12732,168,0.8324960023164749
microaneurysms,fine_grained,0,2,624,404,220,0.40671998262405396
microaneurysms,fine_grained,1,2,760,568,192,0.4180480092763901
microaneurysms,fine_grained,2,2,636,424,212,0.4063520133495331
microaneurysms,fine_grained,3,2,688,512,176,0.4081760048866272
microaneurysms,fine_grained,4,2,552,368,184,0.4074559807777405
microaneurysms,fine_grained,5,2,512,368,144,0.4111679792404175
microaneurysms,fine_grained,6,2,788,548,240,0.4200960099697113
microaneurysms,fine_grained,7,2,708,552,156,0.4100639969110489
microaneurysms,fine_grained,8,2,780,588,192,0.41180798411369324
microaneurysms,fine_grained,9,2,780,596,184,0.40351998805999756
microaneurysms,fine_grained,10,2,812,640,172,0.41302400827407837
microaneurysms,fine_grained,11,2,660,548,112,0.4044799953699112
microaneurysms,fine_grained,12,2,668,476,192,0.4108320027589798
microaneurysms,fine_grained,13,2,596,476,120,0.4135040044784546
microaneurysms,fine_grained,14,2,580,428,152,0.40912000834941864
microaneurysms,fine_grained,15,2,500,360,140,0.3967680186033249
microaneurysms,fine_grained,16,2,856,612,244,0.41468800604343414
microaneurysms,fine_grained,17,2,736,492,244,0.4079519957304001
microaneurysms,fine_grained,18,2,892,640,252,0.4102400094270706
microaneurysms,fine_grained,19,2,848,696,152,0.4057760089635849
microaneurysms,fine_grained,20,2,704,532,172,0.412432000041008
microaneurysms,fine_grained,21,2,616,460,156,0.41118401288986206
microaneurysms,fine_grained,22,2,688,476,212,0.4180319905281067
microaneurysms,fine_grained,23,2,596,492,104,0.40355198085308075
microaneurysms,fine_grained,24,2,580,404,176,0.4135359972715378
microaneurysms,fine_grained,25,2,596,472,124,0.40695998072624207
microaneurysms,fine_grained,26,2,532,376,156,0.42137598991394043
microaneurysms,fine_grained,27,2,480,380,100,0.4166399836540222
microaneurysms,fine_grained,28,2,744,516,228,0.40409600734710693
microaneurysms,fine_grained,29,2,768,532,236,0.41892799735069275
microaneurysms,fine_grained,30,2,880,620,260,0.4090080112218857
microaneurysms,fine_grained,31,2,836,668,168,0.40777601301670074
microaneurysms,fine_grained,32,2,728,548,180,0.4079519957304001
microaneurysms,fine_grained,33,2,704,508,196,0.4179520010948181
microaneurysms,fine_grained,34,2,608,408,200,0.41540803015232086
microaneurysms,fine_grained,35,2,680,584,96,0.4163679778575897
microaneurysms,fine_grained,36,2,676,500,176,0.41044801473617554
microaneurysms,fine_grained,37,2,544,440,104,0.4158399999141693
microaneurysms,fine_grained,38,2,580,404,176,0.40566401183605194
microaneurysms,fine_grained,39,2,532,440,92,0.4113120138645172
microaneurysms,fine_grained,40,2,620,428,192,0.39846399426460266
microaneurysms,fine_grained,41,2,796,544,252,0.41206398606300354
microaneurysms,fine_grained,42,2,604,436,168,0.42480000853538513
microaneurysms,fine_grained,43,2,624,448,176,0.4113599956035614
microaneurysms,fine_grained,44,2,704,516,188,0.413520023226738
microaneurysms,fine_grained,45,2,608,444,164,0.40303999185562134
microaneurysms,fine_grained,46,2,744,640,104,0.41470399498939514
microaneurysms,fine_grained,47,2,524,364,160,0.39929598569869995
model_card,chart_document,0,2,5704,5480,224,0.579120010137558
model_card,chart_document,1,2,6336,6116,220,0.5931840091943741
model_card,chart_document,2,2,6180,5988,192,0.5877439975738525
model_card,chart_document,3,2,5736,5488,248,0.5880159884691238
model_card,chart_document,4,2,5424,5220,204,0.5709119886159897
model_card,chart_document,5,2,5780,5564,216,0.5894400030374527
model_card,chart_document,6,2,4836,4588,248,0.573712021112442
model_card,chart_document,7,2,5984,5876,108,0.5937280058860779
model_card,chart_document,8,2,5856,5648,208,0.5852479934692383
model_card,chart_document,9,2,6012,5768,244,0.7298880219459534
model_card,chart_document,10,2,7044,6868,176,0.6231200098991394
model_card,chart_document,11,2,6616,6416,200,0.6144479811191559
model_card,chart_document,12,2,6584,6368,216,0.6160479933023453
model_card,chart_document,13,2,5836,5652,184,0.590256005525589
model_card,chart_document,14,2,6288,6124,164,0.6034880131483078
model_card,chart_document,15,2,6800,6632,168,0.6186559945344925
model_card,chart_document,16,2,6520,6252,268,0.6177439987659454
model_card,chart_document,17,2,6016,5748,268,0.59647998213768
model_card,chart_document,18,2,5240,4948,292,0.5796480178833008
model_card,chart_document,19,2,6132,6040,92,0.616143986582756
model_card,chart_document,20,2,5672,5496,176,0.5937439948320389
model_card,chart_document,21,2,5916,5704,212,0.5833439975976944
model_card,chart_document,22,2,6932,6780,152,0.619039997458458
model_card,chart_document,23,2,5908,5736,172,0.5854720026254654
model_card,chart_document,24,2,6128,5920,208,0.5904159992933273
model_card,chart_document,25,2,6120,5976,144,0.5853599905967712
model_card,chart_document,26,2,6456,6256,200,0.6918560415506363
model_card,chart_document,27,2,6072,5948,124,0.5851520001888275
model_card,chart_document,28,2,7228,6908,320,0.6278720200061798
model_card,chart_document,29,2,7016,6732,284,0.628511980175972
model_card,chart_document,30,2,5324,5080,244,0.5879679769277573
model_card,chart_document,31,2,5820,5740,80,0.5888320058584213
model_card,chart_document,32,2,5484,5336,148,0.5852800011634827
model_card,chart_document,33,2,6000,5788,212,0.5937920212745667
model_card,chart_document,34,2,6788,6616,172,0.6137279868125916
model_card,chart_document,35,2,5988,5800,188,0.5828640013933182
model_card,chart_document,36,2,5316,5116,200,0.5808319747447968
model_card,chart_document,37,2,6832,6672,160,0.6175520122051239
model_card,chart_document,38,2,6168,5968,200,0.6073919981718063
model_card,chart_document,39,2,6172,6044,128,0.6094880104064941
model_card,chart_document,40,2,5796,5536,260,0.5840800106525421
model_card,chart_document,41,2,6296,6008,288,0.5975039899349213
model_card,chart_document,42,2,6744,6572,172,0.6186880022287369
model_card,chart_document,43,2,7264,6984,280,0.628511980175972
model_card,chart_document,44,2,7356,7156,200,0.6213759928941727
model_card,chart_document,45,2,7300,7052,248,0.6244959980249405
model_card,chart_document,46,2,5212,5036,176,0.5785599946975708
model_card,chart_document,47,2,5740,5588,152,0.5817440003156662
scanned_page,chart_document,0,2,728,516,212,0.41684800386428833
scanned_page,chart_document,1,2,892,684,208,0.420864000916481
scanned_page,chart_document,2,2,732,516,216,0.42158401012420654
scanned_page,chart_document,3,2,996,752,244,0.419376015663147
scanned_page,chart_document,4,2,508,324,184,0.41628800332546234
scanned_page,chart_document,5,2,736,532,204,0.42073601484298706
scanned_page,chart_document,6,2,980,716,264,0.4126880019903183
scanned_page,chart_document,7,2,572,472,100,0.4067520201206207
scanned_page,chart_document,8,2,604,432,172,0.4118080139160156
scanned_page,chart_document,9,2,700,476,224,0.4145120233297348
scanned_page,chart_document,10,2,872,704,168,0.40537601709365845
scanned_page,chart_document,11,2,816,628,188,0.41260796785354614
scanned_page,chart_document,12,2,812,616,196,0.4187999963760376
scanned_page,chart_document,13,2,732,548,184,0.4155680239200592
scanned_page,chart_document,14,2,760,592,168,0.41182397305965424
scanned_page,chart_document,15,2,636,488,148,0.41278398036956787
scanned_page,chart_document,16,2,1152,836,316,0.41542400419712067
scanned_page,chart_document,17,2,1076,792,284,0.4253920167684555
scanned_page,chart_document,18,2,1012,748,264,0.4132639914751053
scanned_page,chart_document,19,2,744,636,108,0.41894398629665375
scanned_page,chart_document,20,2,548,388,160,0.413984015583992
scanned_page,chart_document,21,2,708,500,208,0.4070400148630142
scanned_page,chart_document,22,2,844,668,176,0.41603200137615204
scanned_page,chart_document,23,2,644,496,148,0.4098239988088608
scanned_page,chart_document,24,2,636,444,192,0.40727999806404114
scanned_page,chart_document,25,2,588,468,120,0.41073597967624664
scanned_page,chart_document,26,2,756,568,188,0.415023997426033
scanned_page,chart_document,27,2,540,424,116,0.40984001755714417
scanned_page,chart_document,28,2,1088,780,308,0.4177599996328354
scanned_page,chart_document,29,2,1144,868,276,0.42424002289772034
scanned_page,chart_document,30,2,1012,768,244,0.4029439836740494
scanned_page,chart_document,31,2,672,592,80,0.4180000126361847
scanned_page,chart_document,32,2,552,404,148,0.41307199001312256
scanned_page,chart_document,33,2,668,452,216,0.41068799793720245
scanned_page,chart_document,34,2,844,676,168,0.4185760021209717
scanned_page,chart_document,35,2,764,580,184,0.41198401153087616
scanned_page,chart_document,36,2,720,528,192,0.4231039881706238
scanned_page,chart_document,37,2,748,588,160,0.42001599073410034
scanned_page,chart_document,38,2,748,556,192,0.4063519984483719
scanned_page,chart_document,39,2,588,464,124,0.4153119921684265
scanned_page,chart_document,40,2,780,532,248,0.40990403294563293
scanned_page,chart_document,41,2,1088,768,320,0.4236159920692444
scanned_page,chart_document,42,2,736,584,152,0.4036000221967697
scanned_page,chart_document,43,2,996,724,272,0.42336001992225647
scanned_page,chart_document,44,2,868,676,192,0.40811197459697723
scanned_page,chart_document,45,2,764,520,244,0.428368017077446
scanned_page,chart_document,46,2,680,488,192,0.4176640063524246
scanned_page,chart_document,47,2,512,356,156,0.4012320190668106
astronaut,natural,0,3,2108,1920,188,0.9358080327510834
astronaut,natural,1,3,2568,2372,196,0.8613280057907104
astronaut,natural,2,3,2208,2064,144,0.7867359817028046
astronaut,natural,3,3,2544,2356,188,0.7354719936847687
astronaut,natural,4,3,2140,1956,184,0.6505279839038849
astronaut,natural,5,3,2296,2140,156,0.4697119891643524
astronaut,natural,6,3,1816,1692,124,0.45320001244544983
astronaut,natural,7,3,2524,2316,208,0.47673602402210236
astronaut,natural,8,3,1748,1660,88,0.45611198246479034
astronaut,natural,9,3,1916,1752,164,0.4726240038871765
astronaut,natural,10,3,2108,1956,152,0.47251197695732117
astronaut,natural,11,3,1836,1708,128,0.46059198677539825
astronaut,natural,12,3,2164,1948,216,0.46401599049568176
astronaut,natural,13,3,2240,2084,156,0.47416001558303833
astronaut,natural,14,3,2020,1820,200,0.47091199457645416
astronaut,natural,15,3,2884,2784,100,0.4670080244541168
astronaut,natural,16,3,2440,2264,176,0.4458880126476288
astronaut,natural,17,3,2008,1916,92,0.4646719992160797
astronaut,natural,18,3,2488,2404,84,0.4600159823894501
astronaut,natural,19,3,2644,2432,212,0.4646879881620407
astronaut,natural,20,3,2120,1980,140,0.48025600612163544
astronaut,natural,21,3,1512,1312,200,0.4493120014667511
astronaut,natural,22,3,2492,2340,152,0.6292159557342529
astronaut,natural,23,3,2320,2152,168,0.6180640161037445
astronaut,natural,24,3,2292,2100,192,0.5081120133399963
astronaut,natural,25,3,2872,2676,196,0.6084800064563751
astronaut,natural,26,3,2268,2100,168,0.7409119606018066
astronaut,natural,27,3,2684,2520,164,0.4745119959115982
astronaut,natural,28,3,2272,2116,156,0.4689600020647049
astronaut,natural,29,3,1976,1896,80,0.45820799469947815
astronaut,natural,30,3,2596,2520,76,0.45688000321388245
astronaut,natural,31,3,2224,2016,208,0.47419197857379913
astronaut,natural,32,3,2372,2212,160,0.482015997171402
astronaut,natural,33,3,2288,2096,192,0.45920000970363617
astronaut,natural,34,3,2068,1912,156,0.466623991727829
astronaut,natural,35,3,2488,2324,164,0.4726880043745041
astronaut,natural,36,3,2628,2436,192,0.47118400037288666
astronaut,natural,37,3,2256,2072,184,0.47649601101875305
astronaut,natural,38,3,2172,2012,160,0.4667840003967285
astronaut,natural,39,3,2504,2344,160,0.46905598044395447
astronaut,natural,40,3,2092,1900,192,0.4736640006303787
astronaut,natural,41,3,1964,1880,84,0.4644800126552582
astronaut,natural,42,3,1876,1728,148,0.4623519778251648
astronaut,natural,43,3,2288,2124,164,0.4588479995727539
astronaut,natural,44,3,1772,1636,136,0.46849600970745087
astronaut,natural,45,3,2196,2064,132,0.4586080014705658
astronaut,natural,46,3,2456,2212,244,0.4699519872665405
astronaut,natural,47,3,2240,2040,200,0.4715680032968521
camera,natural,0,3,2448,2256,192,0.45947200059890747
camera,natural,1,3,2204,2020,184,0.46940799057483673
camera,natural,2,3,1836,1688,148,0.46907199919223785
camera,natural,3,3,2792,2604,188,0.4776960164308548
camera,natural,4,3,1972,1784,188,0.4659840017557144
camera,natural,5,3,2060,1900,160,0.4647200107574463
camera,natural,6,3,2088,1952,136,0.4673279970884323
camera,natural,7,3,2344,2140,204,0.4694559872150421
camera,natural,8,3,2036,1936,100,0.46982400119304657
camera,natural,9,3,1852,1696,156,0.47287996113300323
camera,natural,10,3,2216,2064,152,0.46281598508358
camera,natural,11,3,2208,2080,128,0.4665280133485794
camera,natural,12,3,2664,2440,224,0.4694080054759979
camera,natural,13,3,2388,2244,144,0.4658399820327759
camera,natural,14,3,2188,1992,196,0.45555199682712555
camera,natural,15,3,2728,2628,100,0.46862398087978363
camera,natural,16,3,2368,2164,204,0.46931201219558716
camera,natural,17,3,2412,2316,96,0.4737600088119507
camera,natural,18,3,2668,2580,88,0.46988800168037415
camera,natural,19,3,2072,1860,212,0.4675679951906204
camera,natural,20,3,2092,1952,140,0.4675840139389038
camera,natural,21,3,1784,1596,188,0.47096000611782074
camera,natural,22,3,2252,2084,168,0.484607994556427
camera,natural,23,3,2432,2268,164,0.4729280173778534
camera,natural,24,3,2572,2356,216,0.4700480103492737
camera,natural,25,3,2784,2592,192,0.4711360037326813
camera,natural,26,3,2424,2224,200,0.47247999906539917
camera,natural,27,3,2528,2360,168,0.4673920124769211
camera,natural,28,3,2532,2364,168,0.46726401150226593
camera,natural,29,3,2248,2164,84,0.4692320078611374
