sample_id,layer,strategy,granularity,serial_wall_ms,overlap_wall_ms,speedup,dispatch_ms,expert_ms,combine_ms,dispatch_slowdown,expert_slowdown,combine_slowdown,hidden_comm_ms,net_benefit_ms,actual_overlap_ms,overlap_efficiency,correctness
cat,0,spatial,2x2,3.595792055130005,3.072319984436035,1.170383317280039,0.7320478656329215,1.4877279549837112,0.2918078303337097,1.2844749594872498,0.7591378093604148,0.31578747409973706,0.0,0.5234720706939697,0.0,0.0,True
cat,0,sequential,2x2,3.0705920457839966,3.0842080116271973,0.9955852634479031,0.7056639706715941,1.4998241811990738,0.289168119430542,1.2881217709453356,0.9945678234772617,0.7360214945688969,0.0,-0.013615965843200684,0.0,0.0,True
cat,0,generic,2x2,3.020367980003357,3.0589280128479004,0.987394266003454,0.726192076690495,1.498895913362503,0.295839786529541,1.3503212389752506,1.0075933716358083,0.7761730204246757,0.0,-0.03856003284454346,0.0,0.0,True
cat,0,spatial,4x4,11.466335773468018,11.487040042877197,0.9981975975245235,2.706112899351865,5.6434875428676605,1.022591471672058,1.3670778585640488,1.003673411243118,0.6759668208755327,0.0,-0.020704269409179688,0.0,0.0,True
cat,0,sequential,4x4,11.556591987609863,11.514335632324219,1.003669890876467,2.7683844664134085,5.649519503116608,1.0061936974525452,1.4072142328397497,0.9948745751038537,0.6250020918398401,0.0,0.04225635528564453,0.0,0.0,True
cat,0,generic,4x4,11.51699161529541,11.612512111663818,0.9917743468898116,2.676751330960542,5.6309285163879395,0.9910560250282288,1.370040595526027,0.9991684340617983,0.6514546983212519,0.0,-0.0955204963684082,0.0,0.0,True
cat,12,spatial,2x2,3.223680019378662,3.0473599433898926,1.0578599441038234,0.6744799208827317,1.4837921857833862,0.2773119807243347,1.2794793423300084,0.8981445614713625,0.5337027765713841,0.0,0.17632007598876953,0.0,0.0,True
cat,12,sequential,2x2,3.040687918663025,2.997231960296631,1.0144986971118823,0.6670399662107229,1.4772479832172394,0.27502405643463135,1.2445889225711066,0.9890201644063241,0.7016491836197035,0.0,0.04345595836639404,0.0,0.0,True
cat,12,generic,2x2,3.019919991493225,3.0863040685653687,0.9784907528236512,0.7431679619476199,1.504863977432251,0.30291205644607544,1.35590815363501,1.018760468514941,0.8438227102935485,0.0,-0.06638407707214355,0.0,0.0,True
cat,12,spatial,4x4,11.472959995269775,11.489920139312744,0.9985239110596653,2.6841104621998966,5.625102877616882,0.9907352328300476,1.3708099635898945,1.0033387581251207,0.7025933699276825,0.0,-0.01696014404296875,0.0,0.0,True
