run_id,status,request_id,iteration_id,physical_gpu,logical_rank,layer,stage,start_time_ns,end_time_ns,duration_ms,routed_token_assignments,local_expert_token_counts,max_local_expert_batch,expert_start_time_ns,expert_end_time_ns,layer_wall_clock_ms,critical_rank,vision_token_count,text_token_count,ep_size,tp_size,gpu_name,measurement_note
smoke_tp7_20260803,BLOCKED_CONFIG_VALIDATION,,,,,,model_config_parallel_validation,,,,,,,,,,,,,,7,,"No timing row: validation failed before weight loading and worker launch"
