phase,logical_invocations,physical_m_median,physical_m_mean,remote_fraction_median,remote_fraction_mean,active_experts_median,active_experts_mean,tiny_expert_fraction_le4_median,tiny_expert_fraction_le4_mean,rank_load_cv_median,rank_load_cv_mean,rank_fanout_mean_median,rank_fanout_mean_mean,input_rel_l2_lag1_median_median,input_rel_l2_lag1_median_mean,input_cosine_lag1_median_median,input_cosine_lag1_median_mean,moe_output_rel_l2_lag1_median_median,moe_output_rel_l2_lag1_median_mean,moe_output_cosine_lag1_median_median,moe_output_cosine_lag1_median_mean,moe_critical_sum_ms_median,moe_critical_sum_ms_mean
all,12245,32.0,34.51139240506329,0.75,0.7491447402000817,69.0,72.86026949775419,0.7538461538461538,0.7537707500356506,0.39882028181563184,0.4113670519739131,3.078125,3.070144063903634,0.4105144217610359,0.4218320066937902,0.911351203918457,0.8827931995449456,0.38269319385290146,0.4099082695188924,0.924494281411171,0.8871259612790511,1.357759989798069,1.4331359336715497
