request_id,layer,iteration,q_len,batch,prepare_attn_critical_ms,attention_critical_ms,prepare_mlp_critical_ms,mlp_critical_ms,postprocess_critical_ms,block_critical_sum_ms
measured_0,0,0,32,1,0.14931200444698334,0.697983980178833,11.430432319641113,0.33484798669815063,0.010048000141978264,12.622624291107059
measured_0,0,1,32,1,0.1430719941854477,0.6045119762420654,0.2935999929904938,0.34431999921798706,0.010048000141978264,1.3955519627779722
measured_0,0,2,32,1,0.13023999333381653,0.5828160047531128,0.2906239926815033,0.3752000033855438,0.011264000087976456,1.390143994241953
measured_0,0,3,32,1,0.1241919994354248,0.6758080124855042,0.2502720057964325,0.2797119915485382,0.025855999439954758,1.3558400087058544
measured_0,0,4,32,1,0.13574400544166565,0.6093440055847168,0.36528000235557556,0.3917759954929352,0.01027199998497963,1.5124160088598728
measured_0,0,5,32,1,0.14655999839305878,0.6503679752349854,0.24022400379180908,0.2975679934024811,0.00979200005531311,1.3445119708776474
measured_0,0,6,64,1,0.14505599439144135,0.6990399956703186,0.25071999430656433,0.24463999271392822,0.010111999697983265,1.3495679767802358
measured_0,0,7,32,1,0.35916799306869507,1.729248046875,2.880255937576294,0.8655999898910522,0.0261439997702837,5.860415967181325
measured_0,0,8,32,1,0.1388159990310669,0.6636160016059875,0.2303999960422516,0.3247680068016052,0.010400000028312206,1.3680000035092235
measured_0,0,9,32,1,0.14294399321079254,0.6383360028266907,0.2465600073337555,0.3166399896144867,0.010111999697983265,1.3545919926837087
measured_0,0,10,32,1,0.1255040019750595,0.651199996471405,0.21993599832057953,0.2793920040130615,0.026208000257611275,1.3022400010377169
measured_0,0,11,32,1,0.11744000017642975,0.6366720199584961,0.22617599368095398,0.25702399015426636,0.010463999584317207,1.2477760035544634
measured_0,0,12,32,1,0.13478399813175201,0.6467519998550415,0.24345600605010986,0.3141759932041168,0.01017600018531084,1.349343997426331
measured_0,0,13,32,1,0.12329600006341934,0.6431360244750977,0.3076480031013489,0.26864001154899597,0.009344000369310379,1.3520640395581722
measured_0,0,14,32,1,0.12038400024175644,0.6730239987373352,0.2520959973335266,0.2919040024280548,0.01033599954098463,1.3477439982816577
measured_0,0,15,32,1,0.12569600343704224,0.6424959897994995,0.22806400060653687,0.2502399981021881,0.010432000271975994,1.2569279922172427
measured_0,0,16,32,1,0.1212799996137619,0.6375679969787598,0.23119999468326569,0.22844800353050232,0.01017600018531084,1.2286719949916005
measured_0,0,17,64,1,0.12838399410247803,0.7326719760894775,0.23216000199317932,0.2816320061683655,0.010367999784648418,1.3852159781381488
measured_0,0,18,32,1,0.17951999604701996,4.581952095031738,17.80748748779297,0.37756800651550293,0.010400000028312206,22.956927585415542
