stage,logical_layer_invocations,median_critical_ms,p95_critical_ms,sum_critical_ms,share_of_observed_block_sum
prepare_attn,12640,0.174112007021904,0.20579359531402586,2251.6442240849137,0.046257550505361685
attention,12640,0.6498559713363647,0.7478127807378768,8420.528991758823,0.1729904933255818
prepare_mlp,12640,0.24691200256347656,0.4430159986019129,3797.962269052863,0.07802495154383035
mlp,12640,2.7260799407958984,3.006084716320038,34032.576137542725,0.6991617914902799
postprocess,12640,0.012640000320971012,0.025089599192142462,173.54121597949415,0.0035652131349462233
block_critical_sum_ms,12640,3.8120639147236943,4.351644692942498,48676.25283841882,1.0
