configuration,ttft_ms,e2e_ms,first_itl_ms,steady_itl_p50_ms,steady_itl_p90_ms,transition_excess_ms,transition_direct_request_share_pct
pcp_only,99.28066795691848,1950.1917134039104,41.0290639847517,59.54866367392242,59.89336031489074,0.0,0.0
dcp_only,103.08259166777134,2128.454413730651,29.402801301330328,65.73562556877732,66.76216968335211,0.0,0.0
