case_id,task,phase,scope,total_rows,active_experts,inactive_experts,geometry,mean_m_e,min_m_e,max_m_e,m_e_cv,candidate,max_abs,mean_abs,relative_l2,cosine
dense_000_real,gsm8k,early,measured_dense_runtime,1015,53,11,real,19.150943396226417,1,135,1.2120669384134413,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.4517188340334997e-08,0.0028155911713838577,0.9999960660934448
dense_000_real,gsm8k,early,measured_dense_runtime,1015,53,11,real,19.150943396226417,1,135,1.2120669384134413,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.4517188340334997e-08,0.0028155911713838577,0.9999960660934448
dense_001_real,gsm8k,early,measured_dense_runtime,1937,49,15,real,39.53061224489796,1,534,2.1061012435708184,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.5034066436214744e-08,0.0028250247705727816,0.9999959468841553
dense_001_real,gsm8k,early,measured_dense_runtime,1937,49,15,real,39.53061224489796,1,534,2.1061012435708184,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.5034066436214744e-08,0.0028250247705727816,0.9999959468841553
dense_003_real,gsm8k,late,measured_dense_runtime,57,12,52,real,4.75,1,14,0.8470251020753201,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.5237784367627683e-08,0.0028050534892827272,0.9999961256980896
dense_003_real,gsm8k,late,measured_dense_runtime,57,12,52,real,4.75,1,14,0.8470251020753201,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.5237784367627683e-08,0.0028050534892827272,0.9999961256980896
dense_004_real,gsm8k,late,measured_dense_runtime,357,53,11,real,6.735849056603773,1,25,0.801375055034001,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.4920646052019038e-08,0.002829101635143161,0.9999960660934448
dense_004_real,gsm8k,late,measured_dense_runtime,357,53,11,real,6.735849056603773,1,25,0.801375055034001,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.4920646052019038e-08,0.002829101635143161,0.9999960660934448
dense_006_real,gsm8k,middle,measured_dense_runtime,1029,49,15,real,21.0,1,167,1.6085810431472274,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.4364334610661444e-08,0.002817560452967882,0.9999960660934448
dense_006_real,gsm8k,middle,measured_dense_runtime,1029,49,15,real,21.0,1,167,1.6085810431472274,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.4364334610661444e-08,0.002817560452967882,0.9999960660934448
dense_007_real,gsm8k,middle,measured_dense_runtime,1753,46,18,real,38.108695652173914,1,242,1.544090647104201,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.443697428271662e-08,0.0028277209494262934,0.9999959468841553
dense_007_real,gsm8k,middle,measured_dense_runtime,1753,46,18,real,38.108695652173914,1,242,1.544090647104201,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.443697428271662e-08,0.0028277209494262934,0.9999959468841553
dense_009_real,humaneval,early,measured_dense_runtime,1237,47,17,real,26.319148936170212,1,404,2.8609917253951522,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.4346277943388941e-08,0.0028228971641510725,0.9999960660934448
dense_009_real,humaneval,early,measured_dense_runtime,1237,47,17,real,26.319148936170212,1,404,2.8609917253951522,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.4346277943388941e-08,0.0028228971641510725,0.9999960660934448
dense_010_real,humaneval,early,measured_dense_runtime,1965,44,20,real,44.65909090909091,1,855,3.276167937789007,torch_grouped_full64_prebuilt,9.5367431640625e-07,1.4829055317022721e-08,0.002824262483045459,0.9999960660934448
dense_010_real,humaneval,early,measured_dense_runtime,1965,44,20,real,44.65909090909091,1,855,3.276167937789007,torch_grouped_active_prebuilt_oracle,9.5367431640625e-07,1.4829055317022721e-08,0.002824262483045459,0.9999960660934448
dense_012_real,humaneval,late,measured_dense_runtime,52,16,48,real,3.25,1,12,0.982088102677208,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.4035159701109023e-08,0.002831424819305539,0.9999960064888
dense_012_real,humaneval,late,measured_dense_runtime,52,16,48,real,3.25,1,12,0.982088102677208,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.4035159701109023e-08,0.002831424819305539,0.9999960064888
dense_013_real,humaneval,late,measured_dense_runtime,151,46,18,real,3.282608695652174,1,13,0.9751304258390485,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.4889443455956552e-08,0.002804910996928811,0.9999961256980896
dense_013_real,humaneval,late,measured_dense_runtime,151,46,18,real,3.282608695652174,1,13,0.9751304258390485,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.4889443455956552e-08,0.002804910996928811,0.9999961256980896
dense_015_real,humaneval,middle,measured_dense_runtime,163,39,25,real,4.17948717948718,1,14,0.8478696295144327,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.4921358371111637e-08,0.0028204363770782948,0.9999960660934448
dense_015_real,humaneval,middle,measured_dense_runtime,163,39,25,real,4.17948717948718,1,14,0.8478696295144327,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.4921358371111637e-08,0.0028204363770782948,0.9999960660934448
dense_016_real,humaneval,middle,measured_dense_runtime,748,56,8,real,13.357142857142858,1,68,0.9336261318165292,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.4421856597834903e-08,0.0028218384832143784,0.9999960660934448
dense_016_real,humaneval,middle,measured_dense_runtime,748,56,8,real,13.357142857142858,1,68,0.9336261318165292,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.4421856597834903e-08,0.0028218384832143784,0.9999960660934448
