active_experts,inactive_experts,operation,repetition,host_visible_latency_us
1,63,gpu_counts_cumsum,0,37.806
1,63,gpu_counts_cumsum,1,24.271
1,63,gpu_counts_cumsum,2,21.621
1,63,gpu_counts_cumsum,3,20.84
1,63,gpu_counts_cumsum,4,20.92
1,63,gpu_counts_cumsum,5,20.743
1,63,gpu_counts_cumsum,6,20.432
1,63,gpu_counts_cumsum,7,20.738
1,63,gpu_counts_cumsum,8,20.398
1,63,gpu_counts_cumsum,9,20.057
1,63,gpu_counts_cumsum,10,19.861
1,63,gpu_counts_cumsum,11,19.73
1,63,gpu_counts_cumsum,12,19.762
1,63,gpu_counts_cumsum,13,19.695
1,63,gpu_counts_cumsum,14,19.672
1,63,gpu_counts_cumsum,15,19.82
1,63,gpu_counts_cumsum,16,19.818
1,63,gpu_counts_cumsum,17,18.247
1,63,gpu_counts_cumsum,18,17.54
1,63,gpu_counts_cumsum,19,17.353
1,63,gpu_counts_cumsum,20,17.528
1,63,gpu_counts_cumsum,21,17.428
1,63,gpu_counts_cumsum,22,17.391
1,63,gpu_counts_cumsum,23,17.334
1,63,gpu_counts_cumsum,24,17.658
1,63,gpu_counts_cumsum,25,18.135
1,63,gpu_counts_cumsum,26,17.44
1,63,gpu_counts_cumsum,27,17.474
1,63,gpu_counts_cumsum,28,17.571
1,63,gpu_counts_cumsum,29,17.677
1,63,gpu_counts_cumsum,30,17.151
1,63,gpu_counts_cumsum,31,17.337
1,63,gpu_counts_cumsum,32,17.613
1,63,gpu_counts_cumsum,33,27.781
1,63,gpu_counts_cumsum,34,19.51
1,63,gpu_counts_cumsum,35,17.623
1,63,gpu_counts_cumsum,36,17.663
1,63,gpu_counts_cumsum,37,17.612
1,63,gpu_counts_cumsum,38,18.22
1,63,gpu_counts_cumsum,39,17.79
1,63,cpu_list_to_cuda_offsets,0,47.332
1,63,cpu_list_to_cuda_offsets,1,59.872
1,63,cpu_list_to_cuda_offsets,2,41.833
1,63,cpu_list_to_cuda_offsets,3,38.833
1,63,cpu_list_to_cuda_offsets,4,38.659
1,63,cpu_list_to_cuda_offsets,5,38.867
1,63,cpu_list_to_cuda_offsets,6,37.27
1,63,cpu_list_to_cuda_offsets,7,37.89
1,63,cpu_list_to_cuda_offsets,8,37.403
1,63,cpu_list_to_cuda_offsets,9,37.861
1,63,cpu_list_to_cuda_offsets,10,38.222
1,63,cpu_list_to_cuda_offsets,11,37.404
1,63,cpu_list_to_cuda_offsets,12,37.842
