case_id,task,phase,scope,total_rows,active_experts,inactive_experts,geometry,mean_m_e,min_m_e,max_m_e,m_e_cv,candidate,max_abs,mean_abs,relative_l2,cosine
case_000_real,gsm8k,early,real_route_replay,1606,50,14,real,32.12,1,145,1.0628919014118656,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.4654180979789544e-08,0.0028226510621607304,0.9999960660934448
case_000_real,gsm8k,early,real_route_replay,1606,50,14,real,32.12,1,145,1.0628919014118656,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.4654180979789544e-08,0.0028226510621607304,0.9999960660934448
case_001_real,gsm8k,early,real_route_replay,781,47,17,real,16.617021276595743,1,131,1.5198727786045299,torch_grouped_full64_prebuilt,9.5367431640625e-07,1.498287183210323e-08,0.002824054565280676,0.9999960660934448
case_001_real,gsm8k,early,real_route_replay,781,47,17,real,16.617021276595743,1,131,1.5198727786045299,torch_grouped_active_prebuilt_oracle,9.5367431640625e-07,1.498287183210323e-08,0.002824054565280676,0.9999960660934448
case_002_real,gsm8k,early,real_route_replay,114,15,49,real,7.6,1,21,0.8658921178423205,torch_grouped_full64_prebuilt,4.76837158203125e-07,1.544947814124953e-08,0.002811179030686617,0.9999960660934448
case_002_real,gsm8k,early,real_route_replay,114,15,49,real,7.6,1,21,0.8658921178423205,torch_grouped_active_prebuilt_oracle,4.76837158203125e-07,1.544947814124953e-08,0.002811179030686617,0.9999960660934448
case_003_real,gsm8k,early,real_route_replay,922,35,29,real,26.34285714285714,1,237,1.57649172405167,torch_grouped_full64_prebuilt,9.5367431640625e-07,1.4371996925888197e-08,0.0028115890454500914,0.9999960064888
case_003_real,gsm8k,early,real_route_replay,922,35,29,real,26.34285714285714,1,237,1.57649172405167,torch_grouped_active_prebuilt_oracle,9.5367431640625e-07,1.4371996925888197e-08,0.0028115890454500914,0.9999960064888
case_004_real,gsm8k,early,real_route_replay,2099,39,25,real,53.82051282051282,1,825,3.3006229871897332,torch_grouped_full64_prebuilt,9.5367431640625e-07,1.4678133375412017e-08,0.0028251158073544502,0.9999960064888
case_004_real,gsm8k,early,real_route_replay,2099,39,25,real,53.82051282051282,1,825,3.3006229871897332,torch_grouped_active_prebuilt_oracle,9.5367431640625e-07,1.4678133375412017e-08,0.0028251158073544502,0.9999960064888
case_006_real,gsm8k,late,real_route_replay,3,3,61,real,1.0,1,1,0.0,torch_grouped_full64_prebuilt,4.76837158203125e-07,2.1725226062585534e-08,0.003159723710268736,0.9999959468841553
