modality,request_id,pair_id,token_bucket,layer,predicted_rank,actual_rank,correct,imbalance_cv
text,text_18_tui_main,18,large,15,2,2,1,0.28771188801623226
text,text_18_tui_main,18,large,16,2,2,1,0.3074490659861292
text,text_18_tui_main,18,large,17,0,0,1,0.1933237939317606
text,text_18_tui_main,18,large,18,2,1,0,0.1674639006748548
text,text_18_tui_main,18,large,19,0,0,1,0.1537425369582356
text,text_18_tui_main,18,large,20,1,1,1,0.1971401135674595
text,text_18_tui_main,18,large,21,2,2,1,0.07170706038797
text,text_18_tui_main,18,large,22,1,1,1,0.23419907929519784
text,text_18_tui_main,18,large,23,1,1,1,0.19104883861352215
text,text_18_tui_main,18,large,24,3,3,1,0.1942738722093517
text,text_18_tui_main,18,large,25,3,3,1,0.13108780626807118
text,text_18_tui_main,18,large,26,0,0,1,0.24260576624751234
text,text_18_tui_main,18,large,27,2,2,1,0.21861894099379459
text,text_18_tui_main,18,large,28,2,2,1,0.41018001762975753
text,text_18_tui_main,18,large,29,0,0,1,0.18014886024460713
text,text_18_tui_main,18,large,30,2,2,1,0.25412143773359974
text,text_18_tui_main,18,large,31,0,3,0,0.19077322220573037
text,text_18_tui_main,18,large,32,1,1,1,0.18432291476038296
text,text_18_tui_main,18,large,33,2,1,0,0.12939347259911496
text,text_18_tui_main,18,large,34,0,0,1,0.1645982558594438
text,text_18_tui_main,18,large,35,1,2,0,0.22838660621355986
text,text_18_tui_main,18,large,36,3,3,1,0.1916262184811959
text,text_18_tui_main,18,large,37,1,1,1,0.09753554393368194
text,text_18_tui_main,18,large,38,0,0,1,0.15187985709832122
text,text_18_tui_main,18,large,39,2,3,0,0.11792189333373955
text,text_18_tui_main,18,large,40,2,2,1,0.29723451944524953
text,text_18_tui_main,18,large,41,0,0,1,0.22011384319620542
text,text_18_tui_main,18,large,42,3,3,1,0.19265801112913547
text,text_18_tui_main,18,large,43,0,0,1,0.29515701719419013
text,text_18_tui_main,18,large,44,0,2,0,0.08813204673997299
text,text_18_tui_main,18,large,45,0,2,0,0.20065941830754255
text,text_18_tui_main,18,large,46,0,0,1,0.35872882523936955
text,text_18_tui_main,18,large,47,3,3,1,0.26232389969640757
text,text_19_tui_log,19,large,0,3,3,1,0.12339057711222111
text,text_19_tui_log,19,large,1,3,3,1,0.17609268804687736
text,text_19_tui_log,19,large,2,2,2,1,0.17795056088869532
text,text_19_tui_log,19,large,3,2,2,1,0.1695201567317484
text,text_19_tui_log,19,large,4,2,2,1,0.18617197801156793
text,text_19_tui_log,19,large,5,2,2,1,0.16510231273443507
text,text_19_tui_log,19,large,6,1,1,1,0.06701107578622606
text,text_19_tui_log,19,large,7,0,0,1,0.21805370871008842
text,text_19_tui_log,19,large,8,1,1,1,0.17145158066806834
text,text_19_tui_log,19,large,9,3,3,1,0.12291143364353539
text,text_19_tui_log,19,large,10,3,3,1,0.11316880163652263
text,text_19_tui_log,19,large,11,2,2,1,0.27945828842474185
text,text_19_tui_log,19,large,12,3,3,1,0.19208497224229806
text,text_19_tui_log,19,large,13,3,3,1,0.17787740381443976
text,text_19_tui_log,19,large,14,0,0,1,0.31356226891537403
text,text_19_tui_log,19,large,15,2,2,1,0.17990198545167438
text,text_19_tui_log,19,large,16,2,2,1,0.2983275072774673
text,text_19_tui_log,19,large,17,0,0,1,0.11930691153763288
text,text_19_tui_log,19,large,18,1,1,1,0.06366840515379929
text,text_19_tui_log,19,large,19,3,3,1,0.13931980966442178
text,text_19_tui_log,19,large,20,1,1,1,0.13839848413356873
text,text_19_tui_log,19,large,21,3,3,1,0.1666791527732453
text,text_19_tui_log,19,large,22,3,3,1,0.15870281768113353
text,text_19_tui_log,19,large,23,2,1,0,0.21495177738028332
text,text_19_tui_log,19,large,24,3,3,1,0.1373580729427159
text,text_19_tui_log,19,large,25,3,3,1,0.23858671434092024
text,text_19_tui_log,19,large,26,0,0,1,0.3322383113355814
text,text_19_tui_log,19,large,27,2,1,0,0.14417219721720723
text,text_19_tui_log,19,large,28,2,2,1,0.3786318653925512
text,text_19_tui_log,19,large,29,0,0,1,0.0821842921057468
text,text_19_tui_log,19,large,30,2,2,1,0.17927135863894578
text,text_19_tui_log,19,large,31,3,2,0,0.19844817076840413
text,text_19_tui_log,19,large,32,1,1,1,0.1770034377651543
text,text_19_tui_log,19,large,33,0,0,1,0.06461986822492627
text,text_19_tui_log,19,large,34,0,3,0,0.10975318299891805
text,text_19_tui_log,19,large,35,2,2,1,0.23278100659588435
text,text_19_tui_log,19,large,36,3,3,1,0.17794208691441052
text,text_19_tui_log,19,large,37,1,3,0,0.18704935315712734
text,text_19_tui_log,19,large,38,0,0,1,0.1955032893996738
text,text_19_tui_log,19,large,39,1,1,1,0.0954347522646257
text,text_19_tui_log,19,large,40,2,2,1,0.27612220541969473
text,text_19_tui_log,19,large,41,1,1,1,0.16477680183299698
text,text_19_tui_log,19,large,42,1,3,0,0.12132864193969566
text,text_19_tui_log,19,large,43,1,1,1,0.2563665306449963
text,text_19_tui_log,19,large,44,0,0,1,0.23305461876158115
text,text_19_tui_log,19,large,45,0,0,1,0.24497537897225174
text,text_19_tui_log,19,large,46,0,0,1,0.32726616265660685
text,text_19_tui_log,19,large,47,3,3,1,0.2419178161569143
text,text_20_tui_model_selection,20,large,0,2,2,1,0.12159588380936913
text,text_20_tui_model_selection,20,large,1,3,3,1,0.1981668260606131
text,text_20_tui_model_selection,20,large,2,2,2,1,0.2549817915779186
text,text_20_tui_model_selection,20,large,3,2,2,1,0.192389031567882
text,text_20_tui_model_selection,20,large,4,2,2,1,0.18355749528075627
text,text_20_tui_model_selection,20,large,5,2,2,1,0.1723997421244764
text,text_20_tui_model_selection,20,large,6,2,2,1,0.14986541795131478
text,text_20_tui_model_selection,20,large,7,3,3,1,0.18391967594374128
text,text_20_tui_model_selection,20,large,8,1,1,1,0.3107560782498126
text,text_20_tui_model_selection,20,large,9,3,3,1,0.32466856336406874
text,text_20_tui_model_selection,20,large,10,1,1,1,0.22886686432649325
text,text_20_tui_model_selection,20,large,11,2,1,0,0.1423760797331813
text,text_20_tui_model_selection,20,large,12,3,3,1,0.30156902013761855
text,text_20_tui_model_selection,20,large,13,3,3,1,0.28300751313005057
text,text_20_tui_model_selection,20,large,14,0,0,1,0.23559480601327906
text,text_20_tui_model_selection,20,large,15,2,2,1,0.3686700482578813
text,text_20_tui_model_selection,20,large,16,2,0,0,0.12087218685122542
text,text_20_tui_model_selection,20,large,17,2,2,1,0.2690864200739804
text,text_20_tui_model_selection,20,large,18,2,2,1,0.08060273964369473
text,text_20_tui_model_selection,20,large,19,3,3,1,0.14699980515359534
text,text_20_tui_model_selection,20,large,20,1,1,1,0.26047262153946565
text,text_20_tui_model_selection,20,large,21,3,3,1,0.41348699195499705
text,text_20_tui_model_selection,20,large,22,3,3,1,0.26178815702416447
text,text_20_tui_model_selection,20,large,23,3,3,1,0.09409562394000907
text,text_20_tui_model_selection,20,large,24,3,3,1,0.2883007656440216
text,text_20_tui_model_selection,20,large,25,3,3,1,0.2698273167133908
text,text_20_tui_model_selection,20,large,26,0,0,1,0.20143628806536618
text,text_20_tui_model_selection,20,large,27,2,2,1,0.2902013746141996
text,text_20_tui_model_selection,20,large,28,2,2,1,0.20024924549487008
text,text_20_tui_model_selection,20,large,29,3,2,0,0.19635877607118954
text,text_20_tui_model_selection,20,large,30,2,2,1,0.2505014732083512
text,text_20_tui_model_selection,20,large,31,3,3,1,0.2004967957245006
text,text_20_tui_model_selection,20,large,32,1,1,1,0.2939589807287299
text,text_20_tui_model_selection,20,large,33,1,3,0,0.38318067711017756
text,text_20_tui_model_selection,20,large,34,2,3,0,0.2102508250588935
text,text_20_tui_model_selection,20,large,35,0,0,1,0.13240914631873693
text,text_20_tui_model_selection,20,large,36,3,3,1,0.3308017094212431
text,text_20_tui_model_selection,20,large,37,3,3,1,0.23467488242177853
text,text_20_tui_model_selection,20,large,38,3,0,0,0.05183724727219468
text,text_20_tui_model_selection,20,large,39,3,3,1,0.21078558915213536
text,text_20_tui_model_selection,20,large,40,2,2,1,0.17812530240026214
text,text_20_tui_model_selection,20,large,41,2,2,1,0.22208698701078142
text,text_20_tui_model_selection,20,large,42,2,2,1,0.06812690757189088
text,text_20_tui_model_selection,20,large,43,0,0,1,0.25050971038699205
text,text_20_tui_model_selection,20,large,44,2,2,1,0.2831874920127128
text,text_20_tui_model_selection,20,large,45,2,2,1,0.3255899161694264
text,text_20_tui_model_selection,20,large,46,0,0,1,0.23766250969888533
text,text_20_tui_model_selection,20,large,47,3,3,1,0.32957864822182337
text,text_21_fast_gptq,21,large,0,0,0,1,0.14797594087942254
text,text_21_fast_gptq,21,large,1,1,1,1,0.17298355983566407
text,text_21_fast_gptq,21,large,2,1,0,0,0.1451459711904206
text,text_21_fast_gptq,21,large,3,0,0,1,0.08134539991455698
text,text_21_fast_gptq,21,large,4,0,0,1,0.2931540420221794
text,text_21_fast_gptq,21,large,5,0,2,0,0.24419843666267427
text,text_21_fast_gptq,21,large,6,2,2,1,0.17125550572686005
text,text_21_fast_gptq,21,large,7,3,3,1,0.2176353958788364
text,text_21_fast_gptq,21,large,8,1,1,1,0.2671886578530775
text,text_21_fast_gptq,21,large,9,3,3,1,0.21786677790348422
text,text_21_fast_gptq,21,large,10,1,1,1,0.0917363565634766
text,text_21_fast_gptq,21,large,11,2,2,1,0.1715167390445532
text,text_21_fast_gptq,21,large,12,0,3,0,0.24785061551995968
text,text_21_fast_gptq,21,large,13,1,1,1,0.1502373094788635
text,text_21_fast_gptq,21,large,14,0,0,1,0.16259488623382246
text,text_21_fast_gptq,21,large,15,2,2,1,0.47843858011416235
text,text_21_fast_gptq,21,large,16,2,2,1,0.21330341901188857
text,text_21_fast_gptq,21,large,17,3,3,1,0.29996497494735336
text,text_21_fast_gptq,21,large,18,2,2,1,0.1737072021564145
text,text_21_fast_gptq,21,large,19,0,0,1,0.09843344970690449
text,text_21_fast_gptq,21,large,20,1,1,1,0.2194804106218383
text,text_21_fast_gptq,21,large,21,3,3,1,0.27269781360254763
text,text_21_fast_gptq,21,large,22,1,3,0,0.12913180376790787
text,text_21_fast_gptq,21,large,23,0,0,1,0.09062116159594326
text,text_21_fast_gptq,21,large,24,3,3,1,0.2381195740160964
text,text_21_fast_gptq,21,large,25,1,3,0,0.17419865179152658
text,text_21_fast_gptq,21,large,26,0,0,1,0.17142086030715017
text,text_21_fast_gptq,21,large,27,2,2,1,0.4004153632349688
text,text_21_fast_gptq,21,large,28,2,2,1,0.2857636815443953
text,text_21_fast_gptq,21,large,29,3,3,1,0.26431355432104586
text,text_21_fast_gptq,21,large,30,2,2,1,0.3025100844150779
text,text_21_fast_gptq,21,large,31,0,3,0,0.14260841601401159
text,text_21_fast_gptq,21,large,32,1,1,1,0.23431060073413615
text,text_21_fast_gptq,21,large,33,1,1,1,0.2564051326039163
text,text_21_fast_gptq,21,large,34,0,0,1,0.08545275635743706
text,text_21_fast_gptq,21,large,35,0,0,1,0.29166535285943906
text,text_21_fast_gptq,21,large,36,0,0,1,0.3879015264738387
text,text_21_fast_gptq,21,large,37,1,1,1,0.2829864586614843
text,text_21_fast_gptq,21,large,38,2,2,1,0.21778052090712535
text,text_21_fast_gptq,21,large,39,2,2,1,0.37681584411037156
text,text_21_fast_gptq,21,large,40,2,2,1,0.26548098440262663
text,text_21_fast_gptq,21,large,41,2,2,1,0.29518110980135703
text,text_21_fast_gptq,21,large,42,3,3,1,0.29415604324537986
text,text_21_fast_gptq,21,large,43,3,2,0,0.17978416732772612
text,text_21_fast_gptq,21,large,44,3,3,1,0.42624779885535324
text,text_21_fast_gptq,21,large,45,2,2,1,0.21786019633641068
text,text_21_fast_gptq,21,large,46,2,2,1,0.22784011723616757
text,text_21_fast_gptq,21,large,47,3,3,1,0.41062494037715785
text,text_22_retina,22,large,0,2,2,1,0.05842055228039871
text,text_22_retina,22,large,1,3,3,1,0.20818988294865667
text,text_22_retina,22,large,2,2,2,1,0.20600199811466463
text,text_22_retina,22,large,3,2,2,1,0.15826359275483012
text,text_22_retina,22,large,4,2,2,1,0.18828810233633508
text,text_22_retina,22,large,5,2,2,1,0.1555666634443145
text,text_22_retina,22,large,6,2,1,0,0.09843880979661954
text,text_22_retina,22,large,7,0,0,1,0.155992400713674
text,text_22_retina,22,large,8,1,1,1,0.2983030494628356
text,text_22_retina,22,large,9,3,3,1,0.20803752311501134
text,text_22_retina,22,large,10,3,3,1,0.11081319309306076
text,text_22_retina,22,large,11,2,2,1,0.1588979158395266
text,text_22_retina,22,large,12,3,3,1,0.21266597219784641
text,text_22_retina,22,large,13,3,3,1,0.18248405872305073
text,text_22_retina,22,large,14,0,0,1,0.2879792623537206
text,text_22_retina,22,large,15,2,2,1,0.31616324188494255
text,text_22_retina,22,large,16,2,2,1,0.21946864870619293
text,text_22_retina,22,large,17,2,2,1,0.16601095586959227
text,text_22_retina,22,large,18,2,2,1,0.10309471158997771
text,text_22_retina,22,large,19,0,0,1,0.0845257524603527
text,text_22_retina,22,large,20,1,1,1,0.2239293918464099
text,text_22_retina,22,large,21,3,3,1,0.25050085617262235
text,text_22_retina,22,large,22,3,3,1,0.15465871364647274
text,text_22_retina,22,large,23,1,1,1,0.03282116930374905
text,text_22_retina,22,large,24,3,3,1,0.20230222257076153
text,text_22_retina,22,large,25,3,3,1,0.22466554583318923
text,text_22_retina,22,large,26,0,0,1,0.2329304840035145
text,text_22_retina,22,large,27,2,2,1,0.218382569870468
text,text_22_retina,22,large,28,2,2,1,0.2956528263581985
text,text_22_retina,22,large,29,2,2,1,0.1318301079093035
text,text_22_retina,22,large,30,2,2,1,0.25393321719964584
text,text_22_retina,22,large,31,3,0,0,0.1452178828683555
text,text_22_retina,22,large,32,1,1,1,0.23940283047714853
text,text_22_retina,22,large,33,1,1,1,0.21262222805771636
text,text_22_retina,22,large,34,3,3,1,0.04874531186380563
text,text_22_retina,22,large,35,0,0,1,0.17831725501013496
text,text_22_retina,22,large,36,3,3,1,0.20009547053445867
text,text_22_retina,22,large,37,3,1,0,0.16563629802274796
text,text_22_retina,22,large,38,3,3,1,0.13545556590314445
text,text_22_retina,22,large,39,3,3,1,0.1019367848667104
text,text_22_retina,22,large,40,2,2,1,0.19364497895216265
text,text_22_retina,22,large,41,2,2,1,0.18309329827650556
text,text_22_retina,22,large,42,1,1,1,0.060417231185775716
text,text_22_retina,22,large,43,1,1,1,0.2848538984239579
text,text_22_retina,22,large,44,0,0,1,0.18877128176955058
text,text_22_retina,22,large,45,0,0,1,0.26811192154832997
text,text_22_retina,22,large,46,0,0,1,0.303465742927526
text,text_22_retina,22,large,47,3,3,1,0.28682073676010783
text,text_23_method,23,large,0,2,2,1,0.07096590215060998
text,text_23_method,23,large,1,2,3,0,0.17757603560322008
text,text_23_method,23,large,2,2,2,1,0.22322605801402037
text,text_23_method,23,large,3,2,2,1,0.12843520121222407
text,text_23_method,23,large,4,2,2,1,0.1443309626022241
text,text_23_method,23,large,5,0,0,1,0.17847563359053042
text,text_23_method,23,large,6,2,2,1,0.1640323881454942
text,text_23_method,23,large,7,0,2,0,0.1889702380982279
text,text_23_method,23,large,8,1,1,1,0.254997294586566
text,text_23_method,23,large,9,3,3,1,0.17521289833176087
text,text_23_method,23,large,10,1,3,0,0.10820184237574758
text,text_23_method,23,large,11,1,1,1,0.18090573961162418
text,text_23_method,23,large,12,3,3,1,0.1854161622424025
text,text_23_method,23,large,13,3,3,1,0.13301175492662812
text,text_23_method,23,large,14,0,0,1,0.30376884091534406
text,text_23_method,23,large,15,2,2,1,0.28419011047392667
text,text_23_method,23,large,16,2,2,1,0.15442936947138833
text,text_23_method,23,large,17,2,2,1,0.18198972200298097
text,text_23_method,23,large,18,2,2,1,0.19779957277092206
text,text_23_method,23,large,19,0,0,1,0.15134569255828612
text,text_23_method,23,large,20,1,1,1,0.26462760076581143
text,text_23_method,23,large,21,3,3,1,0.2070013873493498
text,text_23_method,23,large,22,3,3,1,0.132064876513088
text,text_23_method,23,large,23,1,1,1,0.08090433636563098
text,text_23_method,23,large,24,3,3,1,0.20727794748593503
text,text_23_method,23,large,25,3,3,1,0.16241103646242624
text,text_23_method,23,large,26,0,0,1,0.2154243601290596
text,text_23_method,23,large,27,1,1,1,0.282532079229037
text,text_23_method,23,large,28,2,2,1,0.26201649384057846
text,text_23_method,23,large,29,2,2,1,0.1440988955200945
text,text_23_method,23,large,30,2,2,1,0.3689120347693757
text,text_23_method,23,large,31,0,0,1,0.21935956429048842
text,text_23_method,23,large,32,1,1,1,0.256202573633517
text,text_23_method,23,large,33,1,1,1,0.19525408960091498
text,text_23_method,23,large,34,1,1,1,0.06964351048802457
text,text_23_method,23,large,35,0,0,1,0.14227908604492648
text,text_23_method,23,large,36,3,3,1,0.2387644177044912
text,text_23_method,23,large,37,1,3,0,0.1260670226831554
text,text_23_method,23,large,38,3,3,1,0.12885736028888434
text,text_23_method,23,large,39,3,3,1,0.21072753664519223
text,text_23_method,23,large,40,2,2,1,0.18086007167284865
text,text_23_method,23,large,41,2,2,1,0.20075550575533116
text,text_23_method,23,large,42,1,1,1,0.09818084933510299
text,text_23_method,23,large,43,2,2,1,0.25362689133447075
text,text_23_method,23,large,44,2,2,1,0.2328581504854693
text,text_23_method,23,large,45,0,0,1,0.29404848984628007
text,text_23_method,23,large,46,0,0,1,0.36943168301390783
text,text_23_method,23,large,47,3,3,1,0.31936900853311434
vision,bit_allocate,15,medium,0,1,3,0,0.14606587712436175
vision,bit_allocate,15,medium,1,1,3,0,0.18225208419385305
vision,bit_allocate,15,medium,2,1,3,0,0.10001210389588863
vision,bit_allocate,15,medium,3,2,2,1,0.23910293914296907
vision,bit_allocate,15,medium,4,1,2,0,0.17188985093738166
vision,bit_allocate,15,medium,5,0,3,0,0.06225736705857051
vision,bit_allocate,15,medium,6,1,2,0,0.22541014398126547
vision,bit_allocate,15,medium,7,3,3,1,0.3317900761968704
vision,bit_allocate,15,medium,8,1,3,0,0.2024646522979661
vision,bit_allocate,15,medium,9,0,2,0,0.12558263494107158
vision,bit_allocate,15,medium,10,2,2,1,0.13660468299846887
vision,bit_allocate,15,medium,11,0,3,0,0.10167905269063032
vision,bit_allocate,15,medium,12,2,2,1,0.15404116612784788
vision,bit_allocate,15,medium,13,2,1,0,0.047512126313713245
vision,bit_allocate,15,medium,14,0,0,1,0.2487399978899939
vision,bit_allocate,15,medium,15,1,1,1,0.3016811827808121
vision,bit_allocate,15,medium,16,2,2,1,0.36570068023516056
vision,bit_allocate,15,medium,17,1,2,0,0.04168549491936845
vision,bit_allocate,15,medium,18,2,2,1,0.13263680737710648
vision,bit_allocate,15,medium,19,3,3,1,0.27496021792144204
vision,bit_allocate,15,medium,20,1,1,1,0.14558897034126442
vision,bit_allocate,15,medium,21,0,0,1,0.1702686639681796
vision,bit_allocate,15,medium,22,0,0,1,0.16435979902780845
vision,bit_allocate,15,medium,23,0,3,0,0.08643012193544763
vision,bit_allocate,15,medium,24,2,3,0,0.14568238032117384
vision,bit_allocate,15,medium,25,1,1,1,0.09461873666945592
vision,bit_allocate,15,medium,26,0,0,1,0.27782347793654416
vision,bit_allocate,15,medium,27,1,1,1,0.15440030722030745
vision,bit_allocate,15,medium,28,2,2,1,0.2487600876298794
vision,bit_allocate,15,medium,29,2,2,1,0.11099705498157533
vision,bit_allocate,15,medium,30,1,1,1,0.16849848394226716
vision,bit_allocate,15,medium,31,3,0,0,0.12272367583543893
vision,bit_allocate,15,medium,32,0,2,0,0.13270795548664732
vision,bit_allocate,15,medium,33,2,2,1,0.12385074618922998
vision,bit_allocate,15,medium,34,0,3,0,0.14124597887846901
vision,bit_allocate,15,medium,35,0,0,1,0.06744592405782156
vision,bit_allocate,15,medium,36,1,1,1,0.21001320362452935
vision,bit_allocate,15,medium,37,2,3,0,0.022173883779979895
vision,bit_allocate,15,medium,38,0,0,1,0.1492277021749705
vision,bit_allocate,15,medium,39,1,1,1,0.08993115743906091
vision,bit_allocate,15,medium,40,0,1,0,0.08413671366997472
vision,bit_allocate,15,medium,41,2,2,1,0.2047079264286917
vision,bit_allocate,15,medium,42,2,2,1,0.1186566649680398
vision,bit_allocate,15,medium,43,1,1,1,0.08783211018024394
vision,bit_allocate,15,medium,44,1,3,0,0.07043404180156503
vision,bit_allocate,15,medium,45,0,3,0,0.09425419520697206
vision,bit_allocate,15,medium,46,3,2,0,0.12023025381272404
vision,bit_allocate,15,medium,47,0,0,1,0.19768216434254088
vision,brick,10,medium,0,3,0,0,0.22057510619142914
vision,brick,10,medium,1,2,0,0,0.11470973563767163
vision,brick,10,medium,2,3,0,0,0.1704892518428646
vision,brick,10,medium,3,2,3,0,0.07888726853217386
vision,brick,10,medium,4,0,3,0,0.08661439071487421
vision,brick,10,medium,5,0,3,0,0.13378727242696398
vision,brick,10,medium,6,0,0,1,0.31375507132728386
vision,brick,10,medium,7,1,1,1,0.2575382795056519
vision,brick,10,medium,8,1,1,1,0.07833810243728422
vision,brick,10,medium,9,0,0,1,0.3459940868631254
vision,brick,10,medium,10,1,1,1,0.17870036101083034
vision,brick,10,medium,11,3,3,1,0.2233494679122664
vision,brick,10,medium,12,1,1,1,0.1338724833820556
vision,brick,10,medium,13,3,0,0,0.1932714899073585
vision,brick,10,medium,14,0,1,0,0.0857828128318011
vision,brick,10,medium,15,1,2,0,0.09642267455874963
vision,brick,10,medium,16,2,2,1,0.12418851271684085
vision,brick,10,medium,17,3,3,1,0.11640150303539964
vision,brick,10,medium,18,0,0,1,0.20746739933557942
vision,brick,10,medium,19,3,1,0,0.1552189144901526
vision,brick,10,medium,20,0,3,0,0.17270604933940228
vision,brick,10,medium,21,0,2,0,0.2655117467049461
vision,brick,10,medium,22,1,3,0,0.14726963262554202
vision,brick,10,medium,23,1,3,0,0.26583061355646553
vision,brick,10,medium,24,3,1,0,0.09243745580555499
vision,brick,10,medium,25,3,2,0,0.16946372886691102
vision,brick,10,medium,26,1,1,1,0.11604406614040022
vision,brick,10,medium,27,1,3,0,0.18493218047814897
vision,brick,10,medium,28,1,1,1,0.157044898042895
vision,brick,10,medium,29,2,2,1,0.14222750055460107
vision,brick,10,medium,30,0,1,0,0.13868995877304333
vision,brick,10,medium,31,1,3,0,0.05007195489776245
vision,brick,10,medium,32,0,0,1,0.1789554391437416
vision,brick,10,medium,33,0,2,0,0.23664459570626165
vision,brick,10,medium,34,1,1,1,0.11309352118782467
vision,brick,10,medium,35,3,3,1,0.23360985446301258
vision,brick,10,medium,36,3,1,0,0.17943273328707335
vision,brick,10,medium,37,2,2,1,0.11974054980478431
vision,brick,10,medium,38,0,0,1,0.08453937925881945
vision,brick,10,medium,39,1,3,0,0.18090659389527075
vision,brick,10,medium,40,0,3,0,0.10740451408528692
vision,brick,10,medium,41,2,1,0,0.16592267486020307
vision,brick,10,medium,42,1,1,1,0.16062446560974747
vision,brick,10,medium,43,1,2,0,0.1990680956688879
vision,brick,10,medium,44,1,1,1,0.02308070731506213
vision,brick,10,medium,45,2,2,1,0.04258168271510992
vision,brick,10,medium,46,0,0,1,0.07516484770273289
vision,brick,10,medium,47,3,3,1,0.13378727242696398
vision,camera,7,small,0,2,3,0,0.09105851711494342
vision,camera,7,small,1,1,1,1,0.08862010730894934
vision,camera,7,small,2,1,1,1,0.1379609571142528
vision,camera,7,small,3,3,0,0,0.15643302135461146
vision,camera,7,small,4,0,0,1,0.10309387717525757
vision,camera,7,small,5,1,1,1,0.12692800040292287
vision,camera,7,small,6,0,0,1,0.22912549037190133
vision,camera,7,small,7,2,3,0,0.10334029490544683
vision,camera,7,small,8,1,1,1,0.0919194401084954
vision,camera,7,small,9,0,3,0,0.1270765864830265
vision,camera,7,small,10,0,1,0,0.1560707068365206
vision,camera,7,small,11,1,1,1,0.10245522226215738
vision,camera,7,small,12,3,3,1,0.1506839148582802
vision,camera,7,small,13,3,2,0,0.12461213717009559
vision,camera,7,small,14,1,2,0,0.1244803839749017
vision,camera,7,small,15,3,1,0,0.14326491970846048
vision,camera,7,small,16,0,0,1,0.12366038102023005
vision,camera,7,small,17,1,1,1,0.1246253048287333
vision,camera,7,small,18,0,0,1,0.24278403984220295
vision,camera,7,small,19,3,1,0,0.08312631816763388
vision,camera,7,small,20,0,1,0,0.05543892662354839
vision,camera,7,small,21,0,2,0,0.13031521290853162
vision,camera,7,small,22,0,2,0,0.1140081585608745
vision,camera,7,small,23,3,3,1,0.1693477253136076
vision,camera,7,small,24,3,3,1,0.13034039459242047
vision,camera,7,small,25,3,3,1,0.20151899012659455
vision,camera,7,small,26,3,2,0,0.08656880653601715
vision,camera,7,small,27,2,3,0,0.17162883237282517
vision,camera,7,small,28,3,2,0,0.16550576314724103
vision,camera,7,small,29,1,1,1,0.17247765898266695
vision,camera,7,small,30,0,2,0,0.19619239027357877
vision,camera,7,small,31,1,1,1,0.01109370354521367
vision,camera,7,small,32,0,2,0,0.10376023419585208
vision,camera,7,small,33,0,3,0,0.09944810687455331
vision,camera,7,small,34,2,2,1,0.08642652494113452
vision,camera,7,small,35,3,0,0,0.1481469858133707
vision,camera,7,small,36,3,0,0,0.17244435708568498
vision,camera,7,small,37,0,2,0,0.1710781937366382
vision,camera,7,small,38,2,2,1,0.09810246787363992
vision,camera,7,small,39,1,3,0,0.14504637337962575
vision,camera,7,small,40,0,0,1,0.08106757549008857
vision,camera,7,small,41,1,2,0,0.09675507386396075
vision,camera,7,small,42,2,1,0,0.12153218478521789
vision,camera,7,small,43,1,1,1,0.098835705285901
vision,camera,7,small,44,1,1,1,0.10622957319984969
vision,camera,7,small,45,0,0,1,0.11637289731176008
vision,camera,7,small,46,0,0,1,0.0788511854812332
vision,camera,7,small,47,0,3,0,0.14343090456952878
vision,cat,2,small,0,3,3,1,0.17753802528534007
vision,cat,2,small,1,0,3,0,0.06896243344384338
vision,cat,2,small,2,1,1,1,0.11020269116235676
vision,cat,2,small,3,3,3,1,0.20594980413678957
vision,cat,2,small,4,3,3,1,0.08774745188574629
vision,cat,2,small,5,1,3,0,0.09325512879582262
vision,cat,2,small,6,0,1,0,0.2070006477172867
vision,cat,2,small,7,1,1,1,0.17597875240651945
vision,cat,2,small,8,2,2,1,0.19029204427134305
vision,cat,2,small,9,0,2,0,0.13803111824531922
vision,cat,2,small,10,0,0,1,0.09737717265830775
vision,cat,2,small,11,1,1,1,0.18791979340162943
vision,cat,2,small,12,1,1,1,0.25811332811043575
vision,cat,2,small,13,0,2,0,0.23094230834604484
vision,cat,2,small,14,2,2,1,0.10827010246258381
vision,cat,2,small,15,1,1,1,0.3059946359133298
vision,cat,2,small,16,3,2,0,0.11184010816991735
vision,cat,2,small,17,1,1,1,0.20282243314843887
vision,cat,2,small,18,1,0,0,0.15665702755455724
vision,cat,2,small,19,3,3,1,0.10644020731452092
vision,cat,2,small,20,2,0,0,0.22097667424658396
vision,cat,2,small,21,3,0,0,0.13504619282965996
vision,cat,2,small,22,3,2,0,0.08517006928387594
vision,cat,2,small,23,3,0,0,0.2411163207408484
vision,cat,2,small,24,1,0,0,0.08585582970357312
vision,cat,2,small,25,0,0,1,0.23138624563847768
vision,cat,2,small,26,3,0,0,0.09413137073208734
vision,cat,2,small,27,1,3,0,0.23020475600347698
vision,cat,2,small,28,3,1,0,0.10057654216156448
vision,cat,2,small,29,1,1,1,0.18370662338447055
vision,cat,2,small,30,1,0,0,0.1929544568174175
vision,cat,2,small,31,3,2,0,0.11611053772715539
vision,cat,2,small,32,0,0,1,0.16408005657386973
vision,cat,2,small,33,3,3,1,0.13645014940504477
vision,cat,2,small,34,2,2,1,0.050390201950555345
vision,cat,2,small,35,3,3,1,0.1754781955405058
vision,cat,2,small,36,1,3,0,0.15332754387344955
vision,cat,2,small,37,2,0,0,0.12957249597529188
vision,cat,2,small,38,3,3,1,0.06529341083882746
