vision_request,text_request,layer,rank,vision_total_assignments,text_total_assignments,vision_active_experts,text_active_experts,vision_gini,text_gini,vision_top1_share,text_top1_share,vision_top4_share,text_top4_share,vision_max_expert_load,text_max_expert_load,vision_padding_amplification,text_padding_amplification,vision_effective_tiles,text_effective_tiles,vision_expert_median_ms,text_expert_median_ms,relative_assignment_error
clock_motion,text_05_coffee,30,0,1012.0,988.0,29.0,19.0,0.6211709486166008,0.7405111336032388,0.24110671936758893,0.1862348178137652,0.5335968379446641,0.6356275303643725,244.0,184.0,2.2134387351778657,2.979757085020243,35.0,23.0,0.43436798453330994,0.4176960289478302,0.023715415019762844
clock_motion,text_00_coins,31,0,824.0,1256.0,24.0,23.0,0.558252427184466,0.666202229299363,0.1553398058252427,0.2197452229299363,0.38834951456310673,0.49363057324840764,128.0,276.0,2.0194174757281553,1.6305732484076434,26.0,32.0,0.40940800309181213,0.4105279743671417,0.5242718446601942
clock_motion,text_02_cat,32,0,1300.0,1292.0,30.0,24.0,0.45413461538461536,0.6988196594427245,0.09846153846153846,0.3157894736842105,0.3323076923076923,0.56656346749226,128.0,408.0,1.8215384615384616,2.674922600619195,37.0,27.0,0.43145596981048584,0.4224959909915924,0.006153846153846154
clock_motion,text_02_cat,33,0,1128.0,1156.0,27.0,16.0,0.5713652482269503,0.8301254325259516,0.17375886524822695,0.3356401384083045,0.43971631205673756,0.7785467128027681,196.0,388.0,1.929078014184397,2.3252595155709344,34.0,21.0,0.42294400930404663,0.40905603766441345,0.024822695035460994
clock_motion,text_00_coins,34,0,732.0,832.0,28.0,22.0,0.5551571038251366,0.6268028846153846,0.18579234972677597,0.1201923076923077,0.41530054644808745,0.41346153846153844,136.0,100.0,2.710382513661202,2.076923076923077,31.0,27.0,0.41302400827407837,0.4113919734954834,0.1366120218579235
clock_motion,text_01_clock_motion,35,0,1280.0,1272.0,29.0,26.0,0.480859375,0.6387578616352201,0.13125,0.14465408805031446,0.371875,0.5062893081761006,168.0,184.0,1.8,1.8616352201257862,36.0,37.0,0.4371199905872345,0.4227200150489807,0.00625
clock_motion,text_02_cat,36,0,872.0,992.0,30.0,27.0,0.4418004587155963,0.6522177419354839,0.10091743119266056,0.21370967741935484,0.34403669724770647,0.5201612903225806,88.0,212.0,2.4220183486238533,2.193548387096774,33.0,34.0,0.42233598232269287,0.42982399463653564,0.13761467889908258
clock_motion,text_04_color_wheel,37,0,1224.0,1152.0,32.0,28.0,0.474468954248366,0.5946180555555556,0.13725490196078433,0.2604166666666667,0.3758169934640523,0.513888888888889,168.0,300.0,1.9869281045751634,3.3333333333333335,38.0,30.0,0.4285759925842285,0.42291197180747986,0.058823529411764705
clock_motion,text_01_clock_motion,38,0,1096.0,1128.0,31.0,28.0,0.46852189781021897,0.5423315602836879,0.12408759124087591,0.1099290780141844,0.3832116788321168,0.36524822695035464,136.0,124.0,2.102189781021898,1.929078014184397,36.0,34.0,0.42982399463653564,0.42499199509620667,0.029197080291970802
clock_motion,text_03_phantom,39,0,708.0,728.0,29.0,19.0,0.4927612994350282,0.7002060439560439,0.15254237288135594,0.17032967032967034,0.39548022598870053,0.5274725274725275,108.0,124.0,2.8022598870056497,1.934065934065934,31.0,22.0,0.42297598719596863,0.4026240110397339,0.02824858757062147
clock_motion,text_03_phantom,40,0,916.0,944.0,27.0,18.0,0.5126910480349345,0.760593220338983,0.14410480349344978,0.2966101694915254,0.3755458515283843,0.6567796610169492,132.0,280.0,2.165938864628821,2.711864406779661,31.0,20.0,0.4105920195579529,0.4073280096054077,0.03056768558951965
