variant,stage,layer,critical_span_ms,critical_ep_rank,calls_per_rank
A1,dispatch_comm,27,9.04150390625,0,2
A1,dispatch_comm,28,9.013153076171875,0,2
A1,dispatch_comm,29,9.28533935546875,0,2
A1,dispatch_comm,30,10.2623291015625,2,2
A1,dispatch_comm,31,9.133056640625,0,2
A1,dispatch_comm,32,9.07379150390625,0,2
A1,dispatch_comm,33,9.21954345703125,0,2
A1,dispatch_comm,34,11.83721923828125,3,2
A1,dispatch_comm,35,8.893310546875,2,2
A1,dispatch_comm,36,9.1492919921875,0,2
A1,dispatch_comm,37,10.47174072265625,2,2
A1,dispatch_comm,38,8.94610595703125,1,2
A1,dispatch_comm,39,8.89410400390625,2,2
A1,dispatch_comm,40,9.020263671875,2,2
A1,dispatch_comm,41,9.1356201171875,0,2
A1,dispatch_comm,42,8.96148681640625,2,2
A1,dispatch_comm,43,10.4967041015625,0,2
A1,dispatch_comm,44,9.0439453125,1,2
A1,dispatch_comm,45,9.0250244140625,0,2
A1,dispatch_comm,46,8.88922119140625,2,2
A1,dispatch_comm,47,9.00933837890625,0,2
A1,dispatch_compute,0,9.39568042755127,1,2
A1,dispatch_compute,1,10.119136810302734,0,2
A1,dispatch_compute,2,9.094398498535156,0,2
A1,dispatch_compute,3,10.115711212158203,0,2
A1,dispatch_compute,4,8.827842712402344,0,2
A1,dispatch_compute,5,11.050201416015625,2,2
A1,dispatch_compute,6,8.986907958984375,1,2
A1,dispatch_compute,7,8.963424682617188,1,2
A1,dispatch_compute,8,8.903350830078125,1,2
A1,dispatch_compute,9,9.761825561523438,1,2
A1,dispatch_compute,10,10.185760498046875,2,2
A1,dispatch_compute,11,9.537017822265625,2,2
A1,dispatch_compute,12,8.8609619140625,0,2
A1,dispatch_compute,13,10.443389892578125,1,2
A1,dispatch_compute,14,8.999832153320312,0,2
A1,dispatch_compute,15,8.898971557617188,2,2
A1,dispatch_compute,16,10.141876220703125,2,2
A1,dispatch_compute,17,9.054168701171875,2,2
A1,dispatch_compute,18,10.4140625,0,2
A1,dispatch_compute,19,8.920745849609375,0,2
A1,dispatch_compute,20,8.885467529296875,0,2
A1,dispatch_compute,21,9.053375244140625,0,2
A1,dispatch_compute,22,9.124847412109375,0,2
A1,dispatch_compute,23,8.928192138671875,2,2
A1,dispatch_compute,24,9.18585205078125,0,2
A1,dispatch_compute,25,9.03912353515625,0,2
A1,dispatch_compute,26,8.91387939453125,1,2
A1,dispatch_compute,27,9.042266845703125,0,2
A1,dispatch_compute,28,9.014312744140625,0,2
A1,dispatch_compute,29,9.285247802734375,0,2
A1,dispatch_compute,30,10.26171875,2,2
A1,dispatch_compute,31,9.1339111328125,0,2
A1,dispatch_compute,32,9.07421875,0,2
A1,dispatch_compute,33,9.21368408203125,0,2
A1,dispatch_compute,34,11.8375244140625,3,2
A1,dispatch_compute,35,8.8939208984375,2,2
A1,dispatch_compute,36,9.1507568359375,0,2
A1,dispatch_compute,37,10.44085693359375,2,2
A1,dispatch_compute,38,8.9466552734375,1,2
A1,dispatch_compute,39,8.894775390625,2,2
A1,dispatch_compute,40,9.02081298828125,2,2
A1,dispatch_compute,41,9.1363525390625,0,2
A1,dispatch_compute,42,8.96319580078125,2,2
A1,dispatch_compute,43,10.4976806640625,0,2
A1,dispatch_compute,44,9.045166015625,1,2
A1,dispatch_compute,45,9.019775390625,0,2
A1,dispatch_compute,46,8.890625,2,2
A1,dispatch_compute,47,9.010009765625,0,2
A1,expert,0,4.471327781677246,2,2
A1,expert,1,5.423870086669922,0,2
A1,expert,2,5.877857208251953,2,2
A1,expert,3,4.378459930419922,2,2
A1,expert,4,4.321571350097656,2,2
A1,expert,5,4.484130859375,2,2
A1,expert,6,4.3704986572265625,2,2
A1,expert,7,4.411468505859375,2,2
A1,expert,8,4.3082275390625,2,2
A1,expert,9,4.4958038330078125,2,2
A1,expert,10,4.9247283935546875,2,2
A1,expert,11,4.350616455078125,2,2
A1,expert,12,4.2698974609375,2,2
A1,expert,13,4.5681304931640625,2,2
A1,expert,14,4.302764892578125,2,2
A1,expert,15,5.654083251953125,0,2
A1,expert,16,4.354034423828125,0,2
A1,expert,17,5.3092041015625,2,2
A1,expert,18,4.2967529296875,2,2
A1,expert,19,4.301422119140625,2,2
A1,expert,20,4.343841552734375,2,2
A1,expert,21,4.305023193359375,2,2
A1,expert,22,4.2537841796875,2,2
A1,expert,23,4.325469970703125,2,2
A1,expert,24,4.335418701171875,2,2
A1,expert,25,4.27252197265625,2,2
A1,expert,26,4.816192626953125,2,2
A1,expert,27,4.37042236328125,2,2
A1,expert,28,4.434051513671875,2,2
A1,expert,29,4.331207275390625,2,2
A1,expert,30,4.533294677734375,2,2
A1,expert,31,4.3753662109375,2,2
A1,expert,32,4.3572998046875,0,2
A1,expert,33,5.20513916015625,0,2
A1,expert,34,4.36456298828125,2,2
A1,expert,35,4.37896728515625,2,2
A1,expert,36,4.40423583984375,2,2
A1,expert,37,4.94647216796875,2,2
A1,expert,38,4.30023193359375,2,2
A1,expert,39,4.30828857421875,2,2
A1,expert,40,4.22467041015625,3,2
A1,expert,41,4.38232421875,2,2
A1,expert,42,4.919189453125,2,2
A1,expert,43,4.38714599609375,2,2
A1,expert,44,4.406494140625,2,2
A1,expert,45,4.3870849609375,2,2
A1,expert,46,4.44305419921875,2,2
A1,expert,47,4.435302734375,2,2
A1,moe_total,0,18.837984323501587,1,2
A1,moe_total,1,19.283809661865234,3,2
A1,moe_total,2,19.968223571777344,3,2
A1,moe_total,3,19.045467376708984,1,2
A1,moe_total,4,18.959617614746094,0,2
A1,moe_total,5,20.08147430419922,2,2
A1,moe_total,6,18.134437561035156,3,2
A1,moe_total,7,18.100059509277344,0,2
A1,moe_total,8,18.627593994140625,0,2
A1,moe_total,9,19.232574462890625,1,2
A1,moe_total,10,19.21868896484375,1,2
A1,moe_total,11,18.513092041015625,3,2
A1,moe_total,12,18.465896606445312,0,2
A1,moe_total,13,20.674270629882812,3,2
A1,moe_total,14,18.44403076171875,1,2
A1,moe_total,15,19.584548950195312,1,2
A1,moe_total,16,19.10308837890625,2,2
A1,moe_total,17,19.1507568359375,2,2
A1,moe_total,18,19.4189453125,1,2
A1,moe_total,19,17.97418212890625,3,2
A1,moe_total,20,17.98052978515625,2,2
A1,moe_total,21,18.29925537109375,3,2
A1,moe_total,22,18.15435791015625,0,2
A1,moe_total,23,18.108154296875,3,2
A1,moe_total,24,18.182342529296875,0,2
A1,moe_total,25,18.104278564453125,0,2
A1,moe_total,26,18.533905029296875,1,2
A1,moe_total,27,18.126708984375,3,2
A1,moe_total,28,18.037353515625,3,2
A1,moe_total,29,18.37579345703125,3,2
A1,moe_total,30,19.285369873046875,2,2
A1,moe_total,31,18.18914794921875,1,2
A1,moe_total,32,18.04022216796875,3,2
A1,moe_total,33,20.904541015625,0,2
A1,moe_total,34,20.94769287109375,3,2
A1,moe_total,35,17.96185302734375,2,2
A1,moe_total,36,19.11126708984375,0,2
A1,moe_total,37,19.51922607421875,3,2
A1,moe_total,38,18.027587890625,1,2
A1,moe_total,39,17.97454833984375,3,2
A1,moe_total,40,18.13433837890625,3,2
A1,moe_total,41,18.369384765625,1,2
A1,moe_total,42,19.28167724609375,2,2
A1,moe_total,43,19.57391357421875,0,2
A1,moe_total,44,18.15966796875,1,2
A1,moe_total,45,18.039306640625,1,2
A1,moe_total,46,17.98529052734375,3,2
A1,moe_total,47,14.9049072265625,1,2
A2,attention,0,3.685215950012207,0,2
A2,attention,1,4.005407333374023,0,2
A2,attention,2,4.273920059204102,3,2
A2,attention,3,4.440832138061523,3,2
A2,attention,4,4.795871734619141,3,2
A2,attention,5,4.9647674560546875,3,2
A2,attention,6,4.758335113525391,0,2
A2,attention,7,5.112892150878906,3,2
A2,attention,8,5.20550537109375,3,2
A2,attention,9,5.425376892089844,3,2
A2,attention,10,5.507102966308594,3,2
A2,attention,11,7.0812225341796875,3,2
A2,attention,12,7.25506591796875,3,2
A2,attention,13,7.8244171142578125,3,2
A2,attention,14,8.386306762695312,3,2
A2,attention,15,8.249664306640625,3,2
A2,attention,16,6.9560089111328125,0,2
A2,attention,17,7.308868408203125,0,2
A2,attention,18,7.7111053466796875,3,2
A2,attention,19,8.716903686523438,3,2
A2,attention,20,7.37188720703125,0,2
A2,attention,21,9.075836181640625,3,2
A2,attention,22,7.35943603515625,0,2
A2,attention,23,7.6641845703125,0,2
A2,attention,24,7.659027099609375,0,2
A2,attention,25,8.99822998046875,3,2
A2,attention,26,7.867584228515625,3,2
A2,attention,27,7.391998291015625,0,2
A2,attention,28,7.400726318359375,0,2
A2,attention,29,7.680267333984375,0,2
A2,attention,30,8.059814453125,3,2
A2,attention,31,7.433685302734375,0,2
A2,attention,32,9.296051025390625,3,2
A2,attention,33,9.12042236328125,3,2
A2,attention,34,7.656005859375,3,2
A2,attention,35,7.41748046875,0,2
A2,attention,36,7.845947265625,3,2
A2,attention,37,7.8026123046875,3,2
A2,attention,38,7.630615234375,0,2
A2,attention,39,9.01220703125,3,2
A2,attention,40,9.00677490234375,3,2
A2,attention,41,7.95208740234375,2,2
A2,attention,42,7.5955810546875,0,2
A2,attention,43,7.50372314453125,0,2
A2,attention,44,7.5540771484375,0,2
A2,attention,45,7.38629150390625,0,2
A2,attention,46,8.86297607421875,3,2
A2,attention,47,8.47369384765625,3,2
A2,combine_comm,0,4.9622721672058105,1,2
A2,combine_comm,1,5.419999122619629,2,2
A2,combine_comm,2,5.18342399597168,2,2
A2,combine_comm,3,5.590236663818359,1,2
A2,combine_comm,4,5.843681335449219,2,2
A2,combine_comm,5,5.765247344970703,2,2
A2,combine_comm,6,6.0665283203125,2,2
A2,combine_comm,7,6.1953582763671875,1,2
A2,combine_comm,8,6.455741882324219,2,2
A2,combine_comm,9,6.7220458984375,2,2
A2,combine_comm,10,7.153411865234375,2,2
A2,combine_comm,11,8.926910400390625,2,2
A2,combine_comm,12,9.057373046875,2,2
A2,combine_comm,13,8.18914794921875,2,2
A2,combine_comm,14,10.068191528320312,1,2
A2,combine_comm,15,9.261093139648438,2,2
A2,combine_comm,16,8.797149658203125,1,2
A2,combine_comm,17,9.093170166015625,1,2
A2,combine_comm,18,9.826980590820312,2,2
A2,combine_comm,19,9.666107177734375,2,2
A2,combine_comm,20,8.916748046875,1,2
A2,combine_comm,21,8.90545654296875,1,2
A2,combine_comm,22,9.262847900390625,2,2
A2,combine_comm,23,8.963348388671875,1,2
A2,combine_comm,24,10.716033935546875,2,2
A2,combine_comm,25,10.07440185546875,2,2
A2,combine_comm,26,8.76397705078125,2,2
A2,combine_comm,27,9.08880615234375,2,2
A2,combine_comm,28,9.0042724609375,1,2
A2,combine_comm,29,8.859588623046875,2,2
A2,combine_comm,30,8.879547119140625,2,2
A2,combine_comm,31,8.84112548828125,2,2
A2,combine_comm,32,9.17340087890625,2,2
A2,combine_comm,33,10.186248779296875,2,2
A2,combine_comm,34,8.98553466796875,2,2
A2,combine_comm,35,9.24853515625,2,2
A2,combine_comm,36,8.88897705078125,2,2
A2,combine_comm,37,9.1949462890625,3,2
A2,combine_comm,38,9.32550048828125,2,2
A2,combine_comm,39,10.40667724609375,2,2
A2,combine_comm,40,8.9830322265625,1,2
A2,combine_comm,41,10.3980712890625,2,2
A2,combine_comm,42,9.0531005859375,2,2
A2,combine_comm,43,8.92840576171875,2,2
A2,combine_comm,44,8.8148193359375,2,2
A2,combine_comm,45,10.46240234375,2,2
A2,combine_comm,46,10.3734130859375,2,2
A2,combine_comm,47,5.786376953125,2,2
A2,combine_compute,0,4.960288047790527,1,2
A2,combine_compute,1,5.417823791503906,2,2
A2,combine_compute,2,5.182497024536133,2,2
A2,combine_compute,3,5.588993072509766,1,2
A2,combine_compute,4,5.839744567871094,2,2
A2,combine_compute,5,5.764545440673828,2,2
A2,combine_compute,6,6.065574645996094,2,2
A2,combine_compute,7,6.193534851074219,1,2
A2,combine_compute,8,6.454689025878906,2,2
A2,combine_compute,9,6.721153259277344,2,2
A2,combine_compute,10,7.1485748291015625,2,2
A2,combine_compute,11,8.923362731933594,2,2
A2,combine_compute,12,9.047866821289062,2,2
A2,combine_compute,13,8.180068969726562,2,2
A2,combine_compute,14,10.04779052734375,1,2
A2,combine_compute,15,9.345443725585938,3,2
A2,combine_compute,16,8.795883178710938,1,2
A2,combine_compute,17,9.091354370117188,1,2
A2,combine_compute,18,9.910659790039062,3,2
A2,combine_compute,19,9.739654541015625,3,2
A2,combine_compute,20,9.1636962890625,0,2
A2,combine_compute,21,9.0750732421875,0,2
A2,combine_compute,22,9.730743408203125,0,2
A2,combine_compute,23,8.961700439453125,1,2
A2,combine_compute,24,10.70697021484375,2,2
A2,combine_compute,25,10.092376708984375,3,2
A2,combine_compute,26,8.96368408203125,0,2
A2,combine_compute,27,9.08380126953125,2,2
A2,combine_compute,28,9.417999267578125,0,2
A2,combine_compute,29,8.85650634765625,2,2
A2,combine_compute,30,9.025390625,0,2
A2,combine_compute,31,8.95672607421875,0,2
A2,combine_compute,32,9.136505126953125,2,2
A2,combine_compute,33,10.18145751953125,2,2
A2,combine_compute,34,9.0084228515625,0,2
A2,combine_compute,35,9.24700927734375,2,2
A2,combine_compute,36,9.049072265625,0,2
A2,combine_compute,37,9.1893310546875,3,2
A2,combine_compute,38,9.31182861328125,2,2
A2,combine_compute,39,10.39971923828125,2,2
A2,combine_compute,40,9.07366943359375,0,2
A2,combine_compute,41,10.39471435546875,2,2
A2,combine_compute,42,9.38323974609375,0,2
A2,combine_compute,43,8.927001953125,2,2
A2,combine_compute,44,8.90875244140625,0,2
A2,combine_compute,45,10.45001220703125,2,2
A2,combine_compute,46,10.337646484375,2,2
A2,combine_compute,47,6.29840087890625,0,2
A2,decoder_layer,0,11.266560152173042,2,2
A2,decoder_layer,1,11.972126960754395,3,2
A2,decoder_layer,2,12.268512725830078,3,2
A2,decoder_layer,3,13.131744384765625,0,2
A2,decoder_layer,4,13.790946960449219,3,2
A2,decoder_layer,5,14.082401275634766,0,2
A2,decoder_layer,6,13.988605499267578,3,2
A2,decoder_layer,7,14.572029113769531,0,2
A2,decoder_layer,8,15.021377563476562,3,2
A2,decoder_layer,9,15.620773315429688,3,2
A2,decoder_layer,10,16.651809692382812,2,2
A2,decoder_layer,11,20.360000610351562,3,2
A2,decoder_layer,12,21.047073364257812,2,2
A2,decoder_layer,13,21.25225830078125,1,2
A2,decoder_layer,14,23.33648681640625,2,2
A2,decoder_layer,15,22.352737426757812,3,2
A2,decoder_layer,16,20.177886962890625,0,2
A2,decoder_layer,17,20.776123046875,0,2
A2,decoder_layer,18,22.53350830078125,2,2
A2,decoder_layer,19,23.804855346679688,0,2
A2,decoder_layer,20,21.122100830078125,0,2
A2,decoder_layer,21,22.96124267578125,3,2
A2,decoder_layer,22,21.960205078125,0,2
A2,decoder_layer,23,21.38446044921875,3,2
A2,decoder_layer,24,23.3203125,2,2
A2,decoder_layer,25,24.774078369140625,1,2
A2,decoder_layer,26,22.7332763671875,0,2
A2,decoder_layer,27,21.174407958984375,3,2
A2,decoder_layer,28,21.56744384765625,0,2
A2,decoder_layer,29,21.95166015625,2,2
A2,decoder_layer,30,21.939239501953125,0,2
A2,decoder_layer,31,21.217010498046875,2,2
A2,decoder_layer,32,24.42254638671875,2,2
A2,decoder_layer,33,24.721099853515625,3,2
A2,decoder_layer,34,22.457611083984375,0,2
A2,decoder_layer,35,21.694091796875,3,2
A2,decoder_layer,36,22.080810546875,0,2
A2,decoder_layer,37,21.54852294921875,3,2
A2,decoder_layer,38,21.77105712890625,2,2
A2,decoder_layer,39,25.24200439453125,2,2
A2,decoder_layer,40,24.56658935546875,0,2
A2,decoder_layer,41,24.18768310546875,2,2
A2,decoder_layer,42,22.993896484375,0,2
A2,decoder_layer,43,21.28717041015625,0,2
A2,decoder_layer,44,21.18048095703125,0,2
A2,decoder_layer,45,23.33905029296875,2,2
A2,decoder_layer,46,24.72314453125,3,2
A2,decoder_layer,47,20.2833251953125,0,2
A2,dispatch_comm,0,5.021792054176331,2,2
A2,dispatch_comm,1,6.30076789855957,3,2
A2,dispatch_comm,2,7.343391418457031,0,2
A2,dispatch_comm,3,7.26617431640625,3,2
A2,dispatch_comm,4,7.8699493408203125,0,2
A2,dispatch_comm,5,8.448738098144531,0,2
A2,dispatch_comm,6,8.084930419921875,0,2
A2,dispatch_comm,7,8.608222961425781,0,2
A2,dispatch_comm,8,8.912544250488281,0,2
A2,dispatch_comm,9,9.489601135253906,0,2
A2,dispatch_comm,10,9.967933654785156,0,2
A2,dispatch_comm,11,12.389564514160156,0,2
A2,dispatch_comm,12,12.899932861328125,0,2
A2,dispatch_comm,13,13.593185424804688,0,2
A2,dispatch_comm,14,14.078155517578125,0,2
A2,dispatch_comm,15,13.607177734375,0,2
A2,dispatch_comm,16,12.073760986328125,3,2
A2,dispatch_comm,17,12.909454345703125,3,2
A2,dispatch_comm,18,13.259735107421875,0,2
A2,dispatch_comm,19,15.101837158203125,3,2
A2,dispatch_comm,20,12.600189208984375,3,2
A2,dispatch_comm,21,15.095306396484375,0,2
A2,dispatch_comm,22,13.889923095703125,0,2
A2,dispatch_comm,23,13.620697021484375,0,2
A2,dispatch_comm,24,13.5474853515625,0,2
A2,dispatch_comm,25,15.869598388671875,3,2
A2,dispatch_comm,26,14.27154541015625,3,2
A2,dispatch_comm,27,13.15179443359375,0,2
A2,dispatch_comm,28,13.3870849609375,0,2
A2,dispatch_comm,29,13.588897705078125,0,2
A2,dispatch_comm,30,14.024444580078125,0,2
A2,dispatch_comm,31,12.2947998046875,0,2
A2,dispatch_comm,32,15.997650146484375,0,2
A2,dispatch_comm,33,15.701171875,0,2
A2,dispatch_comm,34,13.566680908203125,0,2
A2,dispatch_comm,35,13.47808837890625,0,2
A2,dispatch_comm,36,13.80718994140625,0,2
A2,dispatch_comm,37,13.636962890625,0,2
A2,dispatch_comm,38,12.7003173828125,0,2
A2,dispatch_comm,39,15.7935791015625,0,2
A2,dispatch_comm,40,15.4471435546875,0,2
A2,dispatch_comm,41,14.80548095703125,0,2
A2,dispatch_comm,42,13.79498291015625,0,2
A2,dispatch_comm,43,13.45013427734375,0,2
A2,dispatch_comm,44,13.39630126953125,0,2
A2,dispatch_comm,45,13.75360107421875,0,2
A2,dispatch_comm,46,15.5780029296875,0,2
A2,dispatch_comm,47,14.690673828125,0,2
A2,dispatch_compute,0,5.022751808166504,2,2
A2,dispatch_compute,1,5.249407768249512,0,2
A2,dispatch_compute,2,6.284160614013672,0,2
A2,dispatch_compute,3,6.363645553588867,0,2
A2,dispatch_compute,4,6.276702880859375,3,2
A2,dispatch_compute,5,7.024383544921875,0,2
A2,dispatch_compute,6,6.385406494140625,3,2
A2,dispatch_compute,7,6.989921569824219,0,2
A2,dispatch_compute,8,6.965049743652344,0,2
A2,dispatch_compute,9,7.403266906738281,0,2
A2,dispatch_compute,10,7.597953796386719,0,2
A2,dispatch_compute,11,9.907936096191406,0,2
A2,dispatch_compute,12,11.280548095703125,0,2
A2,dispatch_compute,13,12.23455810546875,0,2
A2,dispatch_compute,14,11.34771728515625,0,2
A2,dispatch_compute,15,10.754531860351562,3,2
A2,dispatch_compute,16,9.380538940429688,0,2
A2,dispatch_compute,17,9.583206176757812,3,2
A2,dispatch_compute,18,10.201416015625,3,2
A2,dispatch_compute,19,12.593353271484375,0,2
A2,dispatch_compute,20,9.730010986328125,0,2
A2,dispatch_compute,21,12.375640869140625,3,2
A2,dispatch_compute,22,10.9437255859375,3,2
A2,dispatch_compute,23,10.50933837890625,3,2
A2,dispatch_compute,24,10.4224853515625,3,2
A2,dispatch_compute,25,13.500457763671875,0,2
A2,dispatch_compute,26,11.375579833984375,0,2
A2,dispatch_compute,27,10.03350830078125,3,2
A2,dispatch_compute,28,10.188720703125,3,2
A2,dispatch_compute,29,10.980804443359375,3,2
A2,dispatch_compute,30,11.194549560546875,3,2
A2,dispatch_compute,31,10.2637939453125,3,2
A2,dispatch_compute,32,12.94244384765625,3,2
A2,dispatch_compute,33,12.50811767578125,3,2
A2,dispatch_compute,34,11.3248291015625,0,2
A2,dispatch_compute,35,10.2950439453125,3,2
A2,dispatch_compute,36,10.68670654296875,0,2
A2,dispatch_compute,37,10.59674072265625,3,2
A2,dispatch_compute,38,9.86224365234375,0,2
A2,dispatch_compute,39,12.77813720703125,3,2
A2,dispatch_compute,40,13.1612548828125,0,2
A2,dispatch_compute,41,11.3045654296875,3,2
A2,dispatch_compute,42,11.49517822265625,0,2
A2,dispatch_compute,43,9.89215087890625,0,2
A2,dispatch_compute,44,9.8955078125,0,2
A2,dispatch_compute,45,10.31317138671875,0,2
A2,dispatch_compute,46,13.27130126953125,0,2
A2,dispatch_compute,47,12.3388671875,0,2
A2,expert,0,2.359424114227295,1,2
A2,expert,1,2.8670730590820312,1,2
A2,expert,2,2.4527053833007812,0,2
A2,expert,3,2.622333526611328,2,2
A2,expert,4,2.664478302001953,2,2
A2,expert,5,2.8779525756835938,2,2
A2,expert,6,2.9077072143554688,2,2
A2,expert,7,2.9382095336914062,1,2
A2,expert,8,3.0930862426757812,2,2
A2,expert,9,3.2471694946289062,2,2
A2,expert,10,3.3562240600585938,2,2
A2,expert,11,4.565093994140625,2,2
A2,expert,12,4.936859130859375,2,2
A2,expert,13,3.8868865966796875,1,2
A2,expert,14,5.9281005859375,1,2
A2,expert,15,4.6651611328125,2,2
A2,expert,16,4.327178955078125,1,2
A2,expert,17,4.3725433349609375,1,2
A2,expert,18,5.163909912109375,2,2
A2,expert,19,5.038421630859375,2,2
A2,expert,20,4.379547119140625,1,2
A2,expert,21,4.28460693359375,1,2
A2,expert,22,4.902313232421875,2,2
A2,expert,23,4.436920166015625,2,2
A2,expert,24,5.811767578125,2,2
A2,expert,25,5.361663818359375,2,2
A2,expert,26,4.527923583984375,3,2
A2,expert,27,4.66302490234375,3,2
A2,expert,28,4.890289306640625,3,2
A2,expert,29,4.659088134765625,3,2
A2,expert,30,5.81927490234375,3,2
A2,expert,31,4.76544189453125,3,2
A2,expert,32,4.679595947265625,3,2
A2,expert,33,5.31292724609375,2,2
A2,expert,34,4.774658203125,3,2
A2,expert,35,4.78717041015625,2,2
A2,expert,36,4.57513427734375,3,2
A2,expert,37,5.1318359375,3,2
A2,expert,38,4.75640869140625,2,2
A2,expert,39,5.45977783203125,2,2
A2,expert,40,4.36395263671875,3,2
A2,expert,41,5.5723876953125,2,2
A2,expert,42,4.4515380859375,2,2
A2,expert,43,4.3681640625,1,2
A2,expert,44,4.361083984375,2,2
A2,expert,45,5.3961181640625,2,2
A2,expert,46,5.37823486328125,2,2
A2,expert,47,4.5509033203125,2,2
A2,moe_total,0,9.81158447265625,2,2
A2,moe_total,1,10.481375694274902,2,2
A2,moe_total,2,10.80624008178711,1,2
A2,moe_total,3,11.610881805419922,0,2
A2,moe_total,4,12.04355239868164,2,2
A2,moe_total,5,12.429664611816406,0,2
A2,moe_total,6,12.291297912597656,3,2
A2,moe_total,7,12.874565124511719,0,2
A2,moe_total,8,13.077507019042969,3,2
A2,moe_total,9,13.696479797363281,3,2
A2,moe_total,10,14.526176452636719,3,2
A2,moe_total,11,18.053512573242188,3,2
A2,moe_total,12,18.684234619140625,2,2
A2,moe_total,13,19.248931884765625,1,2
A2,moe_total,14,20.790374755859375,1,2
A2,moe_total,15,19.638748168945312,3,2
A2,moe_total,16,17.737991333007812,1,2
A2,moe_total,17,18.051773071289062,0,2
A2,moe_total,18,19.84112548828125,2,2
A2,moe_total,19,21.091812133789062,0,2
A2,moe_total,20,18.423919677734375,0,2
A2,moe_total,21,20.368377685546875,3,2
A2,moe_total,22,19.24774169921875,0,2
A2,moe_total,23,18.803985595703125,3,2
A2,moe_total,24,20.58990478515625,2,2
A2,moe_total,25,22.159027099609375,0,2
A2,moe_total,26,19.932952880859375,0,2
A2,moe_total,27,18.535491943359375,2,2
A2,moe_total,28,18.7967529296875,0,2
A2,moe_total,29,19.430267333984375,2,2
A2,moe_total,30,19.24432373046875,3,2
A2,moe_total,31,18.816986083984375,2,2
A2,moe_total,32,21.735626220703125,2,2
A2,moe_total,33,22.027984619140625,3,2
A2,moe_total,34,19.81427001953125,0,2
A2,moe_total,35,18.9625244140625,3,2
A2,moe_total,36,19.28887939453125,0,2
A2,moe_total,37,18.82843017578125,3,2
A2,moe_total,38,19.328857421875,2,2
A2,moe_total,39,22.612548828125,2,2
A2,moe_total,40,21.88232421875,1,2
A2,moe_total,41,21.70526123046875,3,2
A2,moe_total,42,20.20465087890625,0,2
A2,moe_total,43,18.55767822265625,0,2
A2,moe_total,44,18.44921875,0,2
A2,moe_total,45,20.64422607421875,2,2
A2,moe_total,46,22.07879638671875,2,2
A2,moe_total,47,17.5379638671875,0,2
C,attention,0,8.238559991121292,0,2
C,attention,1,7.714113235473633,0,2
C,attention,2,7.499904632568359,0,2
C,attention,3,7.519805908203125,0,2
C,attention,4,7.3392333984375,0,2
C,attention,5,7.3830718994140625,0,2
C,attention,6,7.188896179199219,0,2
C,attention,7,7.2697296142578125,0,2
C,attention,8,7.2302398681640625,0,2
C,attention,9,7.10931396484375,0,2
C,attention,10,7.228515625,0,2
C,attention,11,6.9654693603515625,0,2
C,attention,12,6.981475830078125,0,2
C,attention,13,7.209503173828125,3,2
C,attention,14,6.9512786865234375,2,2
C,attention,15,7.0088043212890625,2,2
C,attention,16,6.9718017578125,2,2
C,attention,17,6.8870849609375,3,2
C,attention,18,7.054656982421875,2,2
C,attention,19,6.90313720703125,0,2
C,attention,20,7.12945556640625,3,2
C,attention,21,7.57037353515625,3,2
C,attention,22,7.963134765625,3,2
C,attention,23,7.46771240234375,3,2
C,attention,24,7.365325927734375,3,2
C,attention,25,7.248687744140625,3,2
C,attention,26,7.34124755859375,3,2
C,attention,27,7.33013916015625,3,2
C,attention,28,7.954132080078125,2,2
C,attention,29,7.21051025390625,3,2
C,attention,30,7.132080078125,3,2
C,attention,31,7.081878662109375,3,2
C,attention,32,7.06414794921875,0,2
C,attention,33,6.9888916015625,2,2
C,attention,34,7.018798828125,3,2
C,attention,35,7.08740234375,0,2
C,attention,36,7.141845703125,2,2
C,attention,37,7.07769775390625,2,2
C,attention,38,6.96142578125,3,2
C,attention,39,7.07830810546875,2,2
C,attention,40,7.0172119140625,0,2
C,attention,41,7.06622314453125,0,2
C,attention,42,7.0433349609375,2,2
C,attention,43,7.05718994140625,2,2
C,attention,44,7.086181640625,3,2
C,attention,45,7.06011962890625,2,2
C,attention,46,7.064697265625,0,2
C,attention,47,7.07574462890625,1,2
C,causal_wait,0,0.8893439769744873,0,1
C,causal_wait,1,0.06751823425292969,1,1
C,causal_wait,2,0.08086395263671875,1,1
C,causal_wait,3,0.06377410888671875,2,1
C,causal_wait,4,0.06636810302734375,2,1
C,causal_wait,5,0.06438446044921875,1,1
C,causal_wait,6,0.06496429443359375,2,1
C,causal_wait,7,0.0657958984375,2,1
C,causal_wait,8,0.0649871826171875,2,1
C,causal_wait,9,0.0654144287109375,1,1
C,causal_wait,10,0.0627593994140625,3,1
C,causal_wait,11,0.064788818359375,2,1
C,causal_wait,12,0.087493896484375,3,1
C,causal_wait,13,0.0681915283203125,0,1
C,causal_wait,14,0.0910797119140625,3,1
C,causal_wait,15,0.0931549072265625,0,1
C,causal_wait,16,0.066619873046875,0,1
C,causal_wait,17,0.0662841796875,0,1
C,causal_wait,18,0.065582275390625,0,1
C,causal_wait,19,0.06573486328125,3,1
C,causal_wait,20,0.0941162109375,2,1
C,causal_wait,21,0.0667724609375,2,1
C,causal_wait,22,0.06805419921875,0,1
C,causal_wait,23,0.085906982421875,0,1
C,causal_wait,24,0.071136474609375,0,1
C,causal_wait,25,0.06329345703125,0,1
C,causal_wait,26,0.066802978515625,0,1
C,causal_wait,27,0.091888427734375,2,1
