policy,stage,kind,name,count,sum,median,max
libra,cub::DeviceScan::InclusiveScan,KERNEL,"void at_cuda_detail::cub::DeviceScanKernel<at_cuda_detail::cub::DeviceScanPolicy<long, std::plus<long>>::Policy900, const long *, long *, at_cuda_detail::cub::ScanTileState<long, (bool)1>, std::plus<long>, at_cuda_detail::cub::NullType, int, long>(T2, T3, T4, int, T5, T6, T7)",36,0.072672,0.002016,0.002368
libra,forward_mid,KERNEL,"c10d::symmetric_memory::barrier_kernel(unsigned int **, int, int, int, unsigned long)",564,290.002477,0.315393,8.354477
libra,forward_mid,KERNEL,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",552,2.133732,0.003808,0.00448
libra,forward_mid,MEMCPY,MEMCPY,8400,41.24279,0.002528,0.024512
libra,ncclAllGather,KERNEL,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),588,305.15292,0.368865,6.32001
libra,ncclAllReduce,KERNEL,ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),576,348.026998,0.497841,7.542052
vanilla,Attention,KERNEL,"flash::prepare_varlen_num_blocks_kernel(int, int, int, const int *, const int *, const int *, const int *, const int *, const int *, int, int, int, int, int, cutlass::FastDivmod, cutlass::FastDivmod, int *, int *, bool)",576,1.677187,0.002912,0.00528
vanilla,Attention,KERNEL,nvjet_tst_256x128_64x4_1x2_h_bz_coopA_TNT,576,25.777627,0.0448,0.045377
vanilla,Attention,KERNEL,nvjet_tst_320x128_64x3_1x2_h_bz_coopB_TNT,576,33.394092,0.057952,0.059968
vanilla,Attention,KERNEL,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",1152,16.416113,0.014032,0.02384
vanilla,Attention,KERNEL,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)",1152,9.471961,0.0085605,0.01072
vanilla,Attention,KERNEL,"void cutlass::device_kernel<flash::enable_sm90_or_later<flash::FlashAttnFwdSm90<flash::CollectiveMainloopFwdSm90<(int)2, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cute::tuple<cute::C<(int)128>, cute::C<(int)128>, cute::C<(int)128>>, (int)128, cutlass::bfloat16_t, float, cutlass::arch::Sm90, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)1, (bool)0, (bool)0>, flash::CollectiveEpilogueFwd<cute::tuple<cute::C<(int)128>, cute::C<(int)128>, cute::C<(int)128>>, cute::tuple<cute::C<(int)1>, cute::C<(int)1>, cute::C<(int)1>>, cutlass::bfloat16_t, cutlass::arch::Sm90, (int)256, (bool)1, (bool)1, (bool)0, (bool)0>, flash::VarlenDynamicPersistentTileScheduler<(int)128, (int)256, (int)128, (bool)0, (bool)1, (bool)1>>>>(T1::Params)",576,51.716319,0.089696,0.0928
vanilla,Attention,KERNEL,"void flashinfer::BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel<(bool)0, (unsigned int)128, (unsigned int)8, (unsigned int)16, __nv_bfloat16, long>(T5 *, T5 *, T5 *, T5 *, float *, T6 *, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)",576,6.786731,0.011776,0.012288
vanilla,Attention,KERNEL,"void flashinfer::norm::RMSNormKernel<(unsigned int)8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)",1152,53.972765,0.046912,0.081953
vanilla,Combine,MEMCPY,MEMCPY,576,12.981186,0.022464,0.024032
vanilla,Dispatch,KERNEL,memcpy_triton_kernel,576,4.155086,0.007168,0.008
vanilla,Dispatch,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char *, (unsigned long)3>>(int, T2, T3)",576,4.216524,0.007296,0.008128
vanilla,Dispatch,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)",576,2.373544,0.004097,0.004512
vanilla,Dispatch,KERNEL,"void flashinfer::norm::RMSNormKernel<(unsigned int)8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)",576,14.056875,0.02464,0.026112
vanilla,MoE,KERNEL,_moe_sum_reduce_kernel,576,59.725868,0.1032,0.109792
vanilla,MoE,KERNEL,fused_moe_kernel,1152,453.270998,0.368081,0.684577
vanilla,MoE,KERNEL,nvjet_tst_64x128_64x8_2x1_v_bz_TNN,576,8.060533,0.01392,0.015232
vanilla,MoE,KERNEL,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)",576,2.683398,0.00464,0.005216
vanilla,MoE,KERNEL,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)8>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)",576,2.832106,0.004896,0.005504
vanilla,MoE,KERNEL,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",576,1.923528,0.003328,0.003904
vanilla,MoE,KERNEL,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",576,2.543781,0.004384,0.005248
vanilla,MoE,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)",576,0.81344,0.001408,0.002016
vanilla,MoE,KERNEL,"void count_and_sort_expert_tokens_kernel<int>(const T1 *, int *, int *, unsigned long)",576,25.582469,0.044576,0.049088
vanilla,MoE,KERNEL,"void flashinfer::activation::act_and_mul_kernel<__nv_bfloat16, &silu<float>>(T1 *, const T1 *, int)",576,55.229308,0.095744,0.103169
vanilla,MoE,KERNEL,"void moe_align_block_size_kernel<int>(const T1 *, int *, int *, int *, int, int, unsigned long, int *, bool, int)",576,8.648286,0.01504,0.01568
vanilla,MoE,KERNEL,"void topkGatingSoftmax<float, (int)4, (int)128, (int)4, (int)16>(const T1 *, const bool *, float *, int, int *, int, int, int, bool)",576,7.437397,0.012896,0.013696
vanilla,Postprocess,KERNEL,memcpy_triton_kernel,576,3.755369,0.006912,0.008352
vanilla,Postprocess,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)",576,2.379688,0.004096,0.006528
vanilla,RMSNorm,KERNEL,"void flashinfer::norm::FusedAddRMSNormKernel<(unsigned int)8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)",564,5.680591,0.01008,0.012192
vanilla,RMSNorm,KERNEL,"void flashinfer::norm::RMSNormKernel<(unsigned int)8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)",12,0.072961,0.00608,0.006176
vanilla,RMSNorm,MEMCPY,MEMCPY,576,1.000737,0.001728,0.002176
vanilla,UNATTRIBUTED,KERNEL,compute_position_kernel,12,0.021024,0.0017439999999999999,0.001888
vanilla,UNATTRIBUTED,KERNEL,memcpy_triton_kernel,24,0.043744,0.00184,0.002208
vanilla,UNATTRIBUTED,KERNEL,nvjet_tst_192x8_64x8_4x1_v_bz_TNT,12,0.771555,0.064353,0.065632
vanilla,UNATTRIBUTED,KERNEL,"void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)1, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",12,0.03008,0.002592,0.002784
vanilla,UNATTRIBUTED,KERNEL,"void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)8>, unsigned int, (int)1, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",60,0.153888,0.0025440000000000003,0.003264
vanilla,UNATTRIBUTED,KERNEL,"void at::native::<unnamed>::indexSelectLargeIndex<c10::BFloat16, long, unsigned int, (int)2, (int)2, (int)-2, (bool)1>(at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<const T1, T3>, at::cuda::detail::TensorInfo<const T2, T3>, int, int, T3, T3, long)",12,0.334976,0.027808,0.028672
vanilla,UNATTRIBUTED,KERNEL,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",12,0.044384,0.003696,0.003776
vanilla,UNATTRIBUTED,KERNEL,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)",12,0.049665,0.0041600000000000005,0.004384
vanilla,UNATTRIBUTED,KERNEL,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &)::[lambda(int) (instance 1)]>(long, T3)",12,0.056514,0.004608,0.005408
vanilla,UNATTRIBUTED,KERNEL,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::ArgMaxOps<float>, unsigned int, long, (int)4, (int)4>>(T3)",12,0.111488,0.00928,0.009504
vanilla,UNATTRIBUTED,KERNEL,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator ()(at::TensorIterator &)::[lambda(long, long) (instance 1)]>, unsigned int, long, (int)4, (int)4>>(T3)",12,0.036608,0.0030559999999999997,0.003328
vanilla,UNATTRIBUTED,KERNEL,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",24,0.037152,0.001536,0.001856
vanilla,UNATTRIBUTED,KERNEL,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",12,0.023776,0.001968,0.002176
vanilla,UNATTRIBUTED,KERNEL,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",12,0.040864,0.003424,0.003552
vanilla,UNATTRIBUTED,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char *, (unsigned long)2>>(int, T2, T3)",12,0.022176,0.0018080000000000001,0.002432
vanilla,UNATTRIBUTED,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctor_add<long>, std::array<char *, (unsigned long)3>>(int, T2, T3)",12,0.019072,0.001632,0.00176
vanilla,UNATTRIBUTED,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<long>, std::array<char *, (unsigned long)1>>(int, T2, T3)",6,0.007712,0.001344,0.001344
vanilla,UNATTRIBUTED,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)",12,0.014816,0.001216,0.001344
vanilla,UNATTRIBUTED,KERNEL,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)",36,0.167328,0.001504,0.0112
vanilla,UNATTRIBUTED,KERNEL,"void flashinfer::norm::FusedAddRMSNormKernel<(unsigned int)8, __nv_bfloat16>(T2 *, T2 *, T2 *, unsigned int, unsigned int, unsigned int, float, float)",12,0.11984,0.010016,0.01056
vanilla,UNATTRIBUTED,KERNEL,"void sglang::cross_device_reduce_1stage<__nv_bfloat16, (int)4>(sglang::RankData *, sglang::RankSignals, sglang::Signal *, T1 *, int, int)",12,0.101536,0.007344,0.022176
vanilla,UNATTRIBUTED,KERNEL,write_req_to_token_pool_triton,12,0.028064,0.002352,0.002496
vanilla,UNATTRIBUTED,MEMCPY,MEMCPY,216,0.223232,0.0008,0.002464
vanilla,cub::DeviceScan::InclusiveScan,KERNEL,"void at_cuda_detail::cub::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<int, (bool)1>>(T1, int)",12,0.017088,0.001424,0.0016
vanilla,cub::DeviceScan::InclusiveScan,KERNEL,"void at_cuda_detail::cub::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<long, (bool)1>>(T1, int)",36,0.052032,0.00144,0.001984
vanilla,cub::DeviceScan::InclusiveScan,KERNEL,"void at_cuda_detail::cub::DeviceScanKernel<at_cuda_detail::cub::DeviceScanPolicy<int, std::plus<int>>::Policy900, const int *, int *, at_cuda_detail::cub::ScanTileState<int, (bool)1>, std::plus<int>, at_cuda_detail::cub::NullType, int, int>(T2, T3, T4, int, T5, T6, T7)",12,0.025024,0.00208,0.00224
vanilla,cub::DeviceScan::InclusiveScan,KERNEL,"void at_cuda_detail::cub::DeviceScanKernel<at_cuda_detail::cub::DeviceScanPolicy<long, std::plus<long>>::Policy900, const long *, long *, at_cuda_detail::cub::ScanTileState<long, (bool)1>, std::plus<long>, at_cuda_detail::cub::NullType, int, long>(T2, T3, T4, int, T5, T6, T7)",36,0.073696,0.002048,0.0024
vanilla,ncclAllGather,KERNEL,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),588,80.382063,0.1106405,1.044738
vanilla,ncclAllReduce,KERNEL,ncclDevKernel_AllReduce_Sum_bf16_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),576,254.123384,0.403202,1.842755
