request_id,layer,iteration,phase,sequence_ids,block_starts,remaining_masked_positions,fresh_position_ratio,physical_m,assignments,remote_assignments,remote_fraction,dispatch_payload_bytes_bf16,combine_payload_bytes_bf16,active_experts,tiny_expert_fraction_le4,expert_group_p10,expert_group_p50,expert_group_p90,rank_load_max,rank_load_mean,rank_load_cv,rank_fanout_mean,rank_fanout_p95,input_rel_l2_lag1_median,input_cosine_lag1_median,moe_output_rel_l2_lag1_median,moe_output_cosine_lag1_median,rank_load_0,rank_load_1,rank_load_2,rank_load_3,router_critical_ms,router_median_rank_ms,dispatch_critical_ms,dispatch_median_rank_ms,expert_critical_ms,expert_median_rank_ms,combine_critical_ms,combine_median_rank_ms,shared_critical_ms,shared_median_rank_ms,gather_critical_ms,gather_median_rank_ms,moe_critical_sum_ms
measured_0,1,0,middle,[0],[32],20,0.625,32,256,184,0.71875,1507328,1507328,70,0.8142857142857143,1.0,2.0,9.400000000000006,108,64.0,0.5248930322575258,2.625,4.0,1.0770663619041443,0.11629538238048553,0.866243839263916,0.501290500164032,35,85,108,28,0.16927999258041382,0.028415999375283718,0.504863977432251,0.5020640194416046,0.48444798588752747,0.47806400060653687,0.08383999764919281,0.07760000228881836,0.1966399997472763,0.19129599630832672,0.09494400024414062,0.09332799911499023,1.534015953540802
measured_0,1,1,middle,[0],[32],19,0.59375,32,256,198,0.7734375,1622016,1622016,77,0.8181818181818182,1.0,1.0,10.0,84,64.0,0.3087667632088985,2.84375,4.0,0.2582332268357277,0.9604892134666443,0.08190063759684563,0.9977012276649475,40,83,84,49,0.15571199357509613,0.1483200043439865,0.30476799607276917,0.25308800488710403,0.4819200038909912,0.47523199021816254,0.08448000252246857,0.07793600112199783,0.18918399512767792,0.18609599769115448,0.09587199985980988,0.09361600130796432,1.3119359910488129
measured_0,1,2,middle,[0],[32],16,0.5,32,256,213,0.83203125,1744896,1744896,82,0.8292682926829268,1.0,2.0,8.800000000000011,81,64.0,0.2744401260976609,2.8125,4.0,0.35985928773880005,0.9357091784477234,0.12793747708201408,0.9897119402885437,56,81,80,39,0.1531520038843155,0.1496639996767044,0.2327360063791275,0.20641599595546722,0.4756479859352112,0.46908800303936005,0.0751039981842041,0.07435199990868568,0.18783999979496002,0.1812800019979477,0.0936959981918335,0.09339199960231781,1.2181759923696518
measured_0,1,3,middle,[0],[32],14,0.4375,32,256,199,0.77734375,1630208,1630208,89,0.8651685393258427,1.0,2.0,7.200000000000003,80,64.0,0.24705294220065463,2.84375,4.0,0.25106094777584076,0.9683219194412231,0.11549168452620506,0.9924160838127136,66,72,80,38,0.1549759954214096,0.1528480052947998,0.3441919982433319,0.30182400345802307,0.5167679786682129,0.5071040093898773,0.0974079966545105,0.08019199967384338,0.19926400482654572,0.19475200027227402,0.11372800171375275,0.09571199864149094,1.4263359755277634
measured_0,1,4,middle,[1],[32],11,0.34375,32,256,207,0.80859375,1695744,1695744,93,0.8387096774193549,1.0,2.0,5.799999999999997,76,64.0,0.19918044974971816,2.9375,4.0,1.3285743594169617,0.18903466314077377,1.0160382986068726,0.5416839122772217,65,72,76,43,0.17856000363826752,0.17387200146913528,0.25891199707984924,0.25094400346279144,0.512224018573761,0.47760000824928284,0.1191679984331131,0.0920960009098053,0.23030400276184082,0.19022399932146072,0.13894400000572205,0.11755199730396271,1.4381120204925537
measured_0,1,5,late,[1],[32],10,0.3125,32,256,211,0.82421875,1728512,1728512,95,0.8210526315789474,1.0,2.0,7.200000000000017,77,64.0,0.23824922940588916,2.875,4.0,0.14049006719142199,0.9844476282596588,0.050479273311793804,0.9983775317668915,71,77,70,38,0.24489599466323853,0.028543999418616295,0.6655679941177368,0.6643840074539185,0.707360029220581,0.4976799935102463,0.35257598757743835,0.3205759972333908,0.3070720136165619,0.029360000044107437,0.3874880075454712,0.385343998670578,2.664960026741028
measured_0,1,6,late,[1],[32],6,0.1875,32,256,204,0.796875,1671168,1671168,106,0.8773584905660378,1.0,2.0,5.0,79,64.0,0.16275520824999734,3.0,4.0,0.26665505208075047,0.945554107427597,0.22309284284710884,0.966098427772522,79,61,66,50,0.25603199005126953,0.0284000001847744,0.72816002368927,0.7253759801387787,0.7492799758911133,0.5186560153961182,0.3964479863643646,0.3616959899663925,0.3384000062942505,0.02961600013077259,0.4375999867916107,0.4360319972038269,2.9059199690818787
measured_0,1,7,late,[1],[32],5,0.15625,32,256,197,0.76953125,1613824,1613824,108,0.8796296296296297,1.0,2.0,5.0,80,64.0,0.1494619255446015,3.0625,4.0,0.1414621751755476,0.9833579361438751,0.15286778286099434,0.9850479066371918,80,59,62,55,0.17132799327373505,0.1690559983253479,0.24835200607776642,0.19726400077342987,0.5384960174560547,0.4934240132570267,0.10259199887514114,0.08132799714803696,0.17961600422859192,0.1773120015859604,0.10188800096511841,0.09471999853849411,1.3422720208764076
measured_0,1,8,late,[1],[32],4,0.125,32,256,197,0.76953125,1613824,1613824,113,0.8849557522123894,1.0,2.0,5.0,81,64.0,0.16010860571811872,3.0625,4.0,0.03556397184729576,0.999310702085495,0.050922973081469536,0.998601645231247,81,57,63,55,0.17497600615024567,0.16518399864435196,0.2600319981575012,0.2494719997048378,0.5374720096588135,0.48734401166439056,0.10531199723482132,0.08374400064349174,0.20803199708461761,0.20329599827528,0.09852799773216248,0.09676799923181534,1.3843520060181618
measured_0,1,9,late,[1],[32],3,0.09375,32,256,193,0.75390625,1581056,1581056,113,0.8672566371681416,1.0,2.0,5.0,86,64.0,0.19918044974971816,3.15625,4.0,0.03916175104677677,0.9992281794548035,0.04613087233155966,0.9987563192844391,86,55,57,58,0.17708800733089447,0.17174400389194489,0.2641279995441437,0.21902400255203247,0.55622398853302,0.4792799949645996,0.12198399752378464,0.11028799787163734,0.1884160041809082,0.16382399946451187,0.09795200079679489,0.09552000090479851,1.405791997909546
measured_0,1,10,late,[0],[32],2,0.0625,32,256,200,0.78125,1638400,1638400,119,0.9159663865546218,1.0,1.0,4.0,92,64.0,0.3125,3.09375,4.0,1.3024860620498657,0.13237012922763824,1.0783552527427673,0.4184594005346298,92,60,68,36,0.15241600573062897,0.14931199699640274,0.2710399925708771,0.2096320018172264,0.5853760242462158,0.5285280048847198,0.12214399874210358,0.09017600119113922,0.15929600596427917,0.15537599474191666,0.09737599641084671,0.09198400005698204,1.3876480236649513
measured_0,1,11,late,[1],[32],2,0.0625,32,256,194,0.7578125,1589248,1589248,112,0.8660714285714286,1.0,2.0,5.0,80,64.0,0.15108655942041965,3.0625,4.0,1.3430020809173584,0.13232947885990143,1.1101728081703186,0.41988101601600647,80,54,61,61,0.17763200402259827,0.15969599783420563,0.20732800662517548,0.18105600029230118,0.5390719771385193,0.47676800191402435,0.11116799712181091,0.09708800166845322,0.1857600063085556,0.1748640015721321,0.09619200229644775,0.09332799911499023,1.3171519935131073
measured_0,1,12,late,[1],[32],1,0.03125,32,256,195,0.76171875,1597440,1597440,114,0.8771929824561403,1.0,2.0,5.0,81,64.0,0.1649899381401787,3.09375,4.0,0.06730049476027489,0.9977355599403381,0.08070094138383865,0.9968681037425995,81,52,62,61,0.15568000078201294,0.1520799994468689,0.22431999444961548,0.1858079954981804,0.5390080213546753,0.49425598978996277,0.09270399808883667,0.07739200070500374,0.19043199717998505,0.17777599394321442,0.09471999853849411,0.0921119973063469,1.2968640103936195
measured_0,1,13,late,[0],[32],0,0.0,32,256,197,0.76953125,1613824,1613824,112,0.8928571428571429,1.0,1.0,4.900000000000006,94,64.0,0.3238184652509798,3.09375,4.0,1.2946277856826782,0.1291493922472,1.0874009132385254,0.41466185450553894,94,59,67,36,0.1520320028066635,0.14959999918937683,0.21558399498462677,0.19591999799013138,0.5760959982872009,0.5249119997024536,0.09993600100278854,0.08764800056815147,0.18806399405002594,0.18009600043296814,0.09516800194978714,0.09451200067996979,1.3268799930810928
measured_0,1,14,early,[0],[64],32,1.0,32,256,181,0.70703125,1482752,1482752,24,0.5,1.0,4.5,30.0,125,64.0,0.8554598315745164,2.34375,3.0,1.0203129053115845,0.14507199078798294,0.7887859642505646,0.6332337856292725,13,125,112,6,0.22521600127220154,0.13783999904990196,0.6072959899902344,0.5212160050868988,0.7214080095291138,0.5180480182170868,0.351936012506485,0.34646400809288025,0.25974398851394653,0.030207999981939793,0.3625600039958954,0.36159999668598175,2.5281600058078766
measured_0,1,15,late,[1],[32],0,0.0,32,256,202,0.7890625,1654784,1654784,114,0.8859649122807017,1.0,2.0,5.0,81,64.0,0.16275520824999734,3.03125,4.0,2.816022515296936,0.10783467814326286,1.6915521025657654,0.5283790230751038,81,55,64,56,0.43251198530197144,0.029120000079274178,1.1368319988250732,1.133023977279663,1.2230720520019531,0.5386880040168762,0.96697598695755,0.9208959937095642,0.4479680061340332,0.029103999957442284,0.6101760268211365,0.6090080142021179,4.8175360560417175
measured_0,1,16,early,[1],[64],32,1.0,32,256,181,0.70703125,1482752,1482752,23,0.5217391304347826,1.0,4.0,29.6,125,64.0,0.8547460560379907,2.3125,3.0,1.0119470953941345,0.15837734192609787,0.8447496891021729,0.5376501083374023,11,112,125,8,0.24873599410057068,0.027919999323785305,0.6889920234680176,0.6852159798145294,0.7480639815330505,0.4959520101547241,0.38304001092910767,0.3776319921016693,0.3535679876804352,0.02932799980044365,0.45603200793266296,0.45444799959659576,2.8784320056438446
measured_0,1,17,early,[0],[64],31,0.96875,32,256,179,0.69921875,1466368,1466368,38,0.6052631578947368,1.0,2.0,22.50000000000002,108,64.0,0.6734175606096859,2.71875,4.0,0.5434443354606628,0.8455798625946045,0.10176628828048706,0.9947899580001831,17,108,106,25,0.2680320143699646,0.028176000341773033,0.7238399982452393,0.7211199998855591,0.6828479766845703,0.4705760031938553,0.34163200855255127,0.33448000252246857,0.30777600407600403,0.029103999957442284,0.40252798795700073,0.4015999883413315,2.72665598988533
measured_0,1,18,early,[1],[64],28,0.875,32,256,175,0.68359375,1433600,1433600,52,0.7692307692307693,1.0,1.0,18.9,119,64.0,0.6782941897233825,2.4375,3.0,0.6060694754123688,0.8293229043483734,0.11245549842715263,0.9939207434654236,21,94,119,22,0.17871999740600586,0.16841600090265274,0.2486400008201599,0.1953280046582222,0.47753599286079407,0.47465600073337555,0.09676799923181534,0.08351999893784523,0.22883200645446777,0.2046239972114563,0.12124799937009811,0.11134400218725204,1.351743996143341
measured_0,1,19,early,[0],[64],26,0.8125,32,256,181,0.70703125,1482752,1482752,58,0.8103448275862069,1.0,1.0,18.300000000000004,122,64.0,0.6993824005417209,2.6875,4.0,0.5914785265922546,0.8191314339637756,0.12599816545844078,0.9923694133758545,24,122,93,17,0.15731200575828552,0.15441600233316422,0.2303680032491684,0.2003519982099533,0.47577598690986633,0.4705120027065277,0.0981760025024414,0.09655999764800072,0.20192000269889832,0.1916319951415062,0.09894400089979172,0.0982079990208149,1.2624960020184517
measured_0,1,20,early,[1],[64],25,0.78125,32,256,173,0.67578125,1417216,1417216,62,0.8064516129032258,1.0,1.0,15.0,110,64.0,0.6878550219704731,2.4375,3.0,0.6158134341239929,0.8207635581493378,0.11830034852027893,0.9929967820644379,20,106,110,20,0.16025599837303162,0.15134400129318237,0.22860799729824066,0.20334399491548538,0.5058879852294922,0.49561598896980286,0.09308800101280212,0.08502399921417236,0.19235199689865112,0.1765120029449463,0.104032002389431,0.09921599924564362,1.2842239812016487
measured_0,1,21,early,[0],[64],24,0.75,32,256,190,0.7421875,1556480,1556480,60,0.8,1.0,1.0,15.100000000000001,124,64.0,0.7292038680986271,2.78125,4.0,0.6536379158496857,0.7871991097927094,0.188771054148674,0.9800379872322083,28,124,94,10,0.15081599354743958,0.14979200065135956,0.21254399418830872,0.1966879963874817,0.49904000759124756,0.4938560128211975,0.08774399757385254,0.07849599793553352,0.19126400351524353,0.18955199420452118,0.09798400104045868,0.09363200142979622,1.2393919974565506
measured_0,1,22,early,[1],[64],24,0.75,32,256,176,0.6875,1441792,1441792,66,0.8333333333333334,1.0,2.0,10.5,105,64.0,0.573141527842382,2.625,3.4499999999999993,0.7489915192127228,0.7251129150390625,0.2368302345275879,0.9634639620780945,25,105,96,30,0.2215999960899353,0.030912000685930252,0.6255360245704651,0.619839996099472,0.6572160124778748,0.5215199887752533,0.29315200448036194,0.25990399718284607,0.30115199089050293,0.05643199943006039,0.4121919870376587,0.384223997592926,2.5108480155467987
measured_0,1,23,early,[0],[64],23,0.71875,32,256,191,0.74609375,1564672,1564672,66,0.8181818181818182,1.0,1.0,15.5,119,64.0,0.6856331186848401,2.6875,4.0,0.7533367574214935,0.7160109877586365,0.2583395168185234,0.954705685377121,24,119,95,18,0.17164799571037292,0.14787200093269348,0.2641279995441437,0.226112000644207,0.4761599898338318,0.4718080013990402,0.07744000107049942,0.07479999959468842,0.22035199403762817,0.215488001704216,0.11452800035476685,0.11267200112342834,1.3242559805512428
measured_0,1,24,early,[1],[64],23,0.71875,32,256,183,0.71484375,1499136,1499136,71,0.8169014084507042,1.0,1.0,8.0,104,64.0,0.4969388716809141,2.84375,3.0,0.7348962724208832,0.682504415512085,0.2907245084643364,0.9380804300308228,25,104,85,42,0.1698240041732788,0.15011199563741684,0.22675199806690216,0.20187199860811234,0.4912320077419281,0.48950400948524475,0.07727999985218048,0.07585600018501282,0.1937279999256134,0.18494399636983871,0.09667199850082397,0.09243199974298477,1.255488008260727
measured_0,1,25,early,[1],[64],22,0.6875,32,256,189,0.73828125,1548288,1548288,76,0.8421052631578947,1.0,1.0,8.5,109,64.0,0.5084731279772806,2.75,3.4499999999999993,0.13861729949712753,0.9898512363433838,0.04988210275769234,0.998740166425705,33,109,81,33,0.1594880074262619,0.1533759981393814,0.24383999407291412,0.2178879976272583,0.48054400086402893,0.4683520048856735,0.10819199681282043,0.10366400331258774,0.19840000569820404,0.18323200196027756,0.10896000266075134,0.09678400307893753,1.2994240075349808
measured_0,1,26,middle,[0],[64],21,0.65625,32,256,197,0.76953125,1613824,1613824,78,0.8333333333333334,1.0,1.0,8.899999999999991,111,64.0,0.6161482547853235,2.8125,4.0,0.7620896250009537,0.6625885367393494,0.3900470584630966,0.9060025215148926,27,111,95,23,0.17468799650669098,0.15371200442314148,0.22463999688625336,0.21235200017690659,0.5034239888191223,0.48924799263477325,0.0873280018568039,0.08192000165581703,0.19116799533367157,0.18481600284576416,0.09644799679517746,0.09406400099396706,1.2776959761977196
measured_0,1,27,middle,[1],[64],21,0.65625,32,256,184,0.71875,1507328,1507328,78,0.8333333333333334,1.0,1.0,7.299999999999997,109,64.0,0.4976752596447808,2.8125,3.0,0.747088149189949,0.6799039244651794,0.3187403604388237,0.9174498915672302,32,109,79,36,0.1624639928340912,0.14998400211334229,0.26764801144599915,0.23563199490308762,0.47440001368522644,0.4726399928331375,0.07942400127649307,0.07481599971652031,0.18796800076961517,0.1862720027565956,0.09548799693584442,0.09297600015997887,1.2673920169472694
measured_0,1,28,middle,[0],[64],20,0.625,32,256,202,0.7890625,1654784,1654784,84,0.8452380952380952,1.0,1.0,8.400000000000006,105,64.0,0.5313648772853735,2.96875,4.0,0.779074639081955,0.6693892627954483,0.3959299437701702,0.8969460427761078,34,105,90,27,0.21670399606227875,0.15668799728155136,0.3052160143852234,0.30006399750709534,0.7145919799804688,0.5013440102338791,0.3479360044002533,0.33377599716186523,0.2640320062637329,0.03035199921578169,0.35152000188827515,0.3491999953985214,2.2000000029802322
measured_0,1,29,middle,[1],[64],20,0.625,32,256,181,0.70703125,1482752,1482752,79,0.8481012658227848,1.0,1.0,8.600000000000009,118,64.0,0.5821230003186612,2.5,3.0,0.7829663753509521,0.6360508948564529,0.3965165689587593,0.8732031285762787,38,118,78,22,0.16467200219631195,0.1619039997458458,0.19142399728298187,0.18433599919080734,0.4858880043029785,0.47068800032138824,0.07705599814653397,0.07596800103783607,0.22355200350284576,0.20982400327920914,0.09536000341176987,0.09505600109696388,1.237952008843422
measured_0,1,30,middle,[0],[64],19,0.59375,32,256,198,0.7734375,1622016,1622016,86,0.8604651162790697,1.0,1.0,7.0,113,64.0,0.5811785910436653,2.75,4.0,0.7717639952898026,0.6670811474323273,0.4385126158595085,0.8611255288124084,40,113,85,18,0.1677439957857132,0.1483200043439865,0.31324800848960876,0.29047998785972595,0.4862399995326996,0.4759199917316437,0.07817599922418594,0.07208000123500824,0.19014400243759155,0.18481599539518356,0.11689600348472595,0.11320000141859055,1.352448008954525
measured_0,1,31,middle,[1],[64],19,0.59375,32,256,191,0.74609375,1564672,1564672,79,0.8354430379746836,1.0,1.0,7.6000000000000085,115,64.0,0.5534206483882762,2.59375,3.4499999999999993,0.7660722881555557,0.6622990369796753,0.42309416830539703,0.8558953106403351,42,115,77,22,0.25727999210357666,0.028639999218285084,0.7303360104560852,0.7273280024528503,0.7257279753684998,0.5000959783792496,0.3680320084095001,0.34992000460624695,0.366239994764328,0.029200000688433647,0.4705919921398163,0.46956801414489746,2.918207973241806
measured_0,1,32,middle,[0],[64],18,0.5625,32,256,207,0.80859375,1695744,1695744,87,0.8505747126436781,1.0,1.0,7.0,114,64.0,0.5782305646863541,2.9375,4.0,0.8849655091762543,0.6014484763145447,0.46065545082092285,0.8289936482906342,37,114,84,21,0.15334400534629822,0.14742399752140045,0.2269120067358017,0.2061760053038597,0.5414720177650452,0.49774400889873505,0.09731200337409973,0.09091200307011604,0.19843199849128723,0.1767520010471344,0.10307200253009796,0.10071999952197075,1.32054403424263
measured_0,1,33,middle,[1],[64],17,0.53125,32,256,201,0.78515625,1646592,1646592,90,0.8777777777777778,1.0,1.0,6.1000000000000085,110,64.0,0.5130142237306876,2.59375,3.0,0.8830626010894775,0.5645476281642914,0.5733127295970917,0.7864364683628082,44,110,78,24,0.16944000124931335,0.14843200147151947,0.33849599957466125,0.3293920010328293,0.5083519816398621,0.47968000173568726,0.07599999755620956,0.07251199707388878,0.19046400487422943,0.18478400260210037,0.09532800316810608,0.09271999821066856,1.3780799880623817
measured_0,1,34,middle,[0],[64],16,0.5,32,256,201,0.78515625,1646592,1646592,93,0.8494623655913979,1.0,1.0,7.0,107,64.0,0.5169254434272896,3.0,4.0,1.0724659264087677,0.4570513069629669,0.6703100949525833,0.7316111326217651,41,107,84,24,0.16009600460529327,0.15649600327014923,0.22246399521827698,0.19049599766731262,0.5141440033912659,0.49582400918006897,0.09494400024414062,0.08635200187563896,0.20316800475120544,0.18956799805164337,0.10739199817180634,0.0963519997894764,1.3022080063819885
measured_0,1,35,middle,[1],[64],16,0.5,32,256,203,0.79296875,1662976,1662976,94,0.8617021276595744,1.0,1.0,6.0,108,64.0,0.4665312070885505,2.65625,4.0,1.2027077078819275,0.3420437425374985,0.7881341576576233,0.6811650097370148,46,108,73,29,0.1531199961900711,0.14964799582958221,0.20694400370121002,0.19788800179958344,0.5121920108795166,0.4907039999961853,0.09577599912881851,0.08187200129032135,0.1945600062608719,0.18425600230693817,0.10255999863147736,0.09540800005197525,1.2651520147919655
measured_0,1,36,middle,[0],[64],15,0.46875,32,256,201,0.78515625,1646592,1646592,93,0.8494623655913979,1.0,1.0,7.599999999999994,108,64.0,0.5014627042462879,3.0,4.0,1.1072195172309875,0.332850843667984,0.7659063041210175,0.6818734109401703,42,108,80,26,0.17577600479125977,0.16867200285196304,0.25043201446533203,0.21756799519062042,0.483487993478775,0.4758080095052719,0.09974399954080582,0.09577599912881851,0.22752000391483307,0.2202559933066368,0.11193600296974182,0.09798399731516838,1.3488960191607475
measured_0,1,37,middle,[0],[64],14,0.4375,32,256,199,0.77734375,1630208,1630208,95,0.8526315789473684,1.0,1.0,7.0,106,64.0,0.4815948439819513,3.03125,4.0,0.09643738716840744,0.9954172968864441,0.05862213298678398,0.9980043768882751,42,106,80,28,0.15423999726772308,0.1536320000886917,0.23187200725078583,0.2109600007534027,0.4960959851741791,0.4867039918899536,0.08028800040483475,0.07926400005817413,0.19046400487422943,0.1844159960746765,0.09468799829483032,0.09286399930715561,1.2476479932665825
measured_0,1,38,middle,[0],[64],13,0.40625,32,256,200,0.78125,1638400,1638400,102,0.8529411764705882,1.0,1.0,6.0,98,64.0,0.42100604954085874,3.1875,4.0,0.04147179424762726,0.9989325106143951,0.058883801102638245,0.9982194304466248,44,98,82,32,0.1757120043039322,0.17193599790334702,0.22412799298763275,0.18943999707698822,0.521727979183197,0.49583999812602997,0.08972799777984619,0.060175999999046326,0.19359999895095825,0.19014400243759155,0.09721600264310837,0.09604799747467041,1.3021119758486748
measured_0,1,39,middle,[1],[64],13,0.40625,32,256,205,0.80078125,1679360,1679360,100,0.84,1.0,1.0,5.0,99,64.0,0.3407181638649457,2.8125,3.4499999999999993,1.1763560771942139,0.31537753343582153,0.9419716000556946,0.5952792465686798,54,99,63,40,0.15539200603961945,0.028528000228106976,0.4268159866333008,0.4246880114078522,0.5432639718055725,0.4915200024843216,0.09257599711418152,0.08799999952316284,0.18691200017929077,0.1817759945988655,0.09507200121879578,0.09268799796700478,1.5000319629907608
measured_0,1,40,middle,[1],[64],12,0.375,32,256,198,0.7734375,1622016,1622016,107,0.8691588785046729,1.0,1.0,6.0,91,64.0,0.28341183042526646,2.78125,4.0,0.14556196704506874,0.9820777475833893,0.0550356968306005,0.997482031583786,57,91,67,41,0.17455999553203583,0.1505119949579239,0.32259199023246765,0.310016006231308,0.5554879903793335,0.4764479994773865,0.12476799637079239,0.11396799981594086,0.22288000583648682,0.16095999628305435,0.14988799393177032,0.13462400436401367,1.5501759722828865
measured_0,1,41,late,[1],[64],8,0.25,32,256,189,0.73828125,1548288,1548288,111,0.8828828828828829,1.0,2.0,5.0,89,64.0,0.24779299261177665,2.90625,4.0,0.36872415617108345,0.903395265340805,0.19929341413080692,0.969042032957077,62,89,60,45,0.1579200029373169,0.15504000335931778,0.22259199619293213,0.21220799535512924,0.5275200009346008,0.499439999461174,0.08710400015115738,0.07185600139200687,0.1905599981546402,0.18956799805164337,0.0950080007314682,0.09331199899315834,1.2807039991021156
measured_0,1,42,late,[1],[64],7,0.21875,32,256,187,0.73046875,1531904,1531904,117,0.8803418803418803,1.0,2.0,5.0,82,64.0,0.1887975933374152,2.875,4.0,0.09212642256170511,0.993465930223465,0.07280168123543262,0.9965496361255646,64,82,62,48,0.16787199676036835,0.16078399866819382,0.25046399235725403,0.1963680014014244,0.5276479721069336,0.5142240226268768,0.09587199985980988,0.04520000144839287,0.2245440036058426,0.20822399854660034,0.11840000003576279,0.11028800159692764,1.3847999647259712
measured_0,1,43,late,[0],[64],0,0.0,32,256,199,0.77734375,1630208,1630208,116,0.9310344827586207,1.0,2.0,4.0,83,64.0,0.32607244929233137,3.1875,4.0,1.3288351893424988,0.22932831943035126,0.9844620525836945,0.5169876217842102,64,83,79,30,0.17443199455738068,0.16868799924850464,0.2588160037994385,0.2518400102853775,0.5455999970436096,0.513808012008667,0.11055999994277954,0.06479999981820583,0.18131199479103088,0.16844800114631653,0.09616000205278397,0.0950080007314682,1.3668799921870232
measured_0,1,44,early,[0],[96],32,1.0,32,256,194,0.7578125,1589248,1589248,18,0.3888888888888889,1.0,9.5,30.3,134,64.0,0.7651465341684559,2.96875,3.0,1.0228753685951233,0.182366281747818,0.7859709560871124,0.6628596782684326,0,134,78,44,0.1539199948310852,0.15105600655078888,0.2409919947385788,0.20391999930143356,32.3172492980957,0.5120480060577393,31.888063430786133,31.886879920959473,0.24262399971485138,0.03003200050443411,0.3187200129032135,0.3173919916152954,65.16156873106956
