phase,logical_invocations,physical_m_median,physical_m_mean,remote_fraction_median,remote_fraction_mean,active_experts_median,active_experts_mean,tiny_expert_fraction_le4_median,tiny_expert_fraction_le4_mean,rank_load_cv_median,rank_load_cv_mean,rank_fanout_mean_median,rank_fanout_mean_mean,input_rel_l2_lag1_median_median,input_rel_l2_lag1_median_mean,input_cosine_lag1_median_median,input_cosine_lag1_median_mean,moe_output_rel_l2_lag1_median_median,moe_output_rel_l2_lag1_median_mean,moe_output_cosine_lag1_median_median,moe_output_cosine_lag1_median_mean,moe_critical_sum_ms_median,moe_critical_sum_ms_mean
all,13578,32.0,32.0,0.75390625,0.7497433808366475,68.0,69.76653409927825,0.7571428571428571,0.7542125505823616,0.40186941092536516,0.41565045016125,3.09375,3.069616291059066,0.95294588804245,0.8372616460986441,0.5435661673545837,0.5444659024887933,0.7435105443000793,0.7401728569750954,0.7266634404659271,0.6563707981192157,1.4067520052194595,1.724949253084996
early,3937,32.0,32.0,0.75390625,0.7502976568453137,56.0,55.33502667005334,0.6949152542372882,0.6921080226026415,0.4712174640625069,0.48296856676136224,3.0625,3.0538560452120906,1.0328977406024933,0.9237404907080148,0.3786136209964752,0.4877809068059858,0.7888347208499908,0.7802259262294241,0.6918054521083832,0.6310449017946066,1.4280640110373497,1.7821469340432725
middle,4216,32.0,32.0,0.75,0.7491401802656547,69.0,70.91579696394687,0.7583426028921023,0.7608655839919802,0.4028554017637167,0.41254414334369865,3.0625,3.0675922082542693,1.0821534395217896,0.8729542875878308,0.39386777579784393,0.5219947595670018,0.7881341576576233,0.7558695813267088,0.6816215217113495,0.6447684317304816,1.3784959875047207,1.666180895599033
late,5425,32.0,32.0,0.75,0.7498099078341014,76.0,79.34654377880184,0.7916666666666666,0.7941123363521693,0.36326024804883345,0.3692107754125227,3.09375,3.0826267281105992,0.48343102633953094,0.7459245370441339,0.8787304759025574,0.6036138721197668,0.5167177021503448,0.69852084782615,0.8646976947784424,0.684016510811149,1.4289599880576134,1.7291114881500809
