request_id,iteration,selected_sequences,block_starts,physical_rows,live_positions_before,accepted_positions,live_to_physical_ratio,accepted_per_forward,phase
measured_0,43,1,[64],32,0,0,0.0,0,late
measured_0,44,1,[96],32,32,15,1.0,15,early
measured_0,45,1,[64],32,0,0,0.0,0,late
measured_0,46,1,[96],32,32,21,1.0,21,early
measured_0,47,1,[96],32,17,4,0.53125,4,middle
measured_0,48,1,[96],32,13,1,0.40625,1,middle
measured_0,49,1,[96],32,12,1,0.375,1,middle
measured_0,50,1,[96],32,11,1,0.34375,1,middle
measured_0,51,1,[96],32,11,10,0.34375,10,middle
measured_0,52,1,[96],32,10,1,0.3125,1,late
measured_0,53,1,[96],32,9,1,0.28125,1,late
measured_0,54,1,[96],32,8,1,0.25,1,late
measured_0,55,1,[96],32,7,1,0.21875,1,late
measured_0,56,1,[96],32,6,3,0.1875,3,late
measured_0,57,1,[96],32,3,1,0.09375,1,late
measured_0,58,1,[96],32,2,1,0.0625,1,late
measured_0,59,1,[96],32,1,1,0.03125,1,late
measured_0,60,1,[96],32,1,1,0.03125,1,late
measured_0,61,1,[96],32,0,0,0.0,0,late
measured_0,62,1,[96],32,0,0,0.0,0,late
measured_0,63,1,[128],32,32,10,1.0,10,early
measured_0,64,1,[128],32,32,1,1.0,1,early
measured_0,65,1,[128],32,31,1,0.96875,1,early
measured_0,66,1,[128],32,30,6,0.9375,6,early
measured_0,67,1,[128],32,24,1,0.75,1,early
measured_0,68,1,[128],32,23,6,0.71875,6,early
measured_0,69,1,[128],32,22,7,0.6875,7,early
measured_0,70,1,[128],32,17,1,0.53125,1,middle
measured_0,71,1,[128],32,16,6,0.5,6,middle
measured_0,72,1,[128],32,15,1,0.46875,1,middle
measured_0,73,1,[128],32,14,1,0.4375,1,middle
measured_0,74,1,[128],32,13,1,0.40625,1,middle
measured_0,75,1,[128],32,12,2,0.375,2,middle
measured_0,76,1,[128],32,10,1,0.3125,1,late
measured_0,77,1,[128],32,10,9,0.3125,9,late
measured_0,78,1,[128],32,9,4,0.28125,4,late
measured_0,79,1,[128],32,5,1,0.15625,1,late
measured_0,80,1,[128],32,4,1,0.125,1,late
measured_0,81,1,[128],32,3,3,0.09375,3,late
measured_0,82,1,[128],32,1,1,0.03125,1,late
measured_0,83,1,[128],32,0,0,0.0,0,late
measured_0,84,1,[128],32,0,0,0.0,0,late
measured_2,0,1,[32],32,3,3,0.09375,3,late
measured_2,1,1,[32],32,0,0,0.0,0,late
measured_2,2,1,[64],32,32,1,1.0,1,early
measured_2,3,1,[64],32,31,9,0.96875,9,early
measured_2,4,1,[64],32,22,15,0.6875,15,early
measured_2,5,1,[64],32,22,1,0.6875,1,early
measured_2,6,1,[64],32,21,4,0.65625,4,middle
measured_2,7,1,[64],32,17,1,0.53125,1,middle
measured_2,8,1,[64],32,16,4,0.5,4,middle
measured_2,9,1,[64],32,12,1,0.375,1,middle
measured_2,10,1,[64],32,11,1,0.34375,1,middle
measured_2,11,1,[64],32,10,1,0.3125,1,late
measured_2,12,1,[64],32,9,1,0.28125,1,late
measured_2,13,1,[64],32,8,1,0.25,1,late
measured_2,14,1,[64],32,7,7,0.21875,7,late
measured_2,15,1,[64],32,7,1,0.21875,1,late
measured_2,16,1,[64],32,6,1,0.1875,1,late
measured_2,17,1,[64],32,5,2,0.15625,2,late
measured_2,18,1,[64],32,3,1,0.09375,1,late
measured_2,19,1,[64],32,2,1,0.0625,1,late
measured_2,20,1,[64],32,1,1,0.03125,1,late
measured_2,21,1,[64],32,0,0,0.0,0,late
measured_2,22,1,[96],32,32,6,1.0,6,early
measured_2,23,1,[64],32,0,0,0.0,0,late
measured_2,24,1,[96],32,32,4,1.0,4,early
measured_2,25,1,[96],32,28,2,0.875,2,early
measured_2,26,1,[96],32,26,1,0.8125,1,early
measured_2,27,1,[96],32,26,1,0.8125,1,early
measured_2,28,1,[96],32,25,1,0.78125,1,early
measured_2,29,1,[96],32,25,4,0.78125,4,early
measured_2,30,1,[96],32,24,5,0.75,5,early
measured_2,31,1,[96],32,21,1,0.65625,1,middle
measured_2,32,1,[96],32,20,1,0.625,1,middle
measured_2,33,1,[96],32,19,1,0.59375,1,middle
measured_2,34,1,[96],32,19,1,0.59375,1,middle
measured_2,35,1,[96],32,18,1,0.5625,1,middle
measured_2,36,1,[96],32,18,1,0.5625,1,middle
measured_2,37,1,[96],32,17,3,0.53125,3,middle
measured_2,38,1,[96],32,17,1,0.53125,1,middle
measured_2,39,1,[96],32,16,1,0.5,1,middle
measured_2,40,1,[96],32,15,1,0.46875,1,middle
measured_2,41,1,[96],32,14,1,0.4375,1,middle
measured_2,42,1,[96],32,14,1,0.4375,1,middle
measured_2,43,1,[96],32,13,1,0.40625,1,middle
measured_2,44,1,[96],32,13,5,0.40625,5,middle
measured_2,45,1,[96],32,12,3,0.375,3,middle
measured_2,46,1,[96],32,9,1,0.28125,1,late
measured_2,47,1,[96],32,8,4,0.25,4,late
measured_2,48,1,[96],32,8,2,0.25,2,late
measured_2,49,1,[96],32,6,6,0.1875,6,late
measured_2,50,1,[96],32,4,2,0.125,2,late
measured_2,51,1,[96],32,2,1,0.0625,1,late
measured_2,52,1,[96],32,1,1,0.03125,1,late
measured_2,53,1,[96],32,0,0,0.0,0,late
measured_2,54,1,[96],32,0,0,0.0,0,late
measured_2,55,1,[128],32,32,15,1.0,15,early
measured_2,56,1,[128],32,32,1,1.0,1,early
measured_2,57,1,[128],32,31,1,0.96875,1,early
measured_2,58,1,[128],32,30,8,0.9375,8,early
measured_2,59,1,[128],32,22,1,0.6875,1,early
measured_2,60,1,[128],32,21,4,0.65625,4,middle
measured_2,61,1,[128],32,17,5,0.53125,5,middle
measured_2,62,1,[128],32,17,6,0.53125,6,middle
measured_2,63,1,[128],32,12,8,0.375,8,middle
measured_2,64,1,[128],32,11,1,0.34375,1,middle
measured_2,65,1,[128],32,10,2,0.3125,2,late
measured_2,66,1,[128],32,8,1,0.25,1,late
measured_2,67,1,[128],32,7,1,0.21875,1,late
measured_2,68,1,[128],32,6,1,0.1875,1,late
measured_2,69,1,[128],32,5,1,0.15625,1,late
measured_2,70,1,[128],32,4,3,0.125,3,late
measured_2,71,1,[128],32,4,1,0.125,1,late
measured_2,72,1,[128],32,3,1,0.09375,1,late
measured_2,73,1,[128],32,2,1,0.0625,1,late
measured_2,74,1,[128],32,1,1,0.03125,1,late
measured_2,75,1,[128],32,1,1,0.03125,1,late
measured_2,76,1,[128],32,0,0,0.0,0,late
measured_2,77,1,[160],32,32,32,1.0,32,early
measured_2,78,1,[128],32,0,0,0.0,0,late
measured_2,79,1,[160],32,32,3,1.0,3,early
measured_2,80,1,[160],32,29,1,0.90625,1,early
measured_2,81,1,[160],32,28,1,0.875,1,early
measured_2,82,1,[160],32,27,1,0.84375,1,early
measured_2,83,1,[160],32,26,3,0.8125,3,early
measured_2,84,1,[160],32,23,1,0.71875,1,early
measured_2,85,1,[160],32,22,1,0.6875,1,early
measured_2,86,1,[160],32,21,1,0.65625,1,middle
measured_2,87,1,[160],32,20,1,0.625,1,middle
measured_2,88,1,[160],32,19,1,0.59375,1,middle
measured_2,89,1,[160],32,18,2,0.5625,2,middle
measured_2,90,1,[160],32,16,1,0.5,1,middle
measured_2,91,1,[160],32,15,1,0.46875,1,middle
measured_2,92,1,[160],32,14,2,0.4375,2,middle
measured_2,93,1,[160],32,12,1,0.375,1,middle
measured_2,94,1,[160],32,11,1,0.34375,1,middle
measured_2,95,1,[160],32,10,1,0.3125,1,late
measured_2,96,1,[160],32,9,1,0.28125,1,late
measured_2,97,1,[160],32,8,1,0.25,1,late
measured_2,98,1,[160],32,7,1,0.21875,1,late
measured_2,99,1,[160],32,6,2,0.1875,2,late
measured_2,100,1,[160],32,4,3,0.125,3,late
measured_2,101,1,[160],32,1,1,0.03125,1,late
measured_2,102,1,[160],32,0,0,0.0,0,late
measured_2,103,1,[160],32,0,0,0.0,0,late
measured_4,0,1,[64],32,21,3,0.65625,3,middle
measured_4,1,1,[64],32,18,1,0.5625,1,middle
measured_4,2,1,[64],32,17,5,0.53125,5,middle
measured_4,3,1,[64],32,15,2,0.46875,2,middle
measured_4,4,1,[64],32,13,2,0.40625,2,middle
measured_4,5,1,[64],32,12,2,0.375,2,middle
measured_4,6,1,[64],32,11,8,0.34375,8,middle
measured_4,7,1,[64],32,10,1,0.3125,1,late
measured_4,8,1,[64],32,9,1,0.28125,1,late
measured_4,9,1,[64],32,8,1,0.25,1,late
measured_4,10,1,[64],32,7,1,0.21875,1,late
measured_4,11,1,[64],32,6,2,0.1875,2,late
measured_4,12,1,[64],32,4,1,0.125,1,late
measured_4,13,1,[64],32,3,1,0.09375,1,late
measured_4,14,1,[64],32,3,3,0.09375,3,late
measured_4,15,1,[64],32,2,2,0.0625,2,late
measured_4,16,1,[64],32,0,0,0.0,0,late
measured_4,17,1,[96],32,32,1,1.0,1,early
measured_4,18,1,[64],32,0,0,0.0,0,late
measured_4,19,1,[96],32,32,1,1.0,1,early
measured_4,20,1,[96],32,31,1,0.96875,1,early
measured_4,21,1,[96],32,31,2,0.96875,2,early
measured_4,22,1,[96],32,30,1,0.9375,1,early
measured_4,23,1,[96],32,29,1,0.90625,1,early
measured_4,24,1,[96],32,29,1,0.90625,1,early
measured_4,25,1,[96],32,28,1,0.875,1,early
measured_4,26,1,[96],32,28,1,0.875,1,early
measured_4,27,1,[96],32,27,3,0.84375,3,early
measured_4,28,1,[96],32,27,12,0.84375,12,early
measured_4,29,1,[96],32,24,1,0.75,1,early
measured_4,30,1,[96],32,23,1,0.71875,1,early
measured_4,31,1,[96],32,22,1,0.6875,1,early
measured_4,32,1,[96],32,21,2,0.65625,2,middle
measured_4,33,1,[96],32,19,1,0.59375,1,middle
measured_4,34,1,[96],32,18,3,0.5625,3,middle
measured_4,35,1,[96],32,15,2,0.46875,2,middle
measured_4,36,1,[96],32,15,8,0.46875,8,middle
measured_4,37,1,[96],32,13,3,0.40625,3,middle
measured_4,38,1,[96],32,10,1,0.3125,1,late
measured_4,39,1,[96],32,9,1,0.28125,1,late
measured_4,40,1,[96],32,8,1,0.25,1,late
measured_4,41,1,[96],32,7,1,0.21875,1,late
measured_4,42,1,[96],32,7,1,0.21875,1,late
measured_4,43,1,[96],32,6,5,0.1875,5,late
measured_4,44,1,[96],32,6,1,0.1875,1,late
measured_4,45,1,[96],32,5,1,0.15625,1,late
measured_4,46,1,[96],32,4,1,0.125,1,late
measured_4,47,1,[96],32,3,1,0.09375,1,late
measured_4,48,1,[96],32,2,1,0.0625,1,late
measured_4,49,1,[96],32,1,1,0.03125,1,late
measured_4,50,1,[96],32,1,1,0.03125,1,late
measured_4,51,1,[96],32,0,0,0.0,0,late
measured_4,52,1,[96],32,0,0,0.0,0,late
measured_4,53,1,[128],32,32,8,1.0,8,early
measured_4,54,1,[128],32,32,3,1.0,3,early
measured_4,55,1,[128],32,29,2,0.90625,2,early
measured_4,56,1,[128],32,27,3,0.84375,3,early
measured_4,57,1,[128],32,24,1,0.75,1,early
measured_4,58,1,[128],32,24,1,0.75,1,early
measured_4,59,1,[128],32,23,2,0.71875,2,early
measured_4,60,1,[128],32,23,12,0.71875,12,early
measured_4,61,1,[128],32,21,1,0.65625,1,middle
measured_4,62,1,[128],32,20,9,0.625,9,middle
measured_4,63,1,[128],32,11,11,0.34375,11,middle
measured_4,64,1,[128],32,11,4,0.34375,4,middle
measured_4,65,1,[128],32,7,1,0.21875,1,late
measured_4,66,1,[128],32,6,1,0.1875,1,late
measured_4,67,1,[128],32,5,2,0.15625,2,late
measured_4,68,1,[128],32,3,1,0.09375,1,late
measured_4,69,1,[128],32,2,1,0.0625,1,late
measured_4,70,1,[128],32,1,1,0.03125,1,late
measured_4,71,1,[128],32,0,0,0.0,0,late
measured_4,72,1,[160],32,32,10,1.0,10,early
measured_4,73,1,[128],32,0,0,0.0,0,late
measured_4,74,1,[160],32,32,1,1.0,1,early
measured_4,75,1,[160],32,31,9,0.96875,9,early
measured_4,76,1,[160],32,22,4,0.6875,4,early
measured_4,77,1,[160],32,22,1,0.6875,1,early
measured_4,78,1,[160],32,21,6,0.65625,6,middle
measured_4,79,1,[160],32,18,1,0.5625,1,middle
measured_4,80,1,[160],32,17,1,0.53125,1,middle
measured_4,81,1,[160],32,16,1,0.5,1,middle
measured_4,82,1,[160],32,15,1,0.46875,1,middle
measured_4,83,1,[160],32,15,1,0.46875,1,middle
measured_4,84,1,[160],32,14,1,0.4375,1,middle
measured_4,85,1,[160],32,14,6,0.4375,6,middle
measured_4,86,1,[160],32,13,1,0.40625,1,middle
measured_4,87,1,[160],32,12,6,0.375,6,middle
measured_4,88,1,[160],32,8,1,0.25,1,late
measured_4,89,1,[160],32,7,1,0.21875,1,late
measured_4,90,1,[160],32,6,4,0.1875,4,late
measured_4,91,1,[160],32,6,2,0.1875,2,late
measured_4,92,1,[160],32,4,1,0.125,1,late
measured_4,93,1,[160],32,3,1,0.09375,1,late
measured_4,94,1,[160],32,2,1,0.0625,1,late
measured_4,95,1,[160],32,2,1,0.0625,1,late
measured_4,96,1,[160],32,1,1,0.03125,1,late
measured_4,97,1,[160],32,1,1,0.03125,1,late
measured_4,98,1,[160],32,0,0,0.0,0,late
measured_4,99,1,[160],32,0,0,0.0,0,late
measured_6,0,1,[64],32,8,1,0.25,1,late
measured_6,1,1,[64],32,7,2,0.21875,2,late
measured_6,2,1,[64],32,5,1,0.15625,1,late
measured_6,3,1,[64],32,4,3,0.125,3,late
measured_6,4,1,[64],32,1,1,0.03125,1,late
measured_6,5,1,[64],32,0,0,0.0,0,late
measured_6,6,1,[96],32,32,1,1.0,1,early
measured_6,7,1,[96],32,31,1,0.96875,1,early
measured_6,8,1,[96],32,30,2,0.9375,2,early
measured_6,9,1,[96],32,28,1,0.875,1,early
measured_6,10,1,[96],32,27,4,0.84375,4,early
measured_6,11,1,[96],32,23,1,0.71875,1,early
measured_6,12,1,[96],32,22,1,0.6875,1,early
measured_6,13,1,[96],32,21,9,0.65625,9,middle
measured_6,14,1,[96],32,12,1,0.375,1,middle
measured_6,15,1,[96],32,11,5,0.34375,5,middle
measured_6,16,1,[96],32,6,1,0.1875,1,late
measured_6,17,1,[96],32,5,2,0.15625,2,late
measured_6,18,1,[96],32,3,1,0.09375,1,late
measured_6,19,1,[96],32,2,1,0.0625,1,late
measured_6,20,1,[96],32,1,1,0.03125,1,late
measured_6,21,1,[96],32,0,0,0.0,0,late
measured_6,22,1,[128],32,32,4,1.0,4,early
measured_6,23,1,[128],32,32,2,1.0,2,early
measured_6,24,1,[128],32,30,1,0.9375,1,early
measured_6,25,1,[128],32,29,3,0.90625,3,early
measured_6,26,1,[128],32,28,1,0.875,1,early
measured_6,27,1,[128],32,27,3,0.84375,3,early
measured_6,28,1,[128],32,26,1,0.8125,1,early
measured_6,29,1,[128],32,25,1,0.78125,1,early
measured_6,30,1,[128],32,24,1,0.75,1,early
measured_6,31,1,[128],32,24,1,0.75,1,early
measured_6,32,1,[128],32,23,1,0.71875,1,early
measured_6,33,1,[128],32,23,1,0.71875,1,early
measured_6,34,1,[128],32,22,1,0.6875,1,early
measured_6,35,1,[128],32,22,2,0.6875,2,early
measured_6,36,1,[128],32,21,2,0.65625,2,middle
measured_6,37,1,[128],32,20,1,0.625,1,middle
measured_6,38,1,[128],32,19,1,0.59375,1,middle
measured_6,39,1,[128],32,19,2,0.59375,2,middle
measured_6,40,1,[128],32,18,3,0.5625,3,middle
measured_6,41,1,[128],32,17,1,0.53125,1,middle
measured_6,42,1,[128],32,16,1,0.5,1,middle
measured_6,43,1,[128],32,15,1,0.46875,1,middle
measured_6,44,1,[128],32,15,2,0.46875,2,middle
measured_6,45,1,[128],32,14,1,0.4375,1,middle
measured_6,46,1,[128],32,13,3,0.40625,3,middle
measured_6,47,1,[128],32,13,1,0.40625,1,middle
measured_6,48,1,[128],32,12,2,0.375,2,middle
measured_6,49,1,[128],32,10,1,0.3125,1,late
measured_6,50,1,[128],32,10,1,0.3125,1,late
measured_6,51,1,[128],32,9,1,0.28125,1,late
measured_6,52,1,[128],32,9,1,0.28125,1,late
measured_6,53,1,[128],32,8,1,0.25,1,late
measured_6,54,1,[128],32,8,1,0.25,1,late
measured_6,55,1,[128],32,7,1,0.21875,1,late
measured_6,56,1,[128],32,7,7,0.21875,7,late
measured_6,57,1,[128],32,6,3,0.1875,3,late
measured_6,58,1,[128],32,3,1,0.09375,1,late
measured_6,59,1,[128],32,2,1,0.0625,1,late
measured_6,60,1,[128],32,1,1,0.03125,1,late
measured_6,61,1,[128],32,0,0,0.0,0,late
measured_6,62,1,[160],32,32,4,1.0,4,early
measured_6,63,1,[128],32,0,0,0.0,0,late
measured_6,64,1,[160],32,32,1,1.0,1,early
measured_6,65,1,[160],32,31,1,0.96875,1,early
measured_6,66,1,[160],32,30,2,0.9375,2,early
measured_6,67,1,[160],32,28,1,0.875,1,early
measured_6,68,1,[160],32,28,2,0.875,2,early
measured_6,69,1,[160],32,27,1,0.84375,1,early
measured_6,70,1,[160],32,26,1,0.8125,1,early
measured_6,71,1,[160],32,26,1,0.8125,1,early
measured_6,72,1,[160],32,25,3,0.78125,3,early
measured_6,73,1,[160],32,25,1,0.78125,1,early
measured_6,74,1,[160],32,24,4,0.75,4,early
measured_6,75,1,[160],32,22,3,0.6875,3,early
measured_6,76,1,[160],32,20,1,0.625,1,middle
measured_6,77,1,[160],32,19,2,0.59375,2,middle
measured_6,78,1,[160],32,19,1,0.59375,1,middle
measured_6,79,1,[160],32,18,1,0.5625,1,middle
measured_6,80,1,[160],32,17,1,0.53125,1,middle
measured_6,81,1,[160],32,17,2,0.53125,2,middle
measured_6,82,1,[160],32,16,1,0.5,1,middle
measured_6,83,1,[160],32,15,1,0.46875,1,middle
measured_6,84,1,[160],32,15,1,0.46875,1,middle
measured_6,85,1,[160],32,14,1,0.4375,1,middle
measured_6,86,1,[160],32,14,4,0.4375,4,middle
measured_6,87,1,[160],32,13,1,0.40625,1,middle
measured_6,88,1,[160],32,12,10,0.375,10,middle
measured_6,89,1,[160],32,10,1,0.3125,1,late
measured_6,90,1,[160],32,9,1,0.28125,1,late
measured_6,91,1,[160],32,8,8,0.25,8,late
measured_6,92,1,[160],32,2,1,0.0625,1,late
measured_6,93,1,[160],32,1,1,0.03125,1,late
measured_6,94,1,[160],32,0,0,0.0,0,late
measured_6,95,1,[192],32,32,1,1.0,1,early
measured_6,96,1,[160],32,0,0,0.0,0,late
measured_6,97,1,[192],32,32,4,1.0,4,early
measured_6,98,1,[192],32,31,1,0.96875,1,early
measured_6,99,1,[192],32,30,1,0.9375,1,early
measured_6,100,1,[192],32,29,4,0.90625,4,early
measured_6,101,1,[192],32,28,3,0.875,3,early
measured_6,102,1,[192],32,25,1,0.78125,1,early
measured_6,103,1,[192],32,25,1,0.78125,1,early
measured_6,104,1,[192],32,24,2,0.75,2,early
measured_6,105,1,[192],32,24,1,0.75,1,early
measured_6,106,1,[192],32,23,3,0.71875,3,early
measured_6,107,1,[192],32,22,1,0.6875,1,early
measured_6,108,1,[192],32,21,1,0.65625,1,middle
measured_6,109,1,[192],32,20,1,0.625,1,middle
measured_6,110,1,[192],32,20,1,0.625,1,middle
measured_6,111,1,[192],32,19,1,0.59375,1,middle
measured_6,112,1,[192],32,19,1,0.59375,1,middle
measured_6,113,1,[192],32,18,4,0.5625,4,middle
measured_6,114,1,[192],32,18,9,0.5625,9,middle
measured_6,115,1,[192],32,14,2,0.4375,2,middle
measured_6,116,1,[192],32,12,7,0.375,7,middle
measured_6,117,1,[192],32,9,6,0.28125,6,late
measured_6,118,1,[192],32,5,1,0.15625,1,late
measured_6,119,1,[192],32,4,4,0.125,4,late
measured_6,120,1,[192],32,3,1,0.09375,1,late
measured_6,121,1,[192],32,2,1,0.0625,1,late
measured_6,122,1,[192],32,1,1,0.03125,1,late
measured_6,123,1,[192],32,0,0,0.0,0,late
measured_6,124,1,[224],32,32,21,1.0,21,early
measured_6,125,1,[192],32,0,0,0.0,0,late
measured_6,126,1,[224],32,32,1,1.0,1,early
measured_6,127,1,[224],32,31,1,0.96875,1,early
measured_6,128,1,[224],32,30,1,0.9375,1,early
measured_6,129,1,[224],32,29,1,0.90625,1,early
measured_6,130,1,[224],32,28,4,0.875,4,early
measured_6,131,1,[224],32,24,1,0.75,1,early
measured_6,132,1,[224],32,23,1,0.71875,1,early
measured_6,133,1,[224],32,22,1,0.6875,1,early
measured_6,134,1,[224],32,21,2,0.65625,2,middle
measured_6,135,1,[224],32,19,1,0.59375,1,middle
measured_6,136,1,[224],32,18,3,0.5625,3,middle
measured_6,137,1,[224],32,15,4,0.46875,4,middle
measured_6,138,1,[224],32,11,3,0.34375,3,middle
measured_6,139,1,[224],32,11,1,0.34375,1,middle
measured_6,140,1,[224],32,10,9,0.3125,9,late
measured_6,141,1,[224],32,8,1,0.25,1,late
measured_6,142,1,[224],32,7,1,0.21875,1,late
measured_6,143,1,[224],32,6,1,0.1875,1,late
measured_6,144,1,[224],32,5,1,0.15625,1,late
measured_6,145,1,[224],32,4,4,0.125,4,late
measured_6,146,1,[224],32,1,1,0.03125,1,late
measured_6,147,1,[224],32,0,0,0.0,0,late
measured_6,148,1,[224],32,0,0,0.0,0,late
