case_id,rank,wall_ms,dispatch_ms,expert_ms,combine_ms,layout_ms,iterations
B_steady_prime,0,2.062016010284424,0.20739199500530958,0.8485440015792847,0.27776002883911133,0.030559999868273735,3
B_steady_0,0,2.0392959117889404,0.17020799778401852,0.9892799854278564,0.1391679048538208,0.024831999093294144,3
B_steady_1,0,1.9997119903564453,0.17401600629091263,0.9258560538291931,0.1439359188079834,0.02534399926662445,3
B_steady_2,0,2.006239891052246,0.1755519974976778,0.868224024772644,0.19523203372955322,0.027264000847935677,3
B_steady_3,0,2.024224042892456,0.16854400001466274,0.8931519985198975,0.1872960329055786,0.02611199952661991,3
B_steady_4,0,1.9942400455474854,0.17212800309062004,0.9208639860153198,0.12812793254852295,0.026464000344276428,3
B_steady_prime,1,2.261791944503784,0.2821760047227144,0.9565759897232056,0.13491201400756836,0.030719999223947525,3
B_steady_0,1,2.070240020751953,0.19459199346601963,0.9889599680900574,0.09676814079284668,0.027168000116944313,3
B_steady_1,1,2.019167900085449,0.19660800695419312,0.832319974899292,0.1887040138244629,0.02582399919629097,3
B_steady_2,1,2.009216070175171,0.19311999715864658,0.9576640129089355,0.17116796970367432,0.02703999914228916,3
B_steady_3,1,2.033695936203003,0.1914559993892908,0.9837440252304077,0.16854393482208252,0.028063999488949776,3
B_steady_4,1,1.9959360361099243,0.1969280056655407,1.0123519897460938,0.09340798854827881,0.026528000831604004,3
B_steady_prime,2,2.178431987762451,0.2090560020878911,0.9539840221405029,0.16543984413146973,0.08441600203514099,3
B_steady_0,2,2.0770881175994873,0.19532800558954477,0.9233599901199341,0.1745281219482422,0.027295999228954315,3
B_steady_1,2,1.9913280010223389,0.18310400284826756,0.9438400268554688,0.12083208560943604,0.027488000690937042,3
B_steady_2,2,2.015360116958618,0.18892800342291594,0.9346559643745422,0.13033604621887207,0.024800000712275505,3
B_steady_3,2,2.0437440872192383,0.19324799999594688,0.9618560075759888,0.09276795387268066,0.027295999228954315,3
B_steady_4,2,2.002847909927368,0.18764800112694502,0.9143679738044739,0.15612804889678955,0.024447999894618988,3
B_steady_prime,3,2.2162880897521973,0.23926399275660515,1.034720003604889,0.09964799880981445,0.029823999851942062,3
B_steady_0,3,2.0893120765686035,0.20335999503731728,0.9229440093040466,0.18665587902069092,0.026176000013947487,3
B_steady_1,3,2.030240058898926,0.20892799459397793,0.9367039203643799,0.13452816009521484,0.025312000885605812,3
B_steady_2,3,2.025631904602051,0.20393600687384605,0.9603840708732605,0.1394559144973755,0.026688000187277794,3
B_steady_3,3,2.0477120876312256,0.19750399328768253,0.9233919978141785,0.14748799800872803,0.027648000046610832,3
B_steady_4,3,2.023808002471924,0.20211199391633272,0.8255999684333801,0.19507205486297607,0.024992000311613083,3
