ep_size,sample_id,request_id,block_id,iteration_id,nfe,layer_id,virtual_rank,active_experts,assignments,recv_unique_activation_rows,max_rows_per_expert,cv_rows_per_expert,latency_ms,p10_ms,p90_ms,split,backend
4,request1_nfe7_layer15_rank2,1,45,7,7,15,2,43,1268,676,125,1.1055938532358753,0.5650560259819031,0.5551423788070678,0.5872448086738586,train,DeepEP_receive_format_plus_torch_grouped_mm_bf16_MLP
4,request1_nfe3_layer13_rank1,1,45,3,3,13,1,50,1816,895,272,1.4174723325216132,0.6336960196495056,0.6201024174690246,0.6487360000610352,train,DeepEP_receive_format_plus_torch_grouped_mm_bf16_MLP
4,request1_nfe15_layer17_rank0,1,46,4,15,17,0,42,2116,973,518,1.8985131324898172,0.6535360217094421,0.646399974822998,0.6692927956581116,train,DeepEP_receive_format_plus_torch_grouped_mm_bf16_MLP
4,request3_nfe14_layer2_rank1,3,46,8,14,2,1,64,2285,1068,299,1.2598752123939292,0.7105919718742371,0.7001855969429016,0.7176256060600281,train,DeepEP_receive_format_plus_torch_grouped_mm_bf16_MLP
4,request3_nfe30_layer4_rank3,3,47,7,30,4,3,53,2533,1130,333,1.3634798829564596,0.70169597864151,0.6870208024978638,0.7149119734764099,train,DeepEP_receive_format_plus_torch_grouped_mm_bf16_MLP
4,request1_nfe3_layer1_rank1,1,45,3,3,1,1,60,2707,1162,184,0.9539698440034708,0.7314559817314148,0.7193151950836182,0.7459135770797729,train,DeepEP_receive_format_plus_torch_grouped_mm_bf16_MLP
4,request3_nfe32_layer2_rank3,3,47,9,32,2,3,64,2812,1019,158,0.8685244409618396,0.7136639952659607,0.7018688082695007,0.7232447981834411,train,DeepEP_receive_format_plus_torch_grouped_mm_bf16_MLP
4,request1_nfe31_layer1_rank2,1,47,1,31,1,2,62,2913,1164,158,0.8799729728443005,0.7239999771118164,0.7074687957763672,0.7321983814239502,train,DeepEP_receive_format_plus_torch_grouped_mm_bf16_MLP
4,request1_nfe32_layer15_rank1,1,47,2,32,15,1,54,3035,1282,307,1.256596003563534,0.7343999743461609,0.7247488021850585,0.747328007221222,train,DeepEP_receive_format_plus_torch_grouped_mm_bf16_MLP
4,request3_nfe35_layer9_rank1,3,47,12,35,9,1,57,3171,1174,446,1.4917384858802076,0.7386239767074585,0.7268864035606384,0.7437119960784913,train,DeepEP_receive_format_plus_torch_grouped_mm_bf16_MLP
4,request1_nfe39_layer13_rank2,1,47,9,39,13,2,56,3337,1283,422,1.2997601155087422,0.7448959946632385,0.7370112061500549,0.7636224031448364,train,DeepEP_receive_format_plus_torch_grouped_mm_bf16_MLP
4,request3_nfe26_layer13_rank2,3,47,3,26,13,2,56,3462,1303,423,1.291711879994266,0.7457600235939026,0.7296640157699585,0.7499520182609558,train,DeepEP_receive_format_plus_torch_grouped_mm_bf16_MLP
4,request1_nfe16_layer7_rank2,1,46,5,16,7,2,61,3653,1168,242,0.9561645281429301,0.7412480115890503,0.7247936129570007,0.7491968035697937,train,DeepEP_receive_format_plus_torch_grouped_mm_bf16_MLP
4,request3_nfe41_layer19_rank2,3,48,0,41,19,2,55,3842,1389,533,1.3685308658613229,0.7857599854469299,0.7747392058372498,0.7943615913391113,train,DeepEP_receive_format_plus_torch_grouped_mm_bf16_MLP
4,request3_nfe27_layer17_rank1,3,47,4,27,17,1,51,4513,1377,556,1.3842491235850913,0.825984001159668,0.8145535945892334,0.8375039935112,train,DeepEP_receive_format_plus_torch_grouped_mm_bf16_MLP
4,request3_nfe42_layer15_rank3,3,48,1,42,15,3,58,5890,1509,790,1.3452714184214847,0.8722559809684753,0.8648576140403748,0.8900479793548584,train,DeepEP_receive_format_plus_torch_grouped_mm_bf16_MLP
