physical_rows,count,sum_ms,mean_ms,max_ms
32,192,742.9222741127014,3.8693868443369865,6.596767902374268
64,48,183.49056005477905,3.82272000114123,4.791232109069824
128,528,2252.7504966259003,4.266572910276326,8.664383888244629
