workload,repeat,layer,ep_rank,N,active_experts,Q,tail_count,padded_rows,padding_amplification,tail_oracle_speedup,expert_ms
L1536_B4,1,7,0,3697,28,48,28,2447,1.6618880173113335,1.0085947985016026,0.9550079703330994
L1536_B4,1,8,0,2577,29,39,28,2415,1.9371362048894063,1.00976589882439,0.852288007736206
L1536_B4,1,9,0,1986,26,33,26,2238,2.1268882175226587,1.0060477453957117,0.8067839741706848
L1536_B4,1,10,0,3044,31,44,31,2588,1.850197109067017,1.0051997271894453,0.8618239760398865
L1536_B4,1,11,0,2578,30,40,30,2542,1.9860356865787432,1.0090137665935137,0.8315520286560059
L1536_B4,1,12,0,2913,27,41,27,2335,1.8015791280466873,1.0050650615244425,0.8306879997253418
L1536_B4,1,13,0,2502,28,36,28,2106,1.841726618705036,1.0055627344247324,0.7512000203132629
L1536_B4,1,14,0,4433,32,56,32,2735,1.6169636814798105,1.003922033917166,1.0438400506973267
L1536_B4,1,15,0,1494,31,36,31,3114,3.0843373493975905,1.0085686375161258,0.8169280290603638
L1536_B4,1,16,0,2918,28,42,28,2458,1.842357779300891,1.0040694367931833,0.837664008140564
L1536_B4,1,17,0,3056,25,40,25,2064,1.675392670157068,1.0046558571430824,0.7884799838066101
L1536_B4,1,18,0,2751,25,38,25,2113,1.7680843329698293,1.007543467545878,0.7951040267944336
L1536_B4,1,19,0,3587,23,44,23,2045,1.5701143016448285,1.0064287662558018,0.8695039749145508
L1536_B4,1,20,0,3007,24,39,24,1985,1.6601263717991352,1.0036416559463397,0.8015360236167908
L1536_B4,1,21,0,1834,26,34,26,2518,2.3729552889858234,1.0097818210055989,0.7593920230865479
L1536_B4,1,22,0,2997,29,41,29,2251,1.7510844177510845,1.0057430272563084,0.8504639863967896
L1536_B4,1,23,0,3108,27,44,27,2524,1.8120978120978122,1.0039382155620353,0.8510079979896545
L1536_B4,1,24,0,3215,27,42,27,2161,1.6721617418351478,1.0061894771076536,0.826528012752533
L1536_B4,1,25,0,2600,28,38,28,2264,1.8707692307692307,1.0069072987131409,0.8032320141792297
L1536_B4,1,26,0,4258,32,55,32,2782,1.6533583842179427,1.0047182777584875,1.0117759704589844
L1536_B4,1,27,0,1820,29,36,29,2788,2.5318681318681318,1.0081376608500596,0.8044160008430481
L1536_B4,1,28,0,2298,28,39,28,2694,2.172323759791123,1.0049846224685237,0.8139520287513733
L1536_B4,1,29,0,2867,26,39,25,2125,1.7411928845483082,1.0061297474914332,0.8134080171585083
L1536_B4,1,30,0,2209,28,38,28,2655,2.2019013128112266,1.0086330138153994,0.823199987411499
L1536_B4,1,31,0,3458,23,43,23,2046,1.5916714864083286,1.0042299200067142,0.8678399920463562
L1536_B4,1,32,0,2768,26,40,26,2352,1.8497109826589595,1.0080202347051967,0.813215970993042
L1536_B4,1,33,0,2080,29,38,29,2784,2.3384615384615386,1.006984034651118,0.8094720244407654
L1536_B4,1,34,0,3212,29,42,28,2164,1.6737235367372354,1.0059455252565108,0.825760006904602
L1536_B4,1,35,0,3562,31,48,31,2582,1.724873666479506,1.0054451362450072,0.9498239755630493
L1536_B4,1,36,0,3319,28,44,28,2313,1.6968966556191625,1.0034668704417409,0.8942080140113831
L1536_B4,1,37,0,2718,29,40,28,2402,1.88373804267844,1.0044261691081575,0.7975040078163147
L1536_B4,1,38,0,3505,30,45,30,2255,1.6433666191155492,1.0045278814287075,0.8715519905090332
L1536_B4,1,39,0,2071,27,35,27,2409,2.1632061805890874,1.0108165757367984,0.7968959808349609
L1536_B4,1,40,0,2250,29,37,29,2486,2.104888888888889,1.0062988951107814,0.8164160251617432
L1536_B4,1,41,0,2828,27,43,27,2676,1.9462517680339462,1.0056198646166443,0.8793280124664307
L1536_B4,1,42,0,3112,25,39,25,1880,1.6041131105398458,1.0068328632471704,0.8083199858665466
L1536_B4,1,43,0,3659,27,46,27,2229,1.6091828368406669,1.006654904864939,0.9144319891929626
L1536_B4,1,44,0,3386,29,45,28,2374,1.7011222681630243,1.0052256803371715,0.8935679793357849
L1536_B4,1,45,0,4031,29,52,29,2625,1.651203175390722,1.004968802076738,0.929535984992981
L1536_B4,1,46,0,4436,29,52,29,2220,1.5004508566275925,1.0021646383467329,0.9524160027503967
L1536_B4,1,47,0,3538,29,46,29,2350,1.6642170717919729,1.0053011994626413,0.8818240165710449
L1536_B4,2,0,0,2679,29,35,29,1801,1.6722657708100037,1.005797413974484,0.7654079794883728
L1536_B4,2,1,0,3191,31,44,31,2441,1.7649639611407082,1.0040081709568391,0.8719679713249207
L1536_B4,2,2,0,3024,29,41,29,2224,1.7354497354497354,1.0049706840281782,0.8403199911117554
L1536_B4,2,3,0,3439,29,43,29,2065,1.6004652515266067,1.0037399583984723,0.822272002696991
L1536_B4,2,4,0,3104,29,41,29,2144,1.690721649484536,1.005786698497511,0.8470079898834229
L1536_B4,2,5,0,3072,28,42,28,2304,1.75,1.00559698173473,0.873088002204895
L1536_B4,2,6,0,2478,27,36,27,2130,1.8595641646489105,1.0078117203192165,0.7867199778556824
L1536_B4,2,7,0,3697,28,48,28,2447,1.6618880173113335,1.0085947985016026,0.9616640210151672
L1536_B4,2,8,0,2577,29,39,28,2415,1.9371362048894063,1.00976589882439,0.8180800080299377
L1536_B4,2,9,0,1986,26,33,26,2238,2.1268882175226587,1.0060477453957117,0.7608640193939209
L1536_B4,2,10,0,3044,31,44,31,2588,1.850197109067017,1.0051997271894453,0.8983680009841919
L1536_B4,2,11,0,2578,30,40,30,2542,1.9860356865787432,1.0090137665935137,0.8492799997329712
L1536_B4,2,12,0,2913,27,41,27,2335,1.8015791280466873,1.0050650615244425,0.8060799837112427
L1536_B4,2,13,0,2502,28,36,28,2106,1.841726618705036,1.0055627344247324,0.7631999850273132
L1536_B4,2,14,0,4433,32,56,32,2735,1.6169636814798105,1.003922033917166,0.9930239915847778
L1536_B4,2,15,0,1494,31,36,31,3114,3.0843373493975905,1.0085686375161258,0.8255040049552917
L1536_B4,2,16,0,2918,28,42,28,2458,1.842357779300891,1.0040694367931833,0.8338559865951538
L1536_B4,2,17,0,3056,25,40,25,2064,1.675392670157068,1.0046558571430824,0.7904959917068481
L1536_B4,2,18,0,2751,25,38,25,2113,1.7680843329698293,1.007543467545878,0.7916479706764221
L1536_B4,2,19,0,3587,23,44,23,2045,1.5701143016448285,1.0064287662558018,0.8774399757385254
L1536_B4,2,20,0,3007,24,39,24,1985,1.6601263717991352,1.0036416559463397,0.8091520071029663
L1536_B4,2,21,0,1834,26,34,26,2518,2.3729552889858234,1.0097818210055989,0.7607359886169434
L1536_B4,2,22,0,2997,29,41,29,2251,1.7510844177510845,1.0057430272563084,0.8251519799232483
L1536_B4,2,23,0,3108,27,44,27,2524,1.8120978120978122,1.0039382155620353,0.8719040155410767
L1536_B4,2,24,0,3215,27,42,27,2161,1.6721617418351478,1.0061894771076536,0.8138239979743958
L1536_B4,2,25,0,2600,28,38,28,2264,1.8707692307692307,1.0069072987131409,0.8203520178794861
L1536_B4,2,26,0,4258,32,55,32,2782,1.6533583842179427,1.0047182777584875,0.9987199902534485
L1536_B4,2,27,0,1820,29,36,29,2788,2.5318681318681318,1.0081376608500596,0.81004798412323
L1536_B4,2,28,0,2298,28,39,28,2694,2.172323759791123,1.0049846224685237,0.8200640082359314
L1536_B4,2,29,0,2867,26,39,25,2125,1.7411928845483082,1.0061297474914332,0.8260160088539124
L1536_B4,2,30,0,2209,28,38,28,2655,2.2019013128112266,1.0086330138153994,0.8644480109214783
L1536_B4,2,31,0,3458,23,43,23,2046,1.5916714864083286,1.0042299200067142,0.83651202917099
L1536_B4,2,32,0,2768,26,40,26,2352,1.8497109826589595,1.0080202347051967,0.8355200290679932
L1536_B4,2,33,0,2080,29,38,29,2784,2.3384615384615386,1.006984034651118,0.8122879862785339
L1536_B4,2,34,0,3212,29,42,28,2164,1.6737235367372354,1.0059455252565108,0.821120023727417
L1536_B4,2,35,0,3562,31,48,31,2582,1.724873666479506,1.0054451362450072,0.9174079895019531
L1536_B4,2,36,0,3319,28,44,28,2313,1.6968966556191625,1.0034668704417409,0.8749120235443115
L1536_B4,2,37,0,2718,29,40,28,2402,1.88373804267844,1.0044261691081575,0.8222399950027466
L1536_B4,2,38,0,3505,30,45,30,2255,1.6433666191155492,1.0045278814287075,0.8622080087661743
L1536_B4,2,39,0,2071,27,35,27,2409,2.1632061805890874,1.0108165757367984,0.7973120212554932
L1536_B4,2,40,0,2250,29,37,29,2486,2.104888888888889,1.0062988951107814,0.8195199966430664
L1536_B4,2,41,0,2828,27,43,27,2676,1.9462517680339462,1.0056198646166443,0.8926079869270325
L1536_B4,2,42,0,3112,25,39,25,1880,1.6041131105398458,1.0068328632471704,0.7889279723167419
L1536_B4,2,43,0,3659,27,46,27,2229,1.6091828368406669,1.006654904864939,0.9146559834480286
L1536_B4,2,44,0,3386,29,45,28,2374,1.7011222681630243,1.0052256803371715,0.8749120235443115
L1536_B4,2,45,0,4031,29,52,29,2625,1.651203175390722,1.004968802076738,0.9626880288124084
L1536_B4,2,46,0,4436,29,52,29,2220,1.5004508566275925,1.0021646383467329,0.953823983669281
L1536_B4,2,47,0,3538,29,46,29,2350,1.6642170717919729,1.0053011994626413,0.8799039721488953
L1536_B8,0,0,0,2679,29,35,29,1801,1.6722657708100037,1.005797413974484,0.7502080202102661
L1536_B8,0,1,0,3191,31,44,31,2441,1.7649639611407082,1.0040081709568391,0.8620160222053528
L1536_B8,0,2,0,3024,29,41,29,2224,1.7354497354497354,1.0049706840281782,0.82915198802948
L1536_B8,0,3,0,3439,29,43,29,2065,1.6004652515266067,1.0037399583984723,0.8545920252799988
L1536_B8,0,4,0,3104,29,41,29,2144,1.690721649484536,1.005786698497511,0.8155519962310791
L1536_B8,0,5,0,3072,28,42,28,2304,1.75,1.00559698173473,0.8675839900970459
L1536_B8,0,6,0,2478,27,36,27,2130,1.8595641646489105,1.0078117203192165,0.7694720029830933
L1536_B8,0,7,0,3697,28,48,28,2447,1.6618880173113335,1.0085947985016026,0.9470400214195251
L1536_B8,0,8,0,2577,29,39,28,2415,1.9371362048894063,1.00976589882439,0.8367040157318115
L1536_B8,0,9,0,1986,26,33,26,2238,2.1268882175226587,1.0060477453957117,0.7535359859466553
L1536_B8,0,10,0,3044,31,44,31,2588,1.850197109067017,1.0051997271894453,0.8894720077514648
L1536_B8,0,11,0,2578,30,40,30,2542,1.9860356865787432,1.0090137665935137,0.8282880187034607
L1536_B8,0,12,0,2913,27,41,27,2335,1.8015791280466873,1.0050650615244425,0.8379520177841187
L1536_B8,0,13,0,2502,28,36,28,2106,1.841726618705036,1.0055627344247324,0.7519040107727051
L1536_B8,0,14,0,4433,32,56,32,2735,1.6169636814798105,1.003922033917166,1.0303679704666138
L1536_B8,0,15,0,1494,31,36,31,3114,3.0843373493975905,1.0085686375161258,0.8255360126495361
L1536_B8,0,16,0,2918,28,42,28,2458,1.842357779300891,1.0040694367931833,0.8632320165634155
L1536_B8,0,17,0,3056,25,40,25,2064,1.675392670157068,1.0046558571430824,0.7896000146865845
L1536_B8,0,18,0,2751,25,38,25,2113,1.7680843329698293,1.007543467545878,0.7975040078163147
L1536_B8,0,19,0,3587,23,44,23,2045,1.5701143016448285,1.0064287662558018,0.8840000033378601
L1536_B8,0,20,0,3007,24,39,24,1985,1.6601263717991352,1.0036416559463397,0.8044160008430481
L1536_B8,0,21,0,1834,26,34,26,2518,2.3729552889858234,1.0097818210055989,0.7886719703674316
L1536_B8,0,22,0,2997,29,41,29,2251,1.7510844177510845,1.0057430272563084,0.8386240005493164
L1536_B8,0,23,0,3108,27,44,27,2524,1.8120978120978122,1.0039382155620353,0.8837440013885498
L1536_B8,0,24,0,3215,27,42,27,2161,1.6721617418351478,1.0061894771076536,0.8474879860877991
L1536_B8,0,25,0,2600,28,38,28,2264,1.8707692307692307,1.0069072987131409,0.8035839796066284
L1536_B8,0,26,0,4258,32,55,32,2782,1.6533583842179427,1.0047182777584875,1.0134400129318237
L1536_B8,0,27,0,1820,29,36,29,2788,2.5318681318681318,1.0081376608500596,0.7649279832839966
L1536_B8,0,28,0,2298,28,39,28,2694,2.172323759791123,1.0049846224685237,0.8161919713020325
L1536_B8,0,29,0,2867,26,39,25,2125,1.7411928845483082,1.0061297474914332,0.8237760066986084
L1536_B8,0,30,0,2209,28,38,28,2655,2.2019013128112266,1.0086330138153994,0.8623999953269958
L1536_B8,0,31,0,3458,23,43,23,2046,1.5916714864083286,1.0042299200067142,0.8266239762306213
L1536_B8,0,32,0,2768,26,40,26,2352,1.8497109826589595,1.0080202347051967,0.834559977054596
L1536_B8,0,33,0,2080,29,38,29,2784,2.3384615384615386,1.006984034651118,0.8063679933547974
L1536_B8,0,34,0,3212,29,42,28,2164,1.6737235367372354,1.0059455252565108,0.8535360097885132
L1536_B8,0,35,0,3562,31,48,31,2582,1.724873666479506,1.0054451362450072,0.9174079895019531
L1536_B8,0,36,0,3319,28,44,28,2313,1.6968966556191625,1.0034668704417409,0.8996800184249878
L1536_B8,0,37,0,2718,29,40,28,2402,1.88373804267844,1.0044261691081575,0.8325120210647583
L1536_B8,0,38,0,3505,30,45,30,2255,1.6433666191155492,1.0045278814287075,0.883679986000061
L1536_B8,0,39,0,2071,27,35,27,2409,2.1632061805890874,1.0108165757367984,0.8184639811515808
L1536_B8,0,40,0,2250,29,37,29,2486,2.104888888888889,1.0062988951107814,0.8223040103912354
L1536_B8,0,41,0,2828,27,43,27,2676,1.9462517680339462,1.0056198646166443,0.9003199934959412
L1536_B8,0,42,0,3112,25,39,25,1880,1.6041131105398458,1.0068328632471704,0.8487679958343506
L1536_B8,0,43,0,3659,27,46,27,2229,1.6091828368406669,1.006654904864939,0.9085760116577148
L1536_B8,0,44,0,3386,29,45,28,2374,1.7011222681630243,1.0052256803371715,0.8786879777908325
L1536_B8,0,45,0,4031,29,52,29,2625,1.651203175390722,1.004968802076738,0.9380800127983093
L1536_B8,0,46,0,4436,29,52,29,2220,1.5004508566275925,1.0021646383467329,0.9614080190658569
L1536_B8,0,47,0,3538,29,46,29,2350,1.6642170717919729,1.0053011994626413,0.8823680281639099
L1536_B8,1,0,0,2679,29,35,29,1801,1.6722657708100037,1.005797413974484,0.7792959809303284
L1536_B8,1,1,0,3191,31,44,31,2441,1.7649639611407082,1.0040081709568391,0.8972799777984619
L1536_B8,1,2,0,3024,29,41,29,2224,1.7354497354497354,1.0049706840281782,0.8283839821815491
L1536_B8,1,3,0,3439,29,43,29,2065,1.6004652515266067,1.0037399583984723,0.8290879726409912
L1536_B8,1,4,0,3104,29,41,29,2144,1.690721649484536,1.005786698497511,0.8295680284500122
L1536_B8,1,5,0,3072,28,42,28,2304,1.75,1.00559698173473,0.8899840116500854
L1536_B8,1,6,0,2478,27,36,27,2130,1.8595641646489105,1.0078117203192165,0.7713919878005981
L1536_B8,1,7,0,3697,28,48,28,2447,1.6618880173113335,1.0085947985016026,0.9276480078697205
L1536_B8,1,8,0,2577,29,39,28,2415,1.9371362048894063,1.00976589882439,0.818943977355957
L1536_B8,1,9,0,1986,26,33,26,2238,2.1268882175226587,1.0060477453957117,0.766431987285614
L1536_B8,1,10,0,3044,31,44,31,2588,1.850197109067017,1.0051997271894453,0.8881279826164246
L1536_B8,1,11,0,2578,30,40,30,2542,1.9860356865787432,1.0090137665935137,0.8058559894561768
L1536_B8,1,12,0,2913,27,41,27,2335,1.8015791280466873,1.0050650615244425,0.8190079927444458
L1536_B8,1,13,0,2502,28,36,28,2106,1.841726618705036,1.0055627344247324,0.7731840014457703
L1536_B8,1,14,0,4433,32,56,32,2735,1.6169636814798105,1.003922033917166,1.0219839811325073
L1536_B8,1,15,0,1494,31,36,31,3114,3.0843373493975905,1.0085686375161258,0.8397759795188904
L1536_B8,1,16,0,2918,28,42,28,2458,1.842357779300891,1.0040694367931833,0.8346880078315735
L1536_B8,1,17,0,3056,25,40,25,2064,1.675392670157068,1.0046558571430824,0.7933760285377502
L1536_B8,1,18,0,2751,25,38,25,2113,1.7680843329698293,1.007543467545878,0.8052800297737122
L1536_B8,1,19,0,3587,23,44,23,2045,1.5701143016448285,1.0064287662558018,0.8995199799537659
L1536_B8,1,20,0,3007,24,39,24,1985,1.6601263717991352,1.0036416559463397,0.8028799891471863
L1536_B8,1,21,0,1834,26,34,26,2518,2.3729552889858234,1.0097818210055989,0.7699199914932251
L1536_B8,1,22,0,2997,29,41,29,2251,1.7510844177510845,1.0057430272563084,0.841376006603241
L1536_B8,1,23,0,3108,27,44,27,2524,1.8120978120978122,1.0039382155620353,0.8866239786148071
L1536_B8,1,24,0,3215,27,42,27,2161,1.6721617418351478,1.0061894771076536,0.8155199885368347
L1536_B8,1,25,0,2600,28,38,28,2264,1.8707692307692307,1.0069072987131409,0.8161919713020325
L1536_B8,1,26,0,4258,32,55,32,2782,1.6533583842179427,1.0047182777584875,1.0089279413223267
L1536_B8,1,27,0,1820,29,36,29,2788,2.5318681318681318,1.0081376608500596,0.7848960161209106
L1536_B8,1,28,0,2298,28,39,28,2694,2.172323759791123,1.0049846224685237,0.8375040292739868
L1536_B8,1,29,0,2867,26,39,25,2125,1.7411928845483082,1.0061297474914332,0.8132799863815308
L1536_B8,1,30,0,2209,28,38,28,2655,2.2019013128112266,1.0086330138153994,0.866815984249115
L1536_B8,1,31,0,3458,23,43,23,2046,1.5916714864083286,1.0042299200067142,0.8303679823875427
L1536_B8,1,32,0,2768,26,40,26,2352,1.8497109826589595,1.0080202347051967,0.8229759931564331
L1536_B8,1,33,0,2080,29,38,29,2784,2.3384615384615386,1.006984034651118,0.8006079792976379
L1536_B8,1,34,0,3212,29,42,28,2164,1.6737235367372354,1.0059455252565108,0.834272027015686
L1536_B8,1,35,0,3562,31,48,31,2582,1.724873666479506,1.0054451362450072,0.9151039719581604
L1536_B8,1,36,0,3319,28,44,28,2313,1.6968966556191625,1.0034668704417409,0.8858559727668762
L1536_B8,1,37,0,2718,29,40,28,2402,1.88373804267844,1.0044261691081575,0.8066880106925964
L1536_B8,1,38,0,3505,30,45,30,2255,1.6433666191155492,1.0045278814287075,0.8643199801445007
L1536_B8,1,39,0,2071,27,35,27,2409,2.1632061805890874,1.0108165757367984,0.796671986579895
L1536_B8,1,40,0,2250,29,37,29,2486,2.104888888888889,1.0062988951107814,0.8135359883308411
L1536_B8,1,41,0,2828,27,43,27,2676,1.9462517680339462,1.0056198646166443,0.9094399809837341
L1536_B8,1,42,0,3112,25,39,25,1880,1.6041131105398458,1.0068328632471704,0.807807981967926
L1536_B8,1,43,0,3659,27,46,27,2229,1.6091828368406669,1.006654904864939,0.891103982925415
L1536_B8,1,44,0,3386,29,45,28,2374,1.7011222681630243,1.0052256803371715,0.9078400135040283
L1536_B8,1,45,0,4031,29,52,29,2625,1.651203175390722,1.004968802076738,0.9259520173072815
L1536_B8,1,46,0,4436,29,52,29,2220,1.5004508566275925,1.0021646383467329,0.9516159892082214
L1536_B8,1,47,0,3538,29,46,29,2350,1.6642170717919729,1.0053011994626413,0.8862400054931641
L1536_B8,2,0,0,2679,29,35,29,1801,1.6722657708100037,1.005797413974484,0.7599679827690125
L1536_B8,2,1,0,3191,31,44,31,2441,1.7649639611407082,1.0040081709568391,0.8531839847564697
L1536_B8,2,2,0,3024,29,41,29,2224,1.7354497354497354,1.0049706840281782,0.8309119939804077
L1536_B8,2,3,0,3439,29,43,29,2065,1.6004652515266067,1.0037399583984723,0.828607976436615
L1536_B8,2,4,0,3104,29,41,29,2144,1.690721649484536,1.005786698497511,0.8463360071182251
L1536_B8,2,5,0,3072,28,42,28,2304,1.75,1.00559698173473,0.8607680201530457
L1536_B8,2,6,0,2478,27,36,27,2130,1.8595641646489105,1.0078117203192165,0.770687997341156
L1536_B8,2,7,0,3697,28,48,28,2447,1.6618880173113335,1.0085947985016026,0.9359679818153381
L1536_B8,2,8,0,2577,29,39,28,2415,1.9371362048894063,1.00976589882439,0.840287983417511
L1536_B8,2,9,0,1986,26,33,26,2238,2.1268882175226587,1.0060477453957117,0.7454720139503479
L1536_B8,2,10,0,3044,31,44,31,2588,1.850197109067017,1.0051997271894453,0.8707839846611023
L1536_B8,2,11,0,2578,30,40,30,2542,1.9860356865787432,1.0090137665935137,0.8451200127601624
L1536_B8,2,12,0,2913,27,41,27,2335,1.8015791280466873,1.0050650615244425,0.843392014503479
L1536_B8,2,13,0,2502,28,36,28,2106,1.841726618705036,1.0055627344247324,0.7646080255508423
L1536_B8,2,14,0,4433,32,56,32,2735,1.6169636814798105,1.003922033917166,1.014016032218933
L1536_B8,2,15,0,1494,31,36,31,3114,3.0843373493975905,1.0085686375161258,0.8313919901847839
L1536_B8,2,16,0,2918,28,42,28,2458,1.842357779300891,1.0040694367931833,0.8422399759292603
L1536_B8,2,17,0,3056,25,40,25,2064,1.675392670157068,1.0046558571430824,0.8194239735603333
L1536_B8,2,18,0,2751,25,38,25,2113,1.7680843329698293,1.007543467545878,0.7971519827842712
L1536_B8,2,19,0,3587,23,44,23,2045,1.5701143016448285,1.0064287662558018,0.8688639998435974
L1536_B8,2,20,0,3007,24,39,24,1985,1.6601263717991352,1.0036416559463397,0.8008959889411926
L1536_B8,2,21,0,1834,26,34,26,2518,2.3729552889858234,1.0097818210055989,0.7686399817466736
L1536_B8,2,22,0,2997,29,41,29,2251,1.7510844177510845,1.0057430272563084,0.853056013584137
L1536_B8,2,23,0,3108,27,44,27,2524,1.8120978120978122,1.0039382155620353,0.8517760038375854
L1536_B8,2,24,0,3215,27,42,27,2161,1.6721617418351478,1.0061894771076536,0.8390079736709595
L1536_B8,2,25,0,2600,28,38,28,2264,1.8707692307692307,1.0069072987131409,0.841152012348175
L1536_B8,2,26,0,4258,32,55,32,2782,1.6533583842179427,1.0047182777584875,1.0252480506896973
L1536_B8,2,27,0,1820,29,36,29,2788,2.5318681318681318,1.0081376608500596,0.7672960162162781
L1536_B8,2,28,0,2298,28,39,28,2694,2.172323759791123,1.0049846224685237,0.8116480112075806
L1536_B8,2,29,0,2867,26,39,25,2125,1.7411928845483082,1.0061297474914332,0.8198720216751099
L1536_B8,2,30,0,2209,28,38,28,2655,2.2019013128112266,1.0086330138153994,0.844543993473053
L1536_B8,2,31,0,3458,23,43,23,2046,1.5916714864083286,1.0042299200067142,0.8792319893836975
L1536_B8,2,32,0,2768,26,40,26,2352,1.8497109826589595,1.0080202347051967,0.8032320141792297
L1536_B8,2,33,0,2080,29,38,29,2784,2.3384615384615386,1.006984034651118,0.8147199749946594
L1536_B8,2,34,0,3212,29,42,28,2164,1.6737235367372354,1.0059455252565108,0.8367360234260559
L1536_B8,2,35,0,3562,31,48,31,2582,1.724873666479506,1.0054451362450072,0.921343982219696
L1536_B8,2,36,0,3319,28,44,28,2313,1.6968966556191625,1.0034668704417409,0.8669760227203369
L1536_B8,2,37,0,2718,29,40,28,2402,1.88373804267844,1.0044261691081575,0.8251199722290039
L1536_B8,2,38,0,3505,30,45,30,2255,1.6433666191155492,1.0045278814287075,0.8763840198516846
L1536_B8,2,39,0,2071,27,35,27,2409,2.1632061805890874,1.0108165757367984,0.8094720244407654
L1536_B8,2,40,0,2250,29,37,29,2486,2.104888888888889,1.0062988951107814,0.8065599799156189
L1536_B8,2,41,0,2828,27,43,27,2676,1.9462517680339462,1.0056198646166443,0.8856319785118103
L1536_B8,2,42,0,3112,25,39,25,1880,1.6041131105398458,1.0068328632471704,0.7867839932441711
L1536_B8,2,43,0,3659,27,46,27,2229,1.6091828368406669,1.006654904864939,0.9259520173072815
L1536_B8,2,44,0,3386,29,45,28,2374,1.7011222681630243,1.0052256803371715,0.887935996055603
L1536_B8,2,45,0,4031,29,52,29,2625,1.651203175390722,1.004968802076738,0.9367039799690247
L1536_B8,2,46,0,4436,29,52,29,2220,1.5004508566275925,1.0021646383467329,0.9373760223388672
L1536_B8,2,47,0,3538,29,46,29,2350,1.6642170717919729,1.0053011994626413,0.8991360068321228
L128_B1,0,0,1,236,29,29,29,3476,15.728813559322035,1.0172949092645562,0.8782719969749451
L128_B1,0,1,1,195,29,29,29,3517,19.035897435897436,1.020220927901204,0.7977280020713806
L128_B1,0,2,1,222,23,23,23,2722,13.26126126126126,1.0200618131221995,0.7288320064544678
L128_B1,0,3,1,297,23,23,23,2647,9.912457912457912,1.0163402738141825,0.699679970741272
L128_B1,0,4,1,251,22,22,22,2565,11.219123505976096,1.0152943960102916,0.6971520185470581
L128_B1,0,5,1,269,25,25,25,2931,11.895910780669144,1.0128807789520657,0.7104640007019043
L128_B1,0,6,1,333,17,17,17,1843,6.534534534534535,1.0106040326483998,0.5830399990081787
L128_B1,0,7,1,195,22,22,22,2621,14.441025641025641,1.0130353809898969,0.6971200108528137
L128_B1,0,8,1,466,24,24,24,2606,6.592274678111588,1.0150383071394855,0.7067199945449829
L128_B1,0,9,1,419,24,24,24,2653,7.3317422434367545,1.0127182854584849,0.7095360159873962
L128_B1,0,10,1,260,21,21,21,2428,10.338461538461539,1.0132939593701076,0.6352959871292114
L128_B1,0,11,1,292,23,23,23,2652,10.082191780821917,1.0207199294461315,0.6464959979057312
L128_B1,0,12,1,237,21,21,21,2451,11.341772151898734,1.0119662402512686,0.650592029094696
L128_B1,0,13,1,313,21,21,21,2375,8.587859424920127,1.0114154362761896,0.6455360054969788
L128_B1,0,14,1,235,16,16,16,1813,8.714893617021277,1.0088102558384895,0.5218240022659302
L128_B1,0,15,1,236,26,26,26,3092,14.101694915254237,1.0181407333380883,0.6850240230560303
L128_B1,0,16,1,227,15,15,15,1693,8.458149779735683,1.0105566248394902,0.5185920000076294
L128_B1,0,17,1,167,24,24,24,2905,18.395209580838323,1.0194953360961398,0.6656320095062256
L128_B1,0,18,1,346,16,16,16,1702,5.91907514450867,1.008095703739699,0.5028160214424133
L128_B1,0,19,1,255,19,19,19,2177,9.537254901960784,1.0138325318144203,0.5849279761314392
L128_B1,0,20,1,453,23,23,23,2491,6.498896247240618,1.0136438549145599,0.6434879899024963
L128_B1,0,21,1,393,21,21,21,2295,6.8396946564885495,1.012644080571741,0.6371520161628723
L128_B1,0,22,1,307,20,20,20,2253,8.338762214983714,1.0139145587802239,0.5832639932632446
L128_B1,0,23,1,294,24,24,24,2778,10.448979591836734,1.0161292912266164,0.6894400119781494
L128_B1,0,24,1,218,19,19,19,2214,11.155963302752294,1.0136094569775616,0.5768319964408875
L128_B1,0,25,1,289,19,19,19,2143,8.415224913494809,1.0113733085083012,0.5697919726371765
L128_B1,0,26,1,237,16,16,16,1811,8.641350210970463,1.0109198232495007,0.5355839729309082
L128_B1,0,27,1,230,23,23,23,2714,12.8,1.0170844963455887,0.6562880277633667
L128_B1,0,28,1,218,16,16,16,1830,9.394495412844037,1.009600312311158,0.5321919918060303
L128_B1,0,29,1,200,22,22,22,2616,14.08,1.0181595229317348,0.6195840239524841
L128_B1,0,30,1,323,14,14,14,1469,5.547987616099071,1.0063512837039277,0.5077760219573975
L128_B1,0,31,1,240,16,16,16,1808,8.533333333333333,1.0133652960780237,0.5181760191917419
L128_B1,0,32,1,432,23,23,23,2512,6.814814814814815,1.0110056961882714,0.6401600241661072
L128_B1,0,33,1,410,20,20,20,2150,6.2439024390243905,1.013085663640839,0.5968000292778015
L128_B1,0,34,1,272,22,22,22,2544,10.352941176470589,1.0139262580242205,0.6769919991493225
L128_B1,0,35,1,277,24,24,24,2795,11.090252707581227,1.0171068803014256,0.6754879951477051
L128_B1,0,36,1,159,21,21,21,2529,16.90566037735849,1.0161809118875145,0.6389120221138
L128_B1,0,37,1,306,20,20,20,2254,8.366013071895425,1.012511045188081,0.5844159722328186
L128_B1,0,38,1,274,20,20,20,2286,9.343065693430656,1.013381907048067,0.6362559795379639
L128_B1,0,39,1,245,25,25,25,2955,13.061224489795919,1.015132871399336,0.6824640035629272
