budget,tail_balancing,routing_only,chunk_count_flexibility,relaxed_gt_budget,total_fixed_to_relaxed
128,-0.002728422619047599,0.002728422619047599,-0.01663444772951239,0.17748640293742501,0.16085195520791262
256,0.0,0.0,-0.02238231173200922,0.16407507927384146,0.14169276754183224
512,0.0,0.0,0.0,0.054726368159204064,0.054726368159204064
1024,0.0,0.0,0.0,0.0,0.0
