case_id,rank,M,active_experts_per_rank,wall_ms,layout_ms,dispatch_ms,expert_ms,combine_ms,iterations,warmups,correctness
balanced_rank_A1_M128,0,128,1,2.1825919151306152,0.02953599952161312,0.2501119989901781,1.0390719771385193,0.1304638385772705,5,1,True
balanced_rank_A2_M128,0,128,2,2.143104076385498,0.026208000257611275,0.2580800103023648,0.9616319537162781,0.13484787940979004,5,1,True
balanced_rank_A4_M128,0,128,4,1.9907200336456299,0.02691200003027916,0.16547199245542288,0.8695679903030396,0.18742406368255615,5,1,True
balanced_rank_A8_M128,0,128,8,1.9896320104599,0.025472000241279602,0.17539199721068144,0.9479040503501892,0.10947191715240479,5,1,True
balanced_rank_A16_M128,0,128,16,1.969696044921875,0.026559999212622643,0.1862720064818859,0.8769280314445496,0.1468799114227295,5,1,True
balanced_rank_A1_M512,0,512,1,1.7535359859466553,0.026847999542951584,0.21423999592661858,0.46217602491378784,0.9617600440979004,5,1,True
balanced_rank_A2_M512,0,512,2,1.7660800218582153,0.025919999927282333,0.22438399400562048,0.4548479914665222,0.9785279631614685,5,1,True
balanced_rank_A4_M512,0,512,4,1.768288016319275,0.02579200081527233,0.23171199951320887,0.44707199931144714,0.9917440414428711,5,1,True
balanced_rank_A8_M512,0,512,8,1.7948479652404785,0.026048000901937485,0.22947200573980808,0.46297597885131836,0.9886400103569031,5,1,True
balanced_rank_A16_M512,0,512,16,1.807647943496704,0.026528000831604004,0.22444799449294806,0.47574400901794434,0.9848639965057373,5,1,True
balanced_rank_A1_M1024,0,1024,1,1.8044159412384033,0.02659199945628643,0.2701759897172451,0.609792023897171,0.8551039695739746,5,1,True
balanced_rank_A2_M1024,0,1024,2,1.844256043434143,0.027135999873280525,0.2775680096819997,0.622111976146698,0.9024640321731567,5,1,True
balanced_rank_A4_M1024,0,1024,4,1.8096959590911865,0.027456000447273254,0.26595200691372156,0.6150719821453094,0.8537919521331787,5,1,True
balanced_rank_A8_M1024,0,1024,8,1.8222399950027466,0.02828799933195114,0.2701119966804981,0.611519992351532,0.8878080248832703,5,1,True
balanced_rank_A16_M1024,0,1024,16,1.8345279693603516,0.02691200003027916,0.27139201294630766,0.6207999885082245,0.8622399568557739,5,1,True
balanced_rank_A1_M128,1,128,1,2.200511932373047,0.03161599859595299,0.27427198737859726,0.9519680738449097,0.17574405670166016,5,1,True
balanced_rank_A2_M128,1,128,2,2.1561920642852783,0.027295999228954315,0.2708160104230046,0.8919360041618347,0.2109440565109253,5,1,True
balanced_rank_A4_M128,1,128,4,2.007200002670288,0.026176000013947487,0.18665600009262562,0.9079680442810059,0.08739209175109863,5,1,True
balanced_rank_A8_M128,1,128,8,1.996448040008545,0.024927999824285507,0.17417599726468325,0.8382399678230286,0.1774080991744995,5,1,True
balanced_rank_A16_M128,1,128,16,1.9919040203094482,0.02550400048494339,0.18854400143027306,0.8743679523468018,0.17449605464935303,5,1,True
balanced_rank_A1_M512,1,512,1,1.7636480331420898,0.025087999179959297,0.2278400044888258,0.7703680396080017,0.17574405670166016,5,1,True
balanced_rank_A2_M512,1,512,2,1.7571840286254883,0.024383999407291412,0.2252800054848194,0.7912320494651794,0.16553592681884766,5,1,True
balanced_rank_A4_M512,1,512,4,1.7719039916992188,0.025151999667286873,0.22246400080621243,0.7772799730300903,0.16908800601959229,5,1,True
balanced_rank_A8_M512,1,512,8,1.7848000526428223,0.02598400041460991,0.20707200653851032,0.76118403673172,0.18630409240722656,5,1,True
balanced_rank_A16_M512,1,512,16,1.780832052230835,0.02707199938595295,0.21897600125521421,0.7769919633865356,0.17699205875396729,5,1,True
balanced_rank_A1_M1024,1,1024,1,1.790079951286316,0.02502400055527687,0.27452801167964935,0.7745919823646545,0.20377600193023682,5,1,True
balanced_rank_A2_M1024,1,1024,2,1.8581759929656982,0.024032000452280045,0.2677760040387511,0.8473600745201111,0.21692800521850586,5,1,True
balanced_rank_A4_M1024,1,1024,4,1.800704002380371,0.0289280004799366,0.2727679964154959,0.7658560872077942,0.21139204502105713,5,1,True
balanced_rank_A8_M1024,1,1024,8,1.8215999603271484,0.02723200060427189,0.26022398564964533,0.7793600559234619,0.21324801445007324,5,1,True
balanced_rank_A16_M1024,1,1024,16,1.8080320358276367,0.02595200017094612,0.2680000076070428,0.7690880298614502,0.21667194366455078,5,1,True
balanced_rank_A1_M128,2,128,1,2.1499838829040527,0.06419199705123901,0.22607999574393034,0.9709120392799377,0.15504002571105957,5,1,True
balanced_rank_A2_M128,2,128,2,2.123296022415161,0.02844800055027008,0.2619199985638261,0.8663039207458496,0.20304012298583984,5,1,True
balanced_rank_A4_M128,2,128,4,2.0252480506896973,0.027264000847935677,0.19686399772763252,0.8799039721488953,0.16691207885742188,5,1,True
balanced_rank_A8_M128,2,128,8,2.012320041656494,0.025280000641942024,0.19443199411034584,0.9285120368003845,0.14726388454437256,5,1,True
balanced_rank_A16_M128,2,128,16,2.0016000270843506,0.02409599907696247,0.215680000372231,0.9141120314598083,0.12934410572052002,5,1,True
balanced_rank_A1_M512,2,512,1,1.7665599584579468,0.024607999250292778,0.24079998675733805,0.8253440260887146,0.13520002365112305,5,1,True
balanced_rank_A2_M512,2,512,2,1.775712013244629,0.025407999753952026,0.23017600551247597,0.8227519989013672,0.1467519998550415,5,1,True
balanced_rank_A4_M512,2,512,4,1.7803200483322144,0.022816000506281853,0.231455996632576,0.818880021572113,0.14204800128936768,5,1,True
balanced_rank_A8_M512,2,512,8,1.7984000444412231,0.024159999564290047,0.2341760043054819,0.8059520125389099,0.15440011024475098,5,1,True
balanced_rank_A16_M512,2,512,16,1.8055360317230225,0.027103999629616737,0.2489280141890049,0.8469759225845337,0.14617598056793213,5,1,True
balanced_rank_A1_M1024,2,1024,1,1.8067519664764404,0.024480000138282776,0.2858880115672946,0.7902400493621826,0.18419194221496582,5,1,True
balanced_rank_A2_M1024,2,1024,2,1.8535360097885132,0.024320000782608986,0.28172800969332457,0.8102399706840515,0.24559998512268066,5,1,True
balanced_rank_A4_M1024,2,1024,4,1.8120959997177124,0.028672000393271446,0.28649599477648735,0.8006719946861267,0.18316805362701416,5,1,True
balanced_rank_A8_M1024,2,1024,8,1.8321599960327148,0.026208000257611275,0.29884800128638744,0.8284480571746826,0.18121600151062012,5,1,True
balanced_rank_A16_M1024,2,1024,16,1.8293119668960571,0.026048000901937485,0.28492800518870354,0.8291840553283691,0.1780480146408081,5,1,True
balanced_rank_A1_M128,3,128,1,2.1353919506073,0.029023999348282814,0.19193600211292505,1.0148800015449524,0.1479041576385498,5,1,True
balanced_rank_A2_M128,3,128,2,2.077280044555664,0.031808000057935715,0.17702399846166372,1.008031964302063,0.10233616828918457,5,1,True
balanced_rank_A4_M128,3,128,4,1.9870400428771973,0.02828799933195114,0.16771200299263,0.930400013923645,0.12198400497436523,5,1,True
balanced_rank_A8_M128,3,128,8,1.9815360307693481,0.027264000847935677,0.16217600088566542,0.9705279469490051,0.12428796291351318,5,1,True
balanced_rank_A16_M128,3,128,16,1.9680960178375244,0.02735999971628189,0.16480000782757998,0.9809600114822388,0.09401595592498779,5,1,True
balanced_rank_A1_M512,3,512,1,1.7408640384674072,0.02739199995994568,0.19993599690496922,0.878432035446167,0.10617601871490479,5,1,True
balanced_rank_A2_M512,3,512,2,1.7423039674758911,0.027295999228954315,0.20326400268822908,0.883296012878418,0.13859200477600098,5,1,True
balanced_rank_A4_M512,3,512,4,1.747167944908142,0.025696000084280968,0.20099199563264847,0.875711977481842,0.10838401317596436,5,1,True
balanced_rank_A8_M512,3,512,8,1.7591999769210815,0.027936000376939774,0.2019839957356453,0.8686080574989319,0.11145591735839844,5,1,True
balanced_rank_A16_M512,3,512,16,1.7587840557098389,0.028063999488949776,0.200832006521523,0.8744319677352905,0.10796797275543213,5,1,True
balanced_rank_A1_M1024,3,1024,1,1.784991979598999,0.028991999104619026,0.2502720095217228,0.8499520421028137,0.1640639305114746,5,1,True
balanced_rank_A2_M1024,3,1024,2,1.8165440559387207,0.02691200003027916,0.25193601101636887,0.8872960209846497,0.15193593502044678,5,1,True
balanced_rank_A4_M1024,3,1024,4,1.786463975906372,0.029184000566601753,0.2515839971601963,0.8650559782981873,0.14815998077392578,5,1,True
balanced_rank_A8_M1024,3,1024,8,1.8040319681167603,0.02831999957561493,0.2528960118070245,0.8884479403495789,0.1488959789276123,5,1,True
balanced_rank_A16_M1024,3,1024,16,1.8116799592971802,0.0306560005992651,0.25420799758285284,0.8803200125694275,0.14716792106628418,5,1,True
