policy,workload,restart_pairs,median_e2e_mean_reduction_pct,mean_e2e_mean_reduction_pct,min_e2e_mean_reduction_pct,max_e2e_mean_reduction_pct,bootstrap_median_ci95_lower_pct,bootstrap_median_ci95_upper_pct,ci_unit,status
cost_static,heterogeneous_steady,3,-14.910263631398912,-13.125933080011938,-17.537918527165818,-6.9296170814710845,-17.537918527165818,-6.9296170814710845,independent_restart_pair_small_n_descriptive,DESCRIPTIVE_NOT_SUCCESSOR_HEADROOM
cost_static,heterogeneous_bursty,3,-11.982198718238113,-13.381985741241623,-16.42207823768924,-11.741680267797516,-16.42207823768924,-11.741680267797516,independent_restart_pair_small_n_descriptive,DESCRIPTIVE_NOT_SUCCESSOR_HEADROOM
