case_id,task,phase,scope,total_rows,active_experts,inactive_experts,m_e_cv,restarts,repetitions_per_restart,torch_grouped_full64_ms,torch_grouped_active_only_optimistic_ms,vllm_fused_ms,vllm_fused_default_warning,gate_up_ms,down_ms,swiglu_ms,route_weight_ms,clean_separate_boundary_ms,offset_gpu_rebuild_extra_ms,offset_cpu_list_rebuild_extra_ms,active_only_optimistic_saved_ms,perfect_boundary_zero_cost_saved_ms,perfect_boundary_plus_memcpy_sensitivity_ms,extra_memcpy_proxy_includes_double_counting,credible_boundary_saved_ms,combined_credible_saved_ms,combined_credible_expert_stage_pct,o2_perfect_expert_stage_pct,gate_up_output_roundtrip_analytic_bytes,activated_output_roundtrip_analytic_bytes,materialization_hbm_direct_measured,nsight_elementwise_gpu_us,nsight_descriptor_prep_gpu_us
dense_000_real,gsm8k,early,measured_dense_runtime,1015,53,11,1.2120669384134413,3,40,0.5968480110168457,0.597055971622467,0.8278720080852509,yes,0.3588480055332184,0.21987199783325195,0.023183999583125114,0.021647999994456768,0.04483199957758188,0.018592000007629395,0.04078400135040283,0.0,0.04934646111604342,0.06809646111604342,yes,0.01662576923076923,0.01662576923076923,2.7855951471537996,8.267843773488028,8314880,4157440,no,7.731717948717948,2.257230769230769
dense_001_real,gsm8k,early,measured_dense_runtime,1937,49,15,2.1061012435708184,3,40,0.6095200181007385,0.6072480082511902,0.8390399813652039,yes,0.35923200845718384,0.22086399793624878,0.02457600086927414,0.028880000114440918,0.05345600098371506,0.016239970922470093,0.040319979190826416,0.00227200984954834,0.057970462522176594,0.0842637242409266,yes,0.01662576923076923,0.01889777908031757,3.1004361660184614,9.51083816784431,15867904,7933952,no,7.731717948717948,2.257230769230769
dense_002_real,gsm8k,early,measured_dense_runtime,3181,35,29,1.8545389599707616,3,40,0.5712800025939941,0.5710880160331726,0.7960160076618195,yes,0.31988799571990967,0.19899199903011322,0.031007999554276466,0.04585599899291992,0.07686399854719639,0.015487998723983765,0.039775997400283813,0.0001919865608215332,0.08137846008565792,0.12455804992940792,yes,0.01662576923076923,0.016817755791590762,2.9438726570555382,14.244934133200038,26058752,13029376,no,7.731717948717948,2.257230769230769
dense_003_real,gsm8k,late,measured_dense_runtime,57,12,52,0.8470251020753201,3,40,0.1720000058412552,0.16942399740219116,0.2728639990091324,yes,0.0976479984819889,0.0676800012588501,0.03276799991726875,0.02252800017595291,0.055296000093221664,0.014943994581699371,0.037519991397857666,0.002576008439064026,0.0598104616316832,0.0785604616316832,yes,0.01662576923076923,0.019201777669833255,11.16382384751501,34.7735230235308,466944,233472,no,7.731717948717948,2.257230769230769
dense_004_real,gsm8k,late,measured_dense_runtime,357,53,11,0.801375055034001,3,40,0.5770559906959534,0.5761759877204895,0.7575360238552094,yes,0.35068801045417786,0.2160319983959198,0.023391999304294586,0.014847999904304743,0.03823999920859933,0.015119999647140503,0.03968000411987305,0.0008800029754638672,0.042754460747060866,0.06150446074706087,yes,0.01662576923076923,0.017505772206233096,3.03363494851174,7.409066266775468,2924544,1462272,no,7.731717948717948,2.257230769230769
dense_005_real,gsm8k,late,measured_dense_runtime,1224,45,19,1.4328407055582997,3,40,0.5370240211486816,0.5378879904747009,0.7712640166282654,yes,0.31249600648880005,0.1979999989271164,0.024288000538945198,0.021824000403285027,0.046112000942230225,0.017759978771209717,0.038271963596343994,0.0,0.05062646248069176,0.06937646248069176,yes,0.01662576923076923,0.01662576923076923,3.0959079251626593,9.427224944687381,10027008,5013504,no,7.731717948717948,2.257230769230769
dense_006_real,gsm8k,middle,measured_dense_runtime,1029,49,15,1.6085810431472274,3,40,0.5590720176696777,0.5580480098724365,0.7889919877052307,yes,0.33502399921417236,0.21671999990940094,0.022991999983787537,0.019999999552965164,0.0429919995367527,0.012319982051849365,0.03747197985649109,0.001024007797241211,0.04750646107521424,0.06625646107521424,yes,0.01662576923076923,0.01764977702801044,3.1569773607304095,8.497377721251462,8429568,4214784,no,7.731717948717948,2.257230769230769
dense_007_real,gsm8k,middle,measured_dense_runtime,1753,46,18,1.544090647104201,3,40,0.5732960104942322,0.5727840065956116,0.8205920159816742,yes,0.33348800241947174,0.20894400030374527,0.02396799996495247,0.027567999437451363,0.05153599940240383,0.012543976306915283,0.0392799973487854,0.0005120038986206055,0.05605046094086537,0.07984606640961536,yes,0.01662576923076923,0.017137773129389834,2.9893410761075327,9.776879642428504,14360576,7180288,no,7.731717948717948,2.257230769230769
dense_008_real,gsm8k,middle,measured_dense_runtime,2683,49,15,1.2823194372830053,3,40,0.6488640010356903,0.6488319933414459,0.9096959829330444,yes,0.3752959966659546,0.22907200455665588,0.028256000019609928,0.04036800004541874,0.06862400006502867,0.013455986976623535,0.03798401355743408,3.2007694244384766e-05,0.0731384616034902,0.1095580905097402,yes,0.01662576923076923,0.016657776925013613,2.567221620929062,11.271770584706436,21979136,10989568,no,7.731717948717948,2.257230769230769
dense_009_real,humaneval,early,measured_dense_runtime,1237,47,17,2.8609917253951522,3,40,0.5772159993648529,0.575984001159668,0.7658880054950714,yes,0.3421439975500107,0.217631995677948,0.02208000048995018,0.022799999453127384,0.044879999943077564,0.01396799087524414,0.04681602120399475,0.0012319982051849365,0.0493944614815391,0.0681444614815391,yes,0.01662576923076923,0.017857767435954165,3.093775546000837,8.557361808385584,10133504,5066752,no,7.731717948717948,2.257230769230769
dense_010_real,humaneval,early,measured_dense_runtime,1965,44,20,3.276167937789007,3,40,0.6031360030174255,0.6019520163536072,0.7892320156097412,yes,0.35361599922180176,0.2160319983959198,0.02396799996495247,0.029440000653266907,0.053408000618219376,0.015983998775482178,0.040143996477127075,0.0011839866638183594,0.05792246215668091,0.0845958020004309,yes,0.01662576923076923,0.017809755894587588,2.9528590244136095,9.603549094549317,16097280,8048640,no,7.731717948717948,2.257230769230769
dense_011_real,humaneval,early,measured_dense_runtime,3003,61,3,2.1658296602899183,3,40,0.7854399979114532,0.7881599962711334,1.0392000079154968,yes,0.45603200793266296,0.2881440073251724,0.028960000723600388,0.04480000026524067,0.07376000098884106,0.015312016010284424,0.038655996322631836,0.0,0.0782744625273026,0.11903784143355259,yes,0.01662576923076923,0.01662576923076923,2.116745935396524,9.965683277582063,24600576,12300288,no,7.731717948717948,2.257230769230769
dense_012_real,humaneval,late,measured_dense_runtime,52,16,48,0.982088102677208,3,40,0.2144320011138916,0.21243199706077576,0.3123520016670227,yes,0.12292799726128578,0.08924800157546997,0.024431999772787094,0.015536000020802021,0.039967999793589115,0.01579199731349945,0.047968000173568726,0.0020000040531158447,0.04448246133205065,0.06323246133205065,yes,0.01662576923076923,0.018625773283885073,8.68609777791158,20.744320391071017,425984,212992,no,7.731717948717948,2.257230769230769
dense_013_real,humaneval,late,measured_dense_runtime,151,46,18,0.9751304258390485,3,40,0.5140320062637329,0.5139999985694885,0.6714400053024292,yes,0.30872000753879547,0.1964000016450882,0.021808000281453133,0.015615999698638916,0.03742399998009205,0.014495998620986938,0.03375998139381409,3.2007694244384766e-05,0.041938461518553585,0.06068846151855359,yes,0.01662576923076923,0.016657776925013613,3.2406108417433948,8.158725722817412,1236992,618496,no,7.731717948717948,2.257230769230769
dense_014_real,humaneval,late,measured_dense_runtime,932,58,6,1.1483032931810604,3,40,0.6285119950771332,0.6285440027713776,0.8618560135364532,yes,0.37991999089717865,0.23200000077486038,0.023151999339461327,0.020960000343620777,0.044111999683082104,0.01403200626373291,0.03784000873565674,0.0,0.04862646122154364,0.06737646122154364,yes,0.01662576923076923,0.01662576923076923,2.6452588591771997,7.736759457641859,7634944,3817472,no,7.731717948717948,2.257230769230769
dense_015_real,humaneval,middle,measured_dense_runtime,163,39,25,0.8478696295144327,3,40,0.4355680048465729,0.43294399976730347,0.6349279880523682,yes,0.2624800056219101,0.16678400337696075,0.029248000122606754,0.014832000248134136,0.04408000037074089,0.014879986643791199,0.038223981857299805,0.002624005079269409,0.04859446190920243,0.06734446190920243,yes,0.01662576923076923,0.019249774310038638,4.419464720972629,11.156572881499786,1335296,667648,no,7.731717948717948,2.257230769230769
dense_016_real,humaneval,middle,measured_dense_runtime,748,56,8,0.9336261318165292,3,40,0.6046559810638428,0.6039679944515228,0.8264000117778778,yes,0.3667360097169876,0.22807999700307846,0.02193600032478571,0.017632000148296356,0.039568000473082066,0.015680015087127686,0.03958401083946228,0.0006879866123199463,0.0440824620115436,0.0628324620115436,yes,0.01662576923076923,0.017313755843089175,2.8634060333988653,7.290502929282881,6127616,3063808,no,7.731717948717948,2.257230769230769
dense_017_real,humaneval,middle,measured_dense_runtime,1986,63,1,0.8836896738624543,3,40,0.7024800181388855,0.7037120163440704,1.024239957332611,yes,0.4151040017604828,0.2534559965133667,0.023984000086784363,0.029360000044107437,0.0533440001308918,0.014831990003585815,0.040623992681503296,0.0,0.05785846166935334,0.08481686010685334,yes,0.01662576923076923,0.01662576923076923,2.366724860703752,8.236314226081557,16269312,8134656,no,7.731717948717948,2.257230769230769
case_000_real,gsm8k,early,real_route_replay,1606,50,14,1.0628919014118656,3,40,0.5766559839248657,0.5783200263977051,0.8511039912700653,yes,0.3394400030374527,0.20718400180339813,0.022991999983787537,0.02604799997061491,0.04903999995440245,0.015616029500961304,0.045824021100997925,0.0,0.05363323072363321,0.0754334260361332,yes,0.010918892307692305,0.010918892307692305,1.89348460990131,9.300732537030475,13156352,6578176,no,4.534974358974359,2.296615384615385
