case_id,task,phase,scope,total_rows,active_experts,inactive_experts,m_e_cv,restarts,repetitions_per_restart,torch_grouped_full64_ms,torch_grouped_active_only_optimistic_ms,vllm_fused_ms,vllm_fused_default_warning,gate_up_ms,down_ms,swiglu_ms,route_weight_ms,clean_separate_boundary_ms,offset_gpu_rebuild_extra_ms,offset_cpu_list_rebuild_extra_ms,active_only_optimistic_saved_ms,perfect_boundary_zero_cost_saved_ms,perfect_boundary_plus_memcpy_sensitivity_ms,extra_memcpy_proxy_includes_double_counting,credible_boundary_saved_ms,combined_credible_saved_ms,combined_credible_expert_stage_pct,o2_perfect_expert_stage_pct,gate_up_output_roundtrip_analytic_bytes,activated_output_roundtrip_analytic_bytes,materialization_hbm_direct_measured,nsight_elementwise_gpu_us,nsight_descriptor_prep_gpu_us
case_001_real,gsm8k,early,real_route_replay,781,47,17,1.5198727786045299,3,40,0.5332000255584717,0.5294879972934723,0.7184479832649231,yes,0.31753601133823395,0.20294399559497833,0.022544000297784805,0.017920000478625298,0.0404640007764101,0.013807952404022217,0.03843197226524353,0.0037120282649993896,0.04505723154564087,0.06380723154564087,yes,0.010918892307692305,0.014630920572691695,2.7439834717500857,8.45034309562309,6397952,3198976,no,4.534974358974359,2.296615384615385
case_002_real,gsm8k,early,real_route_replay,114,15,49,0.8658921178423205,3,40,0.2090880051255226,0.2046239972114563,0.30988799035549164,yes,0.12160000205039978,0.08207999914884567,0.023408000357449055,0.014607999939471483,0.03801600029692054,0.010079994797706604,0.0339839905500412,0.004464007914066315,0.042609231066151304,0.06135923106615131,yes,0.010918892307692305,0.01538290022175862,7.357141416373332,20.378610930154284,933888,466944,no,4.534974358974359,2.296615384615385
case_003_real,gsm8k,early,real_route_replay,922,35,29,1.57649172405167,3,40,0.41307200491428375,0.41097600758075714,0.662559986114502,yes,0.24315200001001358,0.1547199934720993,0.0226879995316267,0.019807999953627586,0.04249599948525429,0.01441599428653717,0.03572799265384674,0.0020959973335266113,0.047089230254485054,0.06583923025448506,yes,0.010918892307692305,0.013014889641218916,3.1507556761004962,11.39976316338758,7553024,3776512,no,4.534974358974359,2.296615384615385
case_004_real,gsm8k,early,real_route_replay,2099,39,25,3.3006229871897332,3,40,0.5650399923324585,0.563264012336731,0.7494080066680908,yes,0.3261279910802841,0.20734399557113647,0.024639999493956566,0.031055999919772148,0.055695999413728714,0.014048010110855103,0.04041600227355957,0.001775979995727539,0.06028923018295948,0.08878151533920947,yes,0.010918892307692305,0.012694872303419844,2.2467210242970608,10.669904962671469,17195008,8597504,no,4.534974358974359,2.296615384615385
case_006_real,gsm8k,late,real_route_replay,3,3,61,0.0,3,40,0.08344000205397606,0.08167999982833862,0.257423996925354,yes,0.04315200075507164,0.035631999373435974,0.023599999956786633,0.014384000096470118,0.03798400005325675,0.02112000063061714,0.03691199794411659,0.001760002225637436,0.042577230822487516,0.06132723082248752,yes,0.010918892307692305,0.012678894533329741,15.195223179798052,51.027360707571596,24576,12288,no,4.534974358974359,2.296615384615385
case_007_real,gsm8k,late,real_route_replay,67,17,47,0.421625280353001,3,40,0.23187199980020523,0.23038399964571,0.33927999436855316,yes,0.13808000087738037,0.08712000027298927,0.024848000146448612,0.014560000039637089,0.0394080001860857,0.016415998339653015,0.045680008828639984,0.0014880001544952393,0.04400123095531647,0.06275123095531647,yes,0.010918892307692305,0.012406892462187544,5.3507506179607995,18.976517644748203,548864,274432,no,4.534974358974359,2.296615384615385
case_008_real,gsm8k,late,real_route_replay,185,19,45,2.0494115387649186,3,40,0.25035199522972107,0.25124800205230713,0.3808799982070923,yes,0.1470239982008934,0.09824000298976898,0.022735999897122383,0.014832000248134136,0.03756800014525652,0.01585601270198822,0.0366080105304718,0.0,0.042161230914487285,0.06091123091448729,yes,0.010918892307692305,0.010918892307692305,4.361416132383212,16.840780867674116,1515520,757760,no,4.534974358974359,2.296615384615385
case_009_real,gsm8k,late,real_route_replay,620,42,22,2.5643193269992834,3,40,0.48688000440597534,0.48712000250816345,0.6609600186347961,yes,0.2892799973487854,0.18571200221776962,0.023903999477624893,0.017184000462293625,0.04108799993991852,0.01427200436592102,0.03881600499153137,0.0,0.045681230709149284,0.06443123070914929,yes,0.010918892307692305,0.010918892307692305,2.2426249196686667,9.382441319372582,5079040,2539520,no,4.534974358974359,2.296615384615385
case_010_real,gsm8k,middle,real_route_replay,532,44,20,0.8467247089649499,3,40,0.4909439980983734,0.4885439872741699,0.6813279986381531,yes,0.2961919903755188,0.18724799901247025,0.02420799992978573,0.015568000264465809,0.03977600019425154,0.01600000262260437,0.03718400001525879,0.002400010824203491,0.0443692309634823,0.0631192309634823,yes,0.010918892307692305,0.013318903131895796,2.7129169892055605,9.037534043667394,4358144,2179072,no,4.534974358974359,2.296615384615385
case_011_real,gsm8k,middle,real_route_replay,746,43,21,1.5498019291024179,3,40,0.49030399322509766,0.49211201071739197,0.6812959909439087,yes,0.2911840081214905,0.1887039989233017,0.027984000742435455,0.017311999574303627,0.04529600031673908,0.018959999084472656,0.039488017559051514,0.0,0.04988923108596985,0.06863923108596985,yes,0.010918892307692305,0.010918892307692305,2.2269637732033445,10.175163118254636,6111232,3055616,no,4.534974358974359,2.296615384615385
case_012_real,gsm8k,middle,real_route_replay,1099,47,17,1.392883427398494,3,40,0.5359199941158295,0.536080002784729,0.7829440236091614,yes,0.31812798976898193,0.19724799692630768,0.02294400054961443,0.02011200040578842,0.04305600095540285,0.016079992055892944,0.041408002376556396,0.0,0.04764923172463362,0.06639923172463362,yes,0.010918892307692305,0.010918892307692305,2.0374108873669643,8.891109167002844,9003008,4501504,no,4.534974358974359,2.296615384615385
case_013_real,gsm8k,middle,real_route_replay,615,44,20,1.3026683922553388,3,40,0.49137599766254425,0.4901120066642761,0.6870400011539459,yes,0.2940160036087036,0.1870879977941513,0.022480000741779804,0.02198400069028139,0.044464001432061195,0.014511987566947937,0.0384799987077713,0.0012639909982681274,0.04905723220129196,0.06780723220129196,yes,0.010918892307692305,0.012182883305960433,2.4793403348787724,9.983644385288502,5038080,2519040,no,4.534974358974359,2.296615384615385
case_014_real,gsm8k,middle,real_route_replay,1489,45,19,3.029988672820829,3,40,0.5603840053081512,0.561488002538681,0.7549279928207397,yes,0.3277920037508011,0.20737599581480026,0.024752000346779823,0.024768000468611717,0.04952000081539154,0.01670399308204651,0.041408002376556396,0.0,0.05411323158462231,0.07432524330337231,yes,0.010918892307692305,0.010918892307692305,1.9484660883010183,9.656455407728101,12197888,6098944,no,4.534974358974359,2.296615384615385
case_015_real,humaneval,early,real_route_replay,276,24,40,0.9294590576709543,3,40,0.29102399945259094,0.28961600363254547,0.4389120042324066,yes,0.17003200203180313,0.11532799899578094,0.03308799862861633,0.01497599994763732,0.04806399857625365,0.013776004314422607,0.03812798857688904,0.0014079958200454712,0.05265722934548442,0.07140722934548442,yes,0.010918892307692305,0.012326888127737776,4.235694702472769,18.09377558020348,2260992,1130496,no,4.534974358974359,2.296615384615385
case_016_real,humaneval,early,real_route_replay,1667,44,20,1.3240985594254273,3,40,0.5309599936008453,0.5292960107326508,0.790479987859726,yes,0.31223998963832855,0.1892159953713417,0.023439999669790268,0.027087999507784843,0.05052799917757511,0.018399983644485474,0.04126399755477905,0.00166398286819458,0.05512122994680588,0.07774945260305588,yes,0.010918892307692305,0.012582875175886885,2.3698348891698595,10.381428094607788,13656064,6828032,no,4.534974358974359,2.296615384615385
case_017_real,humaneval,early,real_route_replay,1525,42,22,1.5259258735491652,3,40,0.5202239751815796,0.5184639990329742,0.7404800057411194,yes,0.30481599271297455,0.19126400351524353,0.024399999529123306,0.025232000276446342,0.04963199980556965,0.013920009136199951,0.038080036640167236,0.0017599761486053467,0.054225230574800415,0.0749259141685504,yes,0.010918892307692305,0.012678868456297652,2.437194181962145,10.42343935722562,12492800,6246400,no,4.534974358974359,2.296615384615385
case_018_real,humaneval,early,real_route_replay,2398,38,26,1.819840127975464,3,40,0.5314719974994659,0.5329760015010834,0.7331520020961761,yes,0.30318400263786316,0.18985600024461746,0.027087999507784843,0.03598399832844734,0.06307199783623219,0.01619201898574829,0.0390239953994751,0.0,0.06766522860546295,0.10021620516796295,yes,0.010918892307692305,0.010918892307692305,2.0544623910694892,12.73166393033359,19644416,9822208,no,4.534974358974359,2.296615384615385
case_019_real,humaneval,early,real_route_replay,820,27,37,3.186307894913762,3,40,0.3593119978904724,0.3569279909133911,0.5448159873485565,yes,0.2104160040616989,0.13683199882507324,0.022816000506281853,0.018751999363303185,0.04156799986958504,0.01620800793170929,0.039567992091178894,0.002384006977081299,0.0461612306388158,0.0649112306388158,yes,0.010918892307692305,0.013302899284773604,3.702325378188087,12.847116408533326,6717440,3358720,no,4.534974358974359,2.296615384615385
case_021_real,humaneval,late,real_route_replay,3,3,61,0.0,3,40,0.08271999657154083,0.08641599863767624,0.2529760003089905,yes,0.04360000044107437,0.03627200052142143,0.02380800060927868,0.014352000318467617,0.038160000927746296,0.01721600443124771,0.05033600330352783,0.0,0.04275323169697706,0.061503231696977065,yes,0.010918892307692305,0.010918892307692305,13.199822002227771,51.68427643732032,24576,12288,no,4.534974358974359,2.296615384615385
case_022_real,humaneval,late,real_route_replay,15,5,59,0.0,3,40,0.11124799773097038,0.1106560006737709,0.2537600100040436,yes,0.06515199691057205,0.04705600067973137,0.022656000219285488,0.01500799972563982,0.03766399994492531,0.013840008527040482,0.038064006716012955,0.0005919970571994781,0.042257230714156074,0.06100723071415608,yes,0.010918892307692305,0.011510889364891783,10.3470530703199,37.98471125417124,122880,61440,no,4.534974358974359,2.296615384615385
case_023_real,humaneval,late,real_route_replay,82,18,46,0.902768562113256,3,40,0.24292799830436707,0.24208000302314758,0.35835200548171997,yes,0.14350400120019913,0.09292799979448318,0.02470399998128414,0.014528000261634588,0.03923200024291873,0.01369599997997284,0.0379520058631897,0.0008479952812194824,0.043825231012149496,0.0625752310121495,yes,0.010918892307692305,0.011766887588911788,4.84377579819718,18.040419926088717,671744,335872,no,4.534974358974359,2.296615384615385
case_024_real,humaneval,late,real_route_replay,200,27,37,2.459064862910289,3,40,0.3187840133905411,0.31731200218200684,0.46292799711227417,yes,0.18998399376869202,0.1297440007328987,0.022752000018954277,0.014448000118136406,0.03720000013709068,0.015727996826171875,0.03623998165130615,0.0014720112085342407,0.04179323090632145,0.06054323090632145,yes,0.010918892307692305,0.012390903516226546,3.886927510711303,13.110202880569396,1638400,819200,no,4.534974358974359,2.296615384615385
case_025_real,humaneval,middle,real_route_replay,12,6,58,0.28867513459481287,3,40,0.11844800040125847,0.11611199751496315,0.25383999943733215,yes,0.06444799900054932,0.05009600147604942,0.024480000138282776,0.014272000174969435,0.03875200031325221,0.015376005321741104,0.036768000572919846,0.0023360028862953186,0.04334523108248298,0.06209523108248298,yes,0.010918892307692305,0.013254895193987624,11.190476115328996,36.59431221772018,98304,49152,no,4.534974358974359,2.296615384615385
case_026_real,humaneval,middle,real_route_replay,137,19,45,1.0719742920108508,3,40,0.2430720031261444,0.242576003074646,0.376800000667572,yes,0.1419840008020401,0.09982400014996529,0.023087999783456326,0.016688000410795212,0.03977600019425154,0.01614399254322052,0.036351993680000305,0.0004960000514984131,0.0443692309634823,0.0631192309634823,yes,0.010918892307692305,0.011414892359190718,4.6960950715771475,18.253534093951778,1122304,561152,no,4.534974358974359,2.296615384615385
case_027_real,humaneval,middle,real_route_replay,437,33,31,1.1018728412599712,3,40,0.38622400164604187,0.38571201264858246,0.5746400058269501,yes,0.225552000105381,0.14422400295734406,0.02510399930179119,0.015567999798804522,0.04067199910059571,0.014367997646331787,0.04158399999141693,0.0005119889974594116,0.04526522986982648,0.06401522986982648,yes,0.010918892307692305,0.011430881305151717,2.95965068365369,11.719942229615798,3579904,1789952,no,4.534974358974359,2.296615384615385
case_028_real,humaneval,middle,real_route_replay,539,46,18,1.2355449117414123,3,40,0.5125759840011597,0.5135839879512787,0.7136479914188385,yes,0.31150399148464203,0.1908000037074089,0.023919999599456787,0.01696000061929226,0.040880000218749046,0.013792037963867188,0.037824004888534546,0.0,0.04547323098797981,0.06422323098797982,yes,0.010918892307692305,0.010918892307692305,2.1301997456961623,8.871510255516952,4415488,2207744,no,4.534974358974359,2.296615384615385
case_029_real,humaneval,middle,real_route_replay,864,41,23,3.033243982709267,3,40,0.48919999599456787,0.48984000086784363,0.6849440038204193,yes,0.28811199963092804,0.1873439997434616,0.024383999407291412,0.01897599920630455,0.04335999861359596,0.014351993799209595,0.0405920147895813,0.0,0.04795322938282673,0.06670322938282673,yes,0.010918892307692305,0.010918892307692305,2.2319894515725935,9.802377304876185,7077888,3538944,no,4.534974358974359,2.296615384615385
