rows,gate_up_roundtrip_bytes,activated_intermediate_roundtrip_bytes,total_analytic_roundtrip_bytes,separate_copy_gpu_latency_ms,hardware_io_counter_available,evidence
64,524288,262144,786432,0.013008000329136848,no,standalone buffer memcpy proxy includes its own launch; not existing HBM GEMM traffic or independently saved work
128,1048576,524288,1572864,0.012848000042140484,no,standalone buffer memcpy proxy includes its own launch; not existing HBM GEMM traffic or independently saved work
256,2097152,1048576,3145728,0.01235199999064207,no,standalone buffer memcpy proxy includes its own launch; not existing HBM GEMM traffic or independently saved work
512,4194304,2097152,6291456,0.01875200029462576,no,standalone buffer memcpy proxy includes its own launch; not existing HBM GEMM traffic or independently saved work
1024,8388608,4194304,12582912,0.013903999701142311,no,standalone buffer memcpy proxy includes its own launch; not existing HBM GEMM traffic or independently saved work
