workload,q,policy,repeat,wall_ms,waves_per_s,p50_completion_ms,p95_completion_ms,p99_completion_ms,max_relative_l2,restart
homogeneous_small,4,ll_two_slot,7.0,0.20952196791768002,19091.076891620087,0.11728890240192401,0.20849378779530503,0.20849378779530503,0.0,real_inflight_r1
homogeneous_small,4,normal_serial,7.0,0.7952731102705001,5029.718656826533,0.44219801202416403,0.622480642050504,0.622480642050504,0.000728500117035,real_inflight_r1
homogeneous_small,8,ll_serial,7.0,0.457277055829763,17494.864214176243,0.24123210459947503,0.400163698941469,0.400163698941469,0.0,real_inflight_r1
homogeneous_small,8,ll_two_slot,7.0,0.38983300328254705,20521.607797792538,0.21045608446002,0.38912892341613703,0.38912892341613703,0.0,real_inflight_r1
homogeneous_small,8,normal_serial,7.0,1.473989803344011,5427.445957801444,0.781981740146875,1.297519076615572,1.297519076615572,0.0007456706162630001,real_inflight_r1
homogeneous_small,16,ll_serial,7.0,0.8907010778784751,17963.377835030526,0.45883608981966906,0.8346671238541601,0.8346671238541601,0.0,real_inflight_r1
homogeneous_small,16,ll_two_slot,7.0,0.7536709308624261,21229.42433469097,0.39132917299866604,0.7530869916081421,0.7530869916081421,0.0,real_inflight_r1
homogeneous_small,16,normal_serial,7.0,2.839406952261924,5634.979511215925,1.4608991332352161,2.655401360243559,2.655401360243559,0.00074804927548,real_inflight_r1
real_age_offset,1,ll_serial,7.0,0.13194326311349802,7579.015225201697,0.131507404148578,0.131507404148578,0.131507404148578,0.0,real_inflight_r1
real_age_offset,1,ll_two_slot,7.0,0.133984722197055,7463.537510860877,0.13253604993224102,0.13253604993224102,0.13253604993224102,0.0,real_inflight_r1
real_age_offset,1,normal_serial,7.0,0.25573465973138804,3910.3029720349755,0.25527365505695304,0.25527365505695304,0.25527365505695304,0.000215097154336,real_inflight_r1
real_age_offset,2,ll_serial,7.0,0.244189985096454,8190.344084791207,0.13454910367727202,0.13454910367727202,0.13454910367727202,0.0,real_inflight_r1
real_age_offset,2,ll_two_slot,7.0,0.233391765505075,8569.28262088367,0.23182993754744502,0.23182993754744502,0.23182993754744502,0.0,real_inflight_r1
real_age_offset,2,normal_serial,7.0,0.45959698036313,4351.638686615797,0.253288075327873,0.253288075327873,0.253288075327873,0.000361899307089,real_inflight_r1
real_age_offset,4,ll_serial,7.0,0.40357885882258404,9911.321945033858,0.24526100605726203,0.34927530214190405,0.34927530214190405,0.0,real_inflight_r1
real_age_offset,4,ll_two_slot,7.0,0.38151117041707006,10484.62092375218,0.235660932958126,0.38054212927818304,0.38054212927818304,0.0,real_inflight_r1
real_age_offset,4,normal_serial,7.0,0.821716152131557,4867.860987792286,0.44829072430729805,0.648949295282363,0.648949295282363,0.000515495770037,real_inflight_r1
real_age_offset,8,ll_serial,7.0,0.73529640212655,10879.966197118876,0.40852231904864306,0.626970082521438,0.626970082521438,0.0,real_inflight_r1
real_age_offset,8,ll_two_slot,7.0,0.6803330034017561,11758.947397816844,0.38476195186376505,0.679203309118747,0.679203309118747,0.0,real_inflight_r1
real_age_offset,8,normal_serial,7.0,1.530949026346206,5225.51689333051,0.8181934244930741,1.342692878097295,1.342692878097295,0.000770613313957,real_inflight_r1
real_age_offset,16,ll_serial,7.0,1.4625340700149532,10939.91608676604,0.7395748980343341,1.353055704385042,1.353055704385042,0.0,real_inflight_r1
real_age_offset,16,ll_two_slot,7.0,1.345168799161911,11894.418016511074,0.682071782648563,1.344288699328899,1.344288699328899,0.0,real_inflight_r1
real_age_offset,16,normal_serial,7.0,2.959216944873333,5406.835760290926,1.541113946586847,2.768692094832658,2.768692094832658,0.0007560221671550001,real_inflight_r1
heterogeneous,1,ll_serial,7.0,0.062860082834959,15908.346837937344,0.06239302456378901,0.06239302456378901,0.06239302456378901,0.0,inflight_r2
heterogeneous,1,ll_two_slot,7.0,0.06945384666323601,14398.050619841637,0.068116933107376,0.068116933107376,0.068116933107376,0.0,inflight_r2
heterogeneous,1,normal_serial,7.0,0.22544339299201901,4435.703289984633,0.22506620734930002,0.22506620734930002,0.22506620734930002,0.0,inflight_r2
heterogeneous,2,ll_serial,7.0,0.16296515241265203,12272.562387667338,0.069451984018087,0.069451984018087,0.069451984018087,0.0,inflight_r2
heterogeneous,2,ll_two_slot,7.0,0.14278292655944802,14007.276977666457,0.14115497469902,0.14115497469902,0.14115497469902,0.0,inflight_r2
heterogeneous,2,normal_serial,7.0,0.43192598968744206,4630.4229144610445,0.230839010328054,0.230839010328054,0.230839010328054,0.0,inflight_r2
heterogeneous,4,ll_serial,7.0,0.35544438287615704,11253.518673253759,0.16263173893094002,0.21217111498117402,0.21217111498117402,0.0,inflight_r2
heterogeneous,4,ll_two_slot,7.0,0.32580411061644504,12277.315938192749,0.143153127282857,0.32504322007298403,0.32504322007298403,0.0,inflight_r2
heterogeneous,4,normal_serial,7.0,0.823066104203462,4859.8769644038175,0.44410908594727505,0.6209793500602241,0.6209793500602241,0.0,inflight_r2
heterogeneous,8,ll_serial,7.0,0.591457355767488,13525.911753382488,0.36384118720889,0.535564962774515,0.535564962774515,0.0,inflight_r2
heterogeneous,8,ll_two_slot,7.0,0.519372057169675,15403.216036681093,0.325131230056285,0.518693123012781,0.518693123012781,0.0,inflight_r2
heterogeneous,8,normal_serial,7.0,1.519036944955587,5266.494687022835,0.8251252584159371,1.3496661558747292,1.3496661558747292,0.0,inflight_r2
heterogeneous,16,ll_serial,7.0,1.15830497816205,13813.28777969005,0.594777055084705,1.100203022360801,1.100203022360801,0.0,inflight_r2
heterogeneous,16,ll_two_slot,7.0,1.025058794766664,15608.8607616328,0.527467112988233,1.024268101900816,1.024268101900816,0.0,inflight_r2
heterogeneous,16,normal_serial,7.0,3.003662917762994,5326.829420631575,1.551561988890171,2.818341832607984,2.818341832607984,0.0,inflight_r2
homogeneous_large,1,ll_serial,7.0,0.152813736349344,6543.9143357762105,0.152499880641698,0.152499880641698,0.152499880641698,0.0,inflight_r2
homogeneous_large,1,ll_two_slot,7.0,0.157018192112445,6368.688790429248,0.15544006600975901,0.15544006600975901,0.15544006600975901,0.0,inflight_r2
homogeneous_large,1,normal_serial,7.0,0.264802947640419,3776.3930081243625,0.264344736933708,0.264344736933708,0.264344736933708,0.0,inflight_r2
homogeneous_large,2,ll_serial,7.0,0.301887281239032,6624.989273451407,0.155264977365732,0.155264977365732,0.155264977365732,0.0,inflight_r2
homogeneous_large,2,ll_two_slot,7.0,0.28500286862254104,7017.473226379365,0.28330693021416603,0.28330693021416603,0.28330693021416603,0.0,inflight_r2
homogeneous_large,2,normal_serial,7.0,0.46799797564744905,4273.52275879636,0.260351225733757,0.260351225733757,0.260351225733757,0.0,inflight_r2
homogeneous_large,4,ll_serial,7.0,0.593107193708419,6744.143457424424,0.301581341773271,0.44839875772595406,0.44839875772595406,0.0,inflight_r2
homogeneous_large,4,ll_two_slot,7.0,0.564825721085071,7081.8304667778,0.28751976788043904,0.5639791488647461,0.5639791488647461,0.0,inflight_r2
homogeneous_large,4,normal_serial,7.0,0.8787913247942921,4551.706289244856,0.47209393233060803,0.682328827679157,0.682328827679157,0.0,inflight_r2
homogeneous_large,8,ll_serial,7.0,1.175557728856802,6805.280424449918,0.594578683376312,1.032046973705291,1.032046973705291,0.0,inflight_r2
homogeneous_large,8,ll_two_slot,7.0,1.111870165914297,7195.084682770991,0.563765875995159,1.110848039388656,1.110848039388656,0.0,inflight_r2
homogeneous_large,8,normal_serial,7.0,1.689943950623273,4733.884811416079,0.8848379366099831,1.488338224589824,1.488338224589824,0.0,inflight_r2
homogeneous_large,16,ll_serial,7.0,2.334690652787685,6853.156318973375,1.178839243948459,2.19004089012742,2.19004089012742,0.0,inflight_r2
homogeneous_large,16,ll_two_slot,7.0,2.22503999248147,7190.8819859709765,1.118968706578016,2.22391914576292,2.22391914576292,0.0,inflight_r2
homogeneous_large,16,normal_serial,7.0,3.287292085587978,4867.227974704954,1.689233817160129,3.082194831222295,3.082194831222295,0.0,inflight_r2
homogeneous_small,1,ll_serial,7.0,0.071268994361162,14031.347137191357,0.07085781544446901,0.07085781544446901,0.07085781544446901,0.0,inflight_r2
homogeneous_small,1,ll_two_slot,7.0,0.077269040048122,12941.794014487688,0.075766816735267,0.075766816735267,0.075766816735267,0.0,inflight_r2
homogeneous_small,1,normal_serial,7.0,0.247418880462646,4041.7287400626356,0.24700677022337902,0.24700677022337902,0.24700677022337902,0.0,inflight_r2
homogeneous_small,2,ll_serial,7.0,0.12098299339413601,16531.249094527135,0.069985166192054,0.069985166192054,0.069985166192054,0.0,inflight_r2
homogeneous_small,2,ll_two_slot,7.0,0.11126184836030001,17975.613649014576,0.109693966805934,0.109693966805934,0.109693966805934,0.0,inflight_r2
homogeneous_small,2,normal_serial,7.0,0.426568556576967,4688.578117546113,0.239438377320766,0.239438377320766,0.239438377320766,0.0,inflight_r2
homogeneous_small,4,ll_serial,7.0,0.21879794076085002,18281.707707533016,0.12030173093080501,0.170181039720773,0.170181039720773,0.0,inflight_r2
homogeneous_small,4,ll_two_slot,7.0,0.207345932722091,19291.432185271024,0.11777505278587301,0.20647095516324002,0.20647095516324002,0.0,inflight_r2
homogeneous_small,4,normal_serial,7.0,0.788398087024688,5073.57902794447,0.43348129838705,0.606895890086889,0.606895890086889,0.0,inflight_r2
homogeneous_small,8,ll_serial,7.0,0.42950734496116605,18625.991135782126,0.22955285385251,0.378724187612533,0.378724187612533,0.0,inflight_r2
homogeneous_small,8,ll_two_slot,7.0,0.374779105186462,21345.907200508926,0.19802013412117903,0.374115072190761,0.374115072190761,0.0,inflight_r2
homogeneous_small,8,normal_serial,7.0,1.475229859352111,5422.883728447187,0.785250682383775,1.307402737438678,1.307402737438678,0.0,inflight_r2
homogeneous_small,16,ll_serial,7.0,0.816815998405218,19588.254920617364,0.42919302359223305,0.768663827329874,0.768663827329874,0.0,inflight_r2
homogeneous_small,16,ll_two_slot,7.0,0.71330601349473,22430.765614340653,0.38220081478357304,0.7126010023057461,0.7126010023057461,0.0,inflight_r2
homogeneous_small,16,normal_serial,7.0,2.850245218724012,5613.552088392879,1.469484996050596,2.685542218387127,2.685542218387127,0.0,inflight_r2
heterogeneous,1,ll_serial,7.0,0.06420910358428901,15574.115572058483,0.06378535181283901,0.06378535181283901,0.06378535181283901,0.0,inflight_r1
heterogeneous,1,ll_two_slot,7.0,0.072897877544164,13717.820513967052,0.07145106792449901,0.07145106792449901,0.07145106792449901,0.0,inflight_r1
heterogeneous,1,normal_serial,7.0,0.23765210062265302,4207.831520865909,0.237253960222005,0.237253960222005,0.237253960222005,0.0,inflight_r1
heterogeneous,2,ll_serial,7.0,0.16635190695524202,12022.705580033478,0.07234467193484301,0.07234467193484301,0.07234467193484301,0.0,inflight_r1
heterogeneous,2,ll_two_slot,7.0,0.14516385272145202,13777.534575619833,0.143799930810928,0.143799930810928,0.143799930810928,0.0,inflight_r1
heterogeneous,2,normal_serial,7.0,0.44725695624947504,4471.702389541863,0.24730898439884103,0.24730898439884103,0.24730898439884103,0.0,inflight_r1
heterogeneous,4,ll_serial,7.0,0.362385995686054,11037.9541362446,0.16817776486277503,0.21968781948089602,0.21968781948089602,0.0,inflight_r1
heterogeneous,4,ll_two_slot,7.0,0.332785304635763,12019.761522757262,0.147246289998292,0.331768300384283,0.331768300384283,0.0,inflight_r1
heterogeneous,4,normal_serial,7.0,0.8492404595017431,4710.091182357038,0.47619314864277806,0.646319240331649,0.646319240331649,0.0,inflight_r1
heterogeneous,8,ll_serial,7.0,0.662941951304674,12067.421565728262,0.404253602027893,0.596414320170879,0.596414320170879,0.0,inflight_r1
heterogeneous,8,ll_two_slot,7.0,0.5785450339317321,13827.791322713165,0.358806923031806,0.57731894776225,0.57731894776225,0.0,inflight_r1
heterogeneous,8,normal_serial,7.0,1.788322813808918,4473.465270490476,0.9834216907620431,1.607420854270458,1.607420854270458,0.0,inflight_r1
heterogeneous,16,ll_serial,7.0,1.18346931412816,13519.573181149102,0.6085671484470361,1.11922575160861,1.11922575160861,0.0,inflight_r1
heterogeneous,16,ll_two_slot,7.0,1.045227982103824,15307.66519261698,0.542952679097652,1.044637057930231,1.044637057930231,0.0,inflight_r1
heterogeneous,16,normal_serial,7.0,3.031484317034483,5277.94252805234,1.577119808644056,2.843172289431095,2.843172289431095,0.0,inflight_r1
homogeneous_large,1,ll_serial,7.0,0.158073846250772,6326.1571962611315,0.15761423856019902,0.15761423856019902,0.15761423856019902,0.0,inflight_r1
homogeneous_large,1,ll_two_slot,7.0,0.158820301294326,6296.424272277344,0.15760213136672901,0.15760213136672901,0.15760213136672901,0.0,inflight_r1
homogeneous_large,1,normal_serial,7.0,0.264233909547328,3784.525618657897,0.263867899775505,0.263867899775505,0.263867899775505,0.0,inflight_r1
homogeneous_large,2,ll_serial,7.0,0.308885239064693,6474.896651118756,0.160693190991878,0.160693190991878,0.160693190991878,0.0,inflight_r1
homogeneous_large,2,ll_two_slot,7.0,0.295009929686784,6779.432821544081,0.293166376650333,0.293166376650333,0.293166376650333,0.0,inflight_r1
homogeneous_large,2,normal_serial,7.0,0.493159051984548,4055.486748041407,0.279518775641918,0.279518775641918,0.279518775641918,0.0,inflight_r1
homogeneous_large,4,ll_serial,7.0,0.6075948476791381,6583.334297976701,0.310952309519052,0.46058278530836105,0.46058278530836105,0.0,inflight_r1
homogeneous_large,4,ll_two_slot,7.0,0.5777101032435891,6923.887911154316,0.297618098556995,0.5766628310084341,0.5766628310084341,0.0,inflight_r1
homogeneous_large,4,normal_serial,7.0,0.914010219275951,4376.318684017196,0.504457857459783,0.7068277336657041,0.7068277336657041,0.0,inflight_r1
homogeneous_large,8,ll_serial,7.0,1.193469390273094,6703.146360686645,0.6057508289813991,1.043193973600864,1.043193973600864,0.0,inflight_r1
homogeneous_large,8,ll_two_slot,7.0,1.130721066147089,7075.131294104081,0.573587138205766,1.130071934312582,1.130071934312582,0.0,inflight_r1
homogeneous_large,8,normal_serial,7.0,1.731846015900373,4619.348329210932,0.903733074665069,1.538441982120275,1.538441982120275,0.0,inflight_r1
homogeneous_large,16,ll_serial,7.0,2.36067408695817,6777.725094876052,1.1905836872756481,2.215632703155279,2.215632703155279,0.0,inflight_r1
homogeneous_large,16,ll_two_slot,7.0,2.230224199593067,7174.1666164860935,1.126090995967388,2.22950242459774,2.22950242459774,0.0,inflight_r1
homogeneous_large,16,normal_serial,7.0,3.394626080989837,4713.33207789842,1.783828251063823,3.195232711732387,3.195232711732387,0.0,inflight_r1
homogeneous_small,1,ll_serial,7.0,0.07098913192749001,14086.663308144416,0.070679001510143,0.070679001510143,0.070679001510143,0.0,inflight_r1
homogeneous_small,1,ll_two_slot,7.0,0.083175022155046,12022.840199980965,0.081711914390325,0.081711914390325,0.081711914390325,0.0,inflight_r1
homogeneous_small,1,normal_serial,7.0,0.263462774455547,3795.602631402201,0.26279594749212204,0.26279594749212204,0.26279594749212204,0.0,inflight_r1
homogeneous_small,2,ll_serial,7.0,0.126076862215995,15863.33895725915,0.070839188992977,0.070839188992977,0.070839188992977,0.0,inflight_r1
homogeneous_small,2,ll_two_slot,7.0,0.11893687769770601,16815.642370260164,0.11753570288419701,0.11753570288419701,0.11753570288419701,0.0,inflight_r1
homogeneous_small,2,normal_serial,7.0,0.444795005023479,4496.453371580523,0.25464408099651303,0.25464408099651303,0.25464408099651303,0.0,inflight_r1
homogeneous_small,4,ll_serial,7.0,0.22965809330344203,17417.195895268935,0.132568180561065,0.18139230087399402,0.18139230087399402,0.0,inflight_r1
homogeneous_small,4,ll_two_slot,7.0,0.21053990349173501,18998.773789012477,0.11880788952112101,0.209660734981298,0.209660734981298,0.0,inflight_r1
homogeneous_small,4,normal_serial,7.0,0.8122301660478111,4924.712436455533,0.45498600229620906,0.6424509920179841,0.6424509920179841,0.0,inflight_r1
homogeneous_small,8,ll_serial,7.0,0.449346378445625,17803.637424815846,0.24508731439709602,0.400186982005834,0.400186982005834,0.0,inflight_r1
homogeneous_small,8,ll_two_slot,7.0,0.37876516580581604,21121.26647913921,0.213996972888708,0.37805037572979905,0.37805037572979905,0.0,inflight_r1
homogeneous_small,8,normal_serial,7.0,1.5321499668061729,5221.420992278135,0.8245375938713551,1.346619799733162,1.346619799733162,0.0,inflight_r1
homogeneous_small,16,ll_serial,7.0,0.8332901634275911,19200.994686156904,0.43343706056475606,0.7846700027585031,0.7846700027585031,0.0,inflight_r1
homogeneous_small,16,ll_two_slot,7.0,0.720732845366001,22199.6265368965,0.385617837309837,0.7199472747743131,0.7199472747743131,0.0,inflight_r1
homogeneous_small,16,normal_serial,7.0,2.954529132694006,5415.414531861746,1.5397942624986172,2.7730250731110573,2.7730250731110573,0.0,inflight_r1
homogeneous_large,1,ll_serial,7.0,0.25941804051399203,3854.7820267960997,0.259030144661664,0.259030144661664,0.259030144661664,0.0,real_inflight_r3
homogeneous_large,1,ll_two_slot,7.0,0.260191969573497,3843.316154757516,0.258652027696371,0.258652027696371,0.258652027696371,0.0,real_inflight_r3
homogeneous_large,1,normal_serial,7.0,0.31044334173202504,3221.199702402381,0.30996603891253405,0.30996603891253405,0.30996603891253405,0.00040619842722900004,real_inflight_r3
homogeneous_large,2,ll_serial,7.0,0.499035697430372,4007.7293273775254,0.256981700658798,0.256981700658798,0.256981700658798,0.0,real_inflight_r3
homogeneous_large,2,ll_two_slot,7.0,0.47341594472527504,4224.614785969254,0.47181686386466004,0.47181686386466004,0.47181686386466004,0.0,real_inflight_r3
homogeneous_large,2,normal_serial,7.0,0.5822950042784211,3434.685142934371,0.31998893246054605,0.31998893246054605,0.31998893246054605,0.00040142555157800003,real_inflight_r3
homogeneous_large,4,ll_serial,7.0,0.9808852337300771,4077.9490428140434,0.5015558563172811,0.739878974854946,0.739878974854946,0.0,real_inflight_r3
homogeneous_large,4,ll_two_slot,7.0,0.9287069551646701,4307.0636843575185,0.47326600179076106,0.9274976328015321,0.9274976328015321,0.0,real_inflight_r3
homogeneous_large,4,normal_serial,7.0,1.054964959621429,3791.595126946573,0.567813869565725,0.818707980215549,0.818707980215549,0.00040198738684800006,real_inflight_r3
homogeneous_large,8,ll_serial,7.0,1.9368547946214671,4130.4077219497985,0.9811939671635621,1.695768907666206,1.695768907666206,0.0,real_inflight_r3
homogeneous_large,8,ll_two_slot,7.0,1.8286006525158882,4374.930080547201,0.9263069368898861,1.827793661504984,1.827793661504984,0.0,real_inflight_r3
homogeneous_large,8,normal_serial,7.0,2.037988044321537,3925.440103679934,1.075820997357368,1.7989319749176502,1.7989319749176502,0.00040508485780400003,real_inflight_r3
homogeneous_large,16,ll_serial,7.0,3.848546184599399,4157.414055215622,1.9417698495090001,3.610046114772558,3.610046114772558,0.0,real_inflight_r3
homogeneous_large,16,ll_two_slot,7.0,3.633162006735801,4403.877385686726,1.831508707255125,3.632124979048967,3.632124979048967,0.0,real_inflight_r3
homogeneous_large,16,normal_serial,7.0,3.987454809248447,4012.584659991587,2.054707147181034,3.747247159481048,3.747247159481048,0.000409421698008,real_inflight_r3
homogeneous_small,1,ll_serial,7.0,0.086984131485223,11496.349770071254,0.08659390732645901,0.08659390732645901,0.08659390732645901,0.0,real_inflight_r3
homogeneous_small,1,ll_two_slot,7.0,0.09769992902874901,10235.421969505598,0.095798168331384,0.095798168331384,0.095798168331384,0.0,real_inflight_r3
homogeneous_small,1,normal_serial,7.0,0.28849905356764705,3466.2158770843857,0.288084149360656,0.288084149360656,0.288084149360656,0.0007671439677750001,real_inflight_r3
homogeneous_small,2,ll_serial,7.0,0.157085247337818,12731.940356556332,0.087629072368144,0.087629072368144,0.087629072368144,0.0,real_inflight_r3
homogeneous_small,2,ll_two_slot,7.0,0.15484308823943102,12916.301416744105,0.15304330736398603,0.15304330736398603,0.15304330736398603,0.0,real_inflight_r3
homogeneous_small,2,normal_serial,7.0,0.5437377840280531,3678.2435555311954,0.29888283461332305,0.29888283461332305,0.29888283461332305,0.000754973126904,real_inflight_r3
homogeneous_small,4,ll_serial,7.0,0.28492184355854905,14038.93766108537,0.152524095028638,0.221852213144302,0.221852213144302,0.0,real_inflight_r3
homogeneous_small,4,ll_two_slot,7.0,0.278607942163944,14357.092511189927,0.148857943713665,0.27720583602786003,0.27720583602786003,0.0,real_inflight_r3
homogeneous_small,4,normal_serial,7.0,0.992542598396539,4030.0537291417327,0.5341148935258381,0.756371300667524,0.756371300667524,0.000728500117035,real_inflight_r3
homogeneous_small,8,ll_serial,7.0,0.534371007233858,14970.872093925074,0.284182839095592,0.46645384281873703,0.46645384281873703,0.0,real_inflight_r3
homogeneous_small,8,ll_two_slot,7.0,0.5069351755082601,15781.11045850997,0.266965012997388,0.506068114191293,0.506068114191293,0.0,real_inflight_r3
homogeneous_small,8,normal_serial,7.0,1.887670252472162,4238.028325933995,0.994656700640916,1.666604075580835,1.666604075580835,0.0007456706162630001,real_inflight_r3
homogeneous_small,16,ll_serial,7.0,1.040332950651645,15379.691655424247,0.541992019861936,0.9790938347578041,0.9790938347578041,0.0,real_inflight_r3
homogeneous_small,16,ll_two_slot,7.0,0.9968951344490051,16049.832572252823,0.5242070183157921,0.9959270246326921,0.9959270246326921,0.0,real_inflight_r3
homogeneous_small,16,normal_serial,7.0,3.6403927952051163,4395.1301137267765,1.8897508271038532,3.424946684390306,3.424946684390306,0.00074804927548,real_inflight_r3
real_age_offset,1,ll_serial,7.0,0.142371281981468,7023.888428076143,0.14198524877429,0.14198524877429,0.14198524877429,0.0,real_inflight_r3
real_age_offset,1,ll_two_slot,7.0,0.14533009380102102,6880.887322409274,0.14395499601960102,0.14395499601960102,0.14395499601960102,0.0,real_inflight_r3
real_age_offset,1,normal_serial,7.0,0.30340626835823004,3295.9108109767326,0.302980188280344,0.302980188280344,0.302980188280344,0.000215097154336,real_inflight_r3
real_age_offset,2,ll_serial,7.0,0.258727930486202,7730.127923342465,0.14951732009649202,0.14951732009649202,0.14951732009649202,0.0,real_inflight_r3
real_age_offset,2,ll_two_slot,7.0,0.243075657635927,8227.890935074836,0.241442117840051,0.241442117840051,0.241442117840051,0.0,real_inflight_r3
real_age_offset,2,normal_serial,7.0,0.574454665184021,3481.562812897201,0.323980115354061,0.323980115354061,0.323980115354061,0.000361899307089,real_inflight_r3
real_age_offset,4,ll_serial,7.0,0.429140869528055,9320.948630222456,0.256502069532871,0.36522885784506803,0.36522885784506803,0.0,real_inflight_r3
real_age_offset,4,ll_two_slot,7.0,0.39074197411537104,10236.934511721916,0.24275900796055702,0.38970774039626105,0.38970774039626105,0.0,real_inflight_r3
real_age_offset,4,normal_serial,7.0,1.013495959341526,3946.7350245765383,0.560290645807981,0.788449309766292,0.788449309766292,0.000515495770037,real_inflight_r3
real_age_offset,8,ll_serial,7.0,0.7850029505789281,10191.044497476243,0.43123587965965204,0.6751231849193571,0.6751231849193571,0.0,real_inflight_r3
real_age_offset,8,ll_two_slot,7.0,0.6914897821843621,11569.22373419405,0.38805697113275506,0.6903167814016341,0.6903167814016341,0.0,real_inflight_r3
real_age_offset,8,normal_serial,7.0,1.909688580781221,4189.164704921331,1.012628898024559,1.674002036452293,1.674002036452293,0.000770613313957,real_inflight_r3
real_age_offset,16,ll_serial,7.0,1.5465021133422852,10345.928312649348,0.7851058617234231,1.4357101172208782,1.4357101172208782,0.0,real_inflight_r3
real_age_offset,16,ll_two_slot,7.0,1.366992946714162,11704.522717881724,0.696748960763216,1.36633962392807,1.36633962392807,0.0,real_inflight_r3
real_age_offset,16,normal_serial,7.0,3.748835064470768,4267.992516298862,1.9130087457597251,3.498786129057407,3.498786129057407,0.0007560221671550001,real_inflight_r3
heterogeneous,1,ll_serial,7.0,0.062327366322278005,16044.316630182224,0.062033068388700006,0.062033068388700006,0.062033068388700006,0.0,inflight_r3
heterogeneous,1,ll_two_slot,7.0,0.06828503683209401,14644.496750567712,0.066728331148624,0.066728331148624,0.066728331148624,0.0,inflight_r3
heterogeneous,1,normal_serial,7.0,0.22793421521782803,4387.230758858801,0.22754911333322503,0.22754911333322503,0.22754911333322503,0.0,inflight_r3
heterogeneous,2,ll_serial,7.0,0.15864707529544803,12606.598616932595,0.06333505734801201,0.06333505734801201,0.06333505734801201,0.0,inflight_r3
heterogeneous,2,ll_two_slot,7.0,0.14081690460443402,14202.84024576557,0.13923412188887502,0.13923412188887502,0.13923412188887502,0.0,inflight_r3
