arrival,offered_load,policy,seed,requests_per_s,generated_tokens_per_s,refinement_waves_per_s,rows_per_s,request_latency_p50_ms,request_latency_p95_ms,request_latency_p99_ms,queue_delay_p50_ms,queue_delay_p95_ms,queue_delay_p99_ms,throughput_gain_vs_ll_pct,p50_reduction_vs_ll_pct,p95_reduction_vs_ll_pct,p99_reduction_vs_ll_pct,route_replay_only
closed_loop,2.0,o4_credible_refinestreamep,2.0,141.10443711005667,44854.347556698944,10253.713484457376,2120621.104460934,12.540178646929467,16.25058718738258,16.32285119599297,0.0,0.0,0.0,2.1913871813118435,2.1443951802137207,2.1443951802170846,2.1443951802182393,True
closed_loop,2.0,simple_normal_ll_switch,2.0,138.0786003615978,43892.4930895759,10033.833346703514,2075146.6077062327,12.814982514311597,16.60670047189498,16.680548064726963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
closed_loop,4.0,existing_backend_oracle,2.0,137.23907115423566,44099.48819756106,10047.043667416336,2058358.765101936,31.365580551744987,33.16423070022261,33.35666267281332,15.103372667587653,16.757259240629086,16.89218002152879,0.0,0.0,0.0,0.0,True
closed_loop,4.0,ll_only,2.0,137.23907115423566,44099.48819756106,10047.043667416336,2058358.765101936,31.365580551744987,33.16423070022261,33.35666267281332,15.103372667587653,16.757259240629086,16.89218002152879,0.0,0.0,0.0,0.0,True
closed_loop,4.0,normal_only,2.0,47.55703793659782,15281.661523626768,3481.5714856084323,713276.8027048849,93.02496985303848,95.42008334299301,95.45871259228181,69.20664270359056,71.6017561935438,71.6403854428326,-65.3473041338563,-196.5829683897343,-187.71987568628424,-186.175848970897,True
closed_loop,4.0,o1_variable_capacity_ll,2.0,138.62532439821817,44544.937573294104,10148.528956986222,2079150.267779738,31.051924746226646,32.83258839322031,33.02309604608512,14.952338940911547,16.58968664822246,16.723258221313948,1.0101010101012609,1.000000000002843,1.0000000000002118,1.0000000000002007,True
closed_loop,4.0,o2_unlimited_inflight_ll,2.0,138.84404546158973,44615.2199416575,10164.541161500549,2082430.7214735502,31.00300864055061,32.78086720760744,32.97107475371329,14.92878451722587,16.563552910238787,16.696914067994022,1.16947330949968,1.1559547274957227,1.155954727490771,1.1559547274922588,True
closed_loop,4.0,o3_combined,2.0,140.24651056726134,45065.87872894664,10267.213294444924,2103465.375225793,30.692978554146716,32.45305853553198,32.64136400617633,14.779496672053833,16.39791738113682,16.52994492731455,2.1913871813120656,2.1443951802156302,2.1443951802140204,2.144395180216818,True
closed_loop,4.0,o4_credible_refinestreamep,2.0,140.24651056726134,45065.87872894664,10267.213294444924,2103465.375225793,30.692978554146716,32.45305853553198,32.64136400617633,14.779496672053833,16.39791738113682,16.52994492731455,2.1913871813120656,2.1443951802156302,2.1443951802140204,2.144395180216818,True
closed_loop,4.0,simple_normal_ll_switch,2.0,137.23907115423566,44099.48819756106,10047.043667416336,2058358.765101936,31.365580551744987,33.16423070022261,33.35666267281332,15.103372667587653,16.757259240629086,16.89218002152879,0.0,0.0,0.0,0.0,True
closed_loop,8.0,existing_backend_oracle,2.0,137.07057503582521,44136.72516153572,10048.986532313937,2054998.4703085858,62.3406317006156,66.4150914984467,66.66903467174167,46.0747968410769,49.967281178643425,50.19219646792535,0.0,0.0,0.0,0.0,True
closed_loop,8.0,ll_only,2.0,137.07057503582521,44136.72516153572,10048.986532313937,2054998.4703085858,62.3406317006156,66.4150914984467,66.66903467174167,46.0747968410769,49.967281178643425,50.19219646792535,0.0,0.0,0.0,0.0,True
closed_loop,8.0,normal_only,2.0,47.48998153308646,15291.774053653839,3481.6092711444007,711982.4176703768,182.71710508929408,190.81228502845727,190.89441707047544,158.8987779398455,166.99395787900798,167.07608992102624,-65.35362785143761,-193.094728277336,-187.30260054361278,-186.33145509063132,True
closed_loop,8.0,o1_variable_capacity_ll,2.0,138.4551262988134,44582.55066821792,10150.491446781758,2075756.0306147337,61.717225383608685,65.75094058346158,66.0023443250245,45.61404887266518,49.46760836685611,49.69027450324563,1.010101010101061,1.0000000000012221,1.0000000000009779,0.9999999999996345,True
closed_loop,8.0,o2_unlimited_inflight_ll,2.0,138.67357882604756,44652.89238198731,10166.50674768461,2079031.1289294804,61.62000222132452,65.64736310850265,65.89837081368104,45.542193048810574,49.389682029660136,49.611997400022325,1.1694733095001464,1.1559547274911042,1.1559547274914261,1.1559547274910265,True
closed_loop,8.0,o3_combined,2.0,140.07432204651133,45103.931698976645,10269.19873503486,2100031.4433630914,61.003802199112336,64.99088947741701,65.23938710554391,45.08677111832393,48.89578520936332,49.11587742602195,2.1913871813122876,2.1443951802144867,2.144395180217429,2.144395180216596,True
closed_loop,8.0,o4_credible_refinestreamep,2.0,140.07432204651133,45103.931698976645,10269.19873503486,2100031.4433630914,61.003802199112336,64.99088947741701,65.23938710554391,45.08677111832393,48.89578520936332,49.11587742602195,2.1913871813122876,2.1443951802144867,2.144395180217429,2.144395180216596,True
closed_loop,8.0,simple_normal_ll_switch,2.0,137.07057503582521,44136.72516153572,10048.986532313937,2054998.4703085858,62.3406317006156,66.4150914984467,66.66903467174167,46.0747968410769,49.967281178643425,50.19219646792535,0.0,0.0,0.0,0.0,True
closed_loop,16.0,existing_backend_oracle,2.0,138.09265728121503,43913.46501542638,10037.610026128317,2075357.8654172902,101.34235456305257,132.73501218362694,133.5658573745008,88.72292049940498,116.37164108640098,117.18580944037119,0.0,0.0,0.0,0.0,True
closed_loop,16.0,ll_only,2.0,138.09265728121503,43913.46501542638,10037.610026128317,2075357.8654172902,101.34235456305257,132.73501218362694,133.5658573745008,88.72292049940498,116.37164108640098,117.18580944037119,0.0,0.0,0.0,0.0,True
closed_loop,16.0,normal_only,2.0,47.89518068360383,15230.667457386018,3481.380945939454,719803.9483365129,289.7885608556896,381.5828854359046,381.733815987857,271.6708877780416,357.76455828645527,357.91548883840755,-65.31663476786531,-185.9500966847881,-187.477191705847,-185.80194331963625,True
closed_loop,16.0,o1_variable_capacity_ll,2.0,139.4875326072884,44357.03536911771,10139.000026392276,2096321.0761790886,100.32893101742216,131.40766206178938,132.23019880075248,87.8356912944112,115.20792467553495,116.01395134596602,1.0101010101013497,0.9999999999998788,1.0000000000009668,1.0000000000024878,True
closed_loop,16.0,o2_unlimited_inflight_ll,2.0,139.7076140504984,44427.02126805849,10154.9971962956,2099628.621729958,100.17088282453041,131.20065553525345,132.02189653186184,87.69732370552427,115.02643759980239,115.8311945361934,1.1694733095001908,1.15595472749086,1.1559547274918258,1.1559547274944015,True
closed_loop,16.0,o3_combined,2.0,141.11880207120947,44875.77905864461,10257.572925551038,2120836.9916464067,99.16917399628453,129.88864897990075,130.701677566548,86.8203504684685,113.87617322380501,114.67288259083311,2.1913871813125763,2.1443951802165184,2.144395180217029,2.1443951802158745,True
closed_loop,16.0,o4_credible_refinestreamep,2.0,141.11880207120947,44875.77905864461,10257.572925551038,2120836.9916464067,99.16917399628453,129.88864897990075,130.701677566548,86.8203504684685,113.87617322380501,114.67288259083311,2.1913871813125763,2.1443951802165184,2.144395180217029,2.1443951802158745,True
closed_loop,16.0,simple_normal_ll_switch,2.0,138.09265728121503,43913.46501542638,10037.610026128317,2075357.8654172902,101.34235456305257,132.73501218362694,133.5658573745008,88.72292049940498,116.37164108640098,117.18580944037119,0.0,0.0,0.0,0.0,True
closed_loop,32.0,existing_backend_oracle,2.0,138.10466764523116,43917.28431118351,10038.48302946274,2075538.365987836,202.74839932949848,265.08565873627055,265.61612926815616,189.98473456881763,248.70550380366888,249.3456605894281,0.0,0.0,0.0,0.0,True
closed_loop,32.0,ll_only,2.0,138.10466764523116,43917.28431118351,10038.48302946274,2075538.365987836,202.74839932949848,265.08565873627055,265.61612926815616,189.98473456881763,248.70550380366888,249.3456605894281,0.0,0.0,0.0,0.0,True
closed_loop,32.0,normal_only,2.0,47.89518068360377,15230.667457385998,3481.380945939449,719803.948336512,579.4766546086288,763.0243325098592,763.1781013583903,561.3589815309804,739.206005360409,739.359774208941,-65.31965102972563,-185.81071738420326,-187.84066861533987,-187.3237041218661,True
closed_loop,32.0,o1_variable_capacity_ll,2.0,139.499664288113,44360.89324361994,10139.881847942213,2096503.399987724,200.72091533620394,262.4348021489062,262.9599679754724,188.08488722313015,246.21844876563068,246.85220398353255,1.0101010101015273,0.9999999999997788,1.0000000000006115,1.0000000000008225,True
closed_loop,32.0,o2_unlimited_inflight_ll,2.0,139.7197648725144,44430.88522945958,10155.88040917089,2099811.2332064747,200.40471962253605,262.02138853220805,262.54572706490427,187.78859704805808,245.83058077492038,246.46333763805126,1.1694733094989695,1.1559547274913817,1.155954727490971,1.1559547274902604,True
closed_loop,32.0,o3_combined,2.0,141.13107562880208,44879.68204995906,10258.46505976855,2121021.4476833027,198.4006724263103,259.4011746468848,259.92026979425157,185.91071107757705,243.37227496717023,243.99870426166774,2.1913871813118435,2.1443951802166517,2.1443951802165073,2.1443951802167294,True
closed_loop,32.0,o4_credible_refinestreamep,2.0,141.13107562880208,44879.68204995906,10258.46505976855,2121021.4476833027,198.4006724263103,259.4011746468848,259.92026979425157,185.91071107757705,243.37227496717023,243.99870426166774,2.1913871813118435,2.1443951802166517,2.1443951802165073,2.1443951802167294,True
closed_loop,32.0,simple_normal_ll_switch,2.0,138.10466764523116,43917.28431118351,10038.48302946274,2075538.365987836,202.74839932949848,265.08565873627055,265.61612926815616,189.98473456881763,248.70550380366888,249.3456605894281,0.0,0.0,0.0,0.0,True
poisson,0.3,existing_backend_oracle,2.0,43.33861253850326,13660.330672136228,3131.214755906861,652430.8495404194,9.19450178622716,19.460997541199266,23.51160082617387,0.0,4.22382351905342,8.60734230627677,0.0,0.0,0.0,0.0,True
poisson,0.3,ll_only,2.0,43.33861253850326,13660.330672136228,3131.214755906861,652430.8495404194,9.19450178622716,19.460997541199266,23.51160082617387,0.0,4.22382351905342,8.60734230627677,0.0,0.0,0.0,0.0,True
poisson,0.3,normal_only,2.0,41.912797601212986,13210.913803902335,3028.1996266876386,630966.2571980306,78.5116874353704,254.79615003569583,288.739992335233,57.88258864367313,230.97782288625007,264.9216651857856,-3.2899413566217506,-753.8982237512471,-1209.2656195875263,-1128.0745767587139,True
poisson,0.3,o1_variable_capacity_ll,2.0,43.33933211037372,13660.557481189797,3131.2667449745013,652441.6821642449,9.102556768366021,19.22175010668968,23.218234688943184,0.0,4.146729622293295,8.220167912158514,0.0016603481936883213,0.9999999999876885,1.2293688132023806,1.2477505866129723,True
poisson,0.3,o2_unlimited_inflight_ll,2.0,43.33944433316255,13660.592853812836,3131.274853070994,652443.3715955665,9.088217508159635,19.182775768048163,23.17100937935541,0.0,4.1386854133284645,8.357860494803013,0.0019192923136346351,1.155954727495212,1.4296377796775395,1.4486101960326736,True
poisson,0.3,o3_combined,2.0,43.34015561427404,13660.817049619178,3131.326243131299,652454.0794081301,8.997335333077672,19.038695270603156,22.872867550205644,0.0,4.091284135033143,8.151689668942053,0.0035605103172242636,2.1443951802242567,2.1699929292015363,2.7166728488226433,True
poisson,0.3,o4_credible_refinestreamep,2.0,43.34015561427404,13660.817049619178,3131.326243131299,652454.0794081301,8.997335333077672,19.038695270603156,22.872867550205644,0.0,4.091284135033143,8.151689668942053,0.0035605103172242636,2.1443951802242567,2.1699929292015363,2.7166728488226433,True
poisson,0.3,simple_normal_ll_switch,2.0,43.33861253850326,13660.330672136228,3131.214755906861,652430.8495404194,9.19450178622716,19.460997541199266,23.51160082617387,0.0,4.22382351905342,8.60734230627677,0.0,0.0,0.0,0.0,True
poisson,0.6,existing_backend_oracle,2.0,85.82052675221618,27050.63003229854,6200.53305784762,1291964.737616135,13.857074838841077,40.77565022225003,55.172857684994376,0.33851199039758306,27.93366379766711,38.79956414458346,0.0,0.0,0.0,0.0,True
poisson,0.6,ll_only,2.0,85.82052675221618,27050.63003229854,6200.53305784762,1291964.737616135,13.857074838841077,40.77565022225003,55.172857684994376,0.33851199039758306,27.93366379766711,38.79956414458346,0.0,0.0,0.0,0.0,True
poisson,0.6,normal_only,2.0,47.36975533695263,15285.70996066609,3481.5866126206192,709661.6998733719,2335.0173875599457,3030.2313694043264,3057.315525567271,2316.759476058536,3006.413042254877,3033.497198417823,-44.80370008247546,-16750.723653558853,-7331.4728346154525,-5441.3398070167095,True
poisson,0.6,o1_variable_capacity_ll,2.0,85.86346134143963,27064.163014821774,6203.635081919014,1292611.0861926344,13.59432909446573,39.930303911542936,54.01262321163892,0.23501236532474934,27.282749207895296,37.71503281930536,0.05002834502216835,1.8961126170645826,2.0731645138691412,2.1029080639247244,True
poisson,0.6,o2_unlimited_inflight_ll,2.0,85.8701610661488,27066.274768050098,6204.11913702925,1292711.9456070838,13.550857286693308,40.21481838924179,53.389922358287514,0.2245645386671491,27.491664505499685,37.17024849467253,0.05783501431531057,2.2098282336575736,1.37540868128746,3.231544280135734,True
poisson,0.6,o3_combined,2.0,85.91264821997535,27079.666718936234,6207.188833893219,1293351.5583736668,13.300781434563703,38.74455242957291,52.28311028282412,0.09654544781190211,26.24465481836742,36.30194774800405,0.10734199759125929,4.01450818983885,4.981153658142789,5.237625026909198,True
poisson,0.6,o4_credible_refinestreamep,2.0,85.91264821997535,27079.666718936234,6207.188833893219,1293351.5583736668,13.300781434563703,38.74455242957291,52.28311028282412,0.09654544781190211,26.24465481836742,36.30194774800405,0.10734199759125929,4.01450818983885,4.981153658142789,5.237625026909198,True
poisson,0.6,simple_normal_ll_switch,2.0,85.82052675221618,27050.63003229854,6200.53305784762,1291964.737616135,13.857074838841077,40.77565022225003,55.172857684994376,0.33851199039758306,27.93366379766711,38.79956414458346,0.0,0.0,0.0,0.0,True
poisson,0.825,existing_backend_oracle,2.0,115.70861169611584,36471.35440661571,8359.94719504437,1741907.8139838981,25.1387327534932,83.91840152370453,92.09992656877631,11.216389718631149,67.67807789599149,75.59843192776084,0.0,0.0,0.0,0.0,True
poisson,0.825,ll_only,2.0,115.70861169611584,36471.35440661571,8359.94719504437,1741907.8139838981,25.1387327534932,83.91840152370453,92.09992656877631,11.216389718631149,67.67807789599149,75.59843192776084,0.0,0.0,0.0,0.0,True
poisson,0.825,normal_only,2.0,47.47659293820787,15293.793138494695,3481.6168154685774,711723.9785663211,3037.086201590484,3702.2710402124185,3716.944512727914,3016.4325332270923,3678.4527130629685,3693.1261855784655,-58.968833657001184,-11981.301915143116,-4311.751145148581,-3935.7735898434817,True
poisson,0.825,o1_variable_capacity_ll,2.0,115.79346756542404,36498.10097662165,8366.078031601886,1743185.2565151292,24.398864454444947,81.11771894451994,89.97363126103478,9.971908035412646,65.0901411844502,73.74763959816195,0.07333582873767508,2.9431407951359234,3.3373879010236918,2.308682956607677,True
poisson,0.825,o2_unlimited_inflight_ll,2.0,115.80551939032772,36501.8997118313,8366.948775951178,1743366.6878508334,24.223857534707268,80.8878463448129,89.79653805735444,9.840086494505574,64.59735283804305,73.54456331788802,0.08375149679125116,3.6393052416646032,3.611311850399801,2.5009667186887463,True
poisson,0.825,o3_combined,2.0,115.88962641923683,36528.41024734345,8373.02550878986,1744632.8571421262,23.52076260106939,78.53050918527825,87.93187926634162,8.775275873641908,62.252201174403844,71.82189389757168,0.15644014777085324,6.4361643376752316,6.420394383828154,4.5255707118530335,True
poisson,0.825,o4_credible_refinestreamep,2.0,115.88962641923683,36528.41024734345,8373.02550878986,1744632.8571421262,23.52076260106939,78.53050918527825,87.93187926634162,8.775275873641908,62.252201174403844,71.82189389757168,0.15644014777085324,6.4361643376752316,6.420394383828154,4.5255707118530335,True
poisson,0.825,simple_normal_ll_switch,2.0,115.70861169611584,36471.35440661571,8359.94719504437,1741907.8139838981,25.1387327534932,83.91840152370453,92.09992656877631,11.216389718631149,67.67807789599149,75.59843192776084,0.0,0.0,0.0,0.0,True
poisson,0.95,existing_backend_oracle,2.0,129.28934159295628,41524.10259297334,9486.319184829526,1935668.3065931043,36.728541878118556,105.93206711925419,126.9147999033834,22.216933681548223,89.6386768868693,110.418867328136,0.0,0.0,0.0,0.0,True
poisson,0.95,ll_only,2.0,129.28934159295628,41524.10259297334,9486.319184829526,1935668.3065931043,36.728541878118556,105.93206711925419,126.9147999033834,22.216933681548223,89.6386768868693,110.418867328136,0.0,0.0,0.0,0.0,True
poisson,0.95,normal_only,2.0,47.476592938207794,15293.793138494671,3481.616815468572,711723.97856632,3262.8186687651555,3908.295001506546,3920.6600626910804,3241.8506686516084,3884.476674357099,3896.8417355416323,-63.278803686943405,-8783.605234296047,-3589.435227490407,-2989.2063539285937,True
poisson,0.95,o1_variable_capacity_ll,2.0,129.75968315417688,41560.2789274379,9526.428148817857,1942710.0723110747,35.13346925548449,102.95269216886416,122.85570299210312,21.231431562853558,86.5558364570115,106.52737342303072,0.3637898959230501,4.342869444496911,2.812533571195175,3.1982849237207622,True
poisson,0.95,o2_unlimited_inflight_ll,2.0,129.83189418902157,41566.06910347376,9527.755370323539,1943791.1870403553,34.65568586623735,102.62912602405245,122.80338524552117,21.115054215661676,86.26651647792906,106.45218737298114,0.41964216800902676,5.64371985895834,3.1179804048224735,3.2395076547354074,True
poisson,0.95,o3_combined,2.0,130.30078181070027,41601.93424722777,9535.976362189742,1950811.18495708,33.78585589690128,99.11652870386031,119.18966112170963,19.9092843641675,83.21047040894753,103.18039207080531,0.7823075013625891,8.011986947323956,6.433876540633543,6.086869921833138,True
poisson,0.95,o4_credible_refinestreamep,2.0,130.30078181070027,41601.93424722777,9535.976362189742,1950811.18495708,33.78585589690128,99.11652870386031,119.18966112170963,19.9092843641675,83.21047040894753,103.18039207080531,0.7823075013625891,8.011986947323956,6.433876540633543,6.086869921833138,True
poisson,0.95,simple_normal_ll_switch,2.0,129.28934159295628,41524.10259297334,9486.319184829526,1935668.3065931043,36.728541878118556,105.93206711925419,126.9147999033834,22.216933681548223,89.6386768868693,110.418867328136,0.0,0.0,0.0,0.0,True
