arrival,offered_load,seed,policy,requests_per_s,generated_tokens_per_s,refinement_waves_per_s,rows_per_s,request_latency_p50_ms,request_latency_p95_ms,request_latency_p99_ms,queue_delay_p50_ms,queue_delay_p95_ms,queue_delay_p99_ms
bursty,0.825,0,o4_credible_refinestreamep,66.0242925283759,21409.477257201357,4863.789549590358,988489.2980178326,118.71349862232061,188.1940723367003,193.32439263783496,106.04363673790651,172.19542599549803,177.4561407183954
closed_loop,1.0,0,normal_only,47.624283976713855,15271.520395199575,3481.5335932143525,714574.8482814174,23.818327149446997,23.818327149449424,23.818327149449424,0.0,0.0,0.0
closed_loop,1.0,0,ll_only,121.47958925229548,38954.45495356942,8880.664139298018,1822731.0063431573,9.194501786226688,9.19450178622716,9.19450178622716,0.0,0.0,0.0
closed_loop,1.0,0,existing_backend_oracle,121.47958925229548,38954.45495356942,8880.664139298018,1822731.0063431573,9.194501786226688,9.19450178622716,9.19450178622716,0.0,0.0,0.0
closed_loop,1.0,0,simple_normal_ll_switch,121.47958925229548,38954.45495356942,8880.664139298018,1822731.0063431573,9.194501786226688,9.19450178622716,9.19450178622716,0.0,0.0,0.0
closed_loop,1.0,0,o1_variable_capacity_ll,122.7066558103968,39347.9342965339,8970.367817472548,1841142.4306496135,9.102556768364161,9.102556768364602,9.102556768364689,0.0,0.0,0.0
closed_loop,1.0,0,o2_unlimited_inflight_ll,122.90026062509055,39410.016907112375,8984.521136113392,1844047.35896631,9.088217508159566,9.088217508159913,9.088217508159913,0.0,0.0,0.0
closed_loop,1.0,0,o3_combined,124.14167739908453,39808.097885973104,9075.273874862241,1862674.0999660168,8.997335333077228,8.997335333078116,8.997335333078144,0.0,0.0,0.0
closed_loop,1.0,0,o4_credible_refinestreamep,124.14167739908453,39808.097885973104,9075.273874862241,1862674.0999660168,8.997335333077228,8.997335333078116,8.997335333078144,0.0,0.0,0.0
closed_loop,2.0,0,normal_only,48.031788020389506,15210.066206456677,3481.3039692278144,722440.8701378639,36.25864341017282,47.71090701169826,47.73294319486343,18.140970332524375,23.892579862249065,23.914616045414228
closed_loop,2.0,0,ll_only,138.43748221953683,43838.53603618666,10033.833346703514,2082223.0284644356,12.8149825143119,16.58362722312003,16.648502049657093,0.0,0.0,0.0
closed_loop,2.0,0,existing_backend_oracle,138.43748221953683,43838.53603618666,10033.833346703514,2082223.0284644356,12.8149825143119,16.58362722312003,16.648502049657093,0.0,0.0,0.0
closed_loop,2.0,0,simple_normal_ll_switch,138.43748221953683,43838.53603618666,10033.833346703514,2082223.0284644356,12.8149825143119,16.58362722312003,16.648502049657093,0.0,0.0,0.0
closed_loop,2.0,0,o1_variable_capacity_ll,139.8358406257942,44281.34953150149,10135.185198690375,2103255.584307502,12.686832689168593,16.417790950888904,16.482017029160378,0.0,0.0,0.0
closed_loop,2.0,0,o2_unlimited_inflight_ll,140.05647162443648,44351.21601440489,10151.176349612802,2106574.0710265655,12.666847118110613,16.391928000244935,16.456052903157328,0.0,0.0,0.0
closed_loop,2.0,0,o3_combined,141.47118345902675,44799.20809535847,10253.713484457376,2127852.5969965304,12.5401786469293,16.228008720242602,16.291492374126268,0.0,0.0,0.0
closed_loop,2.0,0,o4_credible_refinestreamep,141.47118345902675,44799.20809535847,10253.713484457376,2127852.5969965304,12.5401786469293,16.228008720242602,16.291492374126268,0.0,0.0,0.0
closed_loop,4.0,0,normal_only,47.55703793659782,15281.661523626768,3481.5714856084323,713276.8027048849,93.02496985303848,95.42612542912235,95.45240930530531,69.20664270359056,71.60779827967349,71.63408215585672
closed_loop,4.0,0,ll_only,137.23907115423566,44099.48819756106,10047.043667416336,2058358.765101936,31.365580551744987,33.16423070022261,33.35666267281332,15.103372667587653,16.73535327870316,16.841424088493305
closed_loop,4.0,0,existing_backend_oracle,137.23907115423566,44099.48819756106,10047.043667416336,2058358.765101936,31.365580551744987,33.16423070022261,33.35666267281332,15.103372667587653,16.73535327870316,16.841424088493305
closed_loop,4.0,0,simple_normal_ll_switch,137.23907115423566,44099.48819756106,10047.043667416336,2058358.765101936,31.365580551744987,33.16423070022261,33.35666267281332,15.103372667587653,16.73535327870316,16.841424088493305
closed_loop,4.0,0,o1_variable_capacity_ll,138.62532439821817,44544.937573294104,10148.528956986222,2079150.267779738,31.051924746226646,32.83258839322031,33.02309604608512,14.952338940911547,16.567999745915998,16.67300984760832
closed_loop,4.0,0,o2_unlimited_inflight_ll,138.84404546158973,44615.2199416575,10164.541161500549,2082430.7214735502,31.00300864055061,32.78086720760744,32.97107475371329,14.92878451722587,16.541900171315323,16.64674485056546
closed_loop,4.0,0,o3_combined,140.24651056726134,45065.87872894664,10267.213294444924,2103465.375225793,30.692978554146716,32.45305853553198,32.64136400617633,14.779496672053833,16.376481169602112,16.48027740205986
closed_loop,4.0,0,o4_credible_refinestreamep,140.24651056726134,45065.87872894664,10267.213294444924,2103465.375225793,30.692978554146716,32.45305853553198,32.64136400617633,14.779496672053833,16.376481169602112,16.48027740205986
closed_loop,8.0,0,normal_only,47.15751618504288,15341.911932200617,3481.7966116623325,705564.8624710884,190.06579118713157,190.80501925794928,190.90566451594904,166.2474640376828,166.9866921085005,167.08733736649984
closed_loop,8.0,0,ll_only,136.25540332927486,44328.424549790754,10060.190612478127,2038636.3126871944,65.29828269839743,66.4150914984467,66.53220295748804,48.94042713978613,49.94043494167141,50.19219646792535
closed_loop,8.0,0,existing_backend_oracle,136.25540332927486,44328.424549790754,10060.190612478127,2038636.3126871944,65.29828269839743,66.4150914984467,66.53220295748804,48.94042713978613,49.94043494167141,50.19219646792535
closed_loop,8.0,0,simple_normal_ll_switch,136.25540332927486,44328.424549790754,10060.190612478127,2038636.3126871944,65.29828269839743,66.4150914984467,66.53220295748804,48.94042713978613,49.94043494167141,50.19219646792535
closed_loop,8.0,0,o1_variable_capacity_ll,137.63172053462216,44776.18641393041,10161.808699472935,2059228.5986739497,64.64529987141356,65.75094058346158,65.86688092791185,48.45102286838827,49.44103059225464,49.69027450324563
closed_loop,8.0,0,o2_unlimited_inflight_ll,137.848873903962,44846.833643422295,10177.84185657586,2062477.620241841,64.54346411257455,65.64736310850265,65.76312081209312,48.374697958608984,49.36314612303335,49.611997400022325
closed_loop,8.0,0,o3_combined,139.24128677167724,45299.83196305233,10280.648339975503,2083310.7275169885,63.89802947144882,64.99088947741701,65.10548960397696,47.890950979023295,48.869514661803024,49.11587742602195
closed_loop,8.0,0,o4_credible_refinestreamep,139.24128677167724,45299.83196305233,10280.648339975503,2083310.7275169885,63.89802947144882,64.99088947741701,65.10548960397696,47.890950979023295,48.869514661803024,49.11587742602195
closed_loop,16.0,0,normal_only,47.89518068360383,15230.667457386018,3481.380945939454,719803.9483365129,289.7097017419853,381.5828854359046,381.6765583749075,271.5920286643369,357.76455828645527,357.8582312254583
closed_loop,16.0,0,ll_only,138.09265728121503,43913.46501542638,10037.610026128317,2075357.8654172902,101.02006543792149,132.6654439216447,132.80627519070205,88.30987916148646,116.23375520424132,116.47898469613911
closed_loop,16.0,0,existing_backend_oracle,138.09265728121503,43913.46501542638,10037.610026128317,2075357.8654172902,101.02006543792149,132.6654439216447,132.80627519070205,88.30987916148646,116.23375520424132,116.47898469613911
closed_loop,16.0,0,simple_normal_ll_switch,138.09265728121503,43913.46501542638,10037.610026128317,2075357.8654172902,101.02006543792149,132.6654439216447,132.80627519070205,88.30987916148646,116.23375520424132,116.47898469613911
closed_loop,16.0,0,o1_variable_capacity_ll,139.4875326072884,44357.03536911771,10139.000026392276,2096321.0761790886,100.00986478354193,131.3387894824272,131.4782124387942,87.42678036987151,115.07141765219842,115.31419484917784
closed_loop,16.0,0,o2_unlimited_inflight_ll,139.7076140504984,44427.02126805849,10154.9971962956,2099628.621729958,99.85231921577756,131.1318914508862,131.27109477422903,87.28905693847742,114.89014561601668,115.13254036600974
closed_loop,16.0,0,o3_combined,141.11880207120947,44875.77905864461,10257.572925551038,2120836.9916464067,98.85379602361903,129.8205725363767,129.95838382648677,86.41616636909232,113.74124415985649,113.98121496234954
closed_loop,16.0,0,o4_credible_refinestreamep,141.11880207120947,44875.77905864461,10257.572925551038,2120836.9916464067,98.85379602361903,129.8205725363767,129.95838382648677,86.41616636909232,113.74124415985649,113.98121496234954
closed_loop,32.0,0,normal_only,47.89518068360377,15230.667457385998,3481.380945939449,719803.948336512,579.4553856515649,763.0243325098592,763.1781013583903,561.3377125739161,739.206005360409,739.359774208941
closed_loop,32.0,0,ll_only,138.10466764523116,43917.28431118351,10038.48302946274,2075538.365987836,202.06495706497662,265.08565873627055,265.61612926815616,189.3748404021813,248.70550380366888,249.11802590078392
closed_loop,32.0,0,existing_backend_oracle,138.10466764523116,43917.28431118351,10038.48302946274,2075538.365987836,202.06495706497662,265.08565873627055,265.61612926815616,189.3748404021813,248.70550380366888,249.11802590078392
closed_loop,32.0,0,simple_normal_ll_switch,138.10466764523116,43917.28431118351,10038.48302946274,2075538.365987836,202.06495706497662,265.08565873627055,265.61612926815616,189.3748404021813,248.70550380366888,249.11802590078392
closed_loop,32.0,0,o1_variable_capacity_ll,139.499664288113,44360.89324361994,10139.881847942213,2096503.399987724,200.04430749432692,262.4348021489062,262.9599679754724,187.48109199815897,246.21844876563068,246.62684564177383
closed_loop,32.0,0,o2_unlimited_inflight_ll,139.7197648725144,44430.88522945958,10155.88040917089,2099811.2332064747,199.72917764118193,262.02138853220805,262.54572706490427,187.18575298187417,245.83058077492038,246.23833430335316
closed_loop,32.0,0,o3_combined,141.13107562880208,44879.68204995906,10258.46505976855,2121021.4476833027,197.73188586476905,259.4011746468848,259.92026979425157,185.31389545205408,243.37227496717023,243.7759509603164
closed_loop,32.0,0,o4_credible_refinestreamep,141.13107562880208,44879.68204995906,10258.46505976855,2121021.4476833027,197.73188586476905,259.4011746468848,259.92026979425157,185.31389545205408,243.37227496717023,243.7759509603164
poisson,0.3,1,normal_only,42.69803269281228,13754.459598111263,3131.189064139567,640088.3429995836,177.033656394158,386.89536477240887,477.46941122051027,156.40720756047062,363.07703762296325,453.65108407106464
poisson,0.3,1,ll_only,43.81708535763084,14114.943763204814,3213.2529262262615,656864.1174505118,9.52015100382586,22.005795653854506,27.906340132761272,0.0,7.868734097442428,12.37530001057673
poisson,0.3,1,existing_backend_oracle,43.81708535763084,14114.943763204814,3213.2529262262615,656864.1174505118,9.52015100382586,22.005795653854506,27.906340132761272,0.0,7.868734097442428,12.37530001057673
poisson,0.3,1,simple_normal_ll_switch,43.81708535763084,14114.943763204814,3213.2529262262615,656864.1174505118,9.52015100382586,22.005795653854506,27.906340132761272,0.0,7.868734097442428,12.37530001057673
poisson,0.3,1,o1_variable_capacity_ll,43.81766525847846,14115.130568597864,3213.295452288421,656872.8107731136,9.370775309739177,21.665967437590666,27.40027663602647,0.0,7.72660049530657,12.170971279722998
poisson,0.3,1,o2_unlimited_inflight_ll,43.81775569814069,14115.15970222772,3213.3020845303167,656874.1665586119,9.351057422522068,21.631469258114173,27.336426252018523,0.0,7.54340783691202,12.147707208099288
poisson,0.3,1,o3_combined,43.818328913047864,14115.344353856484,3213.3441202901768,656882.7596519461,9.208361156341272,21.239698577200187,26.90771330420614,0.0,7.438188316601779,11.870907083985578
poisson,0.3,1,o4_credible_refinestreamep,43.818328913047864,14115.344353856484,3213.3441202901768,656882.7596519461,9.208361156341272,21.239698577200187,26.90771330420614,0.0,7.438188316601779,11.870907083985578
poisson,0.6,1,normal_only,47.12980730951891,15182.081927973026,3456.18586936472,706525.2978673634,2477.81178131518,3169.7129720115163,3180.4065717582625,2456.8437812016336,3145.894644862069,3156.5882446088153
poisson,0.6,1,ll_only,87.51834536865569,28192.576321422952,6418.011993701417,1311991.8913387859,16.723527220421587,45.36057311782865,55.172857684994376,2.9326669656437043,29.15233542629496,38.79956414458346
poisson,0.6,1,existing_backend_oracle,87.51834536865569,28192.576321422952,6418.011993701417,1311991.8913387859,16.723527220421587,45.36057311782865,55.172857684994376,2.9326669656437043,29.15233542629496,38.79956414458346
poisson,0.6,1,simple_normal_ll_switch,87.51834536865569,28192.576321422952,6418.011993701417,1311991.8913387859,16.723527220421587,45.36057311782865,55.172857684994376,2.9326669656437043,29.15233542629496,38.79956414458346
poisson,0.6,1,o1_variable_capacity_ll,87.52065887503502,28193.321578944615,6418.181650835902,1312026.573228594,16.409042451825616,44.04276958731965,54.01262321163892,2.5964176484899752,28.11627916830909,37.71503281930536
poisson,0.6,1,o2_unlimited_inflight_ll,87.52101968831701,28193.437808929855,6418.208110476581,1312031.9821985448,16.34387346671695,43.63271906848553,53.389922358287514,2.447924420539205,27.95578274897598,37.17024849467253
poisson,0.6,1,o3_combined,87.52330659066939,28194.17449640763,6418.375816649089,1312066.2652660543,15.993483559847421,42.34380451274599,52.28311028282412,1.9980238437271591,26.403500077549843,36.30194774800405
poisson,0.6,1,o4_credible_refinestreamep,87.52330659066939,28194.17449640763,6418.375816649089,1312066.2652660543,15.993483559847421,42.34380451274599,52.28311028282412,1.9980238437271591,26.403500077549843,36.30194774800405
poisson,0.825,1,normal_only,47.47659293820787,15293.793138494695,3481.6168154685774,711723.9785663211,3111.749179954792,3751.755653915978,3767.7174086029863,3093.631506877144,3727.93732676653,3743.899081453539
poisson,0.825,1,ll_only,118.71029252593834,38240.542232355605,8705.421451902144,1779591.9307709679,49.886062355879226,113.1278498803732,139.7815234872598,34.482997725674316,98.3526149289281,123.23248227061856
poisson,0.825,1,existing_backend_oracle,118.71029252593834,38240.542232355605,8705.421451902144,1779591.9307709679,49.886062355879226,113.1278498803732,139.7815234872598,34.482997725674316,98.3526149289281,123.23248227061856
poisson,0.825,1,simple_normal_ll_switch,118.71029252593834,38240.542232355605,8705.421451902144,1779591.9307709679,49.886062355879226,113.1278498803732,139.7815234872598,34.482997725674316,98.3526149289281,123.23248227061856
poisson,0.825,1,o1_variable_capacity_ll,118.96598863720484,38322.91047299826,8724.172500061688,1783425.0839597697,44.89781687146174,109.59920108173978,133.4952177760089,29.024706831969297,93.29117988454095,117.20160662552011
poisson,0.825,1,o2_unlimited_inflight_ll,119.00619082435259,38335.86093755145,8727.120660452523,1784027.7569574108,44.43699727869746,109.62492789515338,132.73277835994259,28.86663784085422,93.2360689418171,116.40296693982204
poisson,0.825,1,o3_combined,119.25735638644701,38416.76973728747,8745.539468339448,1787792.9924570466,40.23294456120263,105.73051183770997,126.33628287304577,25.42578898007336,89.61703009969105,110.242848613883
poisson,0.825,1,o4_credible_refinestreamep,119.25735638644701,38416.76973728747,8745.539468339448,1787792.9924570466,40.23294456120263,105.73051183770997,126.33628287304577,25.42578898007336,89.61703009969105,110.242848613883
poisson,0.95,1,normal_only,47.476592938207794,15293.793138494671,3481.616815468572,711723.97856632,3324.1842488483853,3960.9731488651037,3968.745232845737,3306.0665757707375,3937.154821715656,3944.9269056962894
poisson,0.95,1,ll_only,129.3588979749481,41670.81300099661,9486.319184829526,1939225.7074873454,113.18032291919906,260.2749633606706,275.3180909459256,100.21884715214358,243.89837337656436,258.78477063565407
poisson,0.95,1,existing_backend_oracle,129.3588979749481,41670.81300099661,9486.319184829526,1939225.7074873454,113.18032291919906,260.2749633606706,275.3180909459256,100.21884715214358,243.89837337656436,258.78477063565407
poisson,0.95,1,simple_normal_ll_switch,129.3588979749481,41670.81300099661,9486.319184829526,1939225.7074873454,113.18032291919906,260.2749633606706,275.3180909459256,100.21884715214358,243.89837337656436,258.78477063565407
poisson,0.95,1,o1_variable_capacity_ll,130.15350594274403,41926.78271435594,9544.590435801229,1951137.7152629727,103.31726574127786,241.07393456972608,259.23142734656443,90.8028088307492,224.67133655416723,243.03051873368867
poisson,0.95,1,o2_unlimited_inflight_ll,130.27662881265906,41966.44469485124,9553.619446261664,1952983.4563620125,100.96326856069481,235.5875252210366,256.74532434395803,88.61365008375788,219.48904522048318,240.38388259729865
poisson,0.95,1,o3_combined,131.0713897115996,42222.46367242995,9611.90191218397,1964897.7567360753,95.32529983981358,216.13908717557496,240.78517638675893,81.90389029531269,200.0720707846307,224.7970231902192
poisson,0.95,1,o4_credible_refinestreamep,131.0713897115996,42222.46367242995,9611.90191218397,1964897.7567360753,95.32529983981358,216.13908717557496,240.78517638675893,81.90389029531269,200.0720707846307,224.7970231902192
bursty,0.825,1,normal_only,45.75548602053373,14739.367230081267,3355.4023081724736,685922.7787081222,1714.091685418275,2491.779223081354,2496.1314681976687,1695.9740123406268,2467.960895931908,2472.313141048223
bursty,0.825,1,ll_only,65.951507984596,21245.17910543786,4836.443918870374,988682.353772478,121.42184873812289,187.89231035887747,191.8913583037256,108.65274853490952,171.50852006680358,175.4705299827138
bursty,0.825,1,existing_backend_oracle,65.951507984596,21245.17910543786,4836.443918870374,988682.353772478,121.42184873812289,187.89231035887747,191.8913583037256,108.65274853490952,171.50852006680358,175.4705299827138
bursty,0.825,1,simple_normal_ll_switch,65.951507984596,21245.17910543786,4836.443918870374,988682.353772478,121.42184873812289,187.89231035887747,191.8913583037256,108.65274853490952,171.50852006680358,175.4705299827138
bursty,0.825,1,o1_variable_capacity_ll,65.97725030232073,21253.47156405425,4838.331688836854,989068.2581446051,120.19718728524632,185.58963476459314,189.6982363697917,107.48929377049943,169.21790018085483,173.529059664227
bursty,0.825,1,o2_unlimited_inflight_ll,65.98126674995814,21254.765395719845,4838.626228330263,989128.4689119599,119.94780343290113,185.29480714719884,189.21928506140267,107.31248097872626,168.973836566608,173.02150015011586
bursty,0.825,1,o3_combined,66.0067343553056,21262.969360322444,4840.49385272241,989510.2550571039,118.6736133815265,183.3339378763847,187.1787276598526,106.09088390482447,167.21470859692835,171.1110057841147
bursty,0.825,1,o4_credible_refinestreamep,66.0067343553056,21262.969360322444,4840.49385272241,989510.2550571039,118.6736133815265,183.3339378763847,187.1787276598526,106.09088390482447,167.21470859692835,171.1110057841147
closed_loop,1.0,1,normal_only,46.25090176578732,15478.63512428349,3482.3074787824035,688064.5481848567,23.818327149448432,23.818327149449424,23.818327149449424,0.0,0.0,0.0
closed_loop,1.0,1,ll_only,118.41837417547586,39630.68255739259,8915.916755628536,1761684.2485892035,9.194501786226716,9.19450178622716,9.19450178622716,0.0,0.0,0.0
closed_loop,1.0,1,existing_backend_oracle,118.41837417547586,39630.68255739259,8915.916755628536,1761684.2485892035,9.194501786226716,9.19450178622716,9.19450178622716,0.0,0.0,0.0
closed_loop,1.0,1,simple_normal_ll_switch,118.41837417547586,39630.68255739259,8915.916755628536,1761684.2485892035,9.194501786226716,9.19450178622716,9.19450178622716,0.0,0.0,0.0
closed_loop,1.0,1,o1_variable_capacity_ll,119.61451936916633,40030.99248221433,9005.976520836815,1779479.0389789755,9.102556768364467,9.102556768364689,9.102556768364689,0.0,0.0,0.0
closed_loop,1.0,1,o2_unlimited_inflight_ll,119.80324545500127,40094.15281227376,9020.186022382804,1782286.6756741107,9.08821750815958,9.088217508159913,9.088217508159913,0.0,0.0,0.0
closed_loop,1.0,1,o3_combined,121.01337924747988,40499.144254823266,9111.299012508172,1800289.5713880477,8.997335333077228,8.997335333078144,8.997335333078144,0.0,0.0,0.0
closed_loop,1.0,1,o4_credible_refinestreamep,121.01337924747988,40499.144254823266,9111.299012508172,1800289.5713880477,8.997335333077228,8.997335333078144,8.997335333078144,0.0,0.0,0.0
closed_loop,2.0,1,normal_only,48.51611230511065,15137.027039194523,3481.031057891689,731789.7476971175,36.26809951087819,47.720524142285136,47.73898901540166,18.150426433229686,23.90219699283628,23.920661865953086
closed_loop,2.0,1,ll_only,139.6595241931318,43573.77154825712,10020.570860857206,2106545.7044468415,12.814982514311573,16.622638521826726,16.680548064726963,0.0,0.0,0.0
closed_loop,2.0,1,existing_backend_oracle,139.6595241931318,43573.77154825712,10020.570860857206,2106545.7044468415,12.814982514311573,16.622638521826726,16.680548064726963,0.0,0.0,0.0
