arrival,offered_load,seed,policy,requests_per_s,generated_tokens_per_s,refinement_waves_per_s,rows_per_s,request_latency_p50_ms,request_latency_p95_ms,request_latency_p99_ms,queue_delay_p50_ms,queue_delay_p95_ms,queue_delay_p99_ms
poisson,0.3,0,normal_only,42.18683415135311,13679.784087478769,3107.763449149679,631604.4061803983,78.5116874353704,457.91740002682644,478.71266659351176,57.88258864367313,434.0990728773808,454.8943394440661
poisson,0.3,0,ll_only,44.18354906210887,14327.25217587317,3254.8547809086867,661498.4231382691,9.19450178622716,18.07269028116265,22.43225254904493,0.0,3.5819914290274637,6.726792577493833
poisson,0.3,0,existing_backend_oracle,44.18354906210887,14327.25217587317,3254.8547809086867,661498.4231382691,9.19450178622716,18.07269028116265,22.43225254904493,0.0,3.5819914290274637,6.726792577493833
poisson,0.3,0,simple_normal_ll_switch,44.18354906210887,14327.25217587317,3254.8547809086867,661498.4231382691,9.19450178622716,18.07269028116265,22.43225254904493,0.0,3.5819914290274637,6.726792577493833
poisson,0.3,0,o1_variable_capacity_ll,44.18429696550749,14327.494696015228,3254.9098764590517,661509.620448792,9.102556768366021,17.643616053900857,21.968083705856454,0.0,3.43632071661297,6.331140375925395
poisson,0.3,0,o2_unlimited_inflight_ll,44.184413606860524,14327.532518917973,3254.918469038725,661511.366756473,9.088217508159913,17.59517631364462,21.89688343840435,0.0,3.4053865744236407,6.236089895627463
poisson,0.3,0,o3_combined,44.18515289362065,14327.772244971391,3254.972929830055,661522.4350621309,8.997335333077672,17.132564978663485,21.383048124851054,0.0,3.3307151132456965,6.09142507863853
poisson,0.3,0,o4_credible_refinestreamep,44.18515289362065,14327.772244971391,3254.972929830055,661522.4350621309,8.997335333077672,17.132564978663485,21.383048124851054,0.0,3.3307151132456965,6.09142507863853
poisson,0.6,0,normal_only,47.26339749400543,15325.944360722828,3481.7369487250667,707608.6819212517,2432.3211875291045,3092.269499742524,3107.482260830116,2414.203514451458,3068.451172593077,3083.6639336806693
poisson,0.6,0,ll_only,88.17943582503715,28593.651723532046,6495.8851057777365,1320187.2413981261,13.857074838841077,40.77565022225003,60.97083101587094,0.33851199039758306,27.93366379766711,46.061069124904726
poisson,0.6,0,existing_backend_oracle,88.17943582503715,28593.651723532046,6495.8851057777365,1320187.2413981261,13.857074838841077,40.77565022225003,60.97083101587094,0.33851199039758306,27.93366379766711,46.061069124904726
poisson,0.6,0,simple_normal_ll_switch,88.17943582503715,28593.651723532046,6495.8851057777365,1320187.2413981261,13.857074838841077,40.77565022225003,60.97083101587094,0.33851199039758306,27.93366379766711,46.061069124904726
poisson,0.6,0,o1_variable_capacity_ll,88.18774103737648,28596.344827053283,6496.496923086735,1320311.5837151858,13.59432909446573,39.930303911542936,59.20329095449444,0.23501236532474934,27.282749207895296,44.41910439705356
poisson,0.6,0,o2_unlimited_inflight_ll,88.18928144757531,28596.84433073375,6496.6103999713805,1320334.6461205184,13.550857286693308,40.21481838924179,59.12122754866107,0.2320448150531229,27.491664505499685,44.21366924161419
poisson,0.6,0,o3_combined,88.19749507843244,28599.507737433025,6497.215470777856,1320457.617316259,13.300781434563703,38.74455242957291,57.84739021044058,0.11857834709294579,26.24465481836742,43.13170769361774
poisson,0.6,0,o4_credible_refinestreamep,88.19749507843244,28599.507737433025,6497.215470777856,1320457.617316259,13.300781434563703,38.74455242957291,57.84739021044058,0.11857834709294579,26.24465481836742,43.13170769361774
poisson,0.825,0,normal_only,47.263397494005645,15325.944360722897,3481.7369487250826,707608.681921255,3126.985916081466,3750.0447788106985,3771.09212837012,3108.11175536235,3726.226451661251,3747.273801220673
poisson,0.825,0,ll_only,117.77216088690551,38189.58603692723,8675.882518668706,1763237.6839343945,25.369194886201264,116.75540064886822,136.38595348853934,11.984425487970018,100.1621943687791,119.78011786269973
poisson,0.825,0,existing_backend_oracle,117.77216088690551,38189.58603692723,8675.882518668706,1763237.6839343945,25.369194886201264,116.75540064886822,136.38595348853934,11.984425487970018,100.1621943687791,119.78011786269973
poisson,0.825,0,simple_normal_ll_switch,117.77216088690551,38189.58603692723,8675.882518668706,1763237.6839343945,25.369194886201264,116.75540064886822,136.38595348853934,11.984425487970018,100.1621943687791,119.78011786269973
poisson,0.825,0,o1_variable_capacity_ll,118.14431536939408,38310.263330448855,8703.297898878698,1768809.4319844204,25.031380455780237,107.1155495660737,129.5799030861494,11.438859303652183,93.60858567241958,113.12945614999833
poisson,0.825,0,o2_unlimited_inflight_ll,118.2013702941945,38328.764340730806,8707.500945005662,1769663.6354965623,24.962136926866552,105.70304263472696,128.94671422367378,11.208275019245594,92.11225516154613,112.60322297055318
poisson,0.825,0,o3_combined,118.5706216574648,38448.50024946059,8734.702462099907,1775191.9192069,24.14614229491213,99.61746491896109,120.70456509900484,10.804016199415138,87.02381071103984,104.56112570327929
poisson,0.825,0,o4_credible_refinestreamep,118.5706216574648,38448.50024946059,8734.702462099907,1775191.9192069,24.14614229491213,99.61746491896109,120.70456509900484,10.804016199415138,87.02381071103984,104.56112570327929
poisson,0.95,0,normal_only,47.26339749400561,15325.944360722886,3481.73694872508,707608.6819212544,3335.1421549945217,3960.734825874825,3977.008888832311,3317.0244819168743,3936.9164987253776,3953.190561682863
poisson,0.95,0,ll_only,129.28934159295628,41924.223833875956,9524.314830681113,1935668.3065931043,36.728541878118556,226.38745960245714,253.6017049417405,22.216933681548223,209.9114062378674,237.15734858454968
poisson,0.95,0,existing_backend_oracle,129.28934159295628,41924.223833875956,9524.314830681113,1935668.3065931043,36.728541878118556,226.38745960245714,253.6017049417405,22.216933681548223,209.9114062378674,237.15734858454968
poisson,0.95,0,simple_normal_ll_switch,129.28934159295628,41924.223833875956,9524.314830681113,1935668.3065931043,36.728541878118556,226.38745960245714,253.6017049417405,22.216933681548223,209.9114062378674,237.15734858454968
poisson,0.95,0,o1_variable_capacity_ll,129.75968315417688,42076.73992412776,9558.963325691031,1942710.0723110747,35.13346925548449,215.63906575886145,244.75438077038015,21.231431562853558,199.5424763701731,228.6175992630316
poisson,0.95,0,o2_unlimited_inflight_ll,129.83189418902157,42100.155555693396,9564.282871924588,1943791.1870403553,34.65568586623735,214.81959332362845,242.62214371784356,21.115054215661676,198.72535618431934,226.4452344086223
poisson,0.95,0,o3_combined,130.30078181070027,42252.200181816406,9598.82426005492,1950811.18495708,33.78585589690128,205.48446985316775,231.21422249416506,19.9092843641675,189.56307153550378,215.0357972150785
poisson,0.95,0,o4_credible_refinestreamep,130.30078181070027,42252.200181816406,9598.82426005492,1950811.18495708,33.78585589690128,205.48446985316775,231.21422249416506,19.9092843641675,189.56307153550378,215.0357972150785
bursty,0.825,0,normal_only,45.583390452113335,14781.17407727195,3357.976429972349,682456.28849286,1765.2179060062335,2571.5008868512514,2573.3289781954027,1741.5269713429243,2547.682559701806,2549.510651045957
bursty,0.825,0,ll_only,65.96770751326363,21391.128622967623,4859.6211201437545,987642.1298055779,121.52762614293977,193.14291087847764,198.77376621698681,108.67620518287613,176.7401389166871,182.62289295079015
bursty,0.825,0,existing_backend_oracle,65.96770751326363,21391.128622967623,4859.6211201437545,987642.1298055779,121.52762614293977,193.14291087847764,198.77376621698681,108.67620518287613,176.7401389166871,182.62289295079015
bursty,0.825,0,simple_normal_ll_switch,65.96770751326363,21391.128622967623,4859.6211201437545,987642.1298055779,121.52762614293977,193.14291087847764,198.77376621698681,108.67620518287613,176.7401389166871,182.62289295079015
bursty,0.825,0,o1_variable_capacity_ll,65.99408284040801,21399.681262382972,4861.564102576724,988037.0106534526,120.26990424050533,190.87987987917052,195.97118681826672,107.59613154681547,174.5301465436307,179.88040101917875
bursty,0.825,0,o2_unlimited_inflight_ll,65.99819809857806,21401.015703432244,4861.867259928584,988098.6226526713,120.0658214156678,190.57766871844058,195.76373916310607,107.41997049512264,174.2757115053288,179.7175403369503
bursty,0.825,0,o3_combined,66.0242925283759,21409.477257201357,4863.789549590358,988489.2980178326,118.71349862232061,188.1940723367003,193.32439263783496,106.04363673790651,172.19542599549803,177.4561407183954
