request_id,layer,iteration,q_len,batch,physical_rows,live_positions,live_ratio,phase,prepare_attn_critical_ms,attention_critical_ms,prepare_mlp_critical_ms,mlp_critical_ms,postprocess_critical_ms,block_critical_sum_ms
measured_16,0,4,32,15,480,136,0.2833333333333333,late,0.1340479999780655,0.6149439811706543,0.38947200775146484,0.29788801074028015,0.004031999967992306,1.440383999608457
measured_16,0,5,32,14,448,181,0.40401785714285715,middle,0.13583999872207642,0.6843519806861877,0.48364800214767456,0.43302398920059204,0.005696000065654516,1.7425599708221853
measured_16,0,6,32,14,448,185,0.41294642857142855,middle,0.12665599584579468,0.637440025806427,0.7116479873657227,0.2906560003757477,0.0050559998489916325,1.7714560092426836
measured_16,0,7,32,14,448,154,0.34375,middle,0.22256000339984894,1.0514880418777466,1.4325439929962158,0.5528320074081421,0.018592000007629395,3.278016045689583
measured_16,0,8,32,14,448,215,0.4799107142857143,middle,0.12476799637079239,0.6728320121765137,0.3306240141391754,0.28387200832366943,0.004288000054657459,1.4163840310648084
measured_16,0,9,32,13,416,226,0.5432692307692307,middle,0.14336000382900238,0.6112959980964661,0.3701440095901489,0.30476799607276917,0.010623999871313572,1.4401920074597
measured_16,0,10,32,12,384,194,0.5052083333333334,middle,0.14281600713729858,0.6843519806861877,0.430431991815567,0.28537601232528687,0.009151999838650227,1.5521279918029904
measured_16,0,11,32,12,384,193,0.5026041666666666,middle,0.1364160031080246,0.6898880004882812,0.44998401403427124,0.30527999997138977,0.010239999741315842,1.5918080173432827
measured_16,0,12,32,12,384,240,0.625,middle,0.12691199779510498,0.6263359785079956,0.9678400158882141,0.306335985660553,0.00979200005531311,2.037215977907181
measured_16,0,13,32,12,384,254,0.6614583333333334,middle,0.1687999963760376,0.9604799747467041,0.8322240114212036,0.5505599975585938,0.018848000094294548,2.5309119801968336
measured_16,0,14,32,12,384,221,0.5755208333333334,middle,0.135903999209404,0.6428160071372986,0.38355201482772827,0.32607999444007874,0.010015999898314476,1.498368015512824
measured_16,0,15,32,12,384,200,0.5208333333333334,middle,0.14454400539398193,0.6427839994430542,0.3599039912223816,0.3025279939174652,0.009279999881982803,1.4590399898588657
measured_16,0,16,32,12,384,171,0.4453125,middle,0.12415999919176102,0.6259520053863525,0.4387199878692627,0.2767679989337921,0.010143999941647053,1.4757439913228154
measured_16,0,17,32,12,384,132,0.34375,middle,0.12611199915409088,0.6496000289916992,0.4185599982738495,0.2690559923648834,0.009279999881982803,1.4726080186665058
measured_16,0,18,32,12,384,98,0.2552083333333333,late,0.11926399916410446,0.6348479986190796,0.5539519786834717,0.2810559868812561,0.009535999968647957,1.5986559633165598
measured_16,0,19,32,10,320,71,0.221875,late,0.18624000251293182,1.071455955505371,1.4479039907455444,0.5886080265045166,0.018559999763965607,3.3127679750323296
measured_16,0,20,32,9,288,52,0.18055555555555555,late,0.14323200285434723,0.6841599941253662,0.3144319951534271,0.27296000719070435,0.010975999757647514,1.4257599990814924
measured_16,0,21,32,7,224,24,0.10714285714285714,late,0.12172800302505493,7.582304000854492,0.44975998997688293,7.743167877197266,0.013024000450968742,15.909983871504664
measured_16,0,22,32,5,160,18,0.1125,late,0.20041599869728088,5.834784030914307,1.8627519607543945,4.259967803955078,0.012256000190973282,12.170175794512033
measured_16,0,23,32,5,160,13,0.08125,late,0.12726399302482605,0.6910719871520996,0.4686720073223114,0.30316799879074097,0.010751999914646149,1.6009279862046242
measured_16,0,24,32,4,128,7,0.0546875,late,0.13872000575065613,0.6995519995689392,0.39743998646736145,0.3333759903907776,0.010944000445306301,1.5800319826230407
measured_16,0,25,32,2,64,2,0.03125,late,0.1210239976644516,0.6459839940071106,0.733024001121521,0.3248000144958496,0.010591999627649784,1.8354240069165826
measured_16,0,26,32,1,32,1,0.03125,late,0.12665599584579468,0.6494719982147217,0.3197439908981323,0.28915199637413025,0.010432000271975994,1.395455981604755
measured_16,0,27,32,1,32,0,0.0,late,0.18016000092029572,0.8435840010643005,0.2869119942188263,0.3007360100746155,0.030112000182271004,1.641504006460309
measured_16,0,28,32,16,512,512,1.0,early,0.14371199905872345,3.2885758876800537,1.798751950263977,0.8452799916267395,0.006976000033318996,6.083295828662813
measured_16,0,29,32,16,512,440,0.859375,early,0.21859200298786163,1.4054720401763916,1.7237440347671509,0.4625279903411865,0.007519999984651804,3.8178560682572424
measured_16,0,30,32,16,512,383,0.748046875,early,0.12742400169372559,0.6890559792518616,0.37910398840904236,0.2901439964771271,0.002976000076159835,1.4887039659079164
measured_16,0,31,32,15,480,352,0.7333333333333333,early,0.13100799918174744,0.6685439944267273,0.3104960024356842,0.2704960107803345,0.003936000168323517,1.384480006992817
measured_16,0,32,32,15,480,276,0.575,middle,0.12105599790811539,0.6616320013999939,0.4578239917755127,0.33078399300575256,0.005024000070989132,1.5763199841603637
measured_16,0,33,32,14,448,246,0.5491071428571429,middle,0.14553600549697876,0.7097600102424622,0.41308799386024475,0.2999359965324402,0.004352000076323748,1.5726720062084496
measured_16,0,34,32,13,416,220,0.5288461538461539,middle,0.1518400013446808,0.6519359946250916,0.36342400312423706,0.3121280074119568,0.008736000396311283,1.4880640069022775
measured_16,0,35,32,12,384,199,0.5182291666666666,middle,0.1427839994430542,0.6614720225334167,0.4052160084247589,0.2983039915561676,0.01104000024497509,1.5188160222023726
measured_16,0,36,32,12,384,165,0.4296875,middle,0.139615997672081,0.6925439834594727,1.1604160070419312,0.28095999360084534,0.009568000212311745,2.283103981986642
measured_16,0,37,32,10,320,148,0.4625,middle,0.1626559942960739,0.9601920247077942,0.6698560118675232,0.5507839918136597,0.01833599992096424,2.361824022606015
measured_16,0,38,32,10,320,125,0.390625,middle,0.1412159949541092,0.6647040247917175,0.6374080181121826,0.27113598585128784,0.009983999654650688,1.7244480233639479
measured_16,0,39,32,10,320,111,0.346875,middle,0.14207999408245087,0.6620799899101257,0.35359999537467957,0.2646400034427643,0.009151999838650227,1.4315519826486707
measured_16,0,40,32,10,320,98,0.30625,late,0.1486400067806244,0.6631360054016113,0.8436160087585449,0.2656320035457611,0.009568000212311745,1.9305920246988535
measured_16,0,41,32,9,288,87,0.3020833333333333,late,0.1287039965391159,0.6969599723815918,0.42483198642730713,0.5214080214500427,0.017152000218629837,1.7890559770166874
measured_16,0,42,32,9,288,66,0.22916666666666666,late,0.1318719983100891,0.6238399744033813,0.32284799218177795,0.2943359911441803,0.010400000028312206,1.383295956067741
measured_16,0,43,32,9,288,49,0.1701388888888889,late,0.12598399817943573,0.6416000127792358,0.3869439959526062,0.2842560112476349,0.009983999654650688,1.4487680178135633
measured_16,0,44,32,8,256,37,0.14453125,late,0.1215360015630722,0.6898559927940369,0.39766401052474976,0.27744001150131226,0.01071999967098236,1.4972160160541534
measured_16,0,45,32,7,224,30,0.13392857142857142,late,0.12479999661445618,0.6491199731826782,0.39577600359916687,0.27497598528862,0.011807999573647976,1.4564799582585692
measured_16,0,46,32,5,160,17,0.10625,late,0.12691199779510498,0.653439998626709,0.3846080005168915,0.2921920120716095,0.01065600011497736,1.4678080091252923
measured_16,0,47,32,3,96,13,0.13541666666666666,late,0.14902399480342865,0.9544000029563904,0.650272011756897,0.5662720203399658,0.017503999173641205,2.337472029030323
measured_16,0,48,32,3,96,10,0.10416666666666667,late,0.1239359974861145,0.6573759913444519,0.5117440223693848,0.3369919955730438,0.010751999914646149,1.6408000066876411
measured_16,0,49,32,3,96,6,0.0625,late,0.12464000284671783,0.7054399847984314,0.7454720139503479,0.8277440071105957,0.01056000031530857,2.4138560090214014
measured_16,0,50,32,2,64,4,0.0625,late,0.14585599303245544,0.6651840209960938,0.5464959740638733,0.3016960024833679,0.01027199998497963,1.66950399056077
measured_16,0,51,32,2,64,2,0.03125,late,0.19129599630832672,1.075584053993225,1.4892480373382568,0.5915840268135071,0.017696000635623932,3.3654081150889397
measured_16,0,52,32,1,32,1,0.03125,late,0.12614400684833527,0.6369280219078064,0.3238080143928528,0.2978239953517914,0.01017600018531084,1.3948800386860967
measured_16,0,53,32,1,32,0,0.0,late,0.1398719996213913,0.6755520105361938,0.33820798993110657,0.3463039994239807,0.010784000158309937,1.5107199996709824
measured_0,1,0,32,16,512,293,0.572265625,middle,0.14025600254535675,0.5715839862823486,0.21555200219154358,1.145792007446289,0.003008000086992979,2.076191998552531
measured_0,1,1,32,16,512,260,0.5078125,middle,0.18627199530601501,0.5911679863929749,0.2523840069770813,1.2512320280075073,0.0031679999083280563,2.2842240165919065
measured_0,1,2,32,16,512,292,0.5703125,middle,0.1510079950094223,0.6032320261001587,0.23158399760723114,1.199072003364563,0.002976000076159835,2.187872022157535
measured_0,1,3,32,16,512,258,0.50390625,middle,0.18768000602722168,0.7789120078086853,0.4193919897079468,1.4263999462127686,0.011487999930977821,2.8238719496876
measured_0,1,4,32,16,512,204,0.3984375,middle,0.17148800194263458,0.7759680151939392,0.46166399121284485,1.4707200527191162,0.003008000086992979,2.882848061155528
measured_0,1,5,32,16,512,193,0.376953125,middle,0.17974400520324707,0.7566400170326233,0.4943679869174957,1.4357759952545166,0.002976000076159835,2.8695040044840425
measured_0,1,6,32,16,512,215,0.419921875,middle,0.14575999975204468,0.59552001953125,0.2739199995994568,1.2845439910888672,0.003008000086992979,2.3027520100586116
measured_0,1,7,32,15,480,178,0.37083333333333335,middle,0.14476799964904785,0.6054080128669739,0.22406400740146637,1.2751359939575195,0.0030400000978261232,2.2524160139728338
measured_0,1,8,32,15,480,150,0.3125,late,0.1472640037536621,0.6136000156402588,0.23609599471092224,1.2517759799957275,0.002976000076159835,2.2517119941767305
measured_0,1,9,32,13,416,153,0.36778846153846156,middle,0.1745920032262802,0.5682880282402039,0.23190400004386902,1.2319040298461914,0.0030400000978261232,2.2097280614543706
measured_0,1,10,32,13,416,122,0.2932692307692308,late,0.14326399564743042,0.6221439838409424,0.22227199375629425,1.177024006843567,0.0031679999083280563,2.167871979996562
measured_0,1,11,32,12,384,87,0.2265625,late,0.14207999408245087,0.6292160153388977,0.22655999660491943,1.2303999662399292,0.0030400000978261232,2.2312959723640233
measured_0,1,12,32,10,320,73,0.228125,late,0.1735360026359558,0.606112003326416,0.2502079904079437,5.105504035949707,0.0030400000978261232,6.138400032417849
measured_0,1,13,32,9,288,92,0.3194444444444444,late,0.18502399325370789,0.7576320171356201,0.4445759952068329,1.477120041847229,0.003008000086992979,2.867360047530383
measured_0,1,14,32,9,288,75,0.2604166666666667,late,0.1454399973154068,0.6036159992218018,0.23296000063419342,1.2439680099487305,0.0030720001086592674,2.2290560072287917
measured_0,1,15,32,6,192,67,0.3489583333333333,middle,0.17523199319839478,0.615776002407074,0.2539840042591095,6.872128009796143,0.003103999886661768,7.920224009547383
measured_0,1,16,32,4,128,61,0.4765625,middle,0.16579200327396393,0.6355199813842773,0.23731200397014618,5.524672031402588,0.003008000086992979,6.566304020117968
measured_0,1,17,32,4,128,56,0.4375,middle,0.146464005112648,0.5616639852523804,0.26316800713539124,0.9514560103416443,0.003008000086992979,1.9257600079290569
measured_0,1,18,32,3,96,52,0.5416666666666666,middle,0.17228800058364868,0.6294080018997192,0.23078399896621704,5.481599807739258,0.002976000076159835,6.517055809265003
measured_0,1,19,32,3,96,37,0.3854166666666667,middle,0.14534400403499603,0.608128011226654,0.22915199398994446,0.9635199904441833,0.002976000076159835,1.9491199997719377
measured_0,1,20,32,2,64,29,0.453125,middle,0.17187200486660004,0.635263979434967,0.24134400486946106,2.2820160388946533,0.002976000076159835,3.3334720281418413
measured_0,1,21,32,2,64,27,0.421875,middle,0.1706240028142929,0.6396480202674866,0.2210559993982315,0.9231680035591125,0.0029440000653266907,1.9574400261044502
measured_0,1,22,32,2,64,12,0.1875,late,0.13967999815940857,0.598688006401062,0.2252800017595291,0.8842560052871704,0.003008000086992979,1.850912011694163
measured_0,1,23,32,2,64,9,0.140625,late,0.14643199741840363,0.6158720254898071,0.23206399381160736,0.925216019153595,0.002976000076159835,1.922560035949573
measured_0,1,24,32,2,64,0,0.0,late,0.1576640009880066,0.5860480070114136,0.2593599855899811,0.8734719753265381,0.002976000076159835,1.8795199689920992
measured_16,1,0,32,15,480,200,0.4166666666666667,middle,0.15609599649906158,0.6008319854736328,0.23110400140285492,1.1809920072555542,0.003103999886661768,2.1721279905177653
measured_16,1,1,32,15,480,178,0.37083333333333335,middle,0.15014399588108063,0.6342719793319702,0.2361920028924942,1.2122880220413208,0.002976000076159835,2.2358720002230257
measured_16,1,2,32,15,480,128,0.26666666666666666,late,0.24659200012683868,1.056480050086975,0.9502400159835815,1.647711992263794,0.003103999886661768,3.904128058347851
measured_16,1,3,32,15,480,171,0.35625,middle,0.14297600090503693,0.6248000264167786,0.2333119958639145,1.2431679964065552,0.003008000086992979,2.247264019679278
measured_16,1,4,32,15,480,136,0.2833333333333333,late,0.15084800124168396,0.5995200276374817,0.22553600370883942,1.2227200269699097,0.002976000076159835,2.2016000596340746
measured_16,1,5,32,14,448,181,0.40401785714285715,middle,0.1536320000886917,0.5929279923439026,0.2618879973888397,1.1978880167007446,0.003008000086992979,2.2093440066091716
measured_16,1,6,32,14,448,185,0.41294642857142855,middle,0.15459200739860535,0.5875200033187866,0.25414401292800903,1.2079999446868896,0.002976000076159835,2.2072319684084505
measured_16,1,7,32,14,448,154,0.34375,middle,0.2508159875869751,0.6820799708366394,0.5424960255622864,1.2832640409469604,0.003008000086992979,2.7616640250198543
measured_16,1,8,32,14,448,215,0.4799107142857143,middle,0.16678400337696075,0.5714560151100159,0.23900799453258514,1.1963520050048828,0.002976000076159835,2.1765760181006044
measured_16,1,9,32,13,416,226,0.5432692307692307,middle,0.14163200557231903,0.5978879928588867,0.22899200022220612,1.2379200458526611,0.002976000076159835,2.209408044582233
measured_16,1,10,32,12,384,194,0.5052083333333334,middle,0.16896000504493713,0.6082879900932312,0.22655999660491943,1.189344048500061,0.0030720001086592674,2.196224040351808
measured_16,1,11,32,12,384,193,0.5026041666666666,middle,0.15593600273132324,0.5984960198402405,0.26179200410842896,1.2624319791793823,0.003008000086992979,2.281664005946368
measured_16,1,12,32,12,384,240,0.625,middle,0.1472640037536621,0.6050879955291748,0.24063999950885773,1.1858880519866943,0.0030400000978261232,2.181920050876215
measured_16,1,13,32,12,384,254,0.6614583333333334,middle,0.24636800587177277,1.0834879875183105,0.879423975944519,1.4875520467758179,0.002976000076159835,3.69980801618658
measured_16,1,14,32,12,384,221,0.5755208333333334,middle,0.15091200172901154,0.5902079939842224,0.2284799963235855,1.1785279512405396,0.002976000076159835,2.151103943353519
measured_16,1,15,32,12,384,200,0.5208333333333334,middle,0.1430719941854477,0.6234880089759827,0.23119999468326569,1.1952639818191528,0.002976000076159835,2.1959999797400087
measured_16,1,16,32,12,384,171,0.4453125,middle,0.17472000420093536,0.5954560041427612,0.21910400688648224,1.262943983078003,0.003008000086992979,2.2552319983951747
measured_16,1,17,32,12,384,132,0.34375,middle,0.17919999361038208,0.5874239802360535,0.22387200593948364,1.238111972808838,0.0030400000978261232,2.231647952692583
measured_16,1,18,32,12,384,98,0.2552083333333333,late,0.15142400562763214,0.6326720118522644,0.2661440074443817,1.2653119564056396,0.003135999897494912,2.318687981227413
measured_16,1,19,32,10,320,71,0.221875,late,0.24358400702476501,0.6975679993629456,0.5325760245323181,1.2707200050354004,0.003008000086992979,2.747456036042422
measured_16,1,20,32,9,288,52,0.18055555555555555,late,0.14812800288200378,0.5577279925346375,0.3031359910964966,1.2057600021362305,0.003103999886661768,2.21785598853603
measured_16,1,21,32,7,224,24,0.10714285714285714,late,0.17283199727535248,0.6375359892845154,0.23654399812221527,6.196352005004883,0.003008000086992979,7.246271989773959
measured_16,1,22,32,5,160,18,0.1125,late,0.17894400656223297,0.662880003452301,0.25273600220680237,6.839968204498291,0.0030400000978261232,7.9375682168174535
measured_16,1,23,32,5,160,13,0.08125,late,0.1573439985513687,0.646336019039154,0.22431999444961548,1.014016032218933,0.002976000076159835,2.044992044335231
measured_16,1,24,32,4,128,7,0.0546875,late,0.15398399531841278,0.6415680050849915,0.22195200622081757,1.0147839784622192,0.002976000076159835,2.035263985162601
measured_16,1,25,32,2,64,2,0.03125,late,0.15238399803638458,0.6139519810676575,0.227743998169899,0.8795520067214966,0.0030400000978261232,1.8766719840932637
measured_16,1,26,32,1,32,1,0.03125,late,0.14579200744628906,0.5777919888496399,0.2654719948768616,0.8767359852790833,0.011776000261306763,1.8775679767131805
measured_16,1,27,32,1,32,0,0.0,late,0.1727360039949417,0.6084160208702087,0.271232008934021,1.1561599969863892,0.01283199992030859,2.221376030705869
measured_16,1,28,32,16,512,512,1.0,early,0.15747199952602386,0.6536319851875305,0.2829760015010834,0.9691519737243652,0.012128000147640705,2.0753599600866437
measured_16,1,29,32,16,512,440,0.859375,early,0.15919999778270721,1.684224009513855,0.33827200531959534,1.251904010772705,0.0030400000978261232,3.4366400234866887
measured_16,1,30,32,16,512,383,0.748046875,early,0.14950400590896606,0.5854719877243042,0.2423039972782135,1.2470719814300537,0.0030400000978261232,2.2273919724393636
measured_16,1,31,32,15,480,352,0.7333333333333333,early,0.1533759981393814,0.5878400206565857,0.25433599948883057,1.202015995979309,0.003008000086992979,2.2005760143510997
measured_16,1,32,32,15,480,276,0.575,middle,0.14428800344467163,0.6252800226211548,0.2670080065727234,1.4837759733200073,0.002976000076159835,2.523328006034717
measured_16,1,33,32,14,448,246,0.5491071428571429,middle,0.1523520052433014,0.6341440081596375,0.2306240051984787,1.2422720193862915,0.002976000076159835,2.262368038063869
measured_16,1,34,32,13,416,220,0.5288461538461539,middle,0.1531520038843155,0.6501439809799194,0.23030400276184082,1.2551360130310059,0.002976000076159835,2.2917120007332414
measured_16,1,35,32,12,384,199,0.5182291666666666,middle,0.14998400211334229,0.6042559742927551,0.2327679991722107,1.2324800491333008,0.002976000076159835,2.2224640247877687
measured_16,1,36,32,12,384,165,0.4296875,middle,0.15107199549674988,0.5913280248641968,0.25443199276924133,1.2335360050201416,0.002976000076159835,2.2333440182264894
measured_16,1,37,32,10,320,148,0.4625,middle,0.2759999930858612,1.0731199979782104,0.9366400241851807,1.592352032661438,0.002976000076159835,3.88108804798685
measured_16,1,38,32,10,320,125,0.390625,middle,0.1679999977350235,0.6336320042610168,0.23270399868488312,1.198207974433899,0.0030400000978261232,2.2355839752126485
measured_16,1,39,32,10,320,111,0.346875,middle,0.1454080045223236,0.6010559797286987,0.25971201062202454,1.2443519830703735,0.003008000086992979,2.2535359780304134
measured_16,1,40,32,10,320,98,0.30625,late,0.1504639983177185,0.5828800201416016,0.24403199553489685,1.198848009109497,0.002976000076159835,2.179200023179874
measured_16,1,41,32,9,288,87,0.3020833333333333,late,0.2693760097026825,1.0725120306015015,0.8923519849777222,1.738111972808838,0.0029440000653266907,3.9752959981560707
measured_16,1,42,32,9,288,66,0.22916666666666666,late,0.1443520039319992,0.6503360271453857,0.22908799350261688,1.2779840230941772,0.002976000076159835,2.304736047750339
measured_16,1,43,32,9,288,49,0.1701388888888889,late,0.15033599734306335,0.5835520029067993,0.25171199440956116,1.2194240093231201,0.003008000086992979,2.208032004069537
measured_16,1,44,32,8,256,37,0.14453125,late,0.1603199988603592,0.5976319909095764,0.2194560021162033,1.1335359811782837,0.0030400000978261232,2.1139839731622487
measured_16,1,45,32,7,224,30,0.13392857142857142,late,0.15615999698638916,0.6304960250854492,0.248416006565094,1.0794240236282349,0.003008000086992979,2.11750405235216
measured_16,1,46,32,5,160,17,0.10625,late,0.15145599842071533,0.6008960008621216,0.27612799406051636,1.0622400045394897,0.002976000076159835,2.093695997959003
measured_16,1,47,32,3,96,13,0.13541666666666666,late,0.24716800451278687,1.04966402053833,0.877888023853302,1.3921279907226562,0.003008000086992979,3.569856039714068
measured_16,1,48,32,3,96,10,0.10416666666666667,late,0.14243200421333313,0.5979520082473755,0.2454719990491867,0.956384003162384,0.002976000076159835,1.9452160147484392
measured_16,1,49,32,3,96,6,0.0625,late,0.15568000078201294,0.6332160234451294,0.2383359968662262,1.0161919593811035,0.003008000086992979,2.046431980561465
measured_16,1,50,32,2,64,4,0.0625,late,0.1650879979133606,0.6147199869155884,0.23558400571346283,0.9348800182342529,0.0029440000653266907,1.9532160088419914
measured_16,1,51,32,2,64,2,0.03125,late,0.18838399648666382,0.6340799927711487,0.33139199018478394,0.9998720288276672,0.0030720001086592674,2.156800008378923
measured_16,1,52,32,1,32,1,0.03125,late,0.13926400244235992,0.6520640254020691,0.22655999660491943,0.9009600281715393,0.011264000087976456,1.9301120527088642
measured_16,1,53,32,1,32,0,0.0,late,0.14972800016403198,0.6075519919395447,0.23071999847888947,0.8767679929733276,0.012864000163972378,1.8776319837197661
measured_0,2,0,32,16,512,293,0.572265625,middle,0.16607999801635742,0.5937920212745667,0.2553600072860718,1.2537920475006104,0.0029440000653266907,2.271968074142933
measured_0,2,1,32,16,512,260,0.5078125,middle,0.16777600347995758,0.6694719791412354,0.23190400004386902,1.2707200050354004,0.003008000086992979,2.3428799877874553
measured_0,2,2,32,16,512,292,0.5703125,middle,0.29228800535202026,0.6530560255050659,0.4017919898033142,1.3081599473953247,0.002976000076159835,2.658271968131885
measured_0,2,3,32,16,512,258,0.50390625,middle,0.2197439968585968,0.8726720213890076,0.49558401107788086,1.471776008605957,0.0030400000978261232,3.0628160380292684
measured_0,2,4,32,16,512,204,0.3984375,middle,0.1894720047712326,0.7847999930381775,0.4615359902381897,1.5031039714813232,0.002976000076159835,2.941887959605083
measured_0,2,5,32,16,512,193,0.376953125,middle,0.21846400201320648,0.7525119781494141,0.4183039963245392,1.4548799991607666,0.002976000076159835,2.847135975724086
measured_0,2,6,32,16,512,215,0.419921875,middle,0.16249600052833557,0.6346240043640137,0.2443840056657791,1.326591968536377,0.002976000076159835,2.371071979170665
measured_0,2,7,32,15,480,178,0.37083333333333335,middle,0.16115200519561768,0.5965120196342468,0.251583993434906,1.2719680070877075,0.0030720001086592674,2.2842880254611373
measured_0,2,8,32,15,480,150,0.3125,late,0.16432000696659088,0.6000319719314575,0.2407359927892685,1.2772159576416016,0.0030400000978261232,2.2853439294267446
measured_0,2,9,32,13,416,153,0.36778846153846156,middle,0.17241600155830383,0.6975359916687012,0.2694079875946045,1.284767985343933,0.0030400000978261232,2.4271679662633687
measured_0,2,10,32,13,416,122,0.2932692307692308,late,0.17174400389194489,0.7559360265731812,0.3861120045185089,1.5000319480895996,0.003103999886661768,2.8169279829598963
measured_0,2,11,32,12,384,87,0.2265625,late,0.18464000523090363,0.6177600026130676,0.22991999983787537,1.2702080011367798,0.002976000076159835,2.3055040088947862
measured_0,2,12,32,10,320,73,0.228125,late,0.1674560010433197,0.635968029499054,0.23107199370861053,1.274880051612854,0.003008000086992979,2.312384075950831
measured_0,2,13,32,9,288,92,0.3194444444444444,late,0.19180800020694733,0.7869120240211487,0.3846080005168915,1.4654079675674438,0.003008000086992979,2.8317439923994243
measured_0,2,14,32,9,288,75,0.2604166666666667,late,0.1700800061225891,0.6030399799346924,0.24540799856185913,1.2445119619369507,0.003103999886661768,2.266143946442753
