request_id,iteration,selected_sequences,block_starts,physical_rows,live_positions_before,accepted_positions,live_to_physical_ratio,accepted_per_forward,phase
measured_0,18,3,"[64,64,64]",96,52,15,0.5416666666666666,15,middle
measured_0,19,3,"[64,64,64]",96,37,8,0.3854166666666667,8,middle
measured_0,20,2,"[64,64]",64,29,2,0.453125,2,middle
measured_0,21,2,"[64,64]",64,27,15,0.421875,15,middle
measured_0,22,2,"[64,64]",64,12,3,0.1875,3,late
measured_0,23,2,"[64,64]",64,9,9,0.140625,9,late
measured_0,24,2,"[64,64]",64,0,0,0.0,0,late
measured_16,0,15,"[64,64,64,64,64,64,64,64,64,64,64,64,64,96,96]",480,200,22,0.4166666666666667,22,middle
measured_16,1,15,"[64,64,64,64,64,64,64,64,64,64,64,64,64,96,96]",480,178,50,0.37083333333333335,50,middle
measured_16,2,15,"[64,64,64,64,64,64,64,64,64,64,64,64,64,96,96]",480,128,21,0.26666666666666666,21,late
measured_16,3,15,"[64,64,64,64,64,64,64,64,64,64,64,96,96,96,96]",480,171,35,0.35625,35,middle
measured_16,4,15,"[64,64,64,64,64,64,64,64,64,64,64,96,96,96,96]",480,136,19,0.2833333333333333,19,late
measured_16,5,14,"[64,64,64,64,64,64,64,64,96,96,64,96,96,96]",448,181,28,0.40401785714285715,28,middle
measured_16,6,14,"[64,64,64,64,64,64,64,64,96,96,96,96,96,96]",448,185,31,0.41294642857142855,31,middle
measured_16,7,14,"[64,64,64,64,64,64,64,64,96,96,96,96,96,96]",448,154,35,0.34375,35,middle
measured_16,8,14,"[64,64,64,64,96,96,64,96,96,96,96,96,96,96]",448,215,21,0.4799107142857143,21,middle
measured_16,9,13,"[64,64,64,64,96,96,96,96,96,96,96,96,96]",416,226,32,0.5432692307692307,32,middle
measured_16,10,12,"[64,64,64,64,96,96,96,96,96,96,96,96]",384,194,33,0.5052083333333334,33,middle
measured_16,11,12,"[64,64,96,64,96,96,96,96,96,96,96,96]",384,193,17,0.5026041666666666,17,middle
measured_16,12,12,"[64,96,96,96,96,96,96,96,96,96,96,96]",384,240,18,0.625,18,middle
measured_16,13,12,"[96,96,96,96,96,96,96,96,96,96,96,96]",384,254,33,0.6614583333333334,33,middle
measured_16,14,12,"[96,96,96,96,96,96,96,96,96,96,96,96]",384,221,21,0.5755208333333334,21,middle
measured_16,15,12,"[96,96,96,96,96,96,96,96,96,96,96,96]",384,200,29,0.5208333333333334,29,middle
measured_16,16,12,"[96,96,96,96,96,96,96,96,96,96,96,96]",384,171,39,0.4453125,39,middle
measured_16,17,12,"[96,96,96,96,96,96,96,96,96,96,96,96]",384,132,34,0.34375,34,middle
measured_16,18,12,"[96,96,96,96,96,96,96,96,96,96,96,96]",384,98,27,0.2552083333333333,27,late
measured_16,19,10,"[96,96,96,96,96,96,96,96,96,96]",320,71,19,0.221875,19,late
measured_16,20,9,"[96,96,96,96,96,96,96,96,96]",288,52,28,0.18055555555555555,28,late
measured_16,21,7,"[96,96,96,96,96,96,96]",224,24,6,0.10714285714285714,6,late
measured_16,22,5,"[96,96,96,96,96]",160,18,5,0.1125,5,late
measured_16,23,5,"[96,96,96,96,96]",160,13,6,0.08125,6,late
measured_16,24,4,"[96,96,96,96]",128,7,5,0.0546875,5,late
measured_16,25,2,"[96,96]",64,2,1,0.03125,1,late
measured_16,26,1,[96],32,1,1,0.03125,1,late
measured_16,27,1,[96],32,0,0,0.0,0,late
measured_16,28,16,"[128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128]",512,512,72,1.0,72,early
measured_16,29,16,"[128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128]",512,440,57,0.859375,57,early
measured_16,30,16,"[128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128]",512,383,31,0.748046875,31,early
measured_16,31,15,"[128,128,128,128,128,128,128,128,128,128,128,128,128,128,128]",480,352,76,0.7333333333333333,76,early
measured_16,32,15,"[128,128,128,128,128,128,128,128,128,128,128,128,128,128,128]",480,276,30,0.575,30,middle
measured_16,33,14,"[128,128,128,128,128,128,128,128,128,128,128,128,128,128]",448,246,26,0.5491071428571429,26,middle
measured_16,34,13,"[128,128,128,128,128,128,128,128,128,128,128,128,128]",416,220,21,0.5288461538461539,21,middle
measured_16,35,12,"[128,128,128,128,128,128,128,128,128,128,128,128]",384,199,34,0.5182291666666666,34,middle
measured_16,36,12,"[128,128,128,128,128,128,128,128,128,128,128,128]",384,165,17,0.4296875,17,middle
measured_16,37,10,"[128,128,128,128,128,128,128,128,128,128]",320,148,23,0.4625,23,middle
measured_16,38,10,"[128,128,128,128,128,128,128,128,128,128]",320,125,14,0.390625,14,middle
measured_16,39,10,"[128,128,128,128,128,128,128,128,128,128]",320,111,13,0.346875,13,middle
measured_16,40,10,"[128,128,128,128,128,128,128,128,128,128]",320,98,11,0.30625,11,late
measured_16,41,9,"[128,128,128,128,128,128,128,128,128]",288,87,21,0.3020833333333333,21,late
measured_16,42,9,"[128,128,128,128,128,128,128,128,128]",288,66,17,0.22916666666666666,17,late
measured_16,43,9,"[128,128,128,128,128,128,128,128,128]",288,49,12,0.1701388888888889,12,late
measured_16,44,8,"[128,128,128,128,128,128,128,128]",256,37,7,0.14453125,7,late
measured_16,45,7,"[128,128,128,128,128,128,128]",224,30,13,0.13392857142857142,13,late
measured_16,46,5,"[128,128,128,128,128]",160,17,4,0.10625,4,late
measured_16,47,3,"[128,128,128]",96,13,3,0.13541666666666666,3,late
measured_16,48,3,"[128,128,128]",96,10,4,0.10416666666666667,4,late
measured_16,49,3,"[128,128,128]",96,6,2,0.0625,2,late
measured_16,50,2,"[128,128]",64,4,2,0.0625,2,late
measured_16,51,2,"[128,128]",64,2,1,0.03125,1,late
measured_16,52,1,[128],32,1,1,0.03125,1,late
measured_16,53,1,[128],32,0,0,0.0,0,late
