request_id,iteration,selected_sequences,block_starts,physical_rows,live_positions_before,accepted_positions,live_to_physical_ratio,accepted_per_forward,phase
measured_0,0,16,"[32,32,32,32,32,32,32,64,64,64,64,64,64,64,64,64]",512,293,33,0.572265625,33,middle
measured_0,1,16,"[32,32,32,32,32,32,32,64,64,64,64,64,64,64,64,64]",512,260,32,0.5078125,32,middle
measured_0,2,16,"[32,32,32,32,32,64,64,64,64,64,64,64,64,64,64,64]",512,292,34,0.5703125,34,middle
measured_0,3,16,"[32,32,32,32,32,64,64,64,64,64,64,64,64,64,64,64]",512,258,54,0.50390625,54,middle
measured_0,4,16,"[32,32,32,32,32,64,64,64,64,64,64,64,64,64,64,64]",512,204,43,0.3984375,43,middle
measured_0,5,16,"[32,32,32,32,64,64,64,64,64,64,64,64,64,64,64,64]",512,193,42,0.376953125,42,middle
measured_0,6,16,"[32,32,64,64,64,64,64,64,64,64,64,64,64,64,64,64]",512,215,37,0.419921875,37,middle
measured_0,7,15,"[32,32,64,64,64,64,64,64,64,64,64,64,64,64,64]",480,178,28,0.37083333333333335,28,middle
measured_0,8,15,"[32,32,64,64,64,64,64,64,64,64,64,64,64,64,64]",480,150,29,0.3125,29,late
measured_0,9,13,"[32,64,64,64,64,64,64,64,64,64,64,64,64]",416,153,31,0.36778846153846156,31,middle
measured_0,10,13,"[32,64,64,64,64,64,64,64,64,64,64,64,64]",416,122,35,0.2932692307692308,35,late
measured_0,11,12,"[32,64,64,64,64,64,64,64,64,64,64,64]",384,87,14,0.2265625,14,late
measured_0,12,10,"[32,64,64,64,64,64,64,64,64,64]",320,73,13,0.228125,13,late
measured_0,13,9,"[64,64,64,64,64,64,64,64,64]",288,92,17,0.3194444444444444,17,late
measured_0,14,9,"[64,64,64,64,64,64,64,64,64]",288,75,8,0.2604166666666667,8,late
measured_0,15,6,"[64,64,64,64,64,64]",192,67,6,0.3489583333333333,6,middle
measured_0,16,4,"[64,64,64,64]",128,61,5,0.4765625,5,middle
measured_0,17,4,"[64,64,64,64]",128,56,4,0.4375,4,middle
