block,policy,workload,requests,tokens_s,elapsed_s,joint_slo_fraction_ttft2_tpot02,max_arrival_lateness_ms,coalesced_requests,request_max_itl_mean_s,request_max_itl_p99_s,joint_all_token_slo_ttft1_tbt50ms,joint_all_token_slo_ttft1_tbt100ms,joint_all_token_slo_ttft1_tbt200ms,joint_all_token_slo_ttft2_tbt50ms,joint_all_token_slo_ttft2_tbt100ms,joint_all_token_slo_ttft2_tbt200ms,joint_all_token_slo_ttft5_tbt50ms,joint_all_token_slo_ttft5_tbt100ms,joint_all_token_slo_ttft5_tbt200ms,e2e_s_mean,e2e_s_p50,e2e_s_p90,e2e_s_p99,ttft_s_mean,ttft_s_p50,ttft_s_p90,ttft_s_p99,tpot_s_mean,tpot_s_p50,tpot_s_p90,tpot_s_p99
0,greedy,heterogeneous_bursty,48,222.03116607538803,32.28375604515895,0.7916666666666666,2.05316035076919,0,0.10764411423588172,0.19147331941407175,0,0.5416666666666666,0.6458333333333334,0,0.6458333333333334,0.7916666666666666,0,0.7291666666666666,1,9.237124192567231,8.138589776819572,15.702806922793394,18.06819333567284,1.0791728543796733,0.7307073834817857,2.6125003323424614,2.9214729186147452,0.05623636960084934,0.058721032562769115,0.06119555673591556,0.06441862236353614
0,greedy,fastpp_official_azure_conv_192,192,517.5295144479911,86.26174692204222,1,3.2580322585999966,0,0.07455866928891434,0.09823690854012966,0.046875,1,1,0.046875,1,1,0.046875,1,1,10.525670465135287,8.40131336892955,19.327374151023104,23.318495968659413,0.21969245110813063,0.1815032665617764,0.4827172001823783,0.7330773659236729,0.044106329035527685,0.04434807347283006,0.046499488609245423,0.04778004108442448
0,greedy,heterogeneous_steady,48,210.14533484490102,34.10972699103877,1,2.026299014687538,0,0.08768816809363973,0.1015842550387606,0,0.9166666666666666,1,0,0.9166666666666666,1,0,0.9166666666666666,1,7.139533241531656,6.164686732692644,12.212759462511167,12.629796594888903,0.42738648103356053,0.4184184125624597,0.7161554267629981,0.7360343492077663,0.045426896085636874,0.04603321472809839,0.04700587401098464,0.04712412391733327
0,greedy,short_high_concurrency,512,5387.198929832246,12.16513458173722,1,39.22790784388752,0,0.222083412027132,0.37238502375315874,0,0.498046875,0.498046875,0,0.498046875,0.498046875,0,0.498046875,0.498046875,7.407401858964477,7.397769563598558,7.7073068842757495,7.7932561597879975,0.47596313756821473,0.4996177083812654,0.7852576871402563,0.8724700132757425,0.05457786754771326,0.05491635495591469,0.055457138700601386,0.055628200148261614
0,alp,heterogeneous_bursty,48,208.84064038636822,34.32282139500603,0.9583333333333334,2.1006237529217486,0,0.25990193770849146,0.9145177708845585,0,0.125,0.2916666666666667,0,0.3541666666666667,0.7291666666666666,0,0.375,0.75,8.349524556736773,7.302005501929671,13.60571042187512,14.067701439424418,1.1616284850654968,1.2346286645624787,1.7824803518131376,2.036842291955836,0.048837429639131645,0.04777139360580791,0.05406353110740856,0.05848627531843559
0,alp,fastpp_official_azure_conv_192,192,499.1186478514026,89.44366272864863,1,3.897841761095755,0,0.16611964048206573,0.7215339713729918,0.020833333333333332,0.75,0.8333333333333334,0.020833333333333332,0.7552083333333334,0.8385416666666666,0.020833333333333332,0.7552083333333334,0.8385416666666666,11.584982745346982,9.143998874584213,21.40513137113303,26.49868748188485,0.2556176499371456,0.20838218787685037,0.5443949851207436,0.9112322172056885,0.04812797681930393,0.04885684718334461,0.05078512280921617,0.05298746616541503
0,alp,heterogeneous_steady,48,203.7985753932852,35.17198285693303,1,1.7150947824120522,0,0.0928884262102656,0.11266033944208174,0,0.5833333333333334,0.9166666666666666,0,0.6458333333333334,1,0,0.6458333333333334,1,8.08327712736597,7.1178781827911735,13.84200950525701,14.292276470605284,0.6353783044420803,0.6794070736505091,0.9594577117357403,1.0835343981673942,0.05060998846718813,0.05170168959645226,0.05238886961541256,0.05267738241020326
0,alp,short_high_concurrency,512,4761.843928883866,13.762735818047076,1,43.42650201171638,0,0.2207699983555358,0.3933784437645227,0,0,0,0,0.50390625,0.5546875,0,0.50390625,0.5546875,8.668218503883509,8.787719389423728,8.841279225051403,8.869866026765667,1.145760362052897,1.1966392351314425,1.2615511224605143,1.530053334152326,0.05923146502657722,0.059458494795061004,0.06004606512463175,0.06012049119791207
0,pp_only,heterogeneous_bursty,48,228.84506234873098,31.32250233599916,1,1.9910128787152814,0,0.11175101417272042,0.15398157048039138,0,0.08333333333333333,1,0,0.08333333333333333,1,0,0.08333333333333333,1,6.928646567102987,5.971635465975851,11.64619981260039,11.808408057331107,0.492167278600391,0.5116557076107711,0.7537851110566408,0.8686962026031688,0.043935948348829794,0.04370147295515327,0.04739660060343643,0.049310858976908976
0,pp_only,fastpp_official_azure_conv_192,192,520.6289986907493,85.74820094974712,1,3.925115077032082,0,0.08120007854934859,0.10537430803757161,0.046875,0.9635416666666666,1,0.046875,0.9635416666666666,1,0.046875,0.9635416666666666,1,10.215645601808015,8.179590904852375,18.76199875161983,22.552992990128704,0.0816985484198085,0.07801527413539588,0.10595431523397567,0.18292632757686078,0.043489538568613484,0.04350248212301858,0.04594689457724993,0.04750614631283804
