phase,logical_invocations,physical_m_median,physical_m_mean,remote_fraction_median,remote_fraction_mean,active_experts_median,active_experts_mean,tiny_expert_fraction_le4_median,tiny_expert_fraction_le4_mean,rank_load_cv_median,rank_load_cv_mean,rank_fanout_mean_median,rank_fanout_mean_mean,input_rel_l2_lag1_median_median,input_rel_l2_lag1_median_mean,input_cosine_lag1_median_median,input_cosine_lag1_median_mean,moe_output_rel_l2_lag1_median_median,moe_output_rel_l2_lag1_median_mean,moe_output_cosine_lag1_median_median,moe_output_cosine_lag1_median_mean,moe_critical_sum_ms_median,moe_critical_sum_ms_mean
all,2914,256.0,254.63829787234042,0.751953125,0.7511906182208427,156.0,160.1417295813315,0.41329931972789113,0.42240053223558977,0.31291019203171566,0.33157586558778124,3.07421875,3.066546850487793,1.1114912331104279,1.0457872032319864,0.3713197484612465,0.41070551434130115,0.9058840870857239,0.8902007258399625,0.5839414894580841,0.5702696233740041,2.5652960166335106,2.599767720372165
early,558,256.0,256.0,0.74951171875,0.749242201500896,138.0,140.53405017921148,0.4294779979310893,0.4519160728942228,0.36594651755500684,0.39845633017072507,3.0703125,3.05389644937276,1.1703786849975586,1.1175124848533626,0.3215465843677521,0.35642100434460494,0.8796965479850769,0.9003702465310495,0.6128536760807037,0.5649753580863042,2.6325599998235703,2.660112747809045
middle,1209,256.0,256.0,0.75341796875,0.7523985958178246,155.0,159.74772539288668,0.4129353233830846,0.4203689449357209,0.31568506254781886,0.33293006675296266,3.07421875,3.064490281224152,1.0513457357883453,1.0000412254590207,0.4342678487300873,0.4517865451255776,0.8597879111766815,0.84989893496842,0.6195515692234039,0.6028201699544332,2.567775994539261,2.597459136137879
late,1147,256.0,252.54054054054055,0.75146484375,0.7508652229418359,164.0,170.09590235396686,0.40875912408759124,0.4101830233934139,0.2856407752156899,0.2976120221300768,3.078125,3.0748688348486737,1.1221815347671509,1.0593092429473103,0.3617226257920265,0.3936437580820328,0.9563997685909271,0.9278659947113508,0.5388363599777222,0.5384305458430046,2.539072021842003,2.572844052568741
