stage,logical_layer_invocations,median_critical_ms,p95_critical_ms,sum_critical_ms,share_of_observed_block_sum
prepare_attn,3136,0.25484800338745117,0.2909279987215996,812.7045124322176,0.023826574284183503
attention,3136,0.9843840003013611,1.0274640321731567,3204.425631225109,0.09394618114279828
prepare_mlp,3136,2.1170880794525146,2.927072048187256,6921.250756204128,0.202914703633952
mlp,3136,7.265952110290527,8.658984422683716,23104.02781045437,0.6773554551114238
postprocess,3136,0.02038400061428547,0.02659199945628643,66.75456002913415,0.0019570858276424393
block_critical_sum_ms,3136,10.647856035269797,14.49277626303956,34109.16327034496,1.0
